LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1669722216.852310,1055938.000,35755,2,RD,1,100,TL
1669722216.852310,1055938.000,35755,2,RD,1,100,TU
1669722219.480645,1058505.500,36558,2,RD,1,100,TL
1669722222.108979,1061073.000,36558,2,RD,1,100,TU
1669722224.784404,1063686.500,37305,2,RD,1,100,TL
1669722227.459829,1066300.000,37305,2,RD,1,100,TU
1669722230.090211,1068869.500,38110,2,RD,1,100,TL
1669722232.720593,1071439.000,38110,2,RD,1,100,TU
1669722235.344833,1074002.500,38917,2,RD,1,100,TL
1669722237.969072,1076566.000,38917,2,RD,1,100,TU
1669722240.590753,1079127.000,39718,2,RD,1,100,TL
1669722243.212434,1081688.000,39718,2,RD,1,100,TU
1669722245.833603,1084248.500,40523,2,RD,1,100,TL
1669722248.454771,1086809.000,40523,2,RD,1,100,TU
1669722251.077476,1089371.000,41330,2,RD,1,100,TL
1669722253.700180,1091933.000,41330,2,RD,1,100,TU
1669722256.322884,1094495.000,42135,2,RD,1,100,TL
1669722258.945589,1097057.000,42135,2,RD,1,100,TU
1669722261.554985,1099606.000,42920,2,RD,1,100,TL
1669722264.164382,1102155.000,42920,2,RD,1,100,TU
1669722266.795275,1104725.000,43723,2,RD,1,100,TL
1669722269.426169,1107295.000,43723,2,RD,1,100,TU
1669722272.047338,1109855.500,44528,2,RD,1,100,TL
1669722274.668507,1112416.000,44528,2,RD,1,100,TU
1669722277.288652,1114975.500,45329,2,RD,1,100,TL
1669722279.908797,1117535.000,45329,2,RD,1,100,TU
1669722282.524336,1120090.000,46131,2,RD,1,100,TL
1669722285.139874,1122645.000,46131,2,RD,1,100,TU
1669722287.769744,1125214.000,46934,2,RD,1,100,TL
1669722290.399615,1127783.000,46934,2,RD,1,100,TU
1669722293.028973,1130351.500,47737,2,RD,1,100,TL
1669722295.658331,1132920.000,47737,2,RD,1,100,TU
1669722298.275917,1135477.000,48504,2,RD,1,100,TL
1669722300.893503,1138034.000,48504,2,RD,1,100,TU
