LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1669722215.894132,1055002.000,35606,1,EA,1,100,0.106438
1669722215.956066,1055062.500,35621,2,EA,1,100,0.106511
1669722216.017999,1055123.000,35621,2,EA,1,100,0.106477
1669722216.084539,1055188.000,35639,1,EA,1,100,0.106457
1669722216.151080,1055253.000,35654,2,EA,1,100,0.106447
1669722216.217620,1055318.000,35654,2,EA,1,100,0.106441
1669722216.283136,1055382.000,35671,1,EA,1,100,0.106451
1669722216.348653,1055446.000,35689,2,EA,1,100,0.106467
1669722216.414169,1055510.000,35689,2,EA,1,100,0.106468
1669722216.481733,1055576.000,35705,1,EA,1,100,0.106468
1669722216.549297,1055642.000,35721,2,EA,1,100,0.106478
1669722216.616860,1055708.000,35721,2,EA,1,100,0.106486
1669722216.683912,1055773.500,35741,2,EA,1,100,0.106521
1669722216.750964,1055839.000,35741,2,EA,1,100,0.106454
1669722216.817504,1055904.000,35763,3,EA,1,100,0.106433
1669722216.884045,1055969.000,35763,3,EA,1,100,0.106472
1669722216.950585,1056034.000,35763,3,EA,1,100,0.106460
1669722217.016101,1056098.000,35778,1,EA,1,100,0.106449
1669722217.082129,1056162.500,35794,2,EA,1,100,0.106470
1669722217.148158,1056227.000,35794,2,EA,1,100,0.106501
1669722217.216745,1056294.000,35809,1,EA,1,100,0.106493
1669722217.283797,1056359.500,35827,2,EA,1,100,0.106488
1669722217.350849,1056425.000,35827,2,EA,1,100,0.106501
1669722217.417389,1056490.000,35842,1,EA,1,100,0.106532
1669722217.483929,1056555.000,35858,2,EA,1,100,0.106529
1669722217.550469,1056620.000,35858,2,EA,1,100,0.106532
1669722217.616498,1056684.500,35874,2,EA,1,100,0.106530
1669722217.682526,1056749.000,35874,2,EA,1,100,0.106538
1669722217.748042,1056813.000,35890,1,EA,1,100,0.106547
1669722217.814583,1056878.000,35904,2,EA,1,100,0.106568
1669722217.881123,1056943.000,35904,2,EA,1,100,0.106578
1669722217.947663,1057008.000,35921,1,EA,1,100,0.106581
1669722218.013691,1057072.500,35938,2,EA,1,100,0.106545
1669722218.079719,1057137.000,35938,2,EA,1,100,0.106571
1669722218.147283,1057203.000,35954,1,EA,1,100,0.106605
1669722218.214847,1057269.000,35971,2,EA,1,100,0.106618
1669722218.282411,1057335.000,35971,2,EA,1,100,0.106597
1669722218.349975,1057401.000,35989,1,EA,1,100,0.106599
1669722218.416515,1057466.000,36004,2,EA,1,100,0.106591
1669722218.483055,1057531.000,36004,2,EA,1,100,0.106581
1669722218.548571,1057595.000,36021,2,EA,1,100,0.106571
1669722218.614088,1057659.000,36021,2,EA,1,100,0.106578
1669722218.679604,1057723.000,36036,1,EA,1,100,0.106607
1669722218.746656,1057788.500,36051,2,EA,1,100,0.106635
1669722218.813708,1057854.000,36051,2,EA,1,100,0.106636
1669722218.882296,1057921.000,36066,1,EA,1,100,0.106653
1669722218.949347,1057986.500,36085,2,EA,1,100,0.106640
1669722219.016399,1058052.000,36085,2,EA,1,100,0.106622
1669722219.082940,1058117.000,36100,1,EA,1,100,0.106607
1669722219.148456,1058181.000,36115,2,EA,1,100,0.106578
1669722219.213972,1058245.000,36115,2,EA,1,100,0.106582
1669722219.279489,1058309.000,36131,1,EA,1,100,0.106612
1669722219.346541,1058374.500,36149,2,EA,1,100,0.106607
1669722219.413593,1058440.000,36149,2,EA,1,100,0.106610
1669722219.480133,1058505.000,36164,2,EA,1,100,0.106620
1669722219.546673,1058570.000,36164,2,EA,1,100,0.106644
1669722219.613213,1058635.000,36181,1,EA,1,100,0.106641
1669722219.679241,1058699.500,36195,2,EA,1,100,0.106643
1669722219.745270,1058764.000,36195,2,EA,1,100,0.106640
1669722219.812834,1058830.000,36211,1,EA,1,100,0.106640
1669722219.878862,1058894.500,36227,2,EA,1,100,0.106638
1669722219.944890,1058959.000,36227,2,EA,1,100,0.106666
1669722220.011430,1059024.000,36243,1,EA,1,100,0.106687
1669722220.077458,1059088.500,36257,2,EA,1,100,0.106692
1669722220.143487,1059153.000,36257,2,EA,1,100,0.106664
1669722220.210027,1059218.000,36274,2,EA,1,100,0.106659
1669722220.276567,1059283.000,36274,2,EA,1,100,0.106662
1669722220.342083,1059347.000,36291,1,EA,1,100,0.106700
1669722220.408623,1059412.000,36307,2,EA,1,100,0.106674
1669722220.475163,1059477.000,36307,2,EA,1,100,0.106690
1669722220.541704,1059542.000,36322,1,EA,1,100,0.106692
1669722220.607732,1059606.500,36338,2,EA,1,100,0.106718
1669722220.673760,1059671.000,36338,2,EA,1,100,0.106725
1669722220.740300,1059736.000,36353,1,EA,1,100,0.106751
1669722220.806840,1059801.000,36369,2,EA,1,100,0.106721
1669722220.873381,1059866.000,36369,2,EA,1,100,0.106695
1669722220.939921,1059931.000,36385,2,EA,1,100,0.106687
1669722221.006461,1059996.000,36385,2,EA,1,100,0.106738
1669722221.071977,1060060.000,36401,1,EA,1,100,0.106734
1669722221.138517,1060125.000,36415,2,EA,1,100,0.106728
1669722221.205057,1060190.000,36415,2,EA,1,100,0.106734
1669722221.271598,1060255.000,36432,1,EA,1,100,0.106710
1669722221.337626,1060319.500,36451,2,EA,1,100,0.106721
1669722221.403654,1060384.000,36451,2,EA,1,100,0.106734
1669722221.470194,1060449.000,36467,1,EA,1,100,0.106746
1669722221.537758,1060515.000,36482,2,EA,1,100,0.106756
1669722221.605322,1060581.000,36482,2,EA,1,100,0.106782
1669722221.672886,1060647.000,36498,1,EA,1,100,0.106810
1669722221.739426,1060712.000,36513,2,EA,1,100,0.106775
1669722221.805966,1060777.000,36513,2,EA,1,100,0.106764
1669722221.872506,1060842.000,36530,2,EA,1,100,0.106744
1669722221.939046,1060907.000,36530,2,EA,1,100,0.106765
1669722222.004563,1060971.000,36545,1,EA,1,100,0.106783
1669722222.071444,1061036.333,36565,3,EA,1,100,0.106806
1669722222.138325,1061101.667,36565,3,EA,1,100,0.106790
1669722222.205207,1061167.000,36565,3,EA,1,100,0.106826
1669722222.272259,1061232.500,36581,2,EA,1,100,0.106842
1669722222.339311,1061298.000,36581,2,EA,1,100,0.106844
1669722222.405851,1061363.000,36599,2,EA,1,100,0.106855
1669722222.472391,1061428.000,36599,2,EA,1,100,0.106888
1669722222.538931,1061493.000,36616,1,EA,1,100,0.106869
1669722222.605471,1061558.000,36632,2,EA,1,100,0.106869
1669722222.672011,1061623.000,36632,2,EA,1,100,0.106890
1669722222.737528,1061687.000,36649,1,EA,1,100,0.106891
1669722222.804068,1061752.000,36665,2,EA,1,100,0.106883
1669722222.870608,1061817.000,36665,2,EA,1,100,0.106890
1669722222.936124,1061881.000,36681,2,EA,1,100,0.106908
1669722223.001641,1061945.000,36681,2,EA,1,100,0.106887
1669722223.067157,1062009.000,36697,1,EA,1,100,0.106867
1669722223.134209,1062074.500,36711,2,EA,1,100,0.106869
1669722223.201261,1062140.000,36711,2,EA,1,100,0.106857
1669722223.269849,1062207.000,36728,1,EA,1,100,0.106846
1669722223.336900,1062272.500,36745,2,EA,1,100,0.106872
1669722223.403952,1062338.000,36745,2,EA,1,100,0.106859
1669722223.470493,1062403.000,36761,1,EA,1,100,0.106888
1669722223.536009,1062467.000,36776,2,EA,1,100,0.106898
1669722223.601525,1062531.000,36776,2,EA,1,100,0.106891
1669722223.667042,1062595.000,36792,1,EA,1,100,0.106890
1669722223.733582,1062660.000,36807,2,EA,1,100,0.106862
1669722223.800122,1062725.000,36807,2,EA,1,100,0.106864
1669722223.868198,1062791.500,36824,2,EA,1,100,0.106878
1669722223.936273,1062858.000,36824,2,EA,1,100,0.106929
1669722224.002814,1062923.000,36839,1,EA,1,100,0.106921
1669722224.069354,1062988.000,36854,2,EA,1,100,0.106867
1669722224.135894,1063053.000,36854,2,EA,1,100,0.106893
1669722224.202434,1063118.000,36869,1,EA,1,100,0.106921
1669722224.268974,1063183.000,36888,2,EA,1,100,0.106977
1669722224.335514,1063248.000,36888,2,EA,1,100,0.106967
1669722224.400007,1063311.000,36903,1,EA,1,100,0.106939
1669722224.468082,1063377.500,36918,2,EA,1,100,0.106939
1669722224.536158,1063444.000,36918,2,EA,1,100,0.106944
1669722224.602698,1063509.000,36934,1,EA,1,100,0.106957
1669722224.668726,1063573.500,36950,2,EA,1,100,0.106952
1669722224.734755,1063638.000,36950,2,EA,1,100,0.106964
1669722224.801295,1063703.000,36965,2,EA,1,100,0.107051
1669722224.867835,1063768.000,36965,2,EA,1,100,0.107117
1669722224.934375,1063833.000,36984,2,EA,1,100,0.107066
1669722225.000915,1063898.000,36984,2,EA,1,100,0.107044
1669722225.066432,1063962.000,36999,1,EA,1,100,0.107044
1669722225.132972,1064027.000,37014,2,EA,1,100,0.107059
1669722225.199512,1064092.000,37014,2,EA,1,100,0.107059
1669722225.265028,1064156.000,37030,1,EA,1,100,0.107034
1669722225.331568,1064221.000,37048,2,EA,1,100,0.107043
1669722225.398108,1064286.000,37048,2,EA,1,100,0.107043
1669722225.464649,1064351.000,37063,1,EA,1,100,0.107041
1669722225.532724,1064417.500,37079,2,EA,1,100,0.107067
1669722225.600800,1064484.000,37079,2,EA,1,100,0.107072
1669722225.667340,1064549.000,37096,2,EA,1,100,0.107077
1669722225.733880,1064614.000,37096,2,EA,1,100,0.107046
1669722225.799397,1064678.000,37112,2,EA,1,100,0.107051
1669722225.864913,1064742.000,37112,2,EA,1,100,0.107085
