LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
1669722216.846168,1055932.000,35753,1,TL,1,100,2022-11-29_13-43-31-775634
1669722216.909637,1055994.000,35756,1,TL,1,100,2022-11-29_13-43-36-893924
1669722222.102837,1061067.000,36556,1,TL,1,100,2022-11-29_13-43-37-009276
1669722222.130477,1061094.000,36559,1,TL,1,100,2022-11-29_13-43-42-119977
1669722227.453686,1066294.000,37303,1,TL,1,100,2022-11-29_13-43-42-321767
1669722227.556056,1066394.000,37306,1,TL,1,100,2022-11-29_13-43-47-542335
1669722232.714451,1071433.000,38108,1,TL,1,100,2022-11-29_13-43-47-647017
1669722232.775872,1071493.000,38111,1,TL,1,100,2022-11-29_13-43-52-769615
1669722237.963954,1076561.000,38915,1,TL,1,100,2022-11-29_13-43-52-878599
1669722238.055063,1076650.000,38918,1,TL,1,100,2022-11-29_13-43-58-028071
1669722243.208339,1081684.000,39716,1,TL,1,100,2022-11-29_13-43-58-210449
1669722243.289211,1081763.000,39719,1,TL,1,100,2022-11-29_13-44-03-284538
1669722248.448629,1086803.000,40521,1,TL,1,100,2022-11-29_13-44-03-441780
1669722248.539738,1086892.000,40524,1,TL,1,100,2022-11-29_13-44-08-530328
1669722253.693014,1091926.000,41328,1,TL,1,100,2022-11-29_13-44-08-613857
1669722253.766720,1091998.000,41331,1,TL,1,100,2022-11-29_13-44-13-762725
1669722258.940470,1097052.000,42133,1,TL,1,100,2022-11-29_13-44-13-861383
1669722258.993702,1097104.000,42136,1,TL,1,100,2022-11-29_13-44-18-978973
1669722264.160287,1102151.000,42918,1,TL,1,100,2022-11-29_13-44-19-096970
1669722264.223756,1102213.000,42921,1,TL,1,100,2022-11-29_13-44-24-205851
1669722269.423098,1107292.000,43721,1,TL,1,100,2022-11-29_13-44-24-315108
1669722269.450738,1107319.000,43724,1,TL,1,100,2022-11-29_13-44-29-438103
1669722274.663388,1112411.000,44526,1,TL,1,100,2022-11-29_13-44-29-633612
1669722274.687957,1112435.000,44529,1,TL,1,100,2022-11-29_13-44-34-679242
1669722279.902655,1117529.000,45327,1,TL,1,100,2022-11-29_13-44-34-855410
1669722279.986598,1117611.000,45330,1,TL,1,100,2022-11-29_13-44-39-980296
1669722285.135779,1122641.000,46129,1,TL,1,100,2022-11-29_13-44-40-080937
1669722285.162395,1122667.000,46132,1,TL,1,100,2022-11-29_13-44-45-158466
1669722290.395520,1127779.000,46932,1,TL,1,100,2022-11-29_13-44-45-302255
1669722290.433396,1127816.000,46935,1,TL,1,100,2022-11-29_13-44-50-426916
1669722295.654236,1132916.000,47735,1,TL,1,100,2022-11-29_13-44-50-557674
1669722295.679829,1132941.000,47738,1,TL,1,100,2022-11-29_13-44-55-669693
1669722300.883266,1138024.000,48502,1,TL,1,100,2022-11-29_13-44-55-854898
1669722300.912953,1138053.000,48505,1,TL,1,100,2022-11-29_13-45-00-903453
