LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1669722216.851286,1055937.000,35754,2,AK,1,100,35031
1669722216.851286,1055937.000,35754,2,AK,1,100,RD
1669722216.882509,1055967.500,35757,2,AK,1,100,35755
1669722216.913732,1055998.000,35757,2,AK,1,100,RD
1669722219.510844,1058535.000,36557,2,AK,1,100,35755
1669722222.107956,1061072.000,36557,2,AK,1,100,RD
1669722222.120752,1061084.500,36560,2,AK,1,100,36558
1669722222.133548,1061097.000,36560,2,AK,1,100,RD
1669722224.796176,1063698.000,37304,2,AK,1,100,36558
1669722227.458805,1066299.000,37304,2,AK,1,100,RD
1669722227.508966,1066348.000,37307,2,AK,1,100,37305
1669722227.559127,1066397.000,37307,2,AK,1,100,RD
1669722230.139348,1068917.500,38109,2,AK,1,100,37305
1669722232.719569,1071438.000,38109,2,AK,1,100,RD
1669722232.749256,1071467.000,38112,2,AK,1,100,38110
1669722232.778943,1071496.000,38112,2,AK,1,100,RD
1669722235.374008,1074031.000,38916,2,AK,1,100,38110
1669722237.969072,1076566.000,38916,2,AK,1,100,RD
1669722238.013603,1076609.500,38919,2,AK,1,100,38917
1669722238.058134,1076653.000,38919,2,AK,1,100,RD
1669722240.635284,1079170.500,39717,2,AK,1,100,38917
1669722243.212434,1081688.000,39717,2,AK,1,100,RD
1669722243.252358,1081727.000,39720,2,AK,1,100,39718
1669722243.292282,1081766.000,39720,2,AK,1,100,RD
1669722245.873527,1084287.500,40522,2,AK,1,100,39718
1669722248.454771,1086809.000,40522,2,AK,1,100,RD
1669722248.499302,1086852.500,40525,2,AK,1,100,40523
1669722248.543833,1086896.000,40525,2,AK,1,100,RD
1669722251.121495,1089414.000,41329,2,AK,1,100,40523
1669722253.699156,1091932.000,41329,2,AK,1,100,RD
1669722253.734474,1091966.500,41332,2,AK,1,100,41330
1669722253.769791,1092001.000,41332,2,AK,1,100,RD
1669722256.357690,1094529.000,42134,2,AK,1,100,41330
1669722258.945589,1097057.000,42134,2,AK,1,100,RD
1669722258.971181,1097082.000,42137,2,AK,1,100,42135
1669722258.996773,1097107.000,42137,2,AK,1,100,RD
1669722261.580577,1099631.000,42919,2,AK,1,100,42135
1669722264.164382,1102155.000,42919,2,AK,1,100,RD
1669722264.195092,1102185.000,42922,2,AK,1,100,42920
1669722264.225803,1102215.000,42922,2,AK,1,100,RD
1669722266.825986,1104755.000,43722,2,AK,1,100,42920
1669722269.426169,1107295.000,43722,2,AK,1,100,RD
1669722269.439989,1107308.500,43725,2,AK,1,100,43723
1669722269.453809,1107322.000,43725,2,AK,1,100,RD
1669722272.060646,1109868.500,44527,2,AK,1,100,43723
1669722274.667483,1112415.000,44527,2,AK,1,100,RD
1669722274.682327,1112429.500,44530,2,AK,1,100,44528
1669722274.697170,1112444.000,44530,2,AK,1,100,RD
1669722277.302984,1114989.500,45328,2,AK,1,100,44528
1669722279.908797,1117535.000,45328,2,AK,1,100,RD
1669722279.949233,1117574.500,45331,2,AK,1,100,45329
1669722279.989669,1117614.000,45331,2,AK,1,100,RD
1669722282.564260,1120129.000,46130,2,AK,1,100,45329
1669722285.138850,1122644.000,46130,2,AK,1,100,RD
1669722285.151647,1122656.500,46133,2,AK,1,100,46131
1669722285.164443,1122669.000,46133,2,AK,1,100,RD
1669722287.782029,1125226.000,46933,2,AK,1,100,46131
1669722290.399615,1127783.000,46933,2,AK,1,100,RD
1669722290.418553,1127801.500,46936,2,AK,1,100,46934
1669722290.437491,1127820.000,46936,2,AK,1,100,RD
1669722293.047911,1130370.000,47736,2,AK,1,100,46934
1669722295.658331,1132920.000,47736,2,AK,1,100,RD
1669722295.670104,1132931.500,47739,2,AK,1,100,47737
1669722295.681876,1132943.000,47739,2,AK,1,100,RD
1669722298.287178,1135488.000,48503,2,AK,1,100,47737
1669722300.892479,1138033.000,48503,2,AK,1,100,RD
1669722300.904252,1138044.500,48506,2,AK,1,100,48504
1669722300.916024,1138056.000,48506,2,AK,1,100,RD
