TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
1061094.000000,1138053.000000,1669722222.130477,1669722300.912953,17,1.05434e+06,1.14088e+06,1.5.10
