LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1669722215.896180,1055004.000,35604,4,PR,1,100,111758
1669722215.896180,1055004.000,35604,4,PR,1,100,111759
1669722215.896180,1055004.000,35604,4,PR,1,100,111758
1669722215.896180,1055004.000,35604,4,PR,1,100,111765
1669722215.936786,1055043.667,35619,3,PR,1,100,111764
1669722215.977393,1055083.333,35619,3,PR,1,100,111765
1669722216.017999,1055123.000,35619,3,PR,1,100,111762
1669722216.057923,1055162.000,35637,2,PR,1,100,111758
1669722216.097847,1055201.000,35637,2,PR,1,100,111763
1669722216.137772,1055240.000,35652,3,PR,1,100,111774
1669722216.177696,1055279.000,35652,3,PR,1,100,111770
1669722216.217620,1055318.000,35652,3,PR,1,100,111777
1669722216.256520,1055356.000,35669,3,PR,1,100,111783
1669722216.295420,1055394.000,35669,3,PR,1,100,111776
1669722216.334321,1055432.000,35669,3,PR,1,100,111795
1669722216.374245,1055471.000,35687,2,PR,1,100,111797
1669722216.414169,1055510.000,35687,2,PR,1,100,111795
1669722216.454434,1055549.333,35703,3,PR,1,100,111801
1669722216.494699,1055588.667,35703,3,PR,1,100,111811
1669722216.534965,1055628.000,35703,3,PR,1,100,111807
1669722216.582567,1055674.500,35719,2,PR,1,100,111797
1669722216.630168,1055721.000,35719,2,PR,1,100,111812
1669722216.670434,1055760.333,35739,3,PR,1,100,111798
1669722216.710699,1055799.667,35739,3,PR,1,100,111801
1669722216.750964,1055839.000,35739,3,PR,1,100,111799
1669722216.790888,1055878.000,35761,5,PR,1,100,111790
1669722216.830812,1055917.000,35761,5,PR,1,100,111790
1669722216.870737,1055956.000,35761,5,PR,1,100,111795
1669722216.910661,1055995.000,35761,5,PR,1,100,111790
1669722216.950585,1056034.000,35761,5,PR,1,100,111795
1669722216.990509,1056073.000,35776,2,PR,1,100,111795
1669722217.030433,1056112.000,35776,2,PR,1,100,111804
1669722217.069674,1056150.333,35792,3,PR,1,100,111803
1669722217.108916,1056188.667,35792,3,PR,1,100,111806
1669722217.148158,1056227.000,35792,3,PR,1,100,111819
1669722217.189106,1056267.000,35807,3,PR,1,100,111822
1669722217.230053,1056307.000,35807,3,PR,1,100,111813
1669722217.271001,1056347.000,35807,3,PR,1,100,111827
1669722217.310925,1056386.000,35825,2,PR,1,100,111831
1669722217.350849,1056425.000,35825,2,PR,1,100,111820
1669722217.390773,1056464.000,35840,3,PR,1,100,111816
1669722217.430697,1056503.000,35840,3,PR,1,100,111819
1669722217.470621,1056542.000,35840,3,PR,1,100,111811
1669722217.510545,1056581.000,35856,2,PR,1,100,111825
1669722217.550469,1056620.000,35856,2,PR,1,100,111811
1669722217.590394,1056659.000,35872,3,PR,1,100,111810
1669722217.630318,1056698.000,35872,3,PR,1,100,111810
1669722217.670242,1056737.000,35872,3,PR,1,100,111813
1669722217.709483,1056775.333,35888,3,PR,1,100,111815
1669722217.748725,1056813.667,35888,3,PR,1,100,111802
1669722217.787966,1056852.000,35888,3,PR,1,100,111819
1669722217.827891,1056891.000,35902,2,PR,1,100,111808
1669722217.867815,1056930.000,35902,2,PR,1,100,111805
1669722217.907739,1056969.000,35919,3,PR,1,100,111820
1669722217.947663,1057008.000,35919,3,PR,1,100,111813
1669722217.987587,1057047.000,35919,3,PR,1,100,111807
1669722218.033653,1057092.000,35936,2,PR,1,100,111798
1669722218.079719,1057137.000,35936,2,PR,1,100,111808
1669722218.119985,1057176.333,35952,3,PR,1,100,111810
1669722218.160250,1057215.667,35952,3,PR,1,100,111802
1669722218.200515,1057255.000,35952,3,PR,1,100,111804
1669722218.241463,1057295.000,35969,2,PR,1,100,111797
1669722218.282411,1057335.000,35969,2,PR,1,100,111790
1669722218.322676,1057374.333,35987,3,PR,1,100,111790
1669722218.362941,1057413.667,35987,3,PR,1,100,111774
1669722218.403207,1057453.000,35987,3,PR,1,100,111788
1669722218.443131,1057492.000,36002,2,PR,1,100,111781
1669722218.483055,1057531.000,36002,2,PR,1,100,111775
1669722218.521955,1057569.000,36019,3,PR,1,100,111782
1669722218.560856,1057607.000,36019,3,PR,1,100,111778
1669722218.599756,1057645.000,36019,3,PR,1,100,111779
1669722218.639680,1057684.000,36034,3,PR,1,100,111782
1669722218.679604,1057723.000,36034,3,PR,1,100,111786
1669722218.719528,1057762.000,36034,3,PR,1,100,111790
1669722218.759964,1057801.500,36049,2,PR,1,100,111785
1669722218.800400,1057841.000,36049,2,PR,1,100,111796
1669722218.841348,1057881.000,36064,3,PR,1,100,111791
1669722218.882296,1057921.000,36064,3,PR,1,100,111792
1669722218.923243,1057961.000,36064,3,PR,1,100,111790
1669722218.963167,1058000.000,36083,2,PR,1,100,111781
1669722219.003091,1058039.000,36083,2,PR,1,100,111784
1669722219.043015,1058078.000,36098,3,PR,1,100,111768
1669722219.082940,1058117.000,36098,3,PR,1,100,111770
1669722219.122864,1058156.000,36098,3,PR,1,100,111775
1669722219.161764,1058194.000,36113,3,PR,1,100,111768
1669722219.200664,1058232.000,36113,3,PR,1,100,111778
1669722219.239565,1058270.000,36113,3,PR,1,100,111772
1669722219.279489,1058309.000,36129,2,PR,1,100,111770
1669722219.319413,1058348.000,36129,2,PR,1,100,111771
1669722219.359678,1058387.333,36147,3,PR,1,100,111767
1669722219.399944,1058426.667,36147,3,PR,1,100,111776
1669722219.440209,1058466.000,36147,3,PR,1,100,111784
1669722219.486787,1058511.500,36162,2,PR,1,100,111786
1669722219.533365,1058557.000,36162,2,PR,1,100,111784
1669722219.573289,1058596.000,36179,3,PR,1,100,111785
1669722219.613213,1058635.000,36179,3,PR,1,100,111785
1669722219.653137,1058674.000,36179,3,PR,1,100,111782
1669722219.693061,1058713.000,36193,2,PR,1,100,111783
1669722219.732985,1058752.000,36193,2,PR,1,100,111771
1669722219.772909,1058791.000,36209,3,PR,1,100,111759
1669722219.812834,1058830.000,36209,3,PR,1,100,111768
1669722219.852757,1058869.000,36209,3,PR,1,100,111761
1669722219.892682,1058908.000,36225,2,PR,1,100,111764
1669722219.932606,1058947.000,36225,2,PR,1,100,111762
1669722219.971847,1058985.333,36241,3,PR,1,100,111767
1669722220.011089,1059023.667,36241,3,PR,1,100,111770
1669722220.050330,1059062.000,36241,3,PR,1,100,111763
1669722220.090255,1059101.000,36255,3,PR,1,100,111757
1669722220.130179,1059140.000,36255,3,PR,1,100,111770
1669722220.170103,1059179.000,36255,3,PR,1,100,111768
1669722220.210027,1059218.000,36272,2,PR,1,100,111779
1669722220.249951,1059257.000,36272,2,PR,1,100,111782
1669722220.289875,1059296.000,36289,3,PR,1,100,111775
1669722220.329799,1059335.000,36289,3,PR,1,100,111780
1669722220.369723,1059374.000,36289,3,PR,1,100,111793
1669722220.409647,1059413.000,36305,3,PR,1,100,111780
1669722220.449571,1059452.000,36305,3,PR,1,100,111778
1669722220.489495,1059491.000,36305,3,PR,1,100,111784
1669722220.529419,1059530.000,36320,2,PR,1,100,111760
1669722220.569343,1059569.000,36320,2,PR,1,100,111760
1669722220.608585,1059607.333,36336,3,PR,1,100,111752
