LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1669722216.017999,1055123.000,35617,1,SF,1,100,56.3900
1669722216.283136,1055382.000,35667,1,SF,1,100,57.8199
1669722216.616860,1055708.000,35717,1,SF,1,100,59.2333
1669722216.950585,1056034.000,35759,1,SF,1,100,60.6304
1669722217.350849,1056425.000,35823,1,SF,1,100,59.9290
1669722217.682526,1056749.000,35870,1,SF,1,100,59.2357
1669722217.947663,1057008.000,35917,1,SF,1,100,58.5505
1669722218.282411,1057335.000,35967,1,SF,1,100,62.0377
1669722218.614088,1057659.000,36017,1,SF,1,100,61.3200
1669722219.016399,1058052.000,36081,1,SF,1,100,62.6929
1669722219.279489,1058309.000,36127,1,SF,1,100,61.9677
1669722219.613213,1058635.000,36177,1,SF,1,100,61.2508
1669722219.944890,1058959.000,36223,1,SF,1,100,60.5423
1669722220.276567,1059283.000,36270,1,SF,1,100,59.8419
1669722220.673760,1059671.000,36334,1,SF,1,100,59.1497
1669722221.006461,1059996.000,36381,1,SF,1,100,58.4654
1669722221.271598,1060255.000,36428,1,SF,1,100,57.7891
1669722221.605322,1060581.000,36478,1,SF,1,100,57.1206
1669722221.939046,1060907.000,36526,1,SF,1,100,56.4598
1669722222.339311,1061298.000,36577,1,SF,1,100,55.8067
1669722222.672011,1061623.000,36628,1,SF,1,100,57.2434
1669722223.001641,1061945.000,36677,1,SF,1,100,58.6634
1669722223.269849,1062207.000,36724,1,SF,1,100,57.9848
1669722223.601525,1062531.000,36772,1,SF,1,100,57.3140
1669722223.936273,1062858.000,36820,1,SF,1,100,56.6510
1669722224.335514,1063248.000,36884,1,SF,1,100,55.9957
1669722224.602698,1063509.000,36930,1,SF,1,100,55.3479
1669722225.000915,1063898.000,36978,1,SF,1,100,54.7076
1669722225.265028,1064156.000,37026,1,SF,1,100,56.1570
1669722225.600800,1064484.000,37075,1,SF,1,100,55.5074
1669722225.997993,1064872.000,37123,1,SF,1,100,56.9475
1669722226.333765,1065200.000,37171,1,SF,1,100,56.2888
1669722226.667489,1065526.000,37221,1,SF,1,100,55.6376
1669722226.932626,1065785.000,37253,1,SF,1,100,54.9940
1669722227.264303,1066109.000,37285,1,SF,1,100,54.3578
1669722227.662520,1066498.000,37324,1,SF,1,100,53.7290
1669722227.993173,1066821.000,37371,1,SF,1,100,53.1075
1669722228.260357,1067082.000,37420,1,SF,1,100,54.5754
1669722228.594082,1067408.000,37471,1,SF,1,100,56.0263
1669722228.927806,1067734.000,37517,1,SF,1,100,55.3782
1669722229.327047,1068124.000,37583,1,SF,1,100,56.8198
1669722229.591160,1068382.000,37631,1,SF,1,100,56.1625
1669722229.923860,1068707.000,37677,1,SF,1,100,55.5128
1669722230.255537,1069031.000,37728,1,SF,1,100,59.0351
1669722230.657849,1069424.000,37792,1,SF,1,100,58.3522
1669722230.988502,1069747.000,37839,1,SF,1,100,57.6772
1669722231.255686,1070008.000,37886,1,SF,1,100,57.0100
1669722231.588387,1070333.000,37935,1,SF,1,100,56.3505
1669722231.919040,1070656.000,37982,1,SF,1,100,55.6986
1669722232.316233,1071044.000,38046,1,SF,1,100,55.0543
1669722232.646887,1071367.000,38092,1,SF,1,100,54.4174
1669722232.916118,1071630.000,38129,1,SF,1,100,53.7879
1669722233.313312,1072018.000,38194,1,SF,1,100,53.1657
1669722233.649083,1072346.000,38243,1,SF,1,100,54.6329
1669722233.914220,1072605.000,38289,1,SF,1,100,54.0009
1669722234.244873,1072928.000,38337,1,SF,1,100,53.3762
1669722234.576550,1073252.000,38387,1,SF,1,100,54.8410
1669722234.974767,1073641.000,38449,1,SF,1,100,54.2066
1669722235.305420,1073964.000,38498,1,SF,1,100,53.5796
1669722235.573628,1074226.000,38547,1,SF,1,100,55.0420
1669722235.905305,1074550.000,38594,1,SF,1,100,54.4053
1669722236.240053,1074877.000,38642,1,SF,1,100,55.8582
1669722236.638270,1075266.000,38708,1,SF,1,100,57.2942
1669722236.969947,1075590.000,38758,1,SF,1,100,56.6315
1669722237.239179,1075853.000,38804,1,SF,1,100,55.9763
1669722237.568808,1076175.000,38853,1,SF,1,100,55.3288
1669722238.038684,1076634.000,38923,1,SF,1,100,54.6888
1669722238.238304,1076829.000,38955,1,SF,1,100,54.0561
1669722238.573052,1077156.000,39003,1,SF,1,100,53.4308
1669722238.904729,1077480.000,39050,1,SF,1,100,52.8127
1669722239.302946,1077869.000,39115,1,SF,1,100,52.2018
1669722239.635647,1078194.000,39161,1,SF,1,100,51.5979
1669722239.900783,1078453.000,39208,1,SF,1,100,51.0010
1669722240.236555,1078781.000,39254,1,SF,1,100,50.4110
1669722240.567208,1079104.000,39304,1,SF,1,100,49.8279
1669722240.966449,1079494.000,39368,1,SF,1,100,49.2514
1669722241.297102,1079817.000,39414,1,SF,1,100,48.6817
1669722241.563262,1080077.000,39464,1,SF,1,100,48.1185
1669722241.893916,1080400.000,39510,1,SF,1,100,47.5619
1669722242.225593,1080724.000,39557,1,SF,1,100,47.0117
1669722242.624833,1081114.000,39621,1,SF,1,100,46.4679
1669722242.892018,1081375.000,39670,1,SF,1,100,45.9303
1669722243.290235,1081764.000,39722,1,SF,1,100,45.3990
1669722243.626006,1082092.000,39771,1,SF,1,100,44.8738
1669722243.891143,1082351.000,39818,1,SF,1,100,44.3547
1669722244.220773,1082673.000,39865,1,SF,1,100,43.8416
1669722244.557568,1083002.000,39914,1,SF,1,100,43.3345
1669722244.954761,1083390.000,39976,1,SF,1,100,42.8332
1669722245.225016,1083654.000,40022,1,SF,1,100,42.3377
1669722245.556693,1083978.000,40072,1,SF,1,100,41.8479
1669722245.890418,1084304.000,40120,1,SF,1,100,43.4460
1669722246.288635,1084693.000,40186,1,SF,1,100,45.0257
1669722246.620311,1085017.000,40233,1,SF,1,100,44.5049
1669722246.890567,1085281.000,40280,1,SF,1,100,43.9900
1669722247.220196,1085603.000,40329,1,SF,1,100,45.5634
1669722247.556992,1085932.000,40379,1,SF,1,100,45.0363
1669722247.957256,1086323.000,40441,1,SF,1,100,44.5153
1669722248.223417,1086583.000,40489,1,SF,1,100,44.0004
1669722248.554070,1086906.000,40527,1,SF,1,100,43.4914
1669722248.952287,1087295.000,40591,1,SF,1,100,42.9883
1669722249.283964,1087619.000,40639,1,SF,1,100,42.4910
1669722249.553195,1087882.000,40689,1,SF,1,100,44.0817
1669722249.885896,1088207.000,40735,1,SF,1,100,43.5717
1669722250.287184,1088599.000,40801,1,SF,1,100,45.1500
1669722250.617837,1088922.000,40848,1,SF,1,100,44.6277
1669722250.887069,1089185.000,40895,1,SF,1,100,44.1114
1669722251.219769,1089510.000,40944,1,SF,1,100,43.6011
1669722251.551446,1089834.000,40992,1,SF,1,100,43.0967
1669722251.953758,1090227.000,41054,1,SF,1,100,42.5982
1669722252.284411,1090550.000,41106,1,SF,1,100,42.1054
1669722252.553643,1090813.000,41152,1,SF,1,100,41.6183
1669722252.884296,1091136.000,41201,1,SF,1,100,41.1369
1669722253.216996,1091461.000,41248,1,SF,1,100,40.6610
1669722253.614190,1091849.000,41312,1,SF,1,100,40.1906
1669722253.879327,1092108.000,41349,1,SF,1,100,39.7257
1669722254.216122,1092437.000,41396,1,SF,1,100,39.2662
1669722254.615363,1092827.000,41460,1,SF,1,100,38.8119
1669722254.948063,1093152.000,41507,1,SF,1,100,38.3629
1669722255.217295,1093415.000,41554,1,SF,1,100,37.9192
1669722255.548972,1093739.000,41604,1,SF,1,100,37.4805
1669722255.880649,1094063.000,41652,1,SF,1,100,37.0469
1669722256.279889,1094453.000,41718,1,SF,1,100,36.6184
1669722256.544002,1094711.000,41764,1,SF,1,100,36.1948
1669722256.879774,1095039.000,41812,1,SF,1,100,35.7761
1669722257.211451,1095363.000,41858,1,SF,1,100,35.3622
1669722257.612739,1095755.000,41924,1,SF,1,100,34.9531
1669722257.945440,1096080.000,41973,1,SF,1,100,36.6310
1669722258.213647,1096342.000,42020,1,SF,1,100,36.2073
1669722258.549419,1096670.000,42071,1,SF,1,100,35.7884
1669722258.879049,1096992.000,42117,1,SF,1,100,35.3744
1669722259.215844,1097321.000,42170,1,SF,1,100,34.9652
1669722259.546497,1097644.000,42219,1,SF,1,100,34.5607
1669722259.882269,1097972.000,42266,1,SF,1,100,34.1609
1669722260.279462,1098360.000,42330,1,SF,1,100,33.7658
1669722260.611139,1098684.000,42378,1,SF,1,100,33.3752
1669722260.876276,1098943.000,42426,1,SF,1,100,32.9891
1669722261.276540,1099334.000,42473,1,SF,1,100,32.6075
1669722261.544748,1099596.000,42521,1,SF,1,100,32.2303
1669722261.876425,1099920.000,42569,1,SF,1,100,31.8574
1669722262.208102,1100244.000,42616,1,SF,1,100,31.4889
1669722262.609390,1100636.000,42680,1,SF,1,100,31.1246
1669722262.942091,1100961.000,42727,1,SF,1,100,30.7646
1669722263.206204,1101219.000,42776,1,SF,1,100,30.4087
1669722263.537881,1101543.000,42824,1,SF,1,100,30.0569
1669722263.867510,1101865.000,42872,1,SF,1,100,29.7092
1669722264.268798,1102257.000,42924,1,SF,1,100,29.3655
1669722264.533935,1102516.000,42972,1,SF,1,100,29.0258
1669722264.869707,1102844.000,43019,1,SF,1,100,28.6901
1669722265.201384,1103168.000,43068,1,SF,1,100,28.3582
1669722265.598577,1103556.000,43132,1,SF,1,100,28.0301
1669722265.867808,1103819.000,43179,1,SF,1,100,27.7059
1669722266.198462,1104142.000,43226,1,SF,1,100,27.3854
1669722266.535257,1104471.000,43277,1,SF,1,100,27.0686
1669722266.933474,1104860.000,43339,1,SF,1,100,26.7554
1669722267.266175,1105185.000,43387,1,SF,1,100,26.4459
1669722267.531312,1105444.000,43437,1,SF,1,100,26.1400
1669722267.862988,1105768.000,43483,1,SF,1,100,25.8376
1669722268.194665,1106092.000,43530,1,SF,1,100,25.5387
1669722268.527366,1106417.000,43579,1,SF,1,100,25.2433
1669722268.926606,1106807.000,43641,1,SF,1,100,24.9513
1669722269.195838,1107070.000,43688,1,SF,1,100,24.6626
1669722269.527515,1107394.000,43727,1,SF,1,100,24.3773
1669722269.925732,1107783.000,43791,1,SF,1,100,24.0953
1669722270.258433,1108108.000,43838,1,SF,1,100,23.8166
1669722270.522546,1108366.000,43887,1,SF,1,100,23.5411
1669722270.859341,1108695.000,43935,1,SF,1,100,23.2688
1669722271.188971,1109017.000,43983,1,SF,1,100,22.9996
1669722271.590259,1109409.000,44047,1,SF,1,100,22.7335
1669722271.856419,1109669.000,44093,1,SF,1,100,22.4705
1669722272.190143,1109995.000,44141,1,SF,1,100,22.2106
1669722272.521820,1110319.000,44191,1,SF,1,100,21.9537
1669722272.921061,1110709.000,44253,1,SF,1,100,21.6997
1669722273.254785,1111035.000,44302,1,SF,1,100,21.4487
1669722273.521969,1111296.000,44349,1,SF,1,100,21.2006
1669722273.855694,1111622.000,44398,1,SF,1,100,20.9553
1669722274.186347,1111945.000,44444,1,SF,1,100,20.7129
1669722274.585588,1112335.000,44510,1,SF,1,100,20.4733
1669722274.849701,1112593.000,44547,1,SF,1,100,20.2365
1669722275.182401,1112918.000,44594,1,SF,1,100,20.0024
1669722275.577547,1113304.000,44658,1,SF,1,100,19.7710
1669722275.912295,1113631.000,44706,1,SF,1,100,19.5423
1669722276.177432,1113890.000,44754,1,SF,1,100,19.3162
1669722276.513204,1114218.000,44802,1,SF,1,100,19.0927
1669722276.844881,1114542.000,44849,1,SF,1,100,18.8719
1669722277.242074,1114930.000,44915,1,SF,1,100,18.6536
1669722277.507211,1115189.000,44962,1,SF,1,100,18.4378
1669722277.837864,1115512.000,45009,1,SF,1,100,18.2245
1669722278.174659,1115841.000,45055,1,SF,1,100,18.0137
1669722278.573900,1116231.000,45120,1,SF,1,100,17.8053
1669722278.907624,1116557.000,45167,1,SF,1,100,17.5993
1669722279.172761,1116816.000,45213,1,SF,1,100,17.3957
1669722279.506485,1117142.000,45262,1,SF,1,100,17.1945
1669722279.840209,1117468.000,45311,1,SF,1,100,16.9956
1669722280.172910,1117793.000,45364,1,SF,1,100,16.7990
1669722280.506634,1118119.000,45412,1,SF,1,100,16.6046
1669722280.839335,1118444.000,45461,1,SF,1,100,16.4126
1669722281.240623,1118836.000,45525,1,SF,1,100,16.2227
1669722281.570253,1119158.000,45572,1,SF,1,100,16.0350
1669722281.837437,1119419.000,45619,1,SF,1,100,15.8495
1669722282.167066,1119741.000,45665,1,SF,1,100,15.6662
1669722282.499767,1120066.000,45717,1,SF,1,100,15.4850
1669722282.899008,1120456.000,45779,1,SF,1,100,15.3058
1669722283.166192,1120717.000,45825,1,SF,1,100,15.1288
1669722283.497869,1121041.000,45875,1,SF,1,100,14.9538
1669722283.831593,1121367.000,45923,1,SF,1,100,14.7808
1669722284.230834,1121757.000,45987,1,SF,1,100,14.6098
1669722284.562510,1122081.000,46034,1,SF,1,100,14.4408
1669722284.827647,1122340.000,46081,1,SF,1,100,14.2737
1669722285.227912,1122731.000,46135,1,SF,1,100,14.1086
1669722285.494072,1122991.000,46184,1,SF,1,100,13.9454
1669722285.826773,1123316.000,46231,1,SF,1,100,13.7841
1669722286.161521,1123643.000,46277,1,SF,1,100,13.6246
1669722286.558714,1124031.000,46342,1,SF,1,100,13.4670
1669722286.893462,1124358.000,46389,1,SF,1,100,13.3112
1669722287.159623,1124618.000,46435,1,SF,1,100,13.1572
1669722287.492323,1124943.000,46485,1,SF,1,100,13.0050
