LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GX
1700520704.221195,36591.000,1008,15,GX,1,100,-0.702
1700520704.221195,36591.000,1008,15,GX,1,100,-0.366
1700520704.221195,36591.000,1008,15,GX,1,100,-0.214
1700520704.221195,36591.000,1008,15,GX,1,100,-0.641
1700520704.221195,36591.000,1008,15,GX,1,100,-0.336
1700520704.221195,36591.000,1008,15,GX,1,100,0.336
1700520704.221195,36591.000,1008,15,GX,1,100,0.977
1700520704.221195,36591.000,1008,15,GX,1,100,0.854
1700520704.221195,36591.000,1008,15,GX,1,100,0.366
1700520704.221195,36591.000,1008,15,GX,1,100,-0.519
1700520704.221195,36591.000,1008,15,GX,1,100,-1.190
1700520704.221195,36591.000,1008,15,GX,1,100,-1.831
1700520704.221195,36591.000,1008,15,GX,1,100,-2.045
1700520704.221195,36591.000,1008,15,GX,1,100,-1.373
1700520704.221195,36591.000,1008,15,GX,1,100,-0.336
1700520704.255963,36625.000,1025,3,GX,1,100,0.397
1700520704.290731,36659.000,1025,3,GX,1,100,0.427
1700520704.325500,36693.000,1025,3,GX,1,100,-0.153
1700520704.365381,36732.000,1042,3,GX,1,100,-0.641
1700520704.405263,36771.000,1042,3,GX,1,100,-0.580
1700520704.445145,36810.000,1042,3,GX,1,100,-0.427
1700520704.485026,36849.000,1058,3,GX,1,100,-0.977
1700520704.524908,36888.000,1058,3,GX,1,100,-1.587
1700520704.564789,36927.000,1058,3,GX,1,100,-1.251
1700520704.604671,36966.000,1076,2,GX,1,100,-0.580
1700520704.644552,37005.000,1076,2,GX,1,100,-0.458
1700520704.684434,37044.000,1091,3,GX,1,100,0.183
1700520704.724315,37083.000,1091,3,GX,1,100,1.434
1700520704.764197,37122.000,1091,3,GX,1,100,3.540
1700520704.804078,37161.000,1106,2,GX,1,100,8.270
1700520704.843960,37200.000,1106,2,GX,1,100,16.602
1700520704.883159,37238.333,1123,3,GX,1,100,25.940
1700520704.922359,37276.667,1123,3,GX,1,100,33.508
1700520704.961559,37315.000,1123,3,GX,1,100,43.976
1700520705.001441,37354.000,1138,3,GX,1,100,54.077
1700520705.041322,37393.000,1138,3,GX,1,100,55.878
1700520705.081203,37432.000,1138,3,GX,1,100,77.240
1700520705.120574,37470.500,1154,2,GX,1,100,96.039
1700520705.159944,37509.000,1154,2,GX,1,100,111.572
1700520705.199826,37548.000,1169,3,GX,1,100,128.937
1700520705.239707,37587.000,1169,3,GX,1,100,139.282
1700520705.279588,37626.000,1169,3,GX,1,100,137.360
1700520705.319981,37665.500,1186,4,GX,1,100,127.991
1700520705.360374,37705.000,1186,4,GX,1,100,111.694
1700520705.400767,37744.500,1186,4,GX,1,100,94.360
1700520705.441160,37784.000,1186,4,GX,1,100,74.707
1700520705.481553,37823.500,1203,2,GX,1,100,49.164
1700520705.521945,37863.000,1203,2,GX,1,100,26.917
1700520705.561827,37902.000,1220,3,GX,1,100,12.665
1700520705.601708,37941.000,1220,3,GX,1,100,1.312
1700520705.641590,37980.000,1220,3,GX,1,100,-10.345
1700520705.681471,38019.000,1237,2,GX,1,100,-22.583
1700520705.721353,38058.000,1237,2,GX,1,100,-22.064
1700520705.760553,38096.333,1253,3,GX,1,100,-17.609
1700520705.799752,38134.667,1253,3,GX,1,100,-16.785
1700520705.838952,38173.000,1253,3,GX,1,100,-15.289
1700520705.878834,38212.000,1268,3,GX,1,100,-10.925
1700520705.918715,38251.000,1268,3,GX,1,100,-10.101
1700520705.958597,38290.000,1268,3,GX,1,100,-9.277
1700520705.998990,38329.500,1284,2,GX,1,100,-3.906
1700520706.039382,38369.000,1284,2,GX,1,100,0.031
1700520706.075174,38404.000,1299,3,GX,1,100,1.099
1700520706.110965,38439.000,1299,3,GX,1,100,-0.519
1700520706.146756,38474.000,1299,3,GX,1,100,5.188
1700520706.186637,38513.000,1316,3,GX,1,100,10.895
1700520706.226519,38552.000,1316,3,GX,1,100,14.404
1700520706.266400,38591.000,1316,3,GX,1,100,12.909
1700520706.306282,38630.000,1330,2,GX,1,100,13.489
1700520706.346163,38669.000,1330,2,GX,1,100,13.947
1700520706.386045,38708.000,1348,3,GX,1,100,12.054
1700520706.425926,38747.000,1348,3,GX,1,100,9.033
1700520706.465808,38786.000,1348,3,GX,1,100,7.874
1700520706.506201,38825.500,1363,2,GX,1,100,3.815
1700520706.546593,38865.000,1363,2,GX,1,100,-2.045
1700520706.585793,38903.333,1384,3,GX,1,100,-4.913
1700520706.624993,38941.667,1384,3,GX,1,100,-3.723
1700520706.664193,38980.000,1384,3,GX,1,100,-3.113
1700520706.704074,39019.000,1399,3,GX,1,100,-2.014
1700520706.743956,39058.000,1399,3,GX,1,100,0.641
1700520706.783837,39097.000,1399,3,GX,1,100,0.397
1700520706.823719,39136.000,1414,2,GX,1,100,-0.732
1700520706.863600,39175.000,1414,2,GX,1,100,-2.289
1700520706.903482,39214.000,1430,3,GX,1,100,-3.693
1700520706.943363,39253.000,1430,3,GX,1,100,-4.669
1700520706.983245,39292.000,1430,3,GX,1,100,-5.096
1700520707.023126,39331.000,1446,2,GX,1,100,-5.493
1700520707.063008,39370.000,1446,2,GX,1,100,-3.632
1700520707.102549,39408.667,1461,3,GX,1,100,-1.709
1700520707.142089,39447.333,1461,3,GX,1,100,0.580
1700520707.181630,39486.000,1461,3,GX,1,100,2.136
1700520707.221171,39524.667,1477,3,GX,1,100,3.326
1700520707.260711,39563.333,1477,3,GX,1,100,7.050
1700520707.300252,39602.000,1477,3,GX,1,100,12.390
1700520707.340133,39641.000,1492,2,GX,1,100,13.763
1700520707.380015,39680.000,1492,2,GX,1,100,7.996
1700520707.419896,39719.000,1508,3,GX,1,100,-3.510
1700520707.459778,39758.000,1508,3,GX,1,100,-16.052
1700520707.499660,39797.000,1508,3,GX,1,100,-16.205
1700520707.539541,39836.000,1524,2,GX,1,100,-15.533
1700520707.579422,39875.000,1524,2,GX,1,100,-7.385
1700520707.619304,39914.000,1542,3,GX,1,100,-1.099
1700520707.659185,39953.000,1542,3,GX,1,100,0.275
1700520707.699067,39992.000,1542,3,GX,1,100,5.127
1700520707.738608,40030.667,1558,3,GX,1,100,0.305
1700520707.778148,40069.333,1558,3,GX,1,100,-1.251
1700520707.817689,40108.000,1558,3,GX,1,100,2.747
1700520707.852458,40142.000,1575,3,GX,1,100,3.113
1700520707.887226,40176.000,1575,3,GX,1,100,4.028
1700520707.921994,40210.000,1575,3,GX,1,100,4.822
1700520707.961876,40249.000,1590,2,GX,1,100,5.646
1700520708.001757,40288.000,1590,2,GX,1,100,6.073
1700520708.041639,40327.000,1606,3,GX,1,100,7.202
1700520708.081521,40366.000,1606,3,GX,1,100,7.721
1700520708.121402,40405.000,1606,3,GX,1,100,8.484
1700520708.162306,40445.000,1620,2,GX,1,100,6.378
1700520708.203210,40485.000,1620,2,GX,1,100,-5.646
1700520708.243092,40524.000,1637,3,GX,1,100,-8.209
1700520708.282973,40563.000,1637,3,GX,1,100,-15.167
1700520708.322855,40602.000,1637,3,GX,1,100,-16.205
1700520708.362736,40641.000,1652,2,GX,1,100,-7.690
1700520708.402618,40680.000,1652,2,GX,1,100,-0.488
1700520708.442499,40719.000,1670,3,GX,1,100,4.456
1700520708.482381,40758.000,1670,3,GX,1,100,7.050
1700520708.522262,40797.000,1670,3,GX,1,100,8.148
1700520708.561803,40835.667,1688,3,GX,1,100,7.019
1700520708.601344,40874.333,1688,3,GX,1,100,4.120
1700520708.640884,40913.000,1688,3,GX,1,100,1.190
1700520708.680254,40951.500,1703,2,GX,1,100,-2.075
1700520708.719625,40990.000,1703,2,GX,1,100,-2.716
1700520708.760188,41029.667,1718,3,GX,1,100,-1.678
1700520708.800751,41069.333,1718,3,GX,1,100,-1.099
1700520708.841315,41109.000,1718,3,GX,1,100,-0.427
1700520708.881196,41148.000,1737,3,GX,1,100,0.092
1700520708.921077,41187.000,1737,3,GX,1,100,0.305
1700520708.960959,41226.000,1737,3,GX,1,100,1.007
1700520709.000840,41265.000,1754,2,GX,1,100,0.763
1700520709.040722,41304.000,1754,2,GX,1,100,1.404
1700520709.080604,41343.000,1770,3,GX,1,100,1.495
1700520709.120485,41382.000,1770,3,GX,1,100,0.824
