LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1700520704.193584,36564.000,1004,1,EL,1,100,24581.800781
1700520704.259542,36628.500,1020,2,EL,1,100,24546.800781
1700520704.325500,36693.000,1020,2,EL,1,100,24525.800781
1700520704.391969,36758.000,1037,2,EL,1,100,24516.000000
1700520704.458438,36823.000,1037,2,EL,1,100,24505.000000
1700520704.524908,36888.000,1053,1,EL,1,100,24479.000000
1700520704.590865,36952.500,1071,2,EL,1,100,24463.000000
1700520704.656823,37017.000,1071,2,EL,1,100,24453.800781
1700520704.724315,37083.000,1087,1,EL,1,100,24435.400391
1700520704.790273,37147.500,1101,2,EL,1,100,24416.800781
1700520704.856231,37212.000,1101,2,EL,1,100,24397.800781
1700520704.922700,37277.000,1118,1,EL,1,100,24384.400391
1700520704.988658,37341.500,1133,2,EL,1,100,24365.800781
1700520705.054616,37406.000,1133,2,EL,1,100,24341.800781
1700520705.121085,37471.000,1149,1,EL,1,100,24301.199219
1700520705.186532,37535.000,1165,2,EL,1,100,24254.000000
1700520705.251978,37599.000,1165,2,EL,1,100,24210.800781
1700520705.318959,37664.500,1181,2,EL,1,100,24176.000000
1700520705.385939,37730.000,1181,2,EL,1,100,24141.000000
1700520705.453942,37796.500,1198,2,EL,1,100,24118.199219
1700520705.521945,37863.000,1198,2,EL,1,100,24104.599609
1700520705.588415,37928.000,1215,1,EL,1,100,24100.599609
1700520705.654884,37993.000,1232,2,EL,1,100,24099.000000
1700520705.721353,38058.000,1232,2,EL,1,100,24084.800781
1700520705.786288,38121.500,1248,2,EL,1,100,24064.599609
1700520705.851223,38185.000,1248,2,EL,1,100,24042.400391
1700520705.918715,38251.000,1264,1,EL,1,100,24029.599609
1700520705.985696,38316.500,1279,2,EL,1,100,24012.400391
1700520706.052676,38382.000,1279,2,EL,1,100,23992.599609
1700520706.120168,38448.000,1294,1,EL,1,100,23972.199219
1700520706.186637,38513.000,1311,2,EL,1,100,23957.400391
1700520706.253107,38578.000,1311,2,EL,1,100,23929.199219
1700520706.318553,38642.000,1326,1,EL,1,100,23898.199219
1700520706.385022,38707.000,1343,2,EL,1,100,23877.400391
1700520706.451491,38772.000,1343,2,EL,1,100,23858.599609
1700520706.518983,38838.000,1358,1,EL,1,100,23837.000000
1700520706.584941,38902.500,1379,2,EL,1,100,23823.000000
1700520706.650899,38967.000,1379,2,EL,1,100,23806.000000
1700520706.717368,39032.000,1394,2,EL,1,100,23782.199219
1700520706.783837,39097.000,1394,2,EL,1,100,23762.000000
1700520706.850307,39162.000,1410,1,EL,1,100,23742.599609
1700520706.916776,39227.000,1425,2,EL,1,100,23722.000000
1700520706.983245,39292.000,1425,2,EL,1,100,23706.199219
1700520707.048692,39356.000,1441,1,EL,1,100,23689.800781
1700520707.115161,39421.000,1456,2,EL,1,100,23665.800781
1700520707.181630,39486.000,1456,2,EL,1,100,23649.599609
1700520707.247077,39550.000,1473,1,EL,1,100,23633.400391
1700520707.313546,39615.000,1487,2,EL,1,100,23622.199219
1700520707.380015,39680.000,1487,2,EL,1,100,23599.000000
1700520707.446484,39745.000,1503,1,EL,1,100,23569.800781
1700520707.512953,39810.000,1519,2,EL,1,100,23551.199219
1700520707.579422,39875.000,1519,2,EL,1,100,23531.199219
1700520707.645380,39939.500,1537,2,EL,1,100,23509.599609
1700520707.711338,40004.000,1537,2,EL,1,100,23490.000000
1700520707.778830,40070.000,1554,1,EL,1,100,23475.599609
1700520707.843765,40133.500,1570,2,EL,1,100,23460.000000
1700520707.908701,40197.000,1570,2,EL,1,100,23440.800781
1700520707.974147,40261.000,1585,1,EL,1,100,23432.599609
1700520708.040616,40326.000,1601,2,EL,1,100,23420.199219
1700520708.107085,40391.000,1601,2,EL,1,100,23402.599609
1700520708.175600,40458.000,1616,1,EL,1,100,23384.400391
1700520708.242580,40523.500,1632,2,EL,1,100,23370.000000
1700520708.309561,40589.000,1632,2,EL,1,100,23350.599609
1700520708.376030,40654.000,1647,1,EL,1,100,23321.400391
1700520708.442499,40719.000,1665,2,EL,1,100,23309.199219
1700520708.508969,40784.000,1665,2,EL,1,100,23294.000000
1700520708.574926,40848.500,1683,2,EL,1,100,23281.199219
1700520708.640884,40913.000,1683,2,EL,1,100,23266.599609
1700520708.706331,40977.000,1699,1,EL,1,100,23248.599609
1700520708.773823,41043.000,1713,2,EL,1,100,23225.199219
1700520708.841315,41109.000,1713,2,EL,1,100,23208.599609
