LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1700520704.221195,36591.000,1011,15,MX,1,100,-26
1700520704.221195,36591.000,1011,15,MX,1,100,-26
1700520704.221195,36591.000,1011,15,MX,1,100,-27
1700520704.221195,36591.000,1011,15,MX,1,100,-27
1700520704.221195,36591.000,1011,15,MX,1,100,-26
1700520704.221195,36591.000,1011,15,MX,1,100,-25
1700520704.221195,36591.000,1011,15,MX,1,100,-26
1700520704.221195,36591.000,1011,15,MX,1,100,-26
1700520704.221195,36591.000,1011,15,MX,1,100,-26
1700520704.221195,36591.000,1011,15,MX,1,100,-27
1700520704.221195,36591.000,1011,15,MX,1,100,-25
1700520704.221195,36591.000,1011,15,MX,1,100,-27
1700520704.221195,36591.000,1011,15,MX,1,100,-25
1700520704.221195,36591.000,1011,15,MX,1,100,-26
1700520704.221195,36591.000,1011,15,MX,1,100,-25
1700520704.255963,36625.000,1028,3,MX,1,100,-25
1700520704.290731,36659.000,1028,3,MX,1,100,-25
1700520704.325500,36693.000,1028,3,MX,1,100,-26
1700520704.365381,36732.000,1045,3,MX,1,100,-25
1700520704.405263,36771.000,1045,3,MX,1,100,-26
1700520704.445145,36810.000,1045,3,MX,1,100,-27
1700520704.485026,36849.000,1061,3,MX,1,100,-26
1700520704.524908,36888.000,1061,3,MX,1,100,-26
1700520704.564789,36927.000,1061,3,MX,1,100,-26
1700520704.604671,36966.000,1079,2,MX,1,100,-25
1700520704.644552,37005.000,1079,2,MX,1,100,-25
1700520704.684434,37044.000,1094,3,MX,1,100,-25
1700520704.724315,37083.000,1094,3,MX,1,100,-26
1700520704.764197,37122.000,1094,3,MX,1,100,-25
1700520704.804078,37161.000,1109,2,MX,1,100,-26
1700520704.843960,37200.000,1109,2,MX,1,100,-25
1700520704.883159,37238.333,1126,3,MX,1,100,-25
1700520704.922359,37276.667,1126,3,MX,1,100,-25
1700520704.961559,37315.000,1126,3,MX,1,100,-26
1700520705.001441,37354.000,1141,3,MX,1,100,-25
1700520705.041322,37393.000,1141,3,MX,1,100,-25
1700520705.081203,37432.000,1141,3,MX,1,100,-24
1700520705.120574,37470.500,1157,2,MX,1,100,-24
1700520705.159944,37509.000,1157,2,MX,1,100,-23
1700520705.199826,37548.000,1172,3,MX,1,100,-22
1700520705.239707,37587.000,1172,3,MX,1,100,-22
1700520705.279588,37626.000,1172,3,MX,1,100,-21
1700520705.319981,37665.500,1189,4,MX,1,100,-21
1700520705.360374,37705.000,1189,4,MX,1,100,-19
1700520705.400767,37744.500,1189,4,MX,1,100,-19
1700520705.441160,37784.000,1189,4,MX,1,100,-18
1700520705.481553,37823.500,1206,2,MX,1,100,-18
1700520705.521945,37863.000,1206,2,MX,1,100,-18
1700520705.561827,37902.000,1223,3,MX,1,100,-18
1700520705.601708,37941.000,1223,3,MX,1,100,-18
1700520705.641590,37980.000,1223,3,MX,1,100,-17
1700520705.681471,38019.000,1240,2,MX,1,100,-17
1700520705.721353,38058.000,1240,2,MX,1,100,-17
1700520705.760553,38096.333,1256,3,MX,1,100,-18
1700520705.799752,38134.667,1256,3,MX,1,100,-18
1700520705.838952,38173.000,1256,3,MX,1,100,-17
1700520705.878834,38212.000,1271,3,MX,1,100,-18
1700520705.918715,38251.000,1271,3,MX,1,100,-19
1700520705.958597,38290.000,1271,3,MX,1,100,-18
1700520705.998990,38329.500,1287,2,MX,1,100,-19
1700520706.039382,38369.000,1287,2,MX,1,100,-19
1700520706.075174,38404.000,1302,3,MX,1,100,-20
1700520706.110965,38439.000,1302,3,MX,1,100,-21
1700520706.146756,38474.000,1302,3,MX,1,100,-21
1700520706.186637,38513.000,1319,3,MX,1,100,-22
1700520706.226519,38552.000,1319,3,MX,1,100,-22
1700520706.266400,38591.000,1319,3,MX,1,100,-22
1700520706.306282,38630.000,1333,2,MX,1,100,-23
1700520706.346163,38669.000,1333,2,MX,1,100,-25
1700520706.386045,38708.000,1351,3,MX,1,100,-25
1700520706.425926,38747.000,1351,3,MX,1,100,-25
1700520706.465808,38786.000,1351,3,MX,1,100,-25
1700520706.506201,38825.500,1366,2,MX,1,100,-26
1700520706.546593,38865.000,1366,2,MX,1,100,-25
1700520706.585793,38903.333,1387,3,MX,1,100,-25
1700520706.624993,38941.667,1387,3,MX,1,100,-26
1700520706.664193,38980.000,1387,3,MX,1,100,-26
1700520706.704074,39019.000,1402,3,MX,1,100,-27
1700520706.743956,39058.000,1402,3,MX,1,100,-27
1700520706.783837,39097.000,1402,3,MX,1,100,-27
1700520706.823719,39136.000,1417,2,MX,1,100,-26
1700520706.863600,39175.000,1417,2,MX,1,100,-27
1700520706.903482,39214.000,1433,3,MX,1,100,-27
1700520706.943363,39253.000,1433,3,MX,1,100,-26
1700520706.983245,39292.000,1433,3,MX,1,100,-27
1700520707.023126,39331.000,1449,2,MX,1,100,-27
