LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1700520704.247782,36617.000,1000,3,PI,1,100,145576
1700520704.247782,36617.000,1000,3,PI,1,100,145588
1700520704.247782,36617.000,1000,3,PI,1,100,145599
1700520704.286641,36655.000,1016,2,PI,1,100,145600
1700520704.325500,36693.000,1016,2,PI,1,100,145594
1700520704.365381,36732.000,1033,3,PI,1,100,145584
1700520704.405263,36771.000,1033,3,PI,1,100,145590
1700520704.445145,36810.000,1033,3,PI,1,100,145594
1700520704.485026,36849.000,1049,3,PI,1,100,145603
1700520704.524908,36888.000,1049,3,PI,1,100,145612
1700520704.564789,36927.000,1049,3,PI,1,100,145621
1700520704.604671,36966.000,1067,2,PI,1,100,145624
1700520704.644552,37005.000,1067,2,PI,1,100,145621
1700520704.684434,37044.000,1083,3,PI,1,100,145630
1700520704.724315,37083.000,1083,3,PI,1,100,145616
1700520704.764197,37122.000,1083,3,PI,1,100,145617
1700520704.804078,37161.000,1097,2,PI,1,100,145614
1700520704.843960,37200.000,1097,2,PI,1,100,145602
1700520704.883159,37238.333,1114,3,PI,1,100,145595
1700520704.922359,37276.667,1114,3,PI,1,100,145573
1700520704.961559,37315.000,1114,3,PI,1,100,145574
1700520705.008087,37360.500,1129,2,PI,1,100,145527
1700520705.054616,37406.000,1129,2,PI,1,100,145474
1700520705.093816,37444.333,1145,3,PI,1,100,145438
1700520705.133015,37482.667,1145,3,PI,1,100,145351
1700520705.172215,37521.000,1145,3,PI,1,100,145282
1700520705.212097,37560.000,1161,2,PI,1,100,145203
1700520705.251978,37599.000,1161,2,PI,1,100,145161
1700520705.292371,37638.500,1177,4,PI,1,100,145184
1700520705.332764,37678.000,1177,4,PI,1,100,145220
1700520705.373157,37717.500,1177,4,PI,1,100,145207
1700520705.413549,37757.000,1177,4,PI,1,100,145181
1700520705.454113,37796.667,1194,3,PI,1,100,145181
1700520705.494676,37836.333,1194,3,PI,1,100,145149
1700520705.535239,37876.000,1194,3,PI,1,100,145090
1700520705.575121,37915.000,1211,2,PI,1,100,145072
1700520705.615002,37954.000,1211,2,PI,1,100,145024
1700520705.654543,37992.667,1228,3,PI,1,100,145001
1700520705.694083,38031.333,1228,3,PI,1,100,144981
1700520705.733624,38070.000,1228,3,PI,1,100,144960
1700520705.772824,38108.333,1244,3,PI,1,100,144909
1700520705.812024,38146.667,1244,3,PI,1,100,144861
1700520705.851223,38185.000,1244,3,PI,1,100,144846
1700520705.891105,38224.000,1260,2,PI,1,100,144825
1700520705.930987,38263.000,1260,2,PI,1,100,144824
1700520705.971550,38302.667,1275,3,PI,1,100,144825
1700520706.012113,38342.333,1275,3,PI,1,100,144816
1700520706.052676,38382.000,1275,3,PI,1,100,144788
1700520706.093069,38421.500,1290,2,PI,1,100,144789
1700520706.133462,38461.000,1290,2,PI,1,100,144760
