LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1700520706.451491,38772,1338,1,HR,1,100, 7
1700520708.986524,41251,1744,1,HR,1,100, 9
1700520713.625051,45787,2457,1,HR,1,100, 9
1700520714.657880,46797,2619,1,HR,1,100,15
1700520715.508685,47629,2747,1,HR,1,100,22
1700520717.838175,49907,3106,1,HR,1,100,22
1700520718.611263,50663,3237,1,HR,1,100,29
1700520720.794520,52798,3577,1,HR,1,100,29
1700520723.199682,55150,3935,1,HR,1,100,28
1700520724.850163,56764,4194,1,HR,1,100,29
1700520727.394399,59252,4585,1,HR,1,100,29
1700520728.361781,60198,4749,1,HR,1,100,33
1700520729.197248,61015,4879,1,HR,1,100,37
1700520730.614576,62401,5096,1,HR,1,100,38
1700520732.228243,63979,5337,1,HR,1,100,38
1700520733.237552,64966,5500,1,HR,1,100,40
1700520734.244816,65951,5662,1,HR,1,100,43
1700520735.340024,67022,5828,1,HR,1,100,44
1700520736.252185,67914,5976,1,HR,1,100,47
1700520737.145940,68788,6111,1,HR,1,100,49
1700520738.158317,69778,6275,1,HR,1,100,51
1700520739.156378,70754,6437,1,HR,1,100,52
1700520740.091037,71668,6570,1,HR,1,100,53
1700520741.056374,72612,6734,1,HR,1,100,54
1700520742.301904,73830,6918,1,HR,1,100,54
1700520744.119070,75607,7212,1,HR,1,100,51
1700520745.126333,76592,7378,1,HR,1,100,52
1700520747.213466,78633,7703,1,HR,1,100,50
1700520748.141989,79541,7834,1,HR,1,100,51
1700520749.063355,80442,7980,1,HR,1,100,53
1700520750.307863,81659,8175,1,HR,1,100,52
1700520751.320239,82649,8337,1,HR,1,100,53
1700520753.167060,84455,8615,1,HR,1,100,51
1700520754.016843,85286,8761,1,HR,1,100,53
1700520754.732665,85986,8878,1,HR,1,100,57
1700520755.861619,87090,9042,1,HR,1,100,56
1700520757.623564,88813,9339,1,HR,1,100,54
1700520758.840461,90003,9517,1,HR,1,100,53
1700520760.692395,91814,9797,1,HR,1,100,51
1700520762.431843,93515,10056,1,HR,1,100,49
1700520764.320590,95362,10341,1,HR,1,100,47
1700520764.996531,96023,10456,1,HR,1,100,52
1700520766.408745,97404,10664,1,HR,1,100,51
1700520767.463049,98435,10828,1,HR,1,100,52
1700520768.062294,99021,10928,1,HR,1,100,57
1700520769.107394,100043,11095,1,HR,1,100,57
1700520770.442914,101349,11289,1,HR,1,100,56
1700520772.012609,102884,11533,1,HR,1,100,54
1700520773.146676,103993,11710,1,HR,1,100,54
1700520775.074282,105878,11988,1,HR,1,100,51
1700520775.884184,106670,12122,1,HR,1,100,54
1700520777.053019,107813,12290,1,HR,1,100,54
1700520777.851672,108594,12403,1,HR,1,100,56
1700520778.662596,109387,12538,1,HR,1,100,58
1700520779.757804,110458,12700,1,HR,1,100,58
1700520780.634174,111315,12849,1,HR,1,100,59
1700520781.763128,112419,13030,1,HR,1,100,59
1700520783.454513,114073,13290,1,HR,1,100,56
1700520784.780829,115370,13506,1,HR,1,100,55
1700520785.433250,116008,13606,1,HR,1,100,59
1700520786.269739,116826,13736,1,HR,1,100,61
1700520788.652404,119156,14111,1,HR,1,100,57
1700520790.184263,120654,14345,1,HR,1,100,55
1700520792.271395,122695,14671,1,HR,1,100,52
1700520793.724514,124116,14901,1,HR,1,100,50
1700520794.770637,125139,15065,1,HR,1,100,51
