LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1700520710.570536,42800.000,1985,2,AK,1,100,1175
1700520710.570536,42800.000,1985,2,AK,1,100,RD
1700520713.178685,45350.500,2796,2,AK,1,100,1986
1700520715.786833,47901.000,2796,2,AK,1,100,RD
1700520718.406231,50462.500,3609,2,AK,1,100,2797
1700520721.025628,53024.000,3609,2,AK,1,100,RD
1700520721.031764,53030.000,3611,2,AK,1,100,2797
1700520721.037899,53036.000,3611,2,AK,1,100,RD
1700520723.655763,55596.000,4419,2,AK,1,100,3612
1700520726.273626,58156.000,4419,2,AK,1,100,RD
1700520728.898648,60723.000,5237,2,AK,1,100,4420
1700520731.523669,63290.000,5237,2,AK,1,100,RD
1700520734.143067,65851.500,6059,2,AK,1,100,5238
1700520736.762464,68413.000,6059,2,AK,1,100,RD
1700520739.383907,70976.500,6882,2,AK,1,100,6060
1700520742.005349,73540.000,6882,2,AK,1,100,RD
1700520749.836442,81198.000,9335,2,AK,1,100,8512
1700520757.667536,88856.000,9335,2,AK,1,100,RD
1700520760.283354,91414.000,10126,2,AK,1,100,9336
1700520762.899172,93972.000,10126,2,AK,1,100,RD
1700520768.140523,99097.500,11744,2,AK,1,100,10947
1700520773.381875,104223.000,11744,2,AK,1,100,RD
1700520776.001272,106784.500,12535,2,AK,1,100,11745
1700520778.620669,109346.000,12535,2,AK,1,100,RD
1700520781.233420,111901.000,13358,2,AK,1,100,12536
1700520783.846170,114456.000,13358,2,AK,1,100,RD
1700520786.465056,117017.000,14176,2,AK,1,100,13359
1700520789.083942,119578.000,14176,2,AK,1,100,RD
1700520789.090078,119584.000,14178,2,AK,1,100,13359
1700520789.096213,119590.000,14178,2,AK,1,100,RD
1700520794.315579,124694.000,15800,2,AK,1,100,14996
1700520799.534944,129798.000,15800,2,AK,1,100,RD
1700520802.156386,132361.500,16621,2,AK,1,100,15801
1700520804.777829,134925.000,16621,2,AK,1,100,RD
1700520804.783965,134931.000,16623,2,AK,1,100,15801
1700520804.790100,134937.000,16623,2,AK,1,100,RD
1700520807.402339,137491.500,17443,2,AK,1,100,16624
1700520810.014579,140046.000,17443,2,AK,1,100,RD
1700520812.686640,142659.000,18262,2,AK,1,100,17444
1700520815.358701,145272.000,18262,2,AK,1,100,RD
1700520817.933615,147790.000,19080,2,AK,1,100,17444
1700520820.508529,150308.000,19080,2,AK,1,100,RD
1700520820.514665,150314.000,19082,2,AK,1,100,18261
1700520820.520801,150320.000,19082,2,AK,1,100,RD
1700520823.135596,152877.000,19903,2,AK,1,100,19083
1700520825.750392,155434.000,19903,2,AK,1,100,RD
1700520830.999924,160567.500,21537,2,AK,1,100,20723
1700520836.249456,165701.000,21537,2,AK,1,100,RD
1700520844.104580,173382.500,23991,2,AK,1,100,23173
1700520851.959705,181064.000,23991,2,AK,1,100,RD
1700520851.965329,181069.500,23993,2,AK,1,100,23173
1700520851.970953,181075.000,23993,2,AK,1,100,RD
1700520854.592907,183639.000,24815,2,AK,1,100,23994
1700520857.214861,186203.000,24815,2,AK,1,100,RD
1700520857.220997,186209.000,24817,2,AK,1,100,23994
1700520857.227132,186215.000,24817,2,AK,1,100,RD
1700520859.841928,188772.000,25639,2,AK,1,100,24818
1700520862.456723,191329.000,25639,2,AK,1,100,RD
1700520862.462348,191334.500,25641,2,AK,1,100,24818
1700520862.467972,191340.000,25641,2,AK,1,100,RD
1700520872.957321,201597.500,28874,2,AK,1,100,28075
1700520883.446671,211855.000,28874,2,AK,1,100,RD
1700520883.452295,211860.500,28876,2,AK,1,100,28075
1700520883.457919,211866.000,28876,2,AK,1,100,RD
1700520886.060955,214411.500,29649,2,AK,1,100,28877
1700520888.663991,216957.000,29649,2,AK,1,100,RD
1700520893.898695,222076.000,31285,2,AK,1,100,30469
1700520899.133399,227195.000,31285,2,AK,1,100,RD
1700520899.139535,227201.000,31287,2,AK,1,100,30469
1700520899.145671,227207.000,31287,2,AK,1,100,RD
1700520901.771715,229775.000,32100,2,AK,1,100,31288
1700520904.397759,232343.000,32100,2,AK,1,100,RD
1700520904.403895,232349.000,32102,2,AK,1,100,31288
