LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1700520704.557631,36920.000,1065,1,B%,1,100,71
1700520705.555691,37896.000,1227,1,B%,1,100,71
1700520706.551707,38870.000,1370,1,B%,1,100,70
1700520707.545676,39842.000,1531,1,B%,1,100,69
1700520708.541692,40816.000,1677,1,B%,1,100,69
1700520709.535662,41788.000,1840,1,B%,1,100,67
1700520710.538835,42769.000,2007,1,B%,1,100,67
1700520711.533828,43742.000,2151,1,B%,1,100,67
1700520712.525753,44712.000,2293,1,B%,1,100,67
1700520713.525858,45690.000,2455,1,B%,1,100,67
1700520714.518806,46661.000,2617,1,B%,1,100,66
1700520715.515844,47636.000,2764,1,B%,1,100,67
1700520716.512882,48611.000,2913,1,B%,1,100,66
1700520717.508897,49585.000,3072,1,B%,1,100,67
1700520718.512070,50566.000,3235,1,B%,1,100,67
1700520719.509108,51541.000,3382,1,B%,1,100,68
1700520720.510236,52520.000,3543,1,B%,1,100,68
1700520721.504206,53492.000,3695,1,B%,1,100,68
1700520722.501244,54467.000,3852,1,B%,1,100,67
1700520723.502372,55446.000,3999,1,B%,1,100,67
1700520724.499410,56421.000,4158,1,B%,1,100,67
1700520725.498493,57398.000,4306,1,B%,1,100,67
1700520726.492463,58370.000,4472,1,B%,1,100,67
1700520727.493592,59349.000,4616,1,B%,1,100,66
1700520728.489607,60323.000,4783,1,B%,1,100,67
1700520729.487667,61299.000,4931,1,B%,1,100,67
1700520730.486750,62276.000,5094,1,B%,1,100,66
1700520731.487879,63255.000,5257,1,B%,1,100,67
1700520732.490029,64235.000,5403,1,B%,1,100,67
1700520733.481954,65205.000,5549,1,B%,1,100,67
1700520734.478992,66180.000,5712,1,B%,1,100,68
1700520735.479098,67158.000,5878,1,B%,1,100,68
1700520736.472045,68129.000,6026,1,B%,1,100,68
1700520737.475219,69110.000,6178,1,B%,1,100,68
1700520738.475324,70088.000,6342,1,B%,1,100,68
1700520739.470317,71061.000,6504,1,B%,1,100,68
1700520740.469400,72038.000,6652,1,B%,1,100,67
1700520741.466438,73013.000,6816,1,B%,1,100,66
1700520742.468589,73993.000,6968,1,B%,1,100,67
1700520743.463581,74966.000,7130,1,B%,1,100,66
1700520744.456529,75937.000,7277,1,B%,1,100,66
1700520745.451521,76910.000,7444,1,B%,1,100,66
1700520746.452649,77889.000,7604,1,B%,1,100,65
1700520747.447642,78862.000,7754,1,B%,1,100,66
1700520748.442635,79835.000,7899,1,B%,1,100,66
1700520749.439672,80810.000,8062,1,B%,1,100,67
1700520750.433643,81782.000,8223,1,B%,1,100,67
1700520751.432726,82759.000,8369,1,B%,1,100,65
1700520752.430786,83735.000,8533,1,B%,1,100,66
1700520753.428847,84711.000,8679,1,B%,1,100,66
1700520754.422817,85683.000,8842,1,B%,1,100,67
1700520755.416786,86655.000,8990,1,B%,1,100,67
1700520756.413824,87630.000,9157,1,B%,1,100,66
1700520757.408817,88603.000,9302,1,B%,1,100,65
1700520758.407900,89580.000,9467,1,B%,1,100,66
1700520759.405961,90556.000,9615,1,B%,1,100,65
1700520760.406066,91534.000,9764,1,B%,1,100,66
1700520761.403104,92509.000,9926,1,B%,1,100,68
1700520762.399119,93483.000,10074,1,B%,1,100,67
1700520763.397180,94459.000,10209,1,B%,1,100,65
1700520764.393195,95433.000,10374,1,B%,1,100,65
1700520765.391255,96409.000,10538,1,B%,1,100,65
1700520766.388293,97384.000,10681,1,B%,1,100,64
1700520767.389421,98363.000,10846,1,B%,1,100,65
1700520768.387482,99339.000,10996,1,B%,1,100,65
1700520769.380429,100310.000,11147,1,B%,1,100,66
1700520770.382580,101290.000,11306,1,B%,1,100,66
1700520771.379618,102265.000,11450,1,B%,1,100,66
1700520772.379724,103243.000,11613,1,B%,1,100,65
1700520773.378807,104220.000,11764,1,B%,1,100,65
1700520774.374822,105194.000,11908,1,B%,1,100,66
1700520775.373905,106171.000,12054,1,B%,1,100,65
1700520776.367875,107143.000,12205,1,B%,1,100,65
1700520777.366958,108120.000,12354,1,B%,1,100,63
1700520778.366041,109097.000,12502,1,B%,1,100,64
1700520779.362056,110071.000,12667,1,B%,1,100,65
1700520780.363184,111050.000,12814,1,B%,1,100,63
1700520781.360222,112025.000,12979,1,B%,1,100,64
1700520782.359305,113002.000,13142,1,B%,1,100,65
1700520783.354298,113975.000,13288,1,B%,1,100,65
1700520784.348268,114947.000,13439,1,B%,1,100,64
1700520785.348374,115925.000,13604,1,B%,1,100,63
1700520786.344389,116899.000,13769,1,B%,1,100,64
1700520787.342449,117875.000,13914,1,B%,1,100,64
1700520788.337442,118848.000,14075,1,B%,1,100,65
1700520789.338570,119827.000,14232,1,B%,1,100,65
1700520790.336631,120803.000,14379,1,B%,1,100,64
1700520791.333668,121778.000,14542,1,B%,1,100,64
1700520792.330706,122753.000,14703,1,B%,1,100,63
1700520793.328767,123729.000,14849,1,B%,1,100,64
1700520794.327850,124706.000,15015,1,B%,1,100,64
1700520795.321820,125678.000,15160,1,B%,1,100,64
1700520796.317835,126652.000,15327,1,B%,1,100,64
1700520797.315896,127628.000,15472,1,B%,1,100,65
1700520798.308843,128599.000,15636,1,B%,1,100,64
1700520799.306903,129575.000,15781,1,B%,1,100,64
1700520800.309054,130555.000,15934,1,B%,1,100,64
