LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1700520704.193584,36564.000,1003,1,EA,1,100,0.031523
1700520704.259542,36628.500,1019,2,EA,1,100,0.031548
1700520704.325500,36693.000,1019,2,EA,1,100,0.031563
1700520704.391969,36758.000,1036,2,EA,1,100,0.031570
1700520704.458438,36823.000,1036,2,EA,1,100,0.031578
1700520704.524908,36888.000,1052,1,EA,1,100,0.031596
1700520704.590865,36952.500,1070,2,EA,1,100,0.031608
1700520704.656823,37017.000,1070,2,EA,1,100,0.031615
1700520704.724315,37083.000,1086,1,EA,1,100,0.031628
1700520704.790273,37147.500,1100,2,EA,1,100,0.031641
1700520704.856231,37212.000,1100,2,EA,1,100,0.031655
1700520704.922700,37277.000,1117,1,EA,1,100,0.031664
1700520704.988658,37341.500,1132,2,EA,1,100,0.031678
1700520705.054616,37406.000,1132,2,EA,1,100,0.031695
1700520705.121085,37471.000,1148,1,EA,1,100,0.031724
1700520705.186532,37535.000,1164,2,EA,1,100,0.031758
1700520705.251978,37599.000,1164,2,EA,1,100,0.031790
1700520705.318959,37664.500,1180,2,EA,1,100,0.031815
1700520705.385939,37730.000,1180,2,EA,1,100,0.031840
1700520705.453942,37796.500,1197,2,EA,1,100,0.031857
1700520705.521945,37863.000,1197,2,EA,1,100,0.031867
1700520705.588415,37928.000,1214,1,EA,1,100,0.031870
1700520705.654884,37993.000,1231,2,EA,1,100,0.031871
1700520705.721353,38058.000,1231,2,EA,1,100,0.031881
1700520705.786288,38121.500,1247,2,EA,1,100,0.031896
1700520705.851223,38185.000,1247,2,EA,1,100,0.031912
1700520705.918715,38251.000,1263,1,EA,1,100,0.031922
1700520705.985696,38316.500,1278,2,EA,1,100,0.031934
1700520706.052676,38382.000,1278,2,EA,1,100,0.031949
1700520706.120168,38448.000,1293,1,EA,1,100,0.031964
1700520706.186637,38513.000,1310,2,EA,1,100,0.031975
1700520706.253107,38578.000,1310,2,EA,1,100,0.031995
1700520706.318553,38642.000,1325,1,EA,1,100,0.032018
1700520706.385022,38707.000,1342,2,EA,1,100,0.032033
1700520706.451491,38772.000,1342,2,EA,1,100,0.032047
1700520706.518983,38838.000,1357,1,EA,1,100,0.032063
1700520706.584941,38902.500,1378,2,EA,1,100,0.032074
1700520706.650899,38967.000,1378,2,EA,1,100,0.032086
1700520706.717368,39032.000,1393,2,EA,1,100,0.032104
1700520706.783837,39097.000,1393,2,EA,1,100,0.032119
1700520706.850307,39162.000,1409,1,EA,1,100,0.032133
1700520706.916776,39227.000,1424,2,EA,1,100,0.032148
1700520706.983245,39292.000,1424,2,EA,1,100,0.032160
1700520707.048692,39356.000,1440,1,EA,1,100,0.032172
1700520707.115161,39421.000,1455,2,EA,1,100,0.032190
1700520707.181630,39486.000,1455,2,EA,1,100,0.032202
1700520707.247077,39550.000,1472,1,EA,1,100,0.032214
1700520707.313546,39615.000,1486,2,EA,1,100,0.032222
1700520707.380015,39680.000,1486,2,EA,1,100,0.032240
1700520707.446484,39745.000,1502,1,EA,1,100,0.032262
1700520707.512953,39810.000,1518,2,EA,1,100,0.032275
1700520707.579422,39875.000,1518,2,EA,1,100,0.032290
1700520707.645380,39939.500,1536,2,EA,1,100,0.032307
1700520707.711338,40004.000,1536,2,EA,1,100,0.032321
1700520707.778830,40070.000,1553,1,EA,1,100,0.032332
1700520707.843765,40133.500,1569,2,EA,1,100,0.032344
1700520707.908701,40197.000,1569,2,EA,1,100,0.032358
1700520707.974147,40261.000,1584,1,EA,1,100,0.032364
1700520708.040616,40326.000,1600,2,EA,1,100,0.032374
1700520708.107085,40391.000,1600,2,EA,1,100,0.032387
1700520708.175600,40458.000,1615,1,EA,1,100,0.032401
1700520708.242580,40523.500,1631,2,EA,1,100,0.032411
1700520708.309561,40589.000,1631,2,EA,1,100,0.032426
1700520708.376030,40654.000,1646,1,EA,1,100,0.032448
1700520708.442499,40719.000,1664,2,EA,1,100,0.032457
1700520708.508969,40784.000,1664,2,EA,1,100,0.032469
1700520708.574926,40848.500,1682,2,EA,1,100,0.032479
1700520708.640884,40913.000,1682,2,EA,1,100,0.032490
1700520708.706331,40977.000,1698,1,EA,1,100,0.032503
1700520708.773823,41043.000,1712,2,EA,1,100,0.032521
1700520708.841315,41109.000,1712,2,EA,1,100,0.032534
1700520708.907784,41174.000,1731,1,EA,1,100,0.032539
1700520708.974253,41239.000,1748,2,EA,1,100,0.032553
1700520709.040722,41304.000,1748,2,EA,1,100,0.032567
1700520709.107191,41369.000,1764,1,EA,1,100,0.032578
1700520709.173660,41434.000,1780,2,EA,1,100,0.032596
1700520709.240129,41499.000,1780,2,EA,1,100,0.032609
1700520709.305576,41563.000,1795,2,EA,1,100,0.032625
1700520709.371023,41627.000,1795,2,EA,1,100,0.032637
1700520709.438514,41693.000,1810,1,EA,1,100,0.032656
1700520709.503961,41757.000,1827,2,EA,1,100,0.032672
1700520709.569408,41821.000,1827,2,EA,1,100,0.032686
1700520709.634854,41885.000,1846,1,EA,1,100,0.032696
1700520709.701835,41950.500,1861,2,EA,1,100,0.032711
1700520709.768815,42016.000,1861,2,EA,1,100,0.032719
1700520709.837330,42083.000,1876,1,EA,1,100,0.032730
1700520709.904310,42148.500,1893,2,EA,1,100,0.032738
1700520709.971291,42214.000,1893,2,EA,1,100,0.032755
1700520710.037760,42279.000,1908,1,EA,1,100,0.032773
1700520710.103718,42343.500,1924,2,EA,1,100,0.032788
1700520710.169676,42408.000,1924,2,EA,1,100,0.032801
1700520710.236145,42473.000,1941,2,EA,1,100,0.032815
1700520710.302614,42538.000,1941,2,EA,1,100,0.032827
1700520710.369083,42603.000,1957,1,EA,1,100,0.032838
1700520710.437086,42669.500,1972,2,EA,1,100,0.032850
1700520710.505089,42736.000,1972,2,EA,1,100,0.032870
1700520710.571558,42801.000,1994,2,EA,1,100,0.032885
1700520710.638028,42866.000,1994,2,EA,1,100,0.032895
1700520710.703986,42930.500,2011,2,EA,1,100,0.032910
1700520710.769943,42995.000,2011,2,EA,1,100,0.032921
1700520710.835390,43059.000,2027,1,EA,1,100,0.032935
1700520710.901348,43123.500,2042,2,EA,1,100,0.032950
1700520710.967306,43188.000,2042,2,EA,1,100,0.032967
1700520711.034798,43254.000,2058,1,EA,1,100,0.032984
1700520711.102289,43320.000,2073,2,EA,1,100,0.033004
1700520711.169781,43386.000,2073,2,EA,1,100,0.033031
1700520711.236250,43451.000,2090,1,EA,1,100,0.033062
1700520711.302720,43516.000,2105,2,EA,1,100,0.033079
1700520711.369189,43581.000,2105,2,EA,1,100,0.033098
1700520711.435147,43645.500,2122,2,EA,1,100,0.033115
1700520711.501105,43710.000,2122,2,EA,1,100,0.033117
1700520711.567574,43775.000,2138,1,EA,1,100,0.033122
1700520711.633532,43839.500,2156,2,EA,1,100,0.033129
1700520711.699490,43904.000,2156,2,EA,1,100,0.033136
1700520711.765959,43969.000,2171,1,EA,1,100,0.033143
1700520711.831917,44033.500,2187,2,EA,1,100,0.033152
1700520711.897875,44098.000,2187,2,EA,1,100,0.033161
1700520711.965366,44164.000,2202,1,EA,1,100,0.033169
1700520712.031324,44228.500,2218,2,EA,1,100,0.033180
1700520712.097282,44293.000,2218,2,EA,1,100,0.033193
1700520712.163240,44357.500,2234,2,EA,1,100,0.033195
1700520712.229198,44422.000,2234,2,EA,1,100,0.033205
1700520712.295667,44487.000,2250,1,EA,1,100,0.033221
1700520712.361114,44551.000,2264,2,EA,1,100,0.033241
1700520712.426560,44615.000,2264,2,EA,1,100,0.033248
1700520712.492007,44679.000,2280,1,EA,1,100,0.033252
1700520712.558476,44744.000,2298,2,EA,1,100,0.033260
1700520712.624945,44809.000,2298,2,EA,1,100,0.033269
1700520712.693460,44876.000,2314,1,EA,1,100,0.033271
1700520712.760951,44942.000,2328,2,EA,1,100,0.033269
1700520712.828443,45008.000,2328,2,EA,1,100,0.033276
1700520712.894912,45073.000,2345,1,EA,1,100,0.033287
1700520712.960870,45137.500,2360,2,EA,1,100,0.033303
1700520713.026828,45202.000,2360,2,EA,1,100,0.033317
1700520713.093297,45267.000,2377,2,EA,1,100,0.033329
1700520713.159766,45332.000,2377,2,EA,1,100,0.033344
1700520713.227258,45398.000,2393,1,EA,1,100,0.033356
1700520713.293727,45463.000,2410,2,EA,1,100,0.033355
