LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1700520704.247782,36617.000,1002,3,PG,1,100,9621
1700520704.247782,36617.000,1002,3,PG,1,100,9618
1700520704.247782,36617.000,1002,3,PG,1,100,9624
1700520704.286641,36655.000,1018,2,PG,1,100,9616
1700520704.325500,36693.000,1018,2,PG,1,100,9620
1700520704.365381,36732.000,1035,3,PG,1,100,9617
1700520704.405263,36771.000,1035,3,PG,1,100,9621
1700520704.445145,36810.000,1035,3,PG,1,100,9617
1700520704.485026,36849.000,1051,3,PG,1,100,9625
1700520704.524908,36888.000,1051,3,PG,1,100,9627
1700520704.564789,36927.000,1051,3,PG,1,100,9620
1700520704.604671,36966.000,1069,2,PG,1,100,9621
1700520704.644552,37005.000,1069,2,PG,1,100,9629
1700520704.684434,37044.000,1085,3,PG,1,100,9631
1700520704.724315,37083.000,1085,3,PG,1,100,9626
1700520704.764197,37122.000,1085,3,PG,1,100,9624
1700520704.804078,37161.000,1099,2,PG,1,100,9622
1700520704.843960,37200.000,1099,2,PG,1,100,9619
1700520704.883159,37238.333,1116,3,PG,1,100,9628
1700520704.922359,37276.667,1116,3,PG,1,100,9617
1700520704.961559,37315.000,1116,3,PG,1,100,9618
1700520705.008087,37360.500,1131,2,PG,1,100,9616
1700520705.054616,37406.000,1131,2,PG,1,100,9621
1700520705.093816,37444.333,1147,3,PG,1,100,9628
1700520705.133015,37482.667,1147,3,PG,1,100,9622
1700520705.172215,37521.000,1147,3,PG,1,100,9624
1700520705.212097,37560.000,1163,2,PG,1,100,9643
1700520705.251978,37599.000,1163,2,PG,1,100,9648
1700520705.292371,37638.500,1179,4,PG,1,100,9652
1700520705.332764,37678.000,1179,4,PG,1,100,9655
1700520705.373157,37717.500,1179,4,PG,1,100,9665
1700520705.413549,37757.000,1179,4,PG,1,100,9662
1700520705.454113,37796.667,1196,3,PG,1,100,9661
1700520705.494676,37836.333,1196,3,PG,1,100,9652
1700520705.535239,37876.000,1196,3,PG,1,100,9662
1700520705.575121,37915.000,1213,2,PG,1,100,9659
1700520705.615002,37954.000,1213,2,PG,1,100,9648
1700520705.654543,37992.667,1230,3,PG,1,100,9640
1700520705.694083,38031.333,1230,3,PG,1,100,9634
1700520705.733624,38070.000,1230,3,PG,1,100,9620
1700520705.772824,38108.333,1246,3,PG,1,100,9627
1700520705.812024,38146.667,1246,3,PG,1,100,9622
1700520705.851223,38185.000,1246,3,PG,1,100,9615
1700520705.891105,38224.000,1262,2,PG,1,100,9618
1700520705.930987,38263.000,1262,2,PG,1,100,9611
1700520705.971550,38302.667,1277,3,PG,1,100,9612
1700520706.012113,38342.333,1277,3,PG,1,100,9605
1700520706.052676,38382.000,1277,3,PG,1,100,9620
1700520706.093069,38421.500,1292,2,PG,1,100,9618
