LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1700520703.315168,35705,1032,1,SR,1,100,0.600000
1700520705.054616,37406,1193,1,SR,1,100,0.400000
1700520706.253107,38578,1373,1,SR,1,100,0.266667
1700520707.446484,39745,1549,1,SR,1,100,0.266667
1700520708.376030,40654,1660,1,SR,1,100,0.066667
1700520708.706331,40977,1726,1,SR,1,100,0.133333
1700520709.107191,41369,1842,1,SR,1,100,0.466667
1700520709.971291,42214,1937,1,SR,1,100,0.266667
1700520710.505089,42736,1990,1,SR,1,100,0.066667
1700520710.835390,43059,2118,1,SR,1,100,0.600000
1700520712.894912,45073,2406,1,SR,1,100,0.333333
1700520713.626073,45788,2583,1,SR,1,100,0.800000
1700520714.685490,46824,2636,1,SR,1,100,0.066667
1700520715.547544,47667,2847,1,SR,1,100,0.533333
1700520716.213259,48318,2880,1,SR,1,100,0.133333
1700520717.144850,49229,3089,1,SR,1,100,0.466667
1700520718.010995,50076,3155,1,SR,1,100,0.066667
1700520718.477302,50532,3255,1,SR,1,100,0.200000
1700520718.808625,50856,3289,1,SR,1,100,0.066667
1700520719.008033,51051,3401,1,SR,1,100,0.600000
1700520719.873155,51897,3630,1,SR,1,100,1.266667
1700520722.467498,54434,3854,1,SR,1,100,0.133333
1700520723.668034,55608,4032,1,SR,1,100,0.066667
1700520724.399195,56323,4161,1,SR,1,100,0.133333
1700520725.199893,57106,4290,1,SR,1,100,0.200000
1700520725.664155,57560,4371,1,SR,1,100,0.200000
1700520726.126371,58012,4423,1,SR,1,100,0.066667
1700520726.459740,58338,4536,1,SR,1,100,0.533333
1700520727.260438,59121,4620,1,SR,1,100,0.266667
1700520727.659253,59511,4699,1,SR,1,100,0.400000
1700520728.192029,60032,4765,1,SR,1,100,0.200000
1700520728.787184,60614,4882,1,SR,1,100,0.400000
1700520729.320983,61136,4915,1,SR,1,100,0.066667
1700520729.654351,61462,4997,1,SR,1,100,0.200000
1700520730.122704,61920,5061,1,SR,1,100,0.200000
1700520732.052355,63807,5386,1,SR,1,100,0.400000
1700520732.587177,64330,5533,1,SR,1,100,0.800000
1700520733.647616,65367,5679,1,SR,1,100,0.666667
1700520734.578184,66277,5745,1,SR,1,100,0.200000
1700520734.911553,66603,5778,1,SR,1,100,0.066667
1700520735.114028,66801,5830,1,SR,1,100,0.133333
1700520735.511821,67190,5911,1,SR,1,100,0.266667
1700520735.908591,67578,5994,1,SR,1,100,0.333333
1700520736.504768,68161,6063,1,SR,1,100,0.266667
1700520736.906651,68554,6145,1,SR,1,100,0.333333
1700520737.505897,69140,6196,1,SR,1,100,0.133333
1700520737.771773,69400,6294,1,SR,1,100,0.466667
1700520738.906862,70510,6456,1,SR,1,100,0.333333
1700520739.505085,71095,6522,1,SR,1,100,0.133333
1700520739.904923,71486,6604,1,SR,1,100,0.333333
1700520740.502123,72070,6670,1,SR,1,100,0.066667
1700520740.700508,72264,6753,1,SR,1,100,0.466667
1700520741.433714,72981,6834,1,SR,1,100,0.200000
