LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,UN
1672252054.000000,88203,11945,2,UN,1,100,felice perchè sto mangiando
1672254788.000000,2758787,37595,2,UN,1,100,felice perchè sto messaggiando con la mia ragazza
