LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
1672252025.429075,59157.000,7332,1,BV,1,100,4.13
1672252026.426095,60131.000,7490,1,BV,1,100,4.12
1672252027.428235,61110.000,7633,1,BV,1,100,4.12
1672252028.432421,62091.000,7796,1,BV,1,100,4.12
1672252029.430465,63066.000,7944,1,BV,1,100,4.12
1672252030.426462,64039.000,8102,1,BV,1,100,4.12
1672252031.426554,65016.000,8251,1,BV,1,100,4.12
1672252032.425622,65992.000,8414,1,BV,1,100,4.11
1672252033.428784,66972.000,8575,1,BV,1,100,4.12
1672252034.426829,67947.000,8725,1,BV,1,100,4.11
1672252035.423850,68921.000,8885,1,BV,1,100,4.11
1672252036.419847,69894.000,9030,1,BV,1,100,4.12
1672252037.414820,70866.000,9191,1,BV,1,100,4.12
1672252038.412865,71841.000,9353,1,BV,1,100,4.12
1672252039.411933,72817.000,9504,1,BV,1,100,4.12
1672252040.409977,73792.000,9671,1,BV,1,100,4.12
1672252041.411092,74770.000,9832,1,BV,1,100,4.12
1672252042.406066,75742.000,9975,1,BV,1,100,4.12
1672252043.406157,76719.000,10144,1,BV,1,100,4.12
1672252044.401131,77691.000,10308,1,BV,1,100,4.12
1672252045.397128,78664.000,10460,1,BV,1,100,4.12
1672252046.398243,79642.000,10609,1,BV,1,100,4.12
1672252047.396288,80617.000,10772,1,BV,1,100,4.12
1672252048.392285,81590.000,10922,1,BV,1,100,4.12
1672252049.388282,82563.000,11087,1,BV,1,100,4.12
1672252050.380185,83532.000,11238,1,BV,1,100,4.11
1672252051.381300,84510.000,11402,1,BV,1,100,4.11
1672252052.379344,85485.000,11551,1,BV,1,100,4.11
1672252053.377389,86460.000,11710,1,BV,1,100,4.11
1672252054.374409,87434.000,11860,1,BV,1,100,4.11
1672252055.373477,88410.000,11996,1,BV,1,100,4.11
1672252056.371522,89385.000,12161,1,BV,1,100,4.11
1672252057.370590,90361.000,12322,1,BV,1,100,4.11
1672252058.371705,91339.000,12465,1,BV,1,100,4.11
1672252059.372820,92317.000,12626,1,BV,1,100,4.11
1672252060.372912,93294.000,12779,1,BV,1,100,4.11
1672252061.366862,94265.000,12921,1,BV,1,100,4.11
1672252062.364906,95240.000,13086,1,BV,1,100,4.11
1672252063.363974,96216.000,13231,1,BV,1,100,4.11
1672252064.359972,97189.000,13392,1,BV,1,100,4.11
1672252065.360063,98166.000,13550,1,BV,1,100,4.11
1672252066.358108,99141.000,13685,1,BV,1,100,4.11
1672252067.361270,100121.000,13842,1,BV,1,100,4.11
1672252068.355220,101092.000,13986,1,BV,1,100,4.11
1672252069.356335,102070.000,14147,1,BV,1,100,4.12
1672252070.356427,103047.000,14297,1,BV,1,100,4.11
1672252071.353448,104021.000,14390,1,BV,1,100,4.11
1672252072.356610,105001.000,14537,1,BV,1,100,4.11
1672252073.354655,105976.000,14704,1,BV,1,100,4.11
1672252074.352699,106951.000,14870,1,BV,1,100,4.11
1672252075.348696,107924.000,15018,1,BV,1,100,4.11
1672252076.344693,108897.000,15184,1,BV,1,100,4.11
1672252077.345809,109875.000,15346,1,BV,1,100,4.10
1672252078.342829,110849.000,15492,1,BV,1,100,4.11
1672252079.341897,111825.000,15653,1,BV,1,100,4.11
1672252080.339942,112800.000,15819,1,BV,1,100,4.11
1672252081.340033,113777.000,15953,1,BV,1,100,4.11
1672252082.339101,114753.000,16098,1,BV,1,100,4.11
1672252083.336122,115727.000,16263,1,BV,1,100,4.11
1672252084.335190,116703.000,16427,1,BV,1,100,4.11
1672252085.331187,117676.000,16573,1,BV,1,100,4.12
1672252086.334350,118656.000,16734,1,BV,1,100,4.11
1672252087.329323,119628.000,16883,1,BV,1,100,4.11
1672252088.321226,120597.000,17032,1,BV,1,100,4.11
1672252089.320294,121573.000,17195,1,BV,1,100,4.11
1672252090.313220,122543.000,17338,1,BV,1,100,4.11
1672252091.315359,123522.000,17501,1,BV,1,100,4.11
1672252092.314427,124498.000,17668,1,BV,1,100,4.11
1672252093.310424,125471.000,17816,1,BV,1,100,4.11
1672252094.308469,126446.000,17977,1,BV,1,100,4.11
1672252095.302418,127417.000,18122,1,BV,1,100,4.11
1672252096.303534,128395.000,18285,1,BV,1,100,4.11
1672252097.302602,129371.000,18434,1,BV,1,100,4.11
1672252098.299623,130345.000,18582,1,BV,1,100,4.11
1672252099.296643,131319.000,18747,1,BV,1,100,4.11
1672252100.293664,132293.000,18907,1,BV,1,100,4.11
1672252101.290685,133267.000,19050,1,BV,1,100,4.11
1672252102.286682,134240.000,19220,1,BV,1,100,4.10
1672252103.284726,135215.000,19364,1,BV,1,100,4.10
1672252104.283794,136191.000,19531,1,BV,1,100,4.10
1672252105.285933,137170.000,19692,1,BV,1,100,4.11
1672252106.281930,138143.000,19835,1,BV,1,100,4.11
1672252107.275880,139114.000,19996,1,BV,1,100,4.11
1672252108.280066,140095.000,20143,1,BV,1,100,4.11
1672252109.277087,141069.000,20289,1,BV,1,100,4.11
1672252110.274108,142043.000,20454,1,BV,1,100,4.11
1672252111.272152,143018.000,20617,1,BV,1,100,4.11
1672252112.270197,143993.000,20760,1,BV,1,100,4.11
1672252113.270288,144970.000,20913,1,BV,1,100,4.11
1672252114.265262,145942.000,21076,1,BV,1,100,4.11
1672252115.266377,146920.000,21217,1,BV,1,100,4.11
1672252116.265445,147896.000,21380,1,BV,1,100,4.11
1672252117.263489,148871.000,21539,1,BV,1,100,4.10
1672252118.265629,149850.000,21696,1,BV,1,100,4.10
1672252119.265720,150827.000,21853,1,BV,1,100,4.10
1672252120.265812,151804.000,21998,1,BV,1,100,4.11
1672252121.260785,152776.000,22161,1,BV,1,100,4.11
1672252122.257806,153750.000,22321,1,BV,1,100,4.11
1672252123.258921,154728.000,22469,1,BV,1,100,4.11
1672252124.259013,155705.000,22631,1,BV,1,100,4.11
1672252125.256034,156679.000,22772,1,BV,1,100,4.11
1672252126.252031,157652.000,22933,1,BV,1,100,4.11
1672252127.254170,158631.000,23084,1,BV,1,100,4.11
1672252128.252214,159606.000,23242,1,BV,1,100,4.11
