TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
205997.000000,3851956.000000,1672252175.739678,1672255907.871911,896,58204,4.70008e+06,1.5.10
