RD,TS_received,TS_sent,AK,RoundTrip,
62426,62499,2022-12-28_20-27-08-838523,62505,73,
67545,67565,2022-12-28_20-27-14-022590,67569,20,
72684,72704,2022-12-28_20-27-19-290685,72708,20,
77837,82955,2022-12-28_20-27-24-768485,82965,5118,
82977,88071,2022-12-28_20-27-29-988961,88081,5094,
88097,93182,2022-12-28_20-27-35-189861,93185,5085,
93186,93257,2022-12-28_20-27-40-332959,93260,71,
98322,103497,2022-12-28_20-27-45-657828,103505,5175,
103526,103597,2022-12-28_20-27-50-917738,103600,71,
108608,108629,2022-12-28_20-27-56-067741,108633,21,
113738,118879,2022-12-28_20-28-01-426287,118894,5141,
118908,124017,2022-12-28_20-28-06-752565,124019,5109,
124020,124068,2022-12-28_20-28-11-874866,124071,48,
129127,134236,2022-12-28_20-28-17-196500,134245,5109,
134257,134306,2022-12-28_20-28-22-361808,134309,49,
139357,144486,2022-12-28_20-28-27-712028,144489,5129,
144489,149620,2022-12-28_20-28-32-966284,149624,5131,
149624,149678,2022-12-28_20-28-38-092073,149681,54,
154730,154775,2022-12-28_20-28-43-310835,154778,45,
159851,164968,2022-12-28_20-28-48-633294,164973,5117,
164974,170098,2022-12-28_20-28-53-958188,170103,5124,
170104,170190,2022-12-28_20-28-59-081552,170194,86,
175219,175241,2022-12-28_20-29-04-245506,175245,22,
180367,180436,2022-12-28_20-29-09-564163,180439,69,
185464,185551,2022-12-28_20-29-14-792808,185555,87,
190572,190592,2022-12-28_20-29-19-958024,190595,20,
195724,195748,2022-12-28_20-29-25-231766,195751,24,
200876,200954,2022-12-28_20-29-30-567644,200957,78,
205978,205997,2022-12-28_20-29-35-730178,205999,19,
211089,211148,2022-12-28_20-29-41-008010,211151,59,
216197,216255,2022-12-28_20-29-46-230534,216260,58,
221299,221319,2022-12-28_20-29-51-424624,221322,20,
226435,226458,2022-12-28_20-29-56-684121,226461,23,
231541,231565,2022-12-28_20-30-01-916941,231567,24,
236656,236680,2022-12-28_20-30-07-155973,236683,24,
241778,241848,2022-12-28_20-30-12-448638,241854,70,
246900,246922,2022-12-28_20-30-17-644102,246925,22,
252038,252058,2022-12-28_20-30-22-902993,252061,20,
257167,257187,2022-12-28_20-30-28-151622,257190,20,
262291,262355,2022-12-28_20-30-33-440652,262358,64,
267397,267465,2022-12-28_20-30-38-659991,267470,68,
272601,272657,2022-12-28_20-30-43-987459,272660,56,
277701,277721,2022-12-28_20-30-49-160536,277724,20,
282817,282865,2022-12-28_20-30-54-429701,282868,48,
287957,287977,2022-12-28_20-30-59-666944,287980,20,
293080,293124,2022-12-28_20-31-04-943629,293126,44,
298186,298213,2022-12-28_20-31-10-145061,298216,27,
303308,303404,2022-12-28_20-31-15-457516,303408,96,
308424,308445,2022-12-28_20-31-20-616075,308448,21,
313550,313585,2022-12-28_20-31-25-876941,313588,35,
318682,318702,2022-12-28_20-31-31-115782,318706,20,
323799,323819,2022-12-28_20-31-36-356351,323822,20,
328934,328998,2022-12-28_20-31-41-646308,329001,64,
334066,334092,2022-12-28_20-31-46-868897,334094,26,
339187,339237,2022-12-28_20-31-52-139934,339239,50,
344307,344418,2022-12-28_20-31-57-438724,349448,111,
349465,349491,2022-12-28_20-32-02-634777,349493,26,
354580,354609,2022-12-28_20-32-07-865725,354614,29,
359694,359714,2022-12-28_20-32-13-107200,359717,20,
364824,364896,2022-12-28_20-32-18-410988,364899,72,
369958,369987,2022-12-28_20-32-23-616164,369990,29,
375086,375106,2022-12-28_20-32-28-857947,375110,20,
380217,380303,2022-12-28_20-32-34-174660,380308,86,
