LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,DC
1672252508.112004,530695.000,16285,4,DC,2,100,EA
1672252508.112004,530695.000,16285,4,DC,2,100,1
1672252508.112004,530695.000,16285,4,DC,2,100,EL
1672252508.112004,530695.000,16285,4,DC,2,100,1
1672252508.137851,530720.250,16301,4,DC,2,100,EA
1672252508.163697,530745.500,16301,4,DC,2,100,1
1672252508.189544,530770.750,16301,4,DC,2,100,EL
1672252508.215391,530796.000,16301,4,DC,2,100,1
1672252508.241493,530821.500,16319,4,DC,2,100,EA
1672252508.267596,530847.000,16319,4,DC,2,100,2
1672252508.293699,530872.500,16319,4,DC,2,100,EL
1672252508.319802,530898.000,16319,4,DC,2,100,2
1672252508.345392,530923.000,16335,4,DC,2,100,EA
1672252508.370983,530948.000,16335,4,DC,2,100,1
1672252508.396574,530973.000,16335,4,DC,2,100,EL
1672252508.422165,530998.000,16335,4,DC,2,100,1
1672252508.448012,531023.250,16351,4,DC,2,100,EA
1672252508.473859,531048.500,16351,4,DC,2,100,2
1672252508.499706,531073.750,16351,4,DC,2,100,EL
1672252508.525552,531099.000,16351,4,DC,2,100,2
1672252508.551399,531124.250,16367,4,DC,2,100,EA
1672252508.577246,531149.500,16367,4,DC,2,100,1
1672252508.603093,531174.750,16367,4,DC,2,100,EL
1672252508.628940,531200.000,16367,4,DC,2,100,1
1672252508.655042,531225.500,16387,4,DC,2,100,EA
1672252508.681145,531251.000,16387,4,DC,2,100,2
1672252508.707248,531276.500,16387,4,DC,2,100,EL
1672252508.733350,531302.000,16387,4,DC,2,100,2
1672252508.758941,531327.000,16403,4,DC,2,100,EA
1672252508.784532,531352.000,16403,4,DC,2,100,2
1672252508.810123,531377.000,16403,4,DC,2,100,EL
1672252508.835714,531402.000,16403,4,DC,2,100,2
1672252508.861561,531427.250,16420,4,DC,2,100,EA
1672252508.887408,531452.500,16420,4,DC,2,100,1
1672252508.913254,531477.750,16420,4,DC,2,100,EL
1672252508.939101,531503.000,16420,4,DC,2,100,1
1672252508.965204,531528.500,16436,4,DC,2,100,EA
1672252508.991306,531554.000,16436,4,DC,2,100,2
1672252509.017409,531579.500,16436,4,DC,2,100,EL
1672252509.043512,531605.000,16436,4,DC,2,100,2
1672252509.069103,531630.000,16453,4,DC,2,100,EA
1672252509.094694,531655.000,16453,4,DC,2,100,1
1672252509.120285,531680.000,16453,4,DC,2,100,EL
1672252509.145875,531705.000,16453,4,DC,2,100,1
1672252509.249263,531806.000,16516,4,DC,2,100,EA
1672252509.352650,531907.000,16516,4,DC,2,100,2
1672252509.456037,532008.000,16516,4,DC,2,100,EL
1672252509.559424,532109.000,16516,4,DC,2,100,2
1672252509.585527,532134.500,16533,4,DC,2,100,EA
1672252509.611629,532160.000,16533,4,DC,2,100,1
1672252509.637732,532185.500,16533,4,DC,2,100,EL
1672252509.663835,532211.000,16533,4,DC,2,100,1
1672252509.689426,532236.000,16552,4,DC,2,100,EA
1672252509.715017,532261.000,16552,4,DC,2,100,2
1672252509.740608,532286.000,16552,4,DC,2,100,EL
1672252509.766198,532311.000,16552,4,DC,2,100,2
1672252509.792045,532336.250,16568,4,DC,2,100,EA
1672252509.817892,532361.500,16568,4,DC,2,100,1
1672252509.843739,532386.750,16568,4,DC,2,100,EL
1672252509.869586,532412.000,16568,4,DC,2,100,1
1672252509.895688,532437.500,16585,4,DC,2,100,EA
1672252509.921791,532463.000,16585,4,DC,2,100,2
1672252509.947894,532488.500,16585,4,DC,2,100,EL
1672252509.973996,532514.000,16585,4,DC,2,100,2
1672252509.999587,532539.000,16601,4,DC,2,100,EA
1672252510.025178,532564.000,16601,4,DC,2,100,1
1672252510.050769,532589.000,16601,4,DC,2,100,EL
1672252510.076360,532614.000,16601,4,DC,2,100,1
1672252510.102207,532639.250,16618,4,DC,2,100,EA
1672252510.128053,532664.500,16618,4,DC,2,100,2
1672252510.153900,532689.750,16618,4,DC,2,100,EL
1672252510.179747,532715.000,16618,4,DC,2,100,2
1672252510.205594,532740.250,16634,4,DC,2,100,EA
1672252510.231441,532765.500,16634,4,DC,2,100,1
1672252510.257287,532790.750,16634,4,DC,2,100,EL
1672252510.283134,532816.000,16634,4,DC,2,100,1
1672252510.309237,532841.500,16652,4,DC,2,100,EA
1672252510.335340,532867.000,16652,4,DC,2,100,2
1672252510.361442,532892.500,16652,4,DC,2,100,EL
1672252510.387545,532918.000,16652,4,DC,2,100,2
1672252510.568217,533094.500,16765,4,DC,2,100,EA
1672252510.748888,533271.000,16765,4,DC,2,100,1
1672252510.929560,533447.500,16765,4,DC,2,100,EL
1672252511.110231,533624.000,16765,4,DC,2,100,1
1672252511.136078,533649.250,16782,4,DC,2,100,EA
1672252511.161925,533674.500,16782,4,DC,2,100,1
