LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1672252028.775338,62426.000,7831,2,RD,1,100,TL
1672252028.775338,62426.000,7831,2,RD,1,100,TU
1672252031.395333,64985.500,8642,2,RD,1,100,TL
1672252034.015327,67545.000,8642,2,RD,1,100,TU
1672252036.645558,70114.500,9470,2,RD,1,100,TL
1672252039.275789,72684.000,9470,2,RD,1,100,TU
1672252041.913185,75260.500,10312,2,RD,1,100,TL
1672252044.550582,77837.000,10312,2,RD,1,100,TU
1672252047.181324,80407.000,11138,2,RD,1,100,TL
1672252049.812067,82977.000,11138,2,RD,1,100,TU
1672252052.432573,85537.000,11944,2,RD,1,100,TL
1672252055.053080,88097.000,11944,2,RD,1,100,TU
1672252057.657720,90641.500,12744,2,RD,1,100,TL
1672252060.262359,93186.000,12744,2,RD,1,100,TU
1672252062.891055,95754.000,13554,2,RD,1,100,TL
1672252065.519750,98322.000,13554,2,RD,1,100,TU
1672252068.183249,100924.000,14303,2,RD,1,100,TL
1672252070.846748,103526.000,14303,2,RD,1,100,TU
1672252073.447805,106067.000,15118,2,RD,1,100,TL
1672252076.048863,108608.000,15118,2,RD,1,100,TU
1672252078.674487,111173.000,15935,2,RD,1,100,TL
1672252081.300112,113738.000,15935,2,RD,1,100,TU
1672252083.946209,116323.000,16756,2,RD,1,100,TL
1672252086.592306,118908.000,16756,2,RD,1,100,TU
1672252089.208718,121464.000,17569,2,RD,1,100,TL
1672252091.825130,124020.000,17569,2,RD,1,100,TU
1672252094.438982,126573.500,18384,2,RD,1,100,TL
1672252097.052835,129127.000,18384,2,RD,1,100,TU
1672252099.678459,131692.000,19199,2,RD,1,100,TL
1672252102.304084,134257.000,19199,2,RD,1,100,TU
1672252104.914354,136807.000,20016,2,RD,1,100,TL
1672252107.524624,139357.000,20016,2,RD,1,100,TU
1672252110.151272,141923.000,20830,2,RD,1,100,TL
1672252112.777920,144489.000,20830,2,RD,1,100,TU
1672252115.406103,147056.500,21641,2,RD,1,100,TL
1672252118.034287,149624.000,21641,2,RD,1,100,TU
1672252120.647628,152177.000,22450,2,RD,1,100,TL
1672252123.260969,154730.000,22450,2,RD,1,100,TU
1672252125.881987,157290.500,23261,2,RD,1,100,TL
1672252128.503005,159851.000,23261,2,RD,1,100,TU
1672252131.125047,162412.500,24064,2,RD,1,100,TL
1672252133.747088,164974.000,24064,2,RD,1,100,TU
1672252136.372713,167539.000,24873,2,RD,1,100,TL
1672252138.998337,170104.000,24873,2,RD,1,100,TU
1672252141.616285,172661.500,25698,2,RD,1,100,TL
1672252144.234232,175219.000,25698,2,RD,1,100,TU
1672252146.869069,177793.000,26538,2,RD,1,100,TL
1672252149.503906,180367.000,26538,2,RD,1,100,TU
1672252152.112641,182915.500,27362,2,RD,1,100,TL
1672252154.721375,185464.000,27362,2,RD,1,100,TU
1672252157.335740,188018.000,28180,2,RD,1,100,TL
1672252159.950104,190572.000,28180,2,RD,1,100,TU
1672252162.586988,193148.000,29018,2,RD,1,100,TL
1672252165.223873,195724.000,29018,2,RD,1,100,TU
1672252167.860757,198300.000,29854,2,RD,1,100,TL
1672252170.497642,200876.000,29854,2,RD,1,100,TU
1672252173.108936,203427.000,30679,2,RD,1,100,TL
1672252175.720229,205978.000,30679,2,RD,1,100,TU
1672252178.336129,208533.500,31500,2,RD,1,100,TL
1672252180.952029,211089.000,31500,2,RD,1,100,TU
1672252183.566393,213643.000,32299,2,RD,1,100,TL
1672252186.180758,216197.000,32299,2,RD,1,100,TU
1672252188.792052,218748.000,33104,2,RD,1,100,TL
1672252191.403345,221299.000,33104,2,RD,1,100,TU
1672252194.032040,223867.000,33911,2,RD,1,100,TL
1672252196.660736,226435.000,33911,2,RD,1,100,TU
1672252199.274077,228988.000,34717,2,RD,1,100,TL
1672252201.887418,231541.000,34717,2,RD,1,100,TU
1672252204.505365,234098.500,35536,2,RD,1,100,TL
1672252207.123312,236656.000,35536,2,RD,1,100,TU
1672252209.744842,239217.000,36361,2,RD,1,100,TL
1672252212.366372,241778.000,36361,2,RD,1,100,TU
1672252214.987902,244339.000,37184,2,RD,1,100,TL
1672252217.609432,246900.000,37184,2,RD,1,100,TU
1672252220.239151,249469.000,37999,2,RD,1,100,TL
1672252222.868870,252038.000,37999,2,RD,1,100,TU
1672252225.493982,254602.500,38807,2,RD,1,100,TL
1672252228.119095,257167.000,38807,2,RD,1,100,TU
1672252230.741649,259729.000,39607,2,RD,1,100,TL
1672252233.364202,262291.000,39607,2,RD,1,100,TU
1672252235.977543,264844.000,40403,2,RD,1,100,TL
1672252238.590884,267397.000,40403,2,RD,1,100,TU
1672252241.254383,269999.000,41209,2,RD,1,100,TL
1672252243.917882,272601.000,41209,2,RD,1,100,TU
1672252246.528152,275151.000,42012,2,RD,1,100,TL
1672252249.138422,277701.000,42012,2,RD,1,100,TU
1672252251.756881,280259.000,42781,2,RD,1,100,TL
1672252254.375340,282817.000,42781,2,RD,1,100,TU
1672252257.006082,285387.000,43580,2,RD,1,100,TL
1672252259.636825,287957.000,43580,2,RD,1,100,TU
1672252262.258867,290518.500,44380,2,RD,1,100,TL
1672252264.880908,293080.000,44380,2,RD,1,100,TU
1672252267.494249,295633.000,45179,2,RD,1,100,TL
1672252270.107590,298186.000,45179,2,RD,1,100,TU
1672252272.729120,300747.000,45979,2,RD,1,100,TL
1672252275.350650,303308.000,45979,2,RD,1,100,TU
1672252277.969109,305866.000,46778,2,RD,1,100,TL
1672252280.587568,308424.000,46778,2,RD,1,100,TU
1672252283.211145,310987.000,47595,2,RD,1,100,TL
1672252285.834723,313550.000,47595,2,RD,1,100,TU
1672252288.461371,316116.000,48414,2,RD,1,100,TL
1672252291.088019,318682.000,48414,2,RD,1,100,TU
1672252293.706990,321240.500,49226,2,RD,1,100,TL
1672252296.325960,323799.000,49226,2,RD,1,100,TU
1672252298.954144,326366.500,50045,2,RD,1,100,TL
1672252301.582328,328934.000,50045,2,RD,1,100,TU
1672252304.208976,331500.000,50861,2,RD,1,100,TL
1672252306.835624,334066.000,50861,2,RD,1,100,TU
1672252309.456642,336626.500,51674,2,RD,1,100,TL
1672252312.077660,339187.000,51674,2,RD,1,100,TU
1672252314.698166,341747.000,52472,2,RD,1,100,TL
1672252317.318673,344307.000,52472,2,RD,1,100,TU
1672252319.958628,346886.000,53293,2,RD,1,100,TL
1672252322.598583,349465.000,53293,2,RD,1,100,TU
1672252325.216531,352022.500,54108,2,RD,1,100,TL
1672252327.834478,354580.000,54108,2,RD,1,100,TU
1672252330.451913,357137.000,54915,2,RD,1,100,TL
1672252333.069349,359694.000,54915,2,RD,1,100,TU
1672252335.694973,362259.000,55722,2,RD,1,100,TL
1672252338.320597,364824.000,55722,2,RD,1,100,TU
1672252340.948269,367391.000,56527,2,RD,1,100,TL
1672252343.575941,369958.000,56527,2,RD,1,100,TU
1672252346.200542,372522.000,57342,2,RD,1,100,TL
1672252348.825143,375086.000,57342,2,RD,1,100,TU
1672252351.451279,377651.500,58152,2,RD,1,100,TL
1672252354.077415,380217.000,58152,2,RD,1,100,TU
1672252356.692291,382771.500,58959,2,RD,1,100,TL
1672252359.307168,385326.000,58959,2,RD,1,100,TU
1672252361.921021,387879.500,59761,2,RD,1,100,TL
1672252364.534873,390433.000,59761,2,RD,1,100,TU
1672252367.155891,392993.500,60567,2,RD,1,100,TL
1672252369.776909,395554.000,60567,2,RD,1,100,TU
1672252372.397416,398114.000,61368,2,RD,1,100,TL
1672252375.017922,400674.000,61368,2,RD,1,100,TU
1672252377.651224,403246.500,62169,2,RD,1,100,TL
1672252380.284525,405819.000,62169,2,RD,1,100,TU
1672252382.905544,408379.500,62977,2,RD,1,100,TL
1672252385.526562,410940.000,62977,2,RD,1,100,TU
1672252388.155769,413508.500,63788,2,RD,1,100,TL
1672252390.784976,416077.000,63788,2,RD,1,100,TU
1672252393.407018,418638.500,64601,2,RD,1,100,TL
1672252396.029060,421200.000,64601,2,RD,1,100,TU
1672252398.655708,423766.000,65404,2,RD,1,100,TL
1672252401.282356,426332.000,65404,2,RD,1,100,TU
1672252403.900303,428889.500,677,2,RD,1,100,TL
1672252406.518250,431447.000,677,2,RD,1,100,TU
1672252409.132615,434001.000,1488,2,RD,1,100,TL
1672252411.746979,436555.000,1488,2,RD,1,100,TU
1672252414.385911,439133.000,2292,2,RD,1,100,TL
1672252417.024843,441711.000,2292,2,RD,1,100,TU
1672252419.641254,444267.000,3097,2,RD,1,100,TL
1672252422.257666,446823.000,3097,2,RD,1,100,TU
1672252424.878684,449383.500,3904,2,RD,1,100,TL
1672252427.499702,451944.000,3904,2,RD,1,100,TU
1672252430.109461,454493.500,4716,2,RD,1,100,TL
1672252432.719219,457043.000,4716,2,RD,1,100,TU
1672252435.351497,459614.500,5539,2,RD,1,100,TL
1672252437.983775,462186.000,5539,2,RD,1,100,TU
1672252440.602746,464744.500,6340,2,RD,1,100,TL
1672252443.221717,467303.000,6340,2,RD,1,100,TU
1672252445.857577,469878.000,7162,2,RD,1,100,TL
1672252448.493438,472453.000,7162,2,RD,1,100,TU
1672252451.110874,475010.000,7950,2,RD,1,100,TL
1672252453.728309,477567.000,7950,2,RD,1,100,TU
1672252456.337555,480116.000,8753,2,RD,1,100,TL
1672252458.946802,482665.000,8753,2,RD,1,100,TU
1672252461.558095,485216.000,9558,2,RD,1,100,TL
1672252464.169389,487767.000,9558,2,RD,1,100,TU
1672252466.788360,490325.500,10358,2,RD,1,100,TL
1672252469.407331,492884.000,10358,2,RD,1,100,TU
1672252472.021183,495437.500,11161,2,RD,1,100,TL
1672252474.635036,497991.000,11161,2,RD,1,100,TU
1672252477.250424,500546.000,11978,2,RD,1,100,TL
1672252479.865812,503101.000,11978,2,RD,1,100,TU
1672252482.480176,505655.000,12778,2,RD,1,100,TL
1672252485.094541,508209.000,12778,2,RD,1,100,TU
1672252487.715047,510769.000,13577,2,RD,1,100,TL
1672252490.335554,513329.000,13577,2,RD,1,100,TU
1672252492.949918,515883.000,14376,2,RD,1,100,TL
1672252495.564283,518437.000,14376,2,RD,1,100,TU
1672252498.181718,520994.000,15179,2,RD,1,100,TL
1672252500.799153,523551.000,15179,2,RD,1,100,TU
1672252503.417100,526108.500,15980,2,RD,1,100,TL
1672252506.035048,528666.000,15980,2,RD,1,100,TU
1672252508.656578,531227.000,16799,2,RD,1,100,TL
1672252511.278108,533788.000,16799,2,RD,1,100,TU
1672252513.892472,536342.000,17645,2,RD,1,100,TL
1672252516.506837,538896.000,17645,2,RD,1,100,TU
1672252519.121713,541450.500,18492,2,RD,1,100,TL
1672252521.736589,544005.000,18492,2,RD,1,100,TU
1672252524.349930,546558.000,19325,2,RD,1,100,TL
1672252526.963271,549111.000,19325,2,RD,1,100,TU
1672252529.577124,551664.500,20170,2,RD,1,100,TL
1672252532.190976,554218.000,20170,2,RD,1,100,TU
1672252534.823254,556789.500,21019,2,RD,1,100,TL
1672252537.455532,559361.000,21019,2,RD,1,100,TU
1672252540.065290,561910.500,21870,2,RD,1,100,TL
1672252542.675049,564460.000,21870,2,RD,1,100,TU
1672252545.288901,567013.500,22718,2,RD,1,100,TL
1672252547.902754,569567.000,22718,2,RD,1,100,TU
1672252550.528890,572132.500,23571,2,RD,1,100,TL
1672252553.155027,574698.000,23571,2,RD,1,100,TU
1672252555.763761,577246.500,24422,2,RD,1,100,TL
1672252558.372496,579795.000,24422,2,RD,1,100,TU
1672252560.986860,582349.000,25256,2,RD,1,100,TL
1672252563.601225,584903.000,25256,2,RD,1,100,TU
1672252566.220707,587462.000,26102,2,RD,1,100,TL
1672252568.840190,590021.000,26102,2,RD,1,100,TU
1672252571.449436,592570.000,26949,2,RD,1,100,TL
1672252574.058682,595119.000,26949,2,RD,1,100,TU
1672252576.690961,597690.500,27753,2,RD,1,100,TL
1672252579.323239,600262.000,27753,2,RD,1,100,TU
1672252581.960123,602838.000,28581,2,RD,1,100,TL
