LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SA
1666618219.170588,336563,49360,1,SA,1,100,0.000071
1666618219.979123,337353,49460,1,SA,1,100,0.000038
1666618220.512347,337874,49556,1,SA,1,100,0.000066
1666618220.842925,338197,49588,1,SA,1,100,0.000023
1666618221.178621,338525,49641,1,SA,1,100,0.000023
1666618221.377173,338719,49674,1,SA,1,100,0.000002
1666618221.575724,338913,49724,1,SA,1,100,0.000047
1666618222.105878,339431,49806,1,SA,1,100,0.000026
1666618222.373002,339692,49862,1,SA,1,100,0.000085
1666618223.241921,340541,49992,1,SA,1,100,0.000092
1666618223.639024,340929,50043,1,SA,1,100,0.000055
1666618223.974720,341257,50079,1,SA,1,100,0.000043
1666618224.372847,341646,50127,1,SA,1,100,0.000037
1666618224.571399,341840,50162,1,SA,1,100,0.000022
1666618224.769950,342034,50195,1,SA,1,100,0.000023
1666618225.233579,342487,50281,1,SA,1,100,0.000071
1666618225.502749,342750,50313,1,SA,1,100,0.000042
1666618225.769873,343011,50362,1,SA,1,100,0.000080
1666618226.036997,343272,50430,1,SA,1,100,0.000108
1666618226.833251,344050,50546,1,SA,1,100,0.000062
1666618227.566050,344766,50641,1,SA,1,100,0.000025
1666618227.769719,344965,50685,1,SA,1,100,0.000072
1666618228.165799,345352,50751,1,SA,1,100,0.000058
1666618228.499447,345678,50817,1,SA,1,100,0.000108
1666618229.029601,346196,50869,1,SA,1,100,0.000033
1666618229.360179,346519,50935,1,SA,1,100,0.000046
1666618229.756259,346906,50983,1,SA,1,100,0.000030
1666618230.025430,347169,51037,1,SA,1,100,0.000076
1666618230.493152,347626,51101,1,SA,1,100,0.000047
1666618231.685486,348791,51360,1,SA,1,100,0.000194
1666618232.821529,349901,51479,1,SA,1,100,0.000054
1666618233.086606,350160,51531,1,SA,1,100,0.000077
1666618233.488827,350553,51564,1,SA,1,100,0.000035
1666618233.687378,350747,51633,1,SA,1,100,0.000141
1666618234.422224,351465,51728,1,SA,1,100,0.000133
1666618234.954425,351985,51796,1,SA,1,100,0.000037
1666618235.221548,352246,51861,1,SA,1,100,0.000087
1666618235.818227,352829,51945,1,SA,1,100,0.000081
1666618236.149829,353153,51978,1,SA,1,100,0.000029
1666618236.617551,353610,52061,1,SA,1,100,0.000066
1666618236.949153,353934,52079,1,SA,1,100,0.000063
1666618237.148728,354129,52148,1,SA,1,100,0.000114
1666618237.751547,354718,52246,1,SA,1,100,0.000194
1666618238.279654,355234,52288,1,SA,1,100,0.000100
1666618238.615350,355562,52321,1,SA,1,100,0.000028
1666618239.346102,356276,52435,1,SA,1,100,0.000026
1666618239.546700,356472,52499,1,SA,1,100,0.000092
1666618240.279500,357188,52581,1,SA,1,100,0.000038
1666618240.741081,357639,52709,1,SA,1,100,0.000101
1666618241.341854,358226,52760,1,SA,1,100,0.000022
1666618241.541429,358421,52860,1,SA,1,100,0.000192
1666618242.873977,359723,53022,1,SA,1,100,0.000065
1666618243.338629,360177,53091,1,SA,1,100,0.000053
1666618243.803281,360631,53142,1,SA,1,100,0.000030
1666618244.271003,361088,53322,1,SA,1,100,0.000319
1666618245.266832,362061,53389,1,SA,1,100,0.000062
1666618246.064109,362840,53503,1,SA,1,100,0.000041
1666618246.532855,363298,53567,1,SA,1,100,0.000014
1666618246.867527,363625,53652,1,SA,1,100,0.000132
1666618247.200152,363950,53700,1,SA,1,100,0.000097
1666618247.931928,364665,53833,1,SA,1,100,0.000075
1666618248.334149,365058,53866,1,SA,1,100,0.000053
1666618248.596155,365314,53918,1,SA,1,100,0.000077
1666618249.066948,365774,53970,1,SA,1,100,0.000021
1666618249.266523,365969,54004,1,SA,1,100,0.000055
1666618249.668744,366362,54068,1,SA,1,100,0.000024
1666618250.132372,366815,54168,1,SA,1,100,0.000053
1666618250.532546,367206,54202,1,SA,1,100,0.000022
1666618250.865171,367531,54269,1,SA,1,100,0.000093
1666618251.267392,367924,54335,1,SA,1,100,0.000090
1666618251.727950,368374,54399,1,SA,1,100,0.000075
1666618252.059552,368698,54452,1,SA,1,100,0.000021
1666618252.457679,369087,54501,1,SA,1,100,0.000066
1666618252.987832,369605,54600,1,SA,1,100,0.000065
1666618253.252909,369864,54634,1,SA,1,100,0.000026
1666618253.715514,370316,54716,1,SA,1,100,0.000045
1666618253.985708,370580,54791,1,SA,1,100,0.000193
1666618254.847463,371422,54940,1,SA,1,100,0.000222
