RD,TS_received,TS_sent,AK,RoundTrip,
339949,345052,2022-10-24_15-30-22-778713,345063,5103,
345075,345096,2022-10-24_15-30-27-912506,345099,21,
350160,355273,2022-10-24_15-30-33-223689,355282,5113,
355294,355316,2022-10-24_15-30-38-372102,355318,22,
360412,360483,2022-10-24_15-30-43-668621,360486,71,
365554,370669,2022-10-24_15-30-48-993690,370678,5115,
370691,370711,2022-10-24_15-30-54-135130,370714,20,
375788,380905,2022-10-24_15-30-59-463341,380914,5117,
380926,381000,2022-10-24_15-31-04-660433,381002,74,
386015,386035,2022-10-24_15-31-09-817190,386038,20,
391137,391255,2022-10-24_15-31-15-139927,396280,118,
396292,396311,2022-10-24_15-31-20-333834,396314,19,
401419,406532,2022-10-24_15-31-25-653588,406547,5113,
406569,406619,2022-10-24_15-31-30-876090,406622,50,
411635,416741,2022-10-24_15-31-36-303325,416754,5106,
416775,416865,2022-10-24_15-31-41-354242,416869,90,
421859,421927,2022-10-24_15-31-46-543957,421930,68,
426965,432097,2022-10-24_15-31-51-766097,432110,5132,
432123,432230,2022-10-24_15-31-57-056743,437204,107,
437220,442311,2022-10-24_15-32-02-415026,442320,5091,
442332,442352,2022-10-24_15-32-07-445586,442355,20,
447422,452543,2022-10-24_15-32-12-801684,452552,5121,
452572,452653,2022-10-24_15-32-17-982170,452656,81,
457686,457763,2022-10-24_15-32-23-207511,457768,77,
462797,467919,2022-10-24_15-32-28-527965,467935,5122,
467949,473059,2022-10-24_15-32-33-755149,473068,5110,
473083,473162,2022-10-24_15-32-38-969607,473165,79,
478180,478201,2022-10-24_15-32-44-140541,478204,21,
483297,488434,2022-10-24_15-32-49-519887,488443,5137,
488456,493576,2022-10-24_15-32-54-742948,493592,5120,
493613,498692,2022-10-24_15-33-00-068480,498707,5079,
498727,498763,2022-10-24_15-33-05-187704,498766,36,
503804,503867,2022-10-24_15-33-10-415164,503870,63,
508912,508966,2022-10-24_15-33-15-635762,508969,54,
514056,519163,2022-10-24_15-33-20-957780,519173,5107,
519185,524303,2022-10-24_15-33-26-384476,524319,5118,
524340,529411,2022-10-24_15-33-31-607827,529426,5071,
529448,529479,2022-10-24_15-33-36-625297,529481,31,
534516,534537,2022-10-24_15-33-41-796620,534540,21,
539664,539687,2022-10-24_15-33-47-070510,539690,23,
544788,549920,2022-10-24_15-33-52-395407,549936,5132,
549957,555028,2022-10-24_15-33-57-720140,555043,5071,
555064,560129,2022-10-24_15-34-02-941107,560137,5065,
560149,560194,2022-10-24_15-34-08-062226,560197,45,
565249,570376,2022-10-24_15-34-13-387491,570386,5127,
570399,570419,2022-10-24_15-34-18-531981,570423,20,
575478,580595,2022-10-24_15-34-23-860138,580603,5117,
580616,585721,2022-10-24_15-34-29-259164,585730,5105,
585750,590831,2022-10-24_15-34-34-341955,590848,5081,
590868,595935,2022-10-24_15-34-39-601823,595945,5067,
595957,596015,2022-10-24_15-34-44-721748,596017,58,
601056,
606151,611275,2022-10-24_15-34-55-167452,611283,5124,
611296,611318,2022-10-24_15-35-00-389757,611321,22,
616411,616432,2022-10-24_15-35-05-621828,616435,21,
