LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1666618219.170588,336563,49361,1,SR,1,100,0.066667
1666618219.979123,337353,49461,1,SR,1,100,0.133333
1666618220.512347,337874,49557,1,SR,1,100,0.200000
1666618220.842925,338197,49589,1,SR,1,100,0.066667
1666618221.178621,338525,49642,1,SR,1,100,0.066667
1666618221.377173,338719,49675,1,SR,1,100,0.066667
1666618221.575724,338913,49725,1,SR,1,100,0.133333
1666618222.105878,339431,49807,1,SR,1,100,0.133333
1666618222.373002,339692,49863,1,SR,1,100,0.333333
1666618223.241921,340541,49993,1,SR,1,100,0.266667
1666618223.639024,340929,50044,1,SR,1,100,0.200000
1666618223.974720,341257,50080,1,SR,1,100,0.133333
1666618224.372847,341646,50128,1,SR,1,100,0.066667
1666618224.571399,341840,50163,1,SR,1,100,0.066667
1666618224.769950,342034,50196,1,SR,1,100,0.066667
1666618225.233579,342487,50282,1,SR,1,100,0.133333
1666618225.502749,342750,50314,1,SR,1,100,0.133333
1666618225.769873,343011,50363,1,SR,1,100,0.133333
1666618226.036997,343272,50431,1,SR,1,100,0.266667
1666618226.833251,344050,50547,1,SR,1,100,0.200000
1666618227.566050,344766,50642,1,SR,1,100,0.066667
1666618227.769719,344965,50686,1,SR,1,100,0.266667
1666618228.165799,345352,50752,1,SR,1,100,0.200000
1666618228.499447,345678,50818,1,SR,1,100,0.266667
1666618229.029601,346196,50870,1,SR,1,100,0.066667
1666618229.360179,346519,50936,1,SR,1,100,0.133333
1666618229.756259,346906,50984,1,SR,1,100,0.133333
1666618230.025430,347169,51038,1,SR,1,100,0.200000
1666618230.493152,347626,51102,1,SR,1,100,0.133333
1666618231.685486,348791,51361,1,SR,1,100,0.600000
1666618232.821529,349901,51480,1,SR,1,100,0.133333
1666618233.086606,350160,51532,1,SR,1,100,0.266667
1666618233.488827,350553,51565,1,SR,1,100,0.066667
1666618233.687378,350747,51634,1,SR,1,100,0.333333
1666618234.422224,351465,51729,1,SR,1,100,0.266667
1666618234.954425,351985,51797,1,SR,1,100,0.133333
1666618235.221548,352246,51862,1,SR,1,100,0.200000
1666618235.818227,352829,51946,1,SR,1,100,0.200000
1666618236.149829,353153,51979,1,SR,1,100,0.066667
1666618236.617551,353610,52062,1,SR,1,100,0.200000
1666618236.949153,353934,52080,1,SR,1,100,0.066667
1666618237.148728,354129,52149,1,SR,1,100,0.333333
1666618237.751547,354718,52247,1,SR,1,100,0.400000
1666618238.279654,355234,52289,1,SR,1,100,0.200000
1666618238.615350,355562,52322,1,SR,1,100,0.066667
1666618239.346102,356276,52436,1,SR,1,100,0.066667
1666618239.546700,356472,52500,1,SR,1,100,0.200000
1666618240.279500,357188,52582,1,SR,1,100,0.066667
1666618240.741081,357639,52710,1,SR,1,100,0.333333
1666618241.341854,358226,52761,1,SR,1,100,0.066667
1666618241.541429,358421,52861,1,SR,1,100,0.466667
1666618242.873977,359723,53023,1,SR,1,100,0.200000
1666618243.338629,360177,53092,1,SR,1,100,0.200000
1666618243.803281,360631,53143,1,SR,1,100,0.066667
1666618244.271003,361088,53323,1,SR,1,100,0.733333
1666618245.266832,362061,53390,1,SR,1,100,0.133333
1666618246.064109,362840,53504,1,SR,1,100,0.066667
1666618246.532855,363298,53568,1,SR,1,100,0.066667
1666618246.867527,363625,53653,1,SR,1,100,0.200000
1666618247.200152,363950,53701,1,SR,1,100,0.200000
1666618247.931928,364665,53834,1,SR,1,100,0.266667
1666618248.334149,365058,53867,1,SR,1,100,0.133333
1666618248.596155,365314,53919,1,SR,1,100,0.200000
