LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1666618222.618633,339932.000,49841,2,AK,1,100,49043
1666618222.618633,339932.000,49841,2,AK,1,100,RD
1666618222.627332,339940.500,49843,2,AK,1,100,49043
1666618222.636031,339949.000,49843,2,AK,1,100,RD
1666618225.253025,342506.000,50660,2,AK,1,100,49844
1666618227.870018,345063.000,50660,2,AK,1,100,RD
1666618227.876159,345069.000,50662,2,AK,1,100,49844
1666618227.882300,345075.000,50662,2,AK,1,100,RD
1666618227.894581,345087.000,50665,2,AK,1,100,50663
1666618227.906863,345099.000,50665,2,AK,1,100,RD
1666618230.496734,347629.500,51476,2,AK,1,100,50663
1666618233.086606,350160.000,51476,2,AK,1,100,RD
1666618235.707693,352721.000,52263,2,AK,1,100,51477
1666618238.328780,355282.000,52263,2,AK,1,100,RD
1666618238.334921,355288.000,52265,2,AK,1,100,51477
1666618238.341062,355294.000,52265,2,AK,1,100,RD
1666618238.353343,355306.000,52268,2,AK,1,100,52266
1666618238.365625,355318.000,52268,2,AK,1,100,RD
1666618240.971872,357864.500,53086,2,AK,1,100,52266
1666618243.578119,360411.000,53086,2,AK,1,100,RD
1666618243.616499,360448.500,53089,2,AK,1,100,53087
1666618243.654879,360486.000,53089,2,AK,1,100,RD
1666618246.248332,363020.000,53915,2,AK,1,100,53087
1666618248.841786,365554.000,53915,2,AK,1,100,RD
1666618251.463897,368116.000,54737,2,AK,1,100,53916
1666618254.086007,370678.000,54737,2,AK,1,100,RD
1666618254.092148,370684.000,54739,2,AK,1,100,53916
1666618254.098289,370690.000,54739,2,AK,1,100,RD
1666618254.110570,370702.000,54742,2,AK,1,100,54740
1666618254.122852,370714.000,54742,2,AK,1,100,RD
1666618256.718864,373250.500,55548,2,AK,1,100,54740
1666618259.314877,375787.000,55548,2,AK,1,100,RD
1666618261.938522,378350.500,56363,2,AK,1,100,55549
1666618264.562168,380914.000,56363,2,AK,1,100,RD
1666618264.568309,380920.000,56365,2,AK,1,100,55549
1666618264.574450,380926.000,56365,2,AK,1,100,RD
1666618264.613341,380964.000,56368,2,AK,1,100,56366
1666618264.652233,381002.000,56368,2,AK,1,100,RD
1666618267.217541,383508.500,57129,2,AK,1,100,56366
1666618269.782850,386015.000,57129,2,AK,1,100,RD
1666618269.794620,386026.500,57132,2,AK,1,100,57130
