LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,DC
1700122056.560824,241182.000,33142,4,DC,2,100,EA
1700122056.560824,241182.000,33142,4,DC,2,100,1
1700122056.560824,241182.000,33142,4,DC,2,100,EL
1700122056.560824,241182.000,33142,4,DC,2,100,1
1700122056.586933,241207.500,33160,4,DC,2,100,EA
1700122056.613042,241233.000,33160,4,DC,2,100,1
1700122056.639151,241258.500,33160,4,DC,2,100,EL
1700122056.665260,241284.000,33160,4,DC,2,100,1
1700122056.691113,241309.250,33178,4,DC,2,100,EA
1700122056.716966,241334.500,33178,4,DC,2,100,1
1700122056.742820,241359.750,33178,4,DC,2,100,EL
1700122056.768672,241385.000,33178,4,DC,2,100,1
1700122056.794270,241410.000,33195,4,DC,2,100,EA
1700122056.819867,241435.000,33195,4,DC,2,100,1
1700122056.845464,241460.000,33195,4,DC,2,100,EL
1700122056.871061,241485.000,33195,4,DC,2,100,1
1700122056.897170,241510.500,33213,4,DC,2,100,EA
1700122056.923279,241536.000,33213,4,DC,2,100,2
1700122056.949388,241561.500,33213,4,DC,2,100,EL
1700122056.975497,241587.000,33213,4,DC,2,100,2
1700122057.001094,241612.000,33230,4,DC,2,100,EA
1700122057.026691,241637.000,33230,4,DC,2,100,1
1700122057.052288,241662.000,33230,4,DC,2,100,EL
1700122057.077885,241687.000,33230,4,DC,2,100,1
1700122132.399598,315251.750,13450,4,DC,2,100,EA
1700122207.721311,388816.500,13450,4,DC,2,100,1
1700122283.043024,462381.250,13450,4,DC,2,100,EL
1700122358.364737,535946.000,13450,4,DC,2,100,1
1700122358.390590,535971.250,13467,4,DC,2,100,EA
1700122358.416443,535996.500,13467,4,DC,2,100,2
1700122358.442296,536021.750,13467,4,DC,2,100,EL
1700122358.468149,536047.000,13467,4,DC,2,100,2
1700122358.493746,536072.000,13486,4,DC,2,100,EA
1700122358.519343,536097.000,13486,4,DC,2,100,1
1700122358.544940,536122.000,13486,4,DC,2,100,EL
1700122358.570537,536147.000,13486,4,DC,2,100,1
1700122358.596390,536172.250,13502,4,DC,2,100,EA
1700122358.622243,536197.500,13502,4,DC,2,100,1
1700122358.648096,536222.750,13502,4,DC,2,100,EL
1700122358.673949,536248.000,13502,4,DC,2,100,1
1700122364.533121,541970.500,17039,4,DC,2,100,EA
1700122370.392293,547693.000,17039,4,DC,2,100,1
1700122376.251465,553415.500,17039,4,DC,2,100,EL
1700122382.110636,559138.000,17039,4,DC,2,100,1
1700122382.136233,559163.000,17055,4,DC,2,100,EA
1700122382.161830,559188.000,17055,4,DC,2,100,2
1700122382.187428,559213.000,17055,4,DC,2,100,EL
1700122382.213025,559238.000,17055,4,DC,2,100,2
1700122382.238878,559263.250,17071,4,DC,2,100,EA
1700122382.264731,559288.500,17071,4,DC,2,100,1
1700122382.290584,559313.750,17071,4,DC,2,100,EL
1700122382.316437,559339.000,17071,4,DC,2,100,1
1700122382.342546,559364.500,17089,4,DC,2,100,EA
1700122382.368655,559390.000,17089,4,DC,2,100,2
1700122382.394764,559415.500,17089,4,DC,2,100,EL
1700122382.420873,559441.000,17089,4,DC,2,100,2
1700122382.446470,559466.000,17107,4,DC,2,100,EA
1700122382.472067,559491.000,17107,4,DC,2,100,1
1700122382.497664,559516.000,17107,4,DC,2,100,EL
1700122382.523261,559541.000,17107,4,DC,2,100,1
1700122382.549114,559566.250,17123,4,DC,2,100,EA
1700122382.574967,559591.500,17123,4,DC,2,100,2
1700122382.600820,559616.750,17123,4,DC,2,100,EL
1700122382.626673,559642.000,17123,4,DC,2,100,2
1700122382.652526,559667.250,17139,4,DC,2,100,EA
1700122382.678380,559692.500,17139,4,DC,2,100,1
1700122382.704233,559717.750,17139,4,DC,2,100,EL
1700122382.730086,559743.000,17139,4,DC,2,100,1
1700122382.756195,559768.500,17157,4,DC,2,100,EA
1700122382.782304,559794.000,17157,4,DC,2,100,2
1700122382.808413,559819.500,17157,4,DC,2,100,EL
1700122382.834522,559845.000,17157,4,DC,2,100,2
1700122382.860375,559870.250,17173,4,DC,2,100,EA
1700122382.886228,559895.500,17173,4,DC,2,100,1
1700122382.912081,559920.750,17173,4,DC,2,100,EL
1700122382.937934,559946.000,17173,4,DC,2,100,1
1700122382.963531,559971.000,17190,4,DC,2,100,EA
1700122382.989128,559996.000,17190,4,DC,2,100,2
1700122383.014725,560021.000,17190,4,DC,2,100,EL
1700122383.040322,560046.000,17190,4,DC,2,100,2
1700122383.066431,560071.500,17206,4,DC,2,100,EA
1700122383.092540,560097.000,17206,4,DC,2,100,2
1700122383.118649,560122.500,17206,4,DC,2,100,EL
1700122383.144758,560148.000,17206,4,DC,2,100,2
1700122383.170355,560173.000,17223,4,DC,2,100,EA
1700122383.195952,560198.000,17223,4,DC,2,100,1
1700122383.221550,560223.000,17223,4,DC,2,100,EL
1700122383.247147,560248.000,17223,4,DC,2,100,1
1700122383.273000,560273.250,17239,4,DC,2,100,EA
