LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SA
1700121927.022191,114665,13617,1,SA,1,100,0.000174
1700121928.658357,116263,13681,1,SA,1,100,0.000017
1700121928.861085,116461,13730,1,SA,1,100,0.000032
1700121929.391457,116979,13812,1,SA,1,100,0.000054
1700121929.657667,117239,13848,1,SA,1,100,0.000039
1700121930.590424,118150,14044,1,SA,1,100,0.000109
1700121931.323525,118866,14094,1,SA,1,100,0.000026
1700121931.857992,119388,14241,1,SA,1,100,0.000160
1700121933.123511,120624,14384,1,SA,1,100,0.000066
1700121933.524873,121016,14450,1,SA,1,100,0.000080
1700121934.058317,121537,14531,1,SA,1,100,0.000051
1700121934.654217,122119,14598,1,SA,1,100,0.000004
1700121934.856946,122317,14653,1,SA,1,100,0.000051
1700121935.522470,122967,14734,1,SA,1,100,0.000045
1700121936.119394,123550,14819,1,SA,1,100,0.000011
1700121936.319051,123745,14851,1,SA,1,100,0.000003
1700121936.518708,123940,14885,1,SA,1,100,0.000029
1700121937.114608,124522,14997,1,SA,1,100,0.000026
1700121937.446346,124846,15047,1,SA,1,100,0.000036
1700121937.778085,125170,15095,1,SA,1,100,0.000061
1700121938.110847,125495,15131,1,SA,1,100,0.000019
1700121938.443609,125820,15196,1,SA,1,100,0.000036
1700121938.708794,126079,15232,1,SA,1,100,0.000104
1700121939.040532,126403,15251,1,SA,1,100,0.000097
1700121939.376366,126731,15334,1,SA,1,100,0.000086
1700121939.976362,127317,15432,1,SA,1,100,0.000052
1700121940.307076,127640,15472,1,SA,1,100,0.000015
1700121940.642910,127968,15522,1,SA,1,100,0.000025
1700121940.909119,128228,15571,1,SA,1,100,0.000058
1700121941.309458,128619,15654,1,SA,1,100,0.000089
1700121941.839829,129137,15702,1,SA,1,100,0.000019
1700121942.172591,129462,15784,1,SA,1,100,0.000049
1700121942.638458,129917,15851,1,SA,1,100,0.000033
1700121943.037772,130307,15934,1,SA,1,100,0.000053
1700121943.572240,130829,15984,1,SA,1,100,0.000019
1700121943.902954,131152,16096,1,SA,1,100,0.000139
1700121944.499878,131735,16146,1,SA,1,100,0.000065
1700121945.101921,132323,16227,1,SA,1,100,0.000041
1700121945.366083,132581,16280,1,SA,1,100,0.000051
1700121945.768469,132974,16345,1,SA,1,100,0.000059
1700121946.566074,133753,16458,1,SA,1,100,0.000018
1700121946.964365,134142,16540,1,SA,1,100,0.000059
1700121947.497808,134663,16604,1,SA,1,100,0.000047
1700121947.769137,134928,16653,1,SA,1,100,0.000062
1700121948.099851,135251,16706,1,SA,1,100,0.000124
1700121949.227147,136352,16915,1,SA,1,100,0.000123
1700121949.956151,137064,16981,1,SA,1,100,0.000029
1700121950.690276,137781,17115,1,SA,1,100,0.000083
1700121951.154095,138234,17166,1,SA,1,100,0.000041
1700121951.816547,138881,17262,1,SA,1,100,0.000021
1700121952.416543,139467,17362,1,SA,1,100,0.000035
1700121952.817905,139859,17426,1,SA,1,100,0.000017
1700121953.215172,140247,17540,1,SA,1,100,0.000111
1700121953.948272,140963,17589,1,SA,1,100,0.000032
1700121954.144858,141155,17671,1,SA,1,100,0.000078
1700121954.745877,141742,17769,1,SA,1,100,0.000110
1700121955.811739,142783,17897,1,SA,1,100,0.000038
1700121956.073854,143039,17923,1,SA,1,100,0.000011
1700121956.672825,143624,18022,1,SA,1,100,0.000021
1700121957.604559,144534,18199,1,SA,1,100,0.000103
1700121958.471788,145381,18376,1,SA,1,100,0.000134
1700121959.538674,146423,18572,1,SA,1,100,0.000228
1700121961.596680,148433,18781,1,SA,1,100,0.000002
1700121962.061523,148887,19088,1,SA,1,100,0.000987
1700121964.456386,151226,19294,1,SA,1,100,0.001073
1700121965.256038,152007,19425,1,SA,1,100,0.024729
1700121967.187082,153893,19716,1,SA,1,100,0.025924
1700121969.448840,156102,20049,1,SA,1,100,0.040254
1700121972.972022,159543,20563,1,SA,1,100,0.011731
1700121973.770651,160323,20659,1,SA,1,100,0.014446
1700121975.434461,161948,20929,1,SA,1,100,0.001196
1700121978.429320,164873,21396,1,SA,1,100,0.080267
1700121980.222139,166624,21652,1,SA,1,100,0.052606
1700121986.942909,173188,22753,1,SA,1,100,0.004953
1700121988.271909,174486,22900,1,SA,1,100,0.001575
1700121988.940505,175139,23000,1,SA,1,100,0.003736
