LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1700121927.991809,115612.000,13556,2,EL,1,100,-3129.800049
1700121927.991809,115612.000,13556,2,EL,1,100,-3132.800049
1700121928.059385,115678.000,13572,1,EL,1,100,-3133.600098
1700121928.127473,115744.500,13590,2,EL,1,100,-3135.399902
1700121928.195561,115811.000,13590,2,EL,1,100,-3139.800049
1700121928.262114,115876.000,13606,1,EL,1,100,-3141.800049
1700121928.328666,115941.000,13623,2,EL,1,100,-3141.800049
1700121928.395219,116006.000,13623,2,EL,1,100,-3143.800049
1700121928.460747,116070.000,13639,2,EL,1,100,-3144.399902
1700121928.526276,116134.000,13639,2,EL,1,100,-3143.800049
1700121928.591804,116198.000,13654,1,EL,1,100,-3142.800049
1700121928.658869,116263.500,13670,2,EL,1,100,-3148.600098
1700121928.725933,116329.000,13670,2,EL,1,100,-3152.000000
1700121928.794533,116396.000,13688,1,EL,1,100,-3151.399902
1700121928.861598,116461.500,13703,2,EL,1,100,-3153.800049
1700121928.928662,116527.000,13703,2,EL,1,100,-3156.800049
1700121928.995214,116592.000,13718,1,EL,1,100,-3160.000000
1700121929.061767,116657.000,13737,2,EL,1,100,-3159.000000
1700121929.128319,116722.000,13737,2,EL,1,100,-3160.399902
1700121929.194360,116786.500,13754,2,EL,1,100,-3159.199951
1700121929.260400,116851.000,13754,2,EL,1,100,-3160.600098
1700121929.325928,116915.000,13770,1,EL,1,100,-3162.000000
1700121929.392481,116980.000,13785,2,EL,1,100,-3165.800049
1700121929.459033,117045.000,13785,2,EL,1,100,-3171.600098
1700121929.525586,117110.000,13801,1,EL,1,100,-3176.199951
1700121929.591626,117174.500,13818,2,EL,1,100,-3172.600098
1700121929.657667,117239.000,13818,2,EL,1,100,-3174.199951
1700121929.724219,117304.000,13835,2,EL,1,100,-3178.399902
1700121929.790771,117369.000,13835,2,EL,1,100,-3180.000000
1700121929.856641,117433.333,13854,3,EL,1,100,-3181.800049
1700121929.922511,117497.667,13854,3,EL,1,100,-3180.800049
1700121929.988381,117562.000,13854,3,EL,1,100,-3188.399902
1700121930.054933,117627.000,13870,2,EL,1,100,-3188.399902
1700121930.121486,117692.000,13870,2,EL,1,100,-3188.800049
1700121930.188038,117757.000,13888,1,EL,1,100,-3191.000000
1700121930.254591,117822.000,13905,2,EL,1,100,-3192.199951
1700121930.321143,117887.000,13905,2,EL,1,100,-3189.199951
1700121930.387695,117952.000,13921,1,EL,1,100,-3188.199951
1700121930.455784,118018.500,13936,2,EL,1,100,-3191.600098
1700121930.523872,118085.000,13936,2,EL,1,100,-3193.199951
1700121930.590424,118150.000,13952,1,EL,1,100,-3196.600098
1700121930.656465,118214.500,13967,2,EL,1,100,-3200.199951
1700121930.722505,118279.000,13967,2,EL,1,100,-3201.000000
1700121930.789570,118344.500,13984,2,EL,1,100,-3202.399902
1700121930.856634,118410.000,13984,2,EL,1,100,-3206.199951
1700121930.925234,118477.000,13999,1,EL,1,100,-3208.800049
1700121930.991786,118542.000,14014,2,EL,1,100,-3212.800049
1700121931.058339,118607.000,14014,2,EL,1,100,-3213.399902
1700121931.124891,118672.000,14030,1,EL,1,100,-3216.199951
1700121931.191444,118737.000,14050,2,EL,1,100,-3217.600098
1700121931.257996,118802.000,14050,2,EL,1,100,-3218.000000
1700121931.323525,118866.000,14065,1,EL,1,100,-3219.800049
1700121931.390077,118931.000,14081,2,EL,1,100,-3223.399902
1700121931.456630,118996.000,14081,2,EL,1,100,-3224.800049
1700121931.525230,119063.000,14100,1,EL,1,100,-3225.399902
1700121931.591782,119128.000,14116,2,EL,1,100,-3227.800049
1700121931.658334,119193.000,14116,2,EL,1,100,-3226.199951
1700121931.724887,119258.000,14131,1,EL,1,100,-3223.000000
1700121931.791439,119323.000,14148,2,EL,1,100,-3223.199951
1700121931.857992,119388.000,14148,2,EL,1,100,-3228.399902
1700121931.924544,119453.000,14162,2,EL,1,100,-3232.199951
1700121931.991096,119518.000,14162,2,EL,1,100,-3234.000000
1700121932.056625,119582.000,14178,1,EL,1,100,-3236.800049
1700121932.123178,119647.000,14198,2,EL,1,100,-3239.800049
1700121932.189730,119712.000,14198,2,EL,1,100,-3242.000000
