LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1700121935.169230,122622.000,14647,2,AK,1,100,13846
1700121935.169230,122622.000,14647,2,AK,1,100,RD
1700121935.175373,122628.000,14649,2,AK,1,100,13846
1700121935.181517,122634.000,14649,2,AK,1,100,RD
1700121937.790371,125182.000,15450,2,AK,1,100,14650
1700121940.399225,127730.000,15450,2,AK,1,100,RD
1700121940.405881,127736.500,15452,2,AK,1,100,14650
1700121940.412536,127743.000,15452,2,AK,1,100,RD
1700121940.424823,127755.000,15455,2,AK,1,100,15453
1700121940.437109,127767.000,15455,2,AK,1,100,RD
1700121943.030093,130299.500,16278,2,AK,1,100,15453
1700121945.623078,132832.000,16278,2,AK,1,100,RD
1700121948.248314,135396.000,17093,2,AK,1,100,16279
1700121950.873551,137960.000,17093,2,AK,1,100,RD
1700121950.879694,137966.000,17095,2,AK,1,100,16279
1700121950.885837,137972.000,17095,2,AK,1,100,RD
1700121953.509026,140534.000,17917,2,AK,1,100,17096
1700121956.132215,143096.000,17917,2,AK,1,100,RD
1700121956.138870,143102.500,17919,2,AK,1,100,17096
1700121956.145525,143109.000,17919,2,AK,1,100,RD
1700121958.762571,145665.000,18732,2,AK,1,100,17920
1700121961.379616,148221.000,18732,2,AK,1,100,RD
1700121963.997686,150778.000,19539,2,AK,1,100,18733
1700121966.615755,153335.000,19539,2,AK,1,100,RD
1700121969.230753,155889.000,20336,2,AK,1,100,19540
1700121971.845751,158443.000,20336,2,AK,1,100,RD
1700121974.456141,160992.500,21139,2,AK,1,100,20337
1700121977.066531,163542.000,21139,2,AK,1,100,RD
1700121979.692280,166106.500,21938,2,AK,1,100,21140
1700121982.318028,168671.000,21938,2,AK,1,100,RD
1700121984.934050,171226.000,22735,2,AK,1,100,21939
1700121987.550071,173781.000,22735,2,AK,1,100,RD
1700121990.164557,176334.500,23542,2,AK,1,100,22736
1700121992.779043,178888.000,23542,2,AK,1,100,RD
1700121992.785186,178894.000,23544,2,AK,1,100,22736
1700121992.791330,178900.000,23544,2,AK,1,100,RD
1700121995.427317,181474.500,24341,2,AK,1,100,23545
1700121998.063304,184049.000,24341,2,AK,1,100,RD
1700122000.702875,186627.000,25140,2,AK,1,100,24342
1700122003.342446,189205.000,25140,2,AK,1,100,RD
1700122003.348589,189211.000,25142,2,AK,1,100,24342
1700122003.354733,189217.000,25142,2,AK,1,100,RD
1700122005.973826,191775.000,25940,2,AK,1,100,25143
1700122008.592919,194333.000,25940,2,AK,1,100,RD
