LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1700121930.292474,117859,13900,1,HR,1,100,30
1700121931.578472,119115,14093,1,HR,1,100,32
1700121932.148775,119672,14192,1,HR,1,100,41
1700121934.775035,122237,14597,1,HR,1,100,38
1700121936.306764,123733,14818,1,HR,1,100,39
1700121938.748726,126118,15215,1,HR,1,100,37
1700121939.519710,126871,15318,1,HR,1,100,42
1700121941.137445,128451,15570,1,HR,1,100,41
1700121942.542213,129823,15803,1,HR,1,100,42
1700121943.227191,130492,15903,1,HR,1,100,47
1700121948.269816,135417,16690,1,HR,1,100,43
1700121949.424756,136545,16867,1,HR,1,100,44
1700121951.007679,138091,17114,1,HR,1,100,43
1700121952.043849,139103,17280,1,HR,1,100,45
1700121953.214148,140246,17462,1,HR,1,100,46
1700121955.598772,142575,17834,1,HR,1,100,43
1700121956.595010,143548,17990,1,HR,1,100,45
1700121957.286131,144223,18089,1,HR,1,100,50
1700121959.255059,146146,18395,1,HR,1,100,48
1700121960.307611,147174,18571,1,HR,1,100,49
1700121961.952991,148781,18816,1,HR,1,100,48
1700121963.645470,150434,19071,1,HR,1,100,46
1700121965.175152,151928,19316,1,HR,1,100,46
1700121972.308546,158895,20405,1,HR,1,100,41
1700121975.817394,162322,20949,1,HR,1,100,38
1700121978.310549,164757,21316,1,HR,1,100,37
1700121984.958623,171250,22336,1,HR,1,100,33
1700121986.809804,173058,22623,1,HR,1,100,33
1700121987.941195,174163,22788,1,HR,1,100,36
1700121988.992723,175190,22950,1,HR,1,100,38
1700121990.144592,176315,23145,1,HR,1,100,40
1700121998.927462,184893,24470,1,HR,1,100,36
1700121999.940082,185882,24630,1,HR,1,100,39
1700122001.552698,187457,24869,1,HR,1,100,39
1700122003.655755,189511,25178,1,HR,1,100,38
1700122005.580655,191391,25480,1,HR,1,100,37
1700122009.571752,195289,26074,1,HR,1,100,34
1700122010.783005,196472,26265,1,HR,1,100,36
1700122017.585686,203116,27277,1,HR,1,100,33
1700122028.433728,213711,28884,1,HR,1,100,30
1700122031.417324,216625,29322,1,HR,1,100,29
1700122034.999892,220124,29868,1,HR,1,100,27
1700122040.002585,225010,30649,1,HR,1,100,25
1700122041.023396,226007,30793,1,HR,1,100,29
1700122042.751711,227695,31062,1,HR,1,100,30
1700122043.231912,228164,31143,1,HR,1,100,41
1700122046.333255,231193,31606,1,HR,1,100,39
1700122048.606276,233413,31939,1,HR,1,100,37
1700122049.640398,234423,32098,1,HR,1,100,40
1700122053.554703,238246,32690,1,HR,1,100,37
1700122054.291899,238966,32805,1,HR,1,100,42
1700122063.916401,248366,34281,1,HR,1,100,38
1700122065.212637,249632,34472,1,HR,1,100,39
1700122066.666552,251052,34681,1,HR,1,100,39
1700122067.679172,252041,34841,1,HR,1,100,42
1700122068.970289,253302,35050,1,HR,1,100,42
1700122070.384272,254683,35256,1,HR,1,100,42
1700122071.590406,255861,35435,1,HR,1,100,43
1700122072.549784,256798,35579,1,HR,1,100,46
1700122074.239192,258448,35852,1,HR,1,100,44
1700122075.653175,259829,36058,1,HR,1,100,44
1700122078.236432,262352,36460,1,HR,1,100,42
1700122080.424470,264489,36792,1,HR,1,100,40
1700122082.153809,266178,37038,1,HR,1,100,40
1700122086.425450,270350,37688,1,HR,1,100,37
1700122087.680731,271576,37885,1,HR,1,100,38
1700122089.053758,272917,38093,1,HR,1,100,39
1700122089.849315,273694,38221,1,HR,1,100,43
1700122091.141456,274956,38412,1,HR,1,100,43
1700122095.612754,279323,39083,1,HR,1,100,40
1700122100.120912,283726,39775,1,HR,1,100,37
1700122102.023287,285584,40062,1,HR,1,100,36
1700122103.876515,287394,40339,1,HR,1,100,36
1700122106.656358,290109,40765,1,HR,1,100,34
1700122107.869660,291294,40943,1,HR,1,100,36
1700122108.801394,292204,41075,1,HR,1,100,39
1700122109.880567,293258,41237,1,HR,1,100,41
1700122111.093868,294443,41428,1,HR,1,100,42
1700122113.197948,296498,41746,1,HR,1,100,41
1700122115.207831,298461,42051,1,HR,1,100,39
1700122118.670604,301843,42574,1,HR,1,100,37
1700122119.566502,302718,42708,1,HR,1,100,41
1700122122.028941,305123,43090,1,HR,1,100,39
1700122123.600602,306658,43328,1,HR,1,100,39
1700122124.849739,307878,43512,1,HR,1,100,40
1700122126.337441,309331,43735,1,HR,1,100,40
1700122127.588627,310553,43926,1,HR,1,100,41
1700122130.651062,313544,44378,1,HR,1,100,38
1700122131.942178,314805,44587,1,HR,1,100,39
1700122134.640110,317440,44941,1,HR,1,100,37
1700122137.940086,320663,45451,1,HR,1,100,35
1700122139.152364,321847,45641,1,HR,1,100,37
1700122140.523344,323186,45849,1,HR,1,100,38
1700122141.525725,324165,45993,1,HR,1,100,40
1700122142.690904,325303,46185,1,HR,1,100,42
1700122144.506249,327076,46455,1,HR,1,100,41
1700122147.008620,329520,46839,1,HR,1,100,39
1700122148.342740,330823,47046,1,HR,1,100,40
1700122149.352288,331809,47206,1,HR,1,100,42
1700122150.688456,333114,47401,1,HR,1,100,42
1700122151.858755,334257,47578,1,HR,1,100,43
1700122153.787750,336141,47881,1,HR,1,100,42
