LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1700121927.991809,115612.000,13555,2,EA,1,100,0.084478
1700121927.991809,115612.000,13555,2,EA,1,100,0.084493
1700121928.059385,115678.000,13571,1,EA,1,100,0.084497
1700121928.127473,115744.500,13589,2,EA,1,100,0.084507
1700121928.195561,115811.000,13589,2,EA,1,100,0.084529
1700121928.262114,115876.000,13605,1,EA,1,100,0.084539
1700121928.328666,115941.000,13622,2,EA,1,100,0.084539
1700121928.395219,116006.000,13622,2,EA,1,100,0.084550
1700121928.460747,116070.000,13638,2,EA,1,100,0.084553
1700121928.526276,116134.000,13638,2,EA,1,100,0.084550
1700121928.591804,116198.000,13653,1,EA,1,100,0.084545
1700121928.658869,116263.500,13669,2,EA,1,100,0.084574
1700121928.725933,116329.000,13669,2,EA,1,100,0.084592
1700121928.794533,116396.000,13687,1,EA,1,100,0.084589
1700121928.861598,116461.500,13702,2,EA,1,100,0.084601
1700121928.928662,116527.000,13702,2,EA,1,100,0.084616
1700121928.995214,116592.000,13717,1,EA,1,100,0.084633
1700121929.061767,116657.000,13736,2,EA,1,100,0.084628
1700121929.128319,116722.000,13736,2,EA,1,100,0.084635
1700121929.194360,116786.500,13753,2,EA,1,100,0.084629
1700121929.260400,116851.000,13753,2,EA,1,100,0.084636
1700121929.325928,116915.000,13769,1,EA,1,100,0.084643
1700121929.392481,116980.000,13784,2,EA,1,100,0.084663
1700121929.459033,117045.000,13784,2,EA,1,100,0.084693
1700121929.525586,117110.000,13800,1,EA,1,100,0.084716
1700121929.591626,117174.500,13817,2,EA,1,100,0.084698
1700121929.657667,117239.000,13817,2,EA,1,100,0.084706
1700121929.724219,117304.000,13834,2,EA,1,100,0.084728
1700121929.790771,117369.000,13834,2,EA,1,100,0.084736
1700121929.856641,117433.333,13853,3,EA,1,100,0.084745
1700121929.922511,117497.667,13853,3,EA,1,100,0.084740
1700121929.988381,117562.000,13853,3,EA,1,100,0.084779
1700121930.054933,117627.000,13869,2,EA,1,100,0.084779
1700121930.121486,117692.000,13869,2,EA,1,100,0.084781
1700121930.188038,117757.000,13887,1,EA,1,100,0.084792
1700121930.254591,117822.000,13904,2,EA,1,100,0.084799
1700121930.321143,117887.000,13904,2,EA,1,100,0.084783
1700121930.387695,117952.000,13920,1,EA,1,100,0.084778
1700121930.455784,118018.500,13935,2,EA,1,100,0.084796
1700121930.523872,118085.000,13935,2,EA,1,100,0.084804
