TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
841357.000000,3192621.000000,1700122671.069934,1700125078.489682,431,114665,4.12312e+06,1.8.4
