LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1700426840.303236,28009.000,2010,1,SF,1,100,30.7958
1700426840.634247,28333.000,2060,1,SF,1,100,32.5218
1700426841.031665,28722.000,2122,1,SF,1,100,32.1456
1700426841.366763,29050.000,2171,1,SF,1,100,31.7737
1700426841.631368,29309.000,2218,1,SF,1,100,31.4062
1700426842.031851,29701.000,2269,1,SF,1,100,33.1251
1700426842.296456,29960.000,2316,1,SF,1,100,32.7419
1700426842.626446,30283.000,2367,1,SF,1,100,34.4454
1700426842.962566,30612.000,2415,1,SF,1,100,36.1292
1700426843.358962,31000.000,2479,1,SF,1,100,35.7112
1700426843.694060,31328.000,2527,1,SF,1,100,35.2981
1700426843.957643,31586.000,2575,1,SF,1,100,36.9720
1700426844.290698,31912.000,2623,1,SF,1,100,36.5443
1700426844.620688,32235.000,2673,1,SF,1,100,38.2039
1700426845.019128,32625.000,2737,1,SF,1,100,39.8442
1700426845.354226,32953.000,2786,1,SF,1,100,41.4655
1700426845.616787,33210.000,2835,1,SF,1,100,40.9858
1700426845.952907,33539.000,2886,1,SF,1,100,42.5939
1700426846.353390,33931.000,2950,1,SF,1,100,42.1012
1700426846.684402,34255.000,2998,1,SF,1,100,43.6964
1700426847.015413,34579.000,3051,1,SF,1,100,45.2732
1700426847.347446,34904.000,3101,1,SF,1,100,44.7495
1700426847.676414,35226.000,3151,1,SF,1,100,46.3141
1700426847.947149,35491.000,3197,1,SF,1,100,45.7783
1700426848.278161,35815.000,3244,1,SF,1,100,45.2487
1700426848.612237,36142.000,3293,1,SF,1,100,44.7253
1700426849.009655,36531.000,3357,1,SF,1,100,46.2902
1700426849.277325,36793.000,3404,1,SF,1,100,45.7547
1700426849.612423,37121.000,3453,1,SF,1,100,45.2254
1700426849.941391,37443.000,3502,1,SF,1,100,46.7845
1700426850.343917,37837.000,3571,1,SF,1,100,48.3255
1700426850.674929,38161.000,3617,1,SF,1,100,47.7665
1700426850.942599,38423.000,3665,1,SF,1,100,47.2139
1700426851.272588,38746.000,3713,1,SF,1,100,48.7500
1700426851.603600,39070.000,3764,1,SF,1,100,50.2683
