LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1700426839.636105,27356,2059,1,SR,1,100,0.466667
1700426841.498555,29179,2236,1,SR,1,100,0.133333
1700426842.296456,29960,2350,1,SR,1,100,0.133333
1700426842.828731,30481,2414,1,SR,1,100,0.066667
1700426843.159742,30805,2574,1,SR,1,100,0.733333
1700426844.290698,31912,2672,1,SR,1,100,0.266667
1700426844.818886,32429,2736,1,SR,1,100,0.066667
1700426845.019128,32625,2770,1,SR,1,100,0.066667
1700426845.354226,32953,2852,1,SR,1,100,0.266667
1700426846.153149,33735,2997,1,SR,1,100,0.400000
1700426846.815171,34383,3050,1,SR,1,100,0.066667
1700426847.410788,34966,3150,1,SR,1,100,0.133333
1700426848.079962,35621,3311,1,SR,1,100,0.533333
1700426848.877863,36402,3501,1,SR,1,100,1.000000
1700426850.008819,37509,3535,1,SR,1,100,0.066667
1700426850.474687,37965,3681,1,SR,1,100,0.466667
1700426851.075412,38553,3748,1,SR,1,100,0.266667
1700426851.735392,39199,3814,1,SR,1,100,0.066667
1700426851.933590,39393,3868,1,SR,1,100,0.133333
1700426852.198195,39652,3904,1,SR,1,100,0.200000
1700426852.534314,39981,3984,1,SR,1,100,0.400000
1700426854.126030,41539,4417,1,SR,1,100,1.600000
1700426856.788425,44145,4592,1,SR,1,100,0.066667
1700426857.386085,44730,4722,1,SR,1,100,0.266667
1700426858.317821,45642,4913,1,SR,1,100,0.600000
1700426859.443668,46744,5058,1,SR,1,100,0.466667
1700426860.444876,47724,5189,1,SR,1,100,0.200000
1700426861.175349,48439,5303,1,SR,1,100,0.266667
1700426862.303240,49543,5485,1,SR,1,100,0.333333
1700426863.038821,50263,5630,1,SR,1,100,0.466667
1700426864.034920,51238,5777,1,SR,1,100,0.466667
1700426865.029998,52212,5939,1,SR,1,100,0.466667
1700426865.893284,53057,6085,1,SR,1,100,0.533333
1700426866.956812,54098,6232,1,SR,1,100,0.466667
1700426867.819076,54942,6381,1,SR,1,100,0.533333
1700426868.750812,55854,6528,1,SR,1,100,0.533333
1700426869.818426,56899,6690,1,SR,1,100,0.466667
1700426870.813504,57873,6836,1,SR,1,100,0.400000
1700426871.611405,58654,6949,1,SR,1,100,0.400000
1700426872.544163,59567,7112,1,SR,1,100,0.533333
1700426873.603604,60604,7274,1,SR,1,100,0.533333
1700426874.534318,61515,7420,1,SR,1,100,0.533333
1700426875.600911,62559,7565,1,SR,1,100,0.400000
1700426876.530604,63469,7742,1,SR,1,100,0.533333
