LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1700426840.236829,27944.000,1998,2,EL,1,100,23678.800781
1700426840.236829,27944.000,1998,2,EL,1,100,23639.199219
1700426840.303236,28009.000,2015,1,EL,1,100,23621.800781
1700426840.369132,28073.500,2031,2,EL,1,100,23608.800781
1700426840.435027,28138.000,2031,2,EL,1,100,23594.000000
1700426840.502456,28204.000,2047,1,EL,1,100,23580.199219
1700426840.568352,28268.500,2065,2,EL,1,100,23567.599609
1700426840.634247,28333.000,2065,2,EL,1,100,23557.599609
1700426840.700654,28398.000,2081,1,EL,1,100,23546.000000
1700426840.767061,28463.000,2095,2,EL,1,100,23538.599609
1700426840.833467,28528.000,2095,2,EL,1,100,23529.000000
1700426840.898852,28592.000,2111,1,EL,1,100,23518.000000
1700426840.965259,28657.000,2127,2,EL,1,100,23515.599609
1700426841.031665,28722.000,2127,2,EL,1,100,23507.800781
1700426841.099094,28788.000,2143,2,EL,1,100,23496.599609
1700426841.166522,28854.000,2143,2,EL,1,100,23482.199219
1700426841.233950,28920.000,2158,1,EL,1,100,23472.599609
1700426841.300357,28985.000,2176,2,EL,1,100,23466.199219
1700426841.366763,29050.000,2176,2,EL,1,100,23460.400391
1700426841.433170,29115.000,2191,1,EL,1,100,23453.199219
1700426841.499577,29180.000,2207,2,EL,1,100,23434.800781
1700426841.565983,29245.000,2207,2,EL,1,100,23419.599609
1700426841.631368,29309.000,2223,1,EL,1,100,23406.599609
1700426841.698456,29374.667,2241,3,EL,1,100,23401.599609
1700426841.765544,29440.333,2241,3,EL,1,100,23393.199219
1700426841.832631,29506.000,2241,3,EL,1,100,23386.400391
1700426841.899038,29571.000,2258,1,EL,1,100,23385.800781
1700426841.965445,29636.000,2274,2,EL,1,100,23377.400391
1700426842.031851,29701.000,2274,2,EL,1,100,23370.599609
1700426842.097236,29765.000,2289,1,EL,1,100,23366.199219
1700426842.164154,29830.500,2305,2,EL,1,100,23353.199219
1700426842.231071,29896.000,2305,2,EL,1,100,23346.599609
1700426842.296456,29960.000,2321,1,EL,1,100,23336.199219
1700426842.362863,30025.000,2339,2,EL,1,100,23322.000000
1700426842.429269,30090.000,2339,2,EL,1,100,23314.400391
1700426842.494143,30153.500,2355,2,EL,1,100,23307.199219
1700426842.559018,30217.000,2355,2,EL,1,100,23302.599609
1700426842.626446,30283.000,2372,1,EL,1,100,23295.000000
1700426842.693363,30348.500,2387,2,EL,1,100,23287.800781
1700426842.760281,30414.000,2387,2,EL,1,100,23278.800781
1700426842.828731,30481.000,2403,1,EL,1,100,23269.199219
1700426842.895648,30546.500,2420,2,EL,1,100,23257.800781
1700426842.962566,30612.000,2420,2,EL,1,100,23252.800781
1700426843.028972,30677.000,2436,1,EL,1,100,23245.000000
1700426843.094357,30741.000,2451,2,EL,1,100,23241.199219
1700426843.159742,30805.000,2451,2,EL,1,100,23234.000000
1700426843.226149,30870.000,2467,1,EL,1,100,23218.800781
1700426843.292556,30935.000,2484,2,EL,1,100,23207.000000
1700426843.358962,31000.000,2484,2,EL,1,100,23200.599609
1700426843.427412,31067.000,2500,1,EL,1,100,23192.599609
1700426843.494329,31132.500,2515,2,EL,1,100,23183.400391
1700426843.561247,31198.000,2515,2,EL,1,100,23169.599609
1700426843.627654,31263.000,2532,2,EL,1,100,23147.800781
1700426843.694060,31328.000,2532,2,EL,1,100,23142.800781
1700426843.759445,31392.000,2547,1,EL,1,100,23136.199219
1700426843.826363,31457.500,2562,2,EL,1,100,23125.000000
1700426843.893280,31523.000,2562,2,EL,1,100,23116.599609
1700426843.957643,31586.000,2580,1,EL,1,100,23108.599609
1700426844.024561,31651.500,2596,2,EL,1,100,23101.800781
1700426844.091478,31717.000,2596,2,EL,1,100,23092.599609
1700426844.157885,31782.000,2611,1,EL,1,100,23086.800781
1700426844.224292,31847.000,2628,2,EL,1,100,23088.199219
1700426844.290698,31912.000,2628,2,EL,1,100,23077.000000
1700426844.356594,31976.500,2644,2,EL,1,100,23059.000000
1700426844.422490,32041.000,2644,2,EL,1,100,23037.400391
1700426844.489918,32107.000,2660,1,EL,1,100,23023.400391
1700426844.555303,32171.000,2678,2,EL,1,100,23021.599609
1700426844.620688,32235.000,2678,2,EL,1,100,23014.199219
1700426844.687095,32300.000,2694,1,EL,1,100,23001.800781
1700426844.752990,32364.500,2708,2,EL,1,100,22998.000000
1700426844.818886,32429.000,2708,2,EL,1,100,22985.599609
1700426844.886314,32495.000,2724,1,EL,1,100,22973.599609
1700426844.952721,32560.000,2742,2,EL,1,100,22970.400391
1700426845.019128,32625.000,2742,2,EL,1,100,22958.199219
1700426845.087578,32692.000,2758,1,EL,1,100,22938.800781
1700426845.154495,32757.500,2775,2,EL,1,100,22937.800781
1700426845.221412,32823.000,2775,2,EL,1,100,22936.800781
1700426845.287819,32888.000,2791,2,EL,1,100,22930.000000
1700426845.354226,32953.000,2791,2,EL,1,100,22916.199219
1700426845.418589,33016.000,2808,1,EL,1,100,22898.800781
1700426845.484996,33081.000,2824,2,EL,1,100,22876.000000
1700426845.551402,33146.000,2824,2,EL,1,100,22870.000000
1700426845.616787,33210.000,2840,1,EL,1,100,22863.400391
1700426845.684726,33276.500,2857,2,EL,1,100,22855.400391
1700426845.752666,33343.000,2857,2,EL,1,100,22852.199219
1700426845.820094,33409.000,2874,1,EL,1,100,22842.599609
1700426845.886500,33474.000,2891,2,EL,1,100,22837.599609
1700426845.952907,33539.000,2891,2,EL,1,100,22835.400391
1700426846.018292,33603.000,2906,1,EL,1,100,22824.599609
1700426846.085720,33669.000,2922,2,EL,1,100,22813.000000
1700426846.153149,33735.000,2922,2,EL,1,100,22798.800781
1700426846.220577,33801.000,2936,1,EL,1,100,22783.199219
1700426846.286983,33866.000,2955,2,EL,1,100,22776.800781
1700426846.353390,33931.000,2955,2,EL,1,100,22765.000000
1700426846.419286,33995.500,2970,2,EL,1,100,22744.800781
1700426846.485182,34060.000,2970,2,EL,1,100,22729.199219
1700426846.552610,34126.000,2986,1,EL,1,100,22720.599609
1700426846.618506,34190.500,3003,2,EL,1,100,22719.000000
1700426846.684402,34255.000,3003,2,EL,1,100,22711.599609
1700426846.751830,34321.000,3019,1,EL,1,100,22703.800781
1700426846.817215,34385.000,3034,2,EL,1,100,22684.800781
1700426846.882600,34449.000,3034,2,EL,1,100,22678.000000
1700426846.949006,34514.000,3056,2,EL,1,100,22674.400391
1700426847.015413,34579.000,3056,2,EL,1,100,22660.800781
1700426847.081820,34644.000,3073,2,EL,1,100,22651.599609
1700426847.148226,34709.000,3073,2,EL,1,100,22645.400391
1700426847.214633,34774.000,3089,1,EL,1,100,22641.199219
1700426847.281039,34839.000,3106,2,EL,1,100,22625.199219
1700426847.347446,34904.000,3106,2,EL,1,100,22618.000000
1700426847.412831,34968.000,3122,2,EL,1,100,22615.199219
1700426847.478216,35032.000,3122,2,EL,1,100,22599.599609
1700426847.544623,35097.000,3137,1,EL,1,100,22589.800781
1700426847.610518,35161.500,3156,2,EL,1,100,22583.400391
1700426847.676414,35226.000,3156,2,EL,1,100,22578.800781
1700426847.744864,35293.000,3171,1,EL,1,100,22571.800781
1700426847.812803,35359.500,3186,2,EL,1,100,22572.599609
1700426847.880743,35426.000,3186,2,EL,1,100,22560.800781
1700426847.947149,35491.000,3202,1,EL,1,100,22551.000000
1700426848.013556,35556.000,3218,2,EL,1,100,22546.000000
1700426848.079962,35621.000,3218,2,EL,1,100,22535.199219
1700426848.145347,35685.000,3233,1,EL,1,100,22523.800781
1700426848.211754,35750.000,3249,2,EL,1,100,22510.000000
1700426848.278161,35815.000,3249,2,EL,1,100,22501.400391
1700426848.343545,35879.000,3266,1,EL,1,100,22489.800781
1700426848.411485,35945.500,3282,2,EL,1,100,22477.400391
1700426848.479424,36012.000,3282,2,EL,1,100,22459.800781
1700426848.545830,36077.000,3298,2,EL,1,100,22448.800781
1700426848.612237,36142.000,3298,2,EL,1,100,22439.400391
1700426848.678644,36207.000,3316,1,EL,1,100,22435.400391
1700426848.745050,36272.000,3330,2,EL,1,100,22445.400391
1700426848.811457,36337.000,3330,2,EL,1,100,22443.199219
1700426848.877863,36402.000,3346,1,EL,1,100,22433.199219
1700426848.943759,36466.500,3362,2,EL,1,100,22417.000000
1700426849.009655,36531.000,3362,2,EL,1,100,22407.199219
1700426849.077083,36597.000,3378,1,EL,1,100,22394.800781
1700426849.144001,36662.500,3392,2,EL,1,100,22387.400391
1700426849.210918,36728.000,3392,2,EL,1,100,22375.199219
1700426849.277325,36793.000,3409,1,EL,1,100,22360.199219
1700426849.343731,36858.000,3426,2,EL,1,100,22341.000000
1700426849.410138,36923.000,3426,2,EL,1,100,22324.599609
1700426849.478077,36989.500,3442,2,EL,1,100,22306.199219
1700426849.546016,37056.000,3442,2,EL,1,100,22295.599609
1700426849.612423,37121.000,3458,1,EL,1,100,22286.199219
