LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1700426846.956158,34521.000,3045,2,AK,1,100,2233
1700426846.956158,34521.000,3045,2,AK,1,100,RD
1700426846.957180,34522.000,3046,2,AK,1,100,2233
1700426846.958201,34523.000,3046,2,AK,1,100,RD
1700426849.570536,37080.000,3862,2,AK,1,100,3047
1700426852.182870,39637.000,3862,2,AK,1,100,RD
1700426852.189000,39643.000,3864,2,AK,1,100,3047
1700426852.195130,39649.000,3864,2,AK,1,100,RD
1700426857.414180,44757.500,5480,2,AK,1,100,3865
1700426862.633229,49866.000,5480,2,AK,1,100,RD
1700426865.243010,52420.500,6295,2,AK,1,100,4672
1700426867.852790,54975.000,6295,2,AK,1,100,RD
1700426873.094316,60105.500,7924,2,AK,1,100,6296
1700426878.335842,65236.000,7924,2,AK,1,100,RD
1700426878.341461,65241.500,7926,2,AK,1,100,6296
1700426878.347080,65247.000,7926,2,AK,1,100,RD
1700426880.947155,67792.000,8728,2,AK,1,100,7109
1700426883.547230,70337.000,8728,2,AK,1,100,RD
1700426886.163651,72898.000,9549,2,AK,1,100,7927
1700426888.780072,75459.000,9549,2,AK,1,100,RD
1700426891.388320,78012.000,10333,2,AK,1,100,8729
1700426893.996568,80565.000,10333,2,AK,1,100,RD
1700426896.612989,83126.000,11154,2,AK,1,100,9550
1700426899.229410,85687.000,11154,2,AK,1,100,RD
1700426899.235539,85693.000,11156,2,AK,1,100,9550
1700426899.241669,85699.000,11156,2,AK,1,100,RD
1700426901.851961,88254.000,11971,2,AK,1,100,10334
1700426904.462252,90809.000,11971,2,AK,1,100,RD
1700426907.076119,93367.500,12792,2,AK,1,100,11157
1700426909.689986,95926.000,12792,2,AK,1,100,RD
1700426912.305385,98486.000,13597,2,AK,1,100,12793
1700426914.920784,101046.000,13597,2,AK,1,100,RD
1700426914.926914,101052.000,13599,2,AK,1,100,12793
1700426914.933044,101058.000,13599,2,AK,1,100,RD
1700426917.555595,103625.000,14420,2,AK,1,100,13600
1700426920.178146,106192.000,14420,2,AK,1,100,RD
1700426920.183765,106197.500,14422,2,AK,1,100,13600
1700426920.189384,106203.000,14422,2,AK,1,100,RD
1700426922.802229,108760.500,15240,2,AK,1,100,14423
1700426925.415074,111318.000,15240,2,AK,1,100,RD
1700426928.027920,113875.500,16051,2,AK,1,100,14423
1700426930.640765,116433.000,16051,2,AK,1,100,RD
1700426930.661198,116453.000,16054,2,AK,1,100,15241
1700426930.681631,116473.000,16054,2,AK,1,100,RD
1700426930.687760,116479.000,16056,2,AK,1,100,15241
1700426930.693890,116485.000,16056,2,AK,1,100,RD
1700426933.277619,119014.000,16873,2,AK,1,100,16052
1700426935.861347,121543.000,16873,2,AK,1,100,RD
1700426941.083462,126654.500,18508,2,AK,1,100,17689
1700426946.305577,131766.000,18508,2,AK,1,100,RD
1700426946.311707,131772.000,18510,2,AK,1,100,17689
1700426946.317837,131778.000,18510,2,AK,1,100,RD
1700426948.918422,134323.500,19310,2,AK,1,100,18511
1700426951.519008,136869.000,19310,2,AK,1,100,RD
1700426954.128788,139423.500,20127,2,AK,1,100,19311
1700426956.738569,141978.000,20127,2,AK,1,100,RD
1700426961.957108,147086.000,21758,2,AK,1,100,20944
1700426967.175647,152194.000,21758,2,AK,1,100,RD
1700426972.401848,157309.500,23387,2,AK,1,100,21759
1700426977.628049,162425.000,23387,2,AK,1,100,RD
1700426977.634179,162431.000,23389,2,AK,1,100,21759
1700426977.640309,162437.000,23389,2,AK,1,100,RD
1700426982.864978,167551.000,25005,2,AK,1,100,23390
1700426988.089647,172665.000,25005,2,AK,1,100,RD
1700426990.698916,175219.000,25802,2,AK,1,100,25006
1700426993.308186,177773.000,25802,2,AK,1,100,RD
1700426998.529790,182884.000,27397,2,AK,1,100,26609
1700427003.751394,187995.000,27397,2,AK,1,100,RD
1700427003.757524,188001.000,27399,2,AK,1,100,26609
1700427003.763654,188007.000,27399,2,AK,1,100,RD
1700427008.978106,193111.000,29028,2,AK,1,100,27400
1700427014.192559,198215.000,29028,2,AK,1,100,RD
1700427014.198689,198221.000,29030,2,AK,1,100,27400
1700427014.204818,198227.000,29030,2,AK,1,100,RD
1700427019.422336,203334.000,30637,2,AK,1,100,29031
1700427024.639853,208441.000,30637,2,AK,1,100,RD
1700427027.252188,210998.000,31456,2,AK,1,100,29842
1700427029.864522,213555.000,31456,2,AK,1,100,RD
1700427029.873717,213564.000,31458,2,AK,1,100,30638
1700427029.882912,213573.000,31458,2,AK,1,100,RD
1700427029.888531,213578.500,31460,2,AK,1,100,30638
1700427029.894150,213584.000,31460,2,AK,1,100,RD
1700427035.114221,218693.500,33087,2,AK,1,100,31461
1700427040.334293,223803.000,33087,2,AK,1,100,RD
1700427045.552832,228911.000,34714,2,AK,1,100,33088
1700427050.771371,234019.000,34714,2,AK,1,100,RD
1700427050.776990,234024.500,34716,2,AK,1,100,33899
1700427050.782609,234030.000,34716,2,AK,1,100,RD
1700427053.390346,236582.500,35517,2,AK,1,100,34717
1700427055.998083,239135.000,35517,2,AK,1,100,RD
1700427056.004213,239141.000,35519,2,AK,1,100,34717
1700427056.010343,239147.000,35519,2,AK,1,100,RD
1700427061.233479,244259.500,37145,2,AK,1,100,35520
1700427066.456616,249372.000,37145,2,AK,1,100,RD
1700427071.675155,254480.000,38771,2,AK,1,100,37146
1700427076.893694,259588.000,38771,2,AK,1,100,RD
1700427079.502963,262142.000,39581,2,AK,1,100,37959
1700427082.112233,264696.000,39581,2,AK,1,100,RD
1700427084.734273,267262.500,40396,2,AK,1,100,38772
1700427087.356313,269829.000,40396,2,AK,1,100,RD
1700427087.362443,269835.000,40398,2,AK,1,100,38772
1700427087.368573,269841.000,40398,2,AK,1,100,RD
1700427089.968647,272386.000,41196,2,AK,1,100,39582
1700427092.568722,274931.000,41196,2,AK,1,100,RD
1700427103.077315,285217.000,44408,2,AK,1,100,42823
1700427113.585908,295503.000,44408,2,AK,1,100,RD
1700427118.808534,300615.000,46036,2,AK,1,100,44409
1700427124.031159,305727.000,46036,2,AK,1,100,RD
1700427126.658308,308298.500,46851,2,AK,1,100,45223
1700427129.285456,310870.000,46851,2,AK,1,100,RD
1700427129.291586,310876.000,46853,2,AK,1,100,46037
1700427129.297715,310882.000,46853,2,AK,1,100,RD
1700427131.920777,313449.500,47668,2,AK,1,100,46854
1700427134.543839,316017.000,47668,2,AK,1,100,RD
