LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1700426841.728424,29404.000,2233,2,RD,1,100,TL
1700426841.728424,29404.000,2233,2,RD,1,100,TU
1700426844.343823,31964.000,3047,2,RD,1,100,TL
1700426846.959223,34524.000,3047,2,RD,1,100,TU
1700426849.577687,37087.000,3865,2,RD,1,100,TL
1700426852.196151,39650.000,3865,2,RD,1,100,TU
1700426854.799802,42198.500,4672,2,RD,1,100,TL
1700426857.403452,44747.000,4672,2,RD,1,100,TU
1700426860.018341,47306.500,5481,2,RD,1,100,TL
1700426862.633229,49866.000,5481,2,RD,1,100,TU
1700426865.243010,52420.500,6296,2,RD,1,100,TL
1700426867.852790,54975.000,6296,2,RD,1,100,TU
1700426870.457973,57525.000,7109,2,RD,1,100,TL
1700426873.063156,60075.000,7109,2,RD,1,100,TU
1700426875.705629,62661.500,7927,2,RD,1,100,TL
1700426878.348102,65248.000,7927,2,RD,1,100,TU
1700426880.948177,67793.000,8729,2,RD,1,100,TL
1700426883.548251,70338.000,8729,2,RD,1,100,TU
1700426886.164162,72898.500,9550,2,RD,1,100,TL
1700426888.780072,75459.000,9550,2,RD,1,100,TU
1700426891.388320,78012.000,10334,2,RD,1,100,TL
1700426893.996568,80565.000,10334,2,RD,1,100,TU
1700426896.619118,83132.000,11157,2,RD,1,100,TL
1700426899.241669,85699.000,11157,2,RD,1,100,TU
1700426901.851961,88254.000,11972,2,RD,1,100,TL
1700426904.462252,90809.000,11972,2,RD,1,100,TU
1700426907.076119,93367.500,12793,2,RD,1,100,TL
1700426909.689986,95926.000,12793,2,RD,1,100,TU
1700426912.311515,98492.000,13600,2,RD,1,100,TL
1700426914.933044,101058.000,13600,2,RD,1,100,TU
1700426917.561725,103631.000,14423,2,RD,1,100,TL
1700426920.190405,106204.000,14423,2,RD,1,100,TU
1700426922.802740,108761.000,15241,2,RD,1,100,TL
1700426925.415074,111318.000,15241,2,RD,1,100,TU
1700426928.027920,113875.500,16052,2,RD,1,100,TL
1700426930.640765,116433.000,16052,2,RD,1,100,TU
1700426933.251056,118988.000,16874,2,RD,1,100,TL
1700426935.861347,121543.000,16874,2,RD,1,100,TU
1700426938.466019,124092.500,17689,2,RD,1,100,TL
1700426941.070692,126642.000,17689,2,RD,1,100,TU
1700426943.694264,129210.000,18511,2,RD,1,100,TL
1700426946.317837,131778.000,18511,2,RD,1,100,TU
1700426948.918422,134323.500,19311,2,RD,1,100,TL
1700426951.519008,136869.000,19311,2,RD,1,100,TU
1700426954.129299,139424.000,20128,2,RD,1,100,TL
1700426956.739590,141979.000,20128,2,RD,1,100,TU
1700426959.343240,144527.500,20944,2,RD,1,100,TL
1700426961.946891,147076.000,20944,2,RD,1,100,TU
1700426964.561269,149635.000,21759,2,RD,1,100,TL
1700426967.175647,152194.000,21759,2,RD,1,100,TU
1700426969.783895,154747.000,22573,2,RD,1,100,TL
1700426972.392142,157300.000,22573,2,RD,1,100,TU
1700426975.016226,159868.500,23390,2,RD,1,100,TL
1700426977.640309,162437.000,23390,2,RD,1,100,TU
1700426980.249578,164991.000,24202,2,RD,1,100,TL
1700426982.858848,167545.000,24202,2,RD,1,100,TU
1700426985.474758,170105.500,25006,2,RD,1,100,TL
1700426988.090668,172666.000,25006,2,RD,1,100,TU
1700426990.699938,175220.000,25803,2,RD,1,100,TL
1700426993.309208,177774.000,25803,2,RD,1,100,TU
1700426995.912347,180322.000,26609,2,RD,1,100,TL
1700426998.515487,182870.000,26609,2,RD,1,100,TU
1700427001.139570,185438.500,27400,2,RD,1,100,TL
1700427003.763654,188007.000,27400,2,RD,1,100,TU
1700427006.364750,190553.000,28215,2,RD,1,100,TL
1700427008.965846,193099.000,28215,2,RD,1,100,TU
1700427011.585843,195663.500,29031,2,RD,1,100,TL
1700427014.205840,198228.000,29031,2,RD,1,100,TU
1700427016.808469,200775.500,29842,2,RD,1,100,TL
1700427019.411098,203323.000,29842,2,RD,1,100,TU
1700427022.025476,205882.000,30638,2,RD,1,100,TL
1700427024.639853,208441.000,30638,2,RD,1,100,TU
1700427027.267512,211013.000,31461,2,RD,1,100,TL
1700427029.895171,213585.000,31461,2,RD,1,100,TU
1700427032.497289,216132.000,32272,2,RD,1,100,TL
1700427035.099407,218679.000,32272,2,RD,1,100,TU
1700427037.716850,221241.000,33088,2,RD,1,100,TL
1700427040.334293,223803.000,33088,2,RD,1,100,TU
1700427042.938965,226352.500,33899,2,RD,1,100,TL
1700427045.543637,228902.000,33899,2,RD,1,100,TU
1700427048.163634,231466.500,34717,2,RD,1,100,TL
1700427050.783631,234031.000,34717,2,RD,1,100,TU
1700427053.397497,236589.500,35520,2,RD,1,100,TL
1700427056.011364,239148.000,35520,2,RD,1,100,TU
1700427058.619102,241700.500,36330,2,RD,1,100,TL
1700427061.226839,244253.000,36330,2,RD,1,100,TU
1700427063.842238,246813.000,37146,2,RD,1,100,TL
1700427066.457637,249373.000,37146,2,RD,1,100,TU
1700427069.060777,251921.000,37959,2,RD,1,100,TL
1700427071.663917,254469.000,37959,2,RD,1,100,TU
1700427074.279316,257029.000,38772,2,RD,1,100,TL
1700427076.894715,259589.000,38772,2,RD,1,100,TU
1700427079.503985,262143.000,39582,2,RD,1,100,TL
1700427082.113255,264697.000,39582,2,RD,1,100,TU
1700427084.740914,267269.000,40399,2,RD,1,100,TL
1700427087.368573,269841.000,40399,2,RD,1,100,TU
1700427089.968647,272386.000,41197,2,RD,1,100,TL
1700427092.568722,274931.000,41197,2,RD,1,100,TU
1700427095.184122,277491.000,42010,2,RD,1,100,TL
1700427097.799521,280051.000,42010,2,RD,1,100,TU
1700427100.417985,282614.000,42823,2,RD,1,100,TL
1700427103.036449,285177.000,42823,2,RD,1,100,TU
1700427105.686585,287771.000,43592,2,RD,1,100,TL
1700427108.336720,290365.000,43592,2,RD,1,100,TU
1700427110.961314,292934.000,44409,2,RD,1,100,TL
1700427113.585908,295503.000,44409,2,RD,1,100,TU
1700427116.193645,298055.500,45223,2,RD,1,100,TL
1700427118.801382,300608.000,45223,2,RD,1,100,TU
1700427121.416271,303167.500,46037,2,RD,1,100,TL
1700427124.031159,305727.000,46037,2,RD,1,100,TU
1700427126.664438,308304.500,46854,2,RD,1,100,TL
1700427129.297715,310882.000,46854,2,RD,1,100,TU
1700427131.929972,313458.500,47671,2,RD,1,100,TL
1700427134.562228,316035.000,47671,2,RD,1,100,TU
1700427137.174052,318591.500,48488,2,RD,1,100,TL
1700427139.785876,321148.000,48488,2,RD,1,100,TU
1700427142.394634,323701.500,49299,2,RD,1,100,TL
1700427145.003393,326255.000,49299,2,RD,1,100,TU
1700427147.627987,328824.000,50117,2,RD,1,100,TL
1700427150.252581,331393.000,50117,2,RD,1,100,TU
1700427152.867981,333953.000,50933,2,RD,1,100,TL
1700427155.483380,336513.000,50933,2,RD,1,100,TU
1700427158.110528,339084.500,51750,2,RD,1,100,TL
1700427160.737677,341656.000,51750,2,RD,1,100,TU
1700427163.339795,344203.000,52548,2,RD,1,100,TL
1700427165.941913,346750.000,52548,2,RD,1,100,TU
1700427168.545053,349298.000,53362,2,RD,1,100,TL
1700427171.148192,351846.000,53362,2,RD,1,100,TU
1700427173.758483,354401.000,54183,2,RD,1,100,TL
1700427176.368774,356956.000,54183,2,RD,1,100,TU
1700427178.998988,359530.500,55011,2,RD,1,100,TL
1700427181.629201,362105.000,55011,2,RD,1,100,TU
1700427184.245111,364665.500,55832,2,RD,1,100,TL
1700427186.861021,367226.000,55832,2,RD,1,100,TU
1700427189.486126,369795.500,56661,2,RD,1,100,TL
1700427192.111231,372365.000,56661,2,RD,1,100,TU
1700427194.713860,374912.500,57472,2,RD,1,100,TL
1700427197.316489,377460.000,57472,2,RD,1,100,TU
1700427199.952832,380040.500,58269,2,RD,1,100,TL
1700427202.589175,382621.000,58269,2,RD,1,100,TU
1700427205.183631,385160.500,59056,2,RD,1,100,TL
1700427207.778086,387700.000,59056,2,RD,1,100,TU
1700427210.397062,390263.500,59866,2,RD,1,100,TL
1700427213.016037,392827.000,59866,2,RD,1,100,TU
1700427215.635523,395391.000,60658,2,RD,1,100,TL
1700427218.255008,397955.000,60658,2,RD,1,100,TU
1700427220.864789,400509.500,61471,2,RD,1,100,TL
1700427223.474569,403064.000,61471,2,RD,1,100,TU
1700427226.107847,405641.500,62286,2,RD,1,100,TL
1700427228.741125,408219.000,62286,2,RD,1,100,TU
1700427231.327919,410751.000,63094,2,RD,1,100,TL
1700427233.914712,413283.000,63094,2,RD,1,100,TU
1700427236.547990,415860.500,63915,2,RD,1,100,TL
1700427239.181268,418438.000,63915,2,RD,1,100,TU
1700427241.803819,421005.000,64722,2,RD,1,100,TL
1700427244.426370,423572.000,64722,2,RD,1,100,TU
1700427247.035640,426126.000,65527,2,RD,1,100,TL
1700427249.644909,428680.000,65527,2,RD,1,100,TU
1700427252.255200,431235.000,797,2,RD,1,100,TL
1700427254.865492,433790.000,797,2,RD,1,100,TU
1700427257.473740,436343.000,1605,2,RD,1,100,TL
1700427260.081987,438896.000,1605,2,RD,1,100,TU
1700427262.691257,441450.000,2410,2,RD,1,100,TL
1700427265.300526,444004.000,2410,2,RD,1,100,TU
1700427267.925632,446573.500,3221,2,RD,1,100,TL
1700427270.550736,449143.000,3221,2,RD,1,100,TU
1700427273.150300,451687.500,4017,2,RD,1,100,TL
1700427275.749864,454232.000,4017,2,RD,1,100,TU
1700427278.365264,456792.000,4823,2,RD,1,100,TL
1700427280.980663,459352.000,4823,2,RD,1,100,TU
1700427283.596573,461912.500,5630,2,RD,1,100,TL
1700427286.212483,464473.000,5630,2,RD,1,100,TU
1700427288.831969,467037.000,6435,2,RD,1,100,TL
1700427291.451455,469601.000,6435,2,RD,1,100,TU
1700427294.057149,472151.500,7242,2,RD,1,100,TL
1700427296.662843,474702.000,7242,2,RD,1,100,TU
1700427299.277731,477261.500,8050,2,RD,1,100,TL
1700427301.892620,479821.000,8050,2,RD,1,100,TU
1700427304.502400,482375.500,8853,2,RD,1,100,TL
1700427307.112181,484930.000,8853,2,RD,1,100,TU
1700427309.744437,487506.500,9653,2,RD,1,100,TL
1700427312.376694,490083.000,9653,2,RD,1,100,TU
1700427314.976258,492627.500,10440,2,RD,1,100,TL
1700427317.575822,495172.000,10440,2,RD,1,100,TU
1700427320.194286,497735.000,11239,2,RD,1,100,TL
1700427322.812750,500298.000,11239,2,RD,1,100,TU
1700427325.418444,502848.500,12020,2,RD,1,100,TL
1700427328.024138,505399.000,12020,2,RD,1,100,TU
1700427364.670378,541269.000,23475,2,RD,1,100,TL
1700427401.316619,577139.000,23475,2,RD,1,100,TU
1700427403.925888,579693.000,24280,2,RD,1,100,TL
1700427406.535158,582247.000,24280,2,RD,1,100,TU
1700427409.150046,584806.500,25083,2,RD,1,100,TL
1700427411.764935,587366.000,25083,2,RD,1,100,TU
1700427414.390040,589935.500,25869,2,RD,1,100,TL
1700427417.015145,592505.000,25869,2,RD,1,100,TU
1700427419.630544,595065.000,26672,2,RD,1,100,TL
1700427422.245944,597625.000,26672,2,RD,1,100,TU
1700427424.849083,600173.000,27454,2,RD,1,100,TL
1700427427.452223,602721.000,27454,2,RD,1,100,TU
1700427430.087034,605300.000,28208,2,RD,1,100,TL
1700427432.721844,607879.000,28208,2,RD,1,100,TU
1700427435.339797,610441.500,29013,2,RD,1,100,TL
1700427437.957751,613004.000,29013,2,RD,1,100,TU
1700427440.564466,615555.500,29814,2,RD,1,100,TL
1700427443.171182,618107.000,29814,2,RD,1,100,TU
1700427445.780452,620661.000,30642,2,RD,1,100,TL
1700427448.389721,623215.000,30642,2,RD,1,100,TU
1700427471.282128,645622.500,38123,2,RD,1,100,TL
1700427494.174535,668030.000,38123,2,RD,1,100,TU
1700427496.783804,670584.000,38968,2,RD,1,100,TL
1700427499.393074,673138.000,38968,2,RD,1,100,TU
1700427502.017157,675706.500,39797,2,RD,1,100,TL
1700427504.641240,678275.000,39797,2,RD,1,100,TU
1700427507.247445,680826.000,40602,2,RD,1,100,TL
1700427509.853650,683377.000,40602,2,RD,1,100,TU
1700427512.462408,685930.500,41434,2,RD,1,100,TL
1700427515.071167,688484.000,41434,2,RD,1,100,TU
1700427517.680437,691038.000,42229,2,RD,1,100,TL
1700427520.289706,693592.000,42229,2,RD,1,100,TU
1700427522.904595,696151.500,43012,2,RD,1,100,TL
1700427525.519483,698711.000,43012,2,RD,1,100,TU
1700427528.123134,701259.500,43793,2,RD,1,100,TL
1700427530.726784,703808.000,43793,2,RD,1,100,TU
1700427533.336054,706362.000,44582,2,RD,1,100,TL
1700427535.945323,708916.000,44582,2,RD,1,100,TU
1700427538.569407,711484.500,45357,2,RD,1,100,TL
1700427541.193490,714053.000,45357,2,RD,1,100,TU
1700427543.810933,716615.000,46160,2,RD,1,100,TL
1700427546.428375,719177.000,46160,2,RD,1,100,TU
1700427549.033558,721727.000,46962,2,RD,1,100,TL
1700427551.638741,724277.000,46962,2,RD,1,100,TU
1700427554.254141,726837.000,47767,2,RD,1,100,TL
1700427556.869540,729397.000,47767,2,RD,1,100,TU
1700427559.472680,731945.000,48556,2,RD,1,100,TL
1700427562.075819,734493.000,48556,2,RD,1,100,TU
1700427564.685089,737047.000,49360,2,RD,1,100,TL
1700427567.294358,739601.000,49360,2,RD,1,100,TU
1700427569.911290,742162.500,50165,2,RD,1,100,TL
1700427572.528222,744724.000,50165,2,RD,1,100,TU
1700427575.134427,747275.000,50970,2,RD,1,100,TL
1700427577.740631,749826.000,50970,2,RD,1,100,TU
1700427580.355520,752385.500,51775,2,RD,1,100,TL
1700427582.970408,754945.000,51775,2,RD,1,100,TU
1700427585.577124,757496.500,52575,2,RD,1,100,TL
1700427588.183839,760048.000,52575,2,RD,1,100,TU
1700427590.799239,762608.000,53378,2,RD,1,100,TL
1700427593.414638,765168.000,53378,2,RD,1,100,TU
1700427596.063752,767761.000,54186,2,RD,1,100,TL
1700427598.712865,770354.000,54186,2,RD,1,100,TU
1700427601.322646,772908.500,54989,2,RD,1,100,TL
1700427603.932426,775463.000,54989,2,RD,1,100,TU
1700427606.547314,778022.500,55793,2,RD,1,100,TL
1700427609.162203,780582.000,55793,2,RD,1,100,TU
1700427611.765854,783130.500,56596,2,RD,1,100,TL
1700427614.369504,785679.000,56596,2,RD,1,100,TU
1700427616.978774,788233.000,57399,2,RD,1,100,TL
1700427619.588043,790787.000,57399,2,RD,1,100,TU
1700427622.212126,793355.500,58206,2,RD,1,100,TL
1700427624.836210,795924.000,58206,2,RD,1,100,TU
1700427627.444968,798477.500,59007,2,RD,1,100,TL
1700427630.053727,801031.000,59007,2,RD,1,100,TU
1700427632.671681,803593.500,59792,2,RD,1,100,TL
1700427635.289634,806156.000,59792,2,RD,1,100,TU
1700427637.923934,808734.500,60598,2,RD,1,100,TL
1700427640.558233,811313.000,60598,2,RD,1,100,TU
1700427643.186404,813885.500,61401,2,RD,1,100,TL
1700427645.814573,816458.000,61401,2,RD,1,100,TU
1700427648.417202,819005.500,62155,2,RD,1,100,TL
1700427651.019831,821553.000,62155,2,RD,1,100,TU
1700427653.645447,824123.000,62959,2,RD,1,100,TL
1700427656.271063,826693.000,62959,2,RD,1,100,TU
1700427658.880332,829247.000,63762,2,RD,1,100,TL
1700427661.489602,831801.000,63762,2,RD,1,100,TU
1700427664.098361,834354.500,64561,2,RD,1,100,TL
1700427666.707119,836908.000,64561,2,RD,1,100,TU
1700427669.310770,839456.500,65342,2,RD,1,100,TL
1700427671.914420,842005.000,65342,2,RD,1,100,TU
1700427674.551785,844586.500,613,2,RD,1,100,TL
1700427677.189150,847168.000,613,2,RD,1,100,TU
1700427679.798930,849722.500,1421,2,RD,1,100,TL
1700427682.408710,852277.000,1421,2,RD,1,100,TU
1700427685.011850,854825.000,2222,2,RD,1,100,TL
1700427687.614990,857373.000,2222,2,RD,1,100,TU
1700427690.245203,859947.500,3028,2,RD,1,100,TL
1700427692.875416,862522.000,3028,2,RD,1,100,TU
1700427695.483664,865075.000,3833,2,RD,1,100,TL
1700427698.091912,867628.000,3833,2,RD,1,100,TU
1700427700.719060,870199.500,4623,2,RD,1,100,TL
1700427703.346208,872771.000,4623,2,RD,1,100,TU
1700427705.946283,875316.000,5415,2,RD,1,100,TL
1700427708.546358,877861.000,5415,2,RD,1,100,TU
1700427711.150519,880410.000,6217,2,RD,1,100,TL
1700427713.754680,882959.000,6217,2,RD,1,100,TU
1700427716.363950,885513.000,7018,2,RD,1,100,TL
1700427718.973219,888067.000,7018,2,RD,1,100,TU
1700427721.588108,890626.500,7825,2,RD,1,100,TL
1700427724.202996,893186.000,7825,2,RD,1,100,TU
1700427726.807158,895735.000,8623,2,RD,1,100,TL
1700427729.411319,898284.000,8623,2,RD,1,100,TU
1700427732.020589,900838.000,9422,2,RD,1,100,TL
1700427734.629858,903392.000,9422,2,RD,1,100,TU
1700427737.253942,905960.500,10212,2,RD,1,100,TL
1700427739.878025,908529.000,10212,2,RD,1,100,TU
1700427742.478100,911074.000,11001,2,RD,1,100,TL
1700427745.078175,913619.000,11001,2,RD,1,100,TU
1700427747.687444,916173.000,11787,2,RD,1,100,TL
1700427750.296714,918727.000,11787,2,RD,1,100,TU
1700427752.906494,921281.500,12574,2,RD,1,100,TL
1700427755.516274,923836.000,12574,2,RD,1,100,TU
1700427758.126055,926390.500,13315,2,RD,1,100,TL
1700427760.735835,928945.000,13315,2,RD,1,100,TU
1700427763.341529,931495.500,14118,2,RD,1,100,TL
1700427765.947223,934046.000,14118,2,RD,1,100,TU
1700427768.571306,936614.500,14920,2,RD,1,100,TL
1700427771.195389,939183.000,14920,2,RD,1,100,TU
1700427773.805170,941737.500,15719,2,RD,1,100,TL
1700427776.414950,944292.000,15719,2,RD,1,100,TU
1700427779.024220,946846.000,16518,2,RD,1,100,TL
1700427781.633489,949400.000,16518,2,RD,1,100,TU
1700427784.245313,951956.500,17318,2,RD,1,100,TL
1700427786.857136,954513.000,17318,2,RD,1,100,TU
1700427789.466406,957067.000,18119,2,RD,1,100,TL
1700427792.075675,959621.000,18119,2,RD,1,100,TU
1700427794.700780,962190.500,18921,2,RD,1,100,TL
1700427797.325885,964760.000,18921,2,RD,1,100,TU
1700427799.934644,967313.500,19722,2,RD,1,100,TL
1700427802.543403,969867.000,19722,2,RD,1,100,TU
1700427805.167486,972435.500,20528,2,RD,1,100,TL
1700427807.791569,975004.000,20528,2,RD,1,100,TU
1700427810.386025,977543.500,21316,2,RD,1,100,TL
1700427812.980481,980083.000,21316,2,RD,1,100,TU
1700427815.589751,982637.000,22115,2,RD,1,100,TL
1700427818.199020,985191.000,22115,2,RD,1,100,TU
1700427820.808290,987745.000,22916,2,RD,1,100,TL
1700427823.417559,990299.000,22916,2,RD,1,100,TU
1700427826.050837,992876.500,23723,2,RD,1,100,TL
1700427828.684115,995454.000,23723,2,RD,1,100,TU
1700427831.301558,998016.000,24524,2,RD,1,100,TL
1700427833.919001,1000578.000,24524,2,RD,1,100,TU
1700427836.533378,1003137.000,25328,2,RD,1,100,TL
1700427839.147756,1005696.000,25328,2,RD,1,100,TU
1700427841.765199,1008258.000,26127,2,RD,1,100,TL
1700427844.382641,1010820.000,26127,2,RD,1,100,TU
1700427847.011833,1013393.500,26916,2,RD,1,100,TL
1700427849.641024,1015967.000,26916,2,RD,1,100,TU
1700427852.252848,1018523.500,27705,2,RD,1,100,TL
1700427854.864672,1021080.000,27705,2,RD,1,100,TU
1700427857.477517,1023637.500,28496,2,RD,1,100,TL
1700427860.090362,1026195.000,28496,2,RD,1,100,TU
1700427862.719043,1028768.000,29253,2,RD,1,100,TL
1700427865.347723,1031341.000,29253,2,RD,1,100,TU
1700427867.961080,1033899.000,30060,2,RD,1,100,TL
1700427870.574436,1036457.000,30060,2,RD,1,100,TU
1700427873.196476,1039023.500,30860,2,RD,1,100,TL
1700427875.818516,1041590.000,30860,2,RD,1,100,TU
1700427878.438513,1044154.500,31665,2,RD,1,100,TL
1700427881.058509,1046719.000,31665,2,RD,1,100,TU
1700427883.670333,1049275.500,32456,2,RD,1,100,TL
1700427886.282157,1051832.000,32456,2,RD,1,100,TU
1700427888.905729,1054400.000,33259,2,RD,1,100,TL
1700427891.529302,1056968.000,33259,2,RD,1,100,TU
1700427894.142147,1059525.500,34057,2,RD,1,100,TL
1700427896.754992,1062083.000,34057,2,RD,1,100,TU
1700427899.365794,1064638.500,34859,2,RD,1,100,TL
1700427901.976596,1067194.000,34859,2,RD,1,100,TU
1700427904.585355,1069747.500,35654,2,RD,1,100,TL
1700427907.194114,1072301.000,35654,2,RD,1,100,TU
1700427909.797253,1074849.000,36449,2,RD,1,100,TL
1700427912.400393,1077397.000,36449,2,RD,1,100,TU
1700427915.024476,1079965.500,37245,2,RD,1,100,TL
1700427917.648560,1082534.000,37245,2,RD,1,100,TU
