LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
1700426852.173675,39628.000,3861,1,TL,1,100,2023-11-19_21-47-29-223793
1700426852.192065,39646.000,3863,1,TL,1,100,2023-11-19_21-47-29-223897
1700426862.630165,49863.000,5479,1,TL,1,100,2023-11-19_21-47-35-479270
1700426867.849725,54972.000,6294,1,TL,1,100,2023-11-19_21-47-41-723693
1700426878.326648,65227.000,7923,1,TL,1,100,2023-11-19_21-47-51-359568
1700426878.345037,65245.000,7925,1,TL,1,100,2023-11-19_21-47-51-359720
1700426883.545187,70335.000,8727,1,TL,1,100,2023-11-19_21-47-57-237088
1700426888.777007,75456.000,9548,1,TL,1,100,2023-11-19_21-48-01-890606
1700426899.220215,85678.000,11153,1,TL,1,100,2023-11-19_21-48-12-282131
1700426899.238605,85696.000,11155,1,TL,1,100,2023-11-19_21-48-12-282326
1700426909.686921,95923.000,12791,1,TL,1,100,2023-11-19_21-48-22-508606
1700426914.905460,101031.000,13596,1,TL,1,100,2023-11-19_21-48-32-605713
1700426914.929979,101055.000,13598,1,TL,1,100,2023-11-19_21-48-32-605923
1700426920.168951,106183.000,14419,1,TL,1,100,2023-11-19_21-48-37-844354
1700426920.187340,106201.000,14421,1,TL,1,100,2023-11-19_21-48-37-844530
1700426925.410988,111314.000,15239,1,TL,1,100,2023-11-19_21-48-42-989353
1700426930.636678,116429.000,16050,1,TL,1,100,2023-11-19_21-48-43-345108
1700426930.672436,116464.000,16053,1,TL,1,100,2023-11-19_21-48-48-381165
1700426930.689804,116481.000,16055,1,TL,1,100,2023-11-19_21-48-48-381324
1700426935.858282,121540.000,16872,1,TL,1,100,2023-11-19_21-48-53-443007
1700426946.297404,131758.000,18507,1,TL,1,100,2023-11-19_21-49-03-330296
1700426946.314772,131775.000,18509,1,TL,1,100,2023-11-19_21-49-03-930285
1700426951.515943,136866.000,19309,1,TL,1,100,2023-11-19_21-49-08-971943
1700426956.735503,141975.000,20126,1,TL,1,100,2023-11-19_21-49-13-870847
1700426967.172582,152191.000,21757,1,TL,1,100,2023-11-19_21-49-24-610686
1700426977.619876,162417.000,23386,1,TL,1,100,2023-11-19_21-49-30-397296
1700426977.637244,162434.000,23388,1,TL,1,100,2023-11-19_21-49-30-397438
1700426988.086582,172662.000,25004,1,TL,1,100,2023-11-19_21-49-40-937714
1700426993.304099,177769.000,25801,1,TL,1,100,2023-11-19_21-49-51-290734
