TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
136866.000000,1051806.000000,1700426951.515943,1700427886.255594,69,27356,1.08388e+06,1.8.4
