LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1700426840.223548,27931.000,1994,3,PI,1,100,143697
1700426840.223548,27931.000,1994,3,PI,1,100,143679
1700426840.223548,27931.000,1994,3,PI,1,100,143705
1700426840.263392,27970.000,2011,3,PI,1,100,143721
1700426840.303236,28009.000,2011,3,PI,1,100,143743
1700426840.343080,28048.000,2011,3,PI,1,100,143772
1700426840.382924,28087.000,2027,2,PI,1,100,143807
1700426840.422768,28126.000,2027,2,PI,1,100,143834
1700426840.462612,28165.000,2043,3,PI,1,100,143851
1700426840.502456,28204.000,2043,3,PI,1,100,143863
1700426840.542300,28243.000,2043,3,PI,1,100,143846
1700426840.588273,28288.000,2061,2,PI,1,100,143846
1700426840.634247,28333.000,2061,2,PI,1,100,143848
1700426840.674091,28372.000,2077,3,PI,1,100,143833
1700426840.713935,28411.000,2077,3,PI,1,100,143817
1700426840.753779,28450.000,2077,3,PI,1,100,143813
1700426840.793623,28489.000,2091,2,PI,1,100,143796
1700426840.833467,28528.000,2091,2,PI,1,100,143776
1700426840.873311,28567.000,2107,3,PI,1,100,143790
1700426840.913155,28606.000,2107,3,PI,1,100,143794
1700426840.952999,28645.000,2107,3,PI,1,100,143785
1700426840.992332,28683.500,2123,2,PI,1,100,143785
1700426841.031665,28722.000,2123,2,PI,1,100,143796
1700426841.071850,28761.333,2139,3,PI,1,100,143799
1700426841.112034,28800.667,2139,3,PI,1,100,143793
1700426841.152219,28840.000,2139,3,PI,1,100,143792
1700426841.192744,28879.667,2154,3,PI,1,100,143806
1700426841.233269,28919.333,2154,3,PI,1,100,143784
1700426841.273794,28959.000,2154,3,PI,1,100,143782
1700426841.313638,28998.000,2172,2,PI,1,100,143778
1700426841.353482,29037.000,2172,2,PI,1,100,143773
1700426841.393326,29076.000,2187,3,PI,1,100,143762
1700426841.433170,29115.000,2187,3,PI,1,100,143756
1700426841.473014,29154.000,2187,3,PI,1,100,143759
1700426841.512858,29193.000,2203,2,PI,1,100,143751
1700426841.552702,29232.000,2203,2,PI,1,100,143775
1700426841.591865,29270.333,2219,3,PI,1,100,143789
1700426841.631028,29308.667,2219,3,PI,1,100,143783
1700426841.670191,29347.000,2219,3,PI,1,100,143810
1700426841.710801,29386.750,2237,4,PI,1,100,143830
1700426841.751411,29426.500,2237,4,PI,1,100,143858
1700426841.792021,29466.250,2237,4,PI,1,100,143863
1700426841.832631,29506.000,2237,4,PI,1,100,143901
1700426841.872475,29545.000,2254,2,PI,1,100,143916
1700426841.912319,29584.000,2254,2,PI,1,100,143920
1700426841.956590,29627.333,2270,3,PI,1,100,143963
1700426842.000861,29670.667,2270,3,PI,1,100,143953
1700426842.045133,29714.000,2270,3,PI,1,100,143948
1700426842.084977,29753.000,2285,2,PI,1,100,143959
1700426842.124820,29792.000,2285,2,PI,1,100,143958
1700426842.164665,29831.000,2301,3,PI,1,100,143961
1700426842.204509,29870.000,2301,3,PI,1,100,143996
1700426842.244353,29909.000,2301,3,PI,1,100,143999
1700426842.284196,29948.000,2317,2,PI,1,100,143997
1700426842.324040,29987.000,2317,2,PI,1,100,144017
1700426842.363544,30025.667,2335,3,PI,1,100,144030
1700426842.403047,30064.333,2335,3,PI,1,100,144027
1700426842.442551,30103.000,2335,3,PI,1,100,144050
1700426842.481373,30141.000,2351,3,PI,1,100,144077
1700426842.520195,30179.000,2351,3,PI,1,100,144111
1700426842.559018,30217.000,2351,3,PI,1,100,144121
1700426842.598862,30256.000,2368,2,PI,1,100,144163
