LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1700426840.135687,27845.000,1993,4,EM,1,100,RS
1700426840.135687,27845.000,1993,4,EM,1,100,RB
1700426840.135687,27845.000,1993,4,EM,1,100,2023-11-19_21-47-19-671350.csv
1700426840.135687,27845.000,1993,4,EM,1,100,PS
1700426840.188046,27896.250,2009,4,EM,1,100,RS
1700426840.240405,27947.500,2009,4,EM,1,100,RB
1700426840.292764,27998.750,2009,4,EM,1,100,2023-11-19_21-47-19-671350.csv
1700426840.345123,28050.000,2009,4,EM,1,100,PS
1700426840.396205,28100.000,2042,4,EM,1,100,RS
1700426840.447287,28150.000,2042,4,EM,1,100,RB
1700426840.498369,28200.000,2042,4,EM,1,100,2023-11-19_21-47-19-671350.csv
1700426840.549451,28250.000,2042,4,EM,1,100,PS
1700426840.600789,28300.250,2076,4,EM,1,100,RS
1700426840.652126,28350.500,2076,4,EM,1,100,RB
1700426840.703463,28400.750,2076,4,EM,1,100,2023-11-19_21-47-19-671350.csv
1700426840.754801,28451.000,2076,4,EM,1,100,PS
1700426840.806138,28501.250,2106,4,EM,1,100,RS
1700426840.857476,28551.500,2106,4,EM,1,100,RB
1700426840.908813,28601.750,2106,4,EM,1,100,2023-11-19_21-47-19-671350.csv
1700426840.960150,28652.000,2106,4,EM,1,100,PS
1700426841.011488,28702.250,2138,4,EM,1,100,RS
1700426841.062825,28752.500,2138,4,EM,1,100,RB
1700426841.114163,28802.750,2138,4,EM,1,100,2023-11-19_21-47-19-671350.csv
1700426841.165500,28853.000,2138,4,EM,1,100,PS
1700426841.216838,28903.250,2170,4,EM,1,100,RS
1700426841.268175,28953.500,2170,4,EM,1,100,RB
1700426841.319513,29003.750,2170,4,EM,1,100,2023-11-19_21-47-19-671350.csv
1700426841.370850,29054.000,2170,4,EM,1,100,PS
1700426841.422187,29104.250,2202,4,EM,1,100,RS
1700426841.473525,29154.500,2202,4,EM,1,100,RB
1700426841.524862,29204.750,2202,4,EM,1,100,2023-11-19_21-47-19-671350.csv
1700426841.576200,29255.000,2202,4,EM,1,100,PS
1700426841.641585,29319.000,2234,4,EM,1,100,RS
1700426841.706970,29383.000,2234,4,EM,1,100,RB
1700426841.772355,29447.000,2234,4,EM,1,100,2023-11-19_21-47-19-671350.csv
1700426841.837740,29511.000,2234,4,EM,1,100,PS
1700426841.888822,29561.000,2268,4,EM,1,100,RS
1700426841.939904,29611.000,2268,4,EM,1,100,RB
1700426841.990986,29661.000,2268,4,EM,1,100,2023-11-19_21-47-19-671350.csv
1700426842.042068,29711.000,2268,4,EM,1,100,PS
1700426842.093405,29761.250,2300,4,EM,1,100,RS
1700426842.144742,29811.500,2300,4,EM,1,100,RB
1700426842.196080,29861.750,2300,4,EM,1,100,2023-11-19_21-47-19-671350.csv
1700426842.247417,29912.000,2300,4,EM,1,100,PS
1700426842.298755,29962.250,2334,4,EM,1,100,RS
1700426842.350092,30012.500,2334,4,EM,1,100,RB
1700426842.401430,30062.750,2334,4,EM,1,100,2023-11-19_21-47-19-671350.csv
1700426842.452767,30113.000,2334,4,EM,1,100,PS
1700426842.504105,30163.250,2366,4,EM,1,100,RS
1700426842.555442,30213.500,2366,4,EM,1,100,RB
1700426842.606779,30263.750,2366,4,EM,1,100,2023-11-19_21-47-19-671350.csv
1700426842.658117,30314.000,2366,4,EM,1,100,PS
1700426842.709454,30364.250,2398,4,EM,1,100,RS
1700426842.760792,30414.500,2398,4,EM,1,100,RB
1700426842.812129,30464.750,2398,4,EM,1,100,2023-11-19_21-47-19-671350.csv
1700426842.863467,30515.000,2398,4,EM,1,100,PS
1700426842.914804,30565.250,2431,4,EM,1,100,RS
1700426842.966141,30615.500,2431,4,EM,1,100,RB
1700426843.017479,30665.750,2431,4,EM,1,100,2023-11-19_21-47-19-671350.csv
1700426843.068816,30716.000,2431,4,EM,1,100,PS
1700426843.120154,30766.250,2462,4,EM,1,100,RS
1700426843.171491,30816.500,2462,4,EM,1,100,RB
1700426843.222829,30866.750,2462,4,EM,1,100,2023-11-19_21-47-19-671350.csv
1700426843.274166,30917.000,2462,4,EM,1,100,PS
1700426843.325503,30967.250,2495,4,EM,1,100,RS
1700426843.376841,31017.500,2495,4,EM,1,100,RB
