LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AX
1700426840.223548,27931.000,2000,15,AX,1,100,-0.271
1700426840.223548,27931.000,2000,15,AX,1,100,-0.250
1700426840.223548,27931.000,2000,15,AX,1,100,-0.220
1700426840.223548,27931.000,2000,15,AX,1,100,-0.233
1700426840.223548,27931.000,2000,15,AX,1,100,-0.264
1700426840.223548,27931.000,2000,15,AX,1,100,-0.180
1700426840.223548,27931.000,2000,15,AX,1,100,-0.157
1700426840.223548,27931.000,2000,15,AX,1,100,-0.148
1700426840.223548,27931.000,2000,15,AX,1,100,-0.127
1700426840.223548,27931.000,2000,15,AX,1,100,-0.100
1700426840.223548,27931.000,2000,15,AX,1,100,-0.091
1700426840.223548,27931.000,2000,15,AX,1,100,-0.048
1700426840.223548,27931.000,2000,15,AX,1,100,-0.053
1700426840.223548,27931.000,2000,15,AX,1,100,-0.018
1700426840.223548,27931.000,2000,15,AX,1,100,0.017
1700426840.263392,27970.000,2016,3,AX,1,100,0.023
1700426840.303236,28009.000,2016,3,AX,1,100,0.026
1700426840.343080,28048.000,2016,3,AX,1,100,0.055
1700426840.382924,28087.000,2033,2,AX,1,100,0.081
1700426840.422768,28126.000,2033,2,AX,1,100,0.104
1700426840.462612,28165.000,2049,3,AX,1,100,0.122
1700426840.502456,28204.000,2049,3,AX,1,100,0.110
1700426840.542300,28243.000,2049,3,AX,1,100,0.114
1700426840.577376,28277.333,2067,3,AX,1,100,0.156
1700426840.612452,28311.667,2067,3,AX,1,100,0.170
1700426840.647529,28346.000,2067,3,AX,1,100,0.166
1700426840.687372,28385.000,2082,2,AX,1,100,0.160
1700426840.727216,28424.000,2082,2,AX,1,100,0.176
1700426840.767061,28463.000,2097,3,AX,1,100,0.175
1700426840.806905,28502.000,2097,3,AX,1,100,0.160
1700426840.846748,28541.000,2097,3,AX,1,100,0.182
1700426840.886592,28580.000,2113,2,AX,1,100,0.172
1700426840.926436,28619.000,2113,2,AX,1,100,0.169
1700426840.965940,28657.667,2129,3,AX,1,100,0.177
1700426841.005443,28696.333,2129,3,AX,1,100,0.149
1700426841.044947,28735.000,2129,3,AX,1,100,0.175
1700426841.085472,28774.667,2145,3,AX,1,100,0.165
1700426841.125997,28814.333,2145,3,AX,1,100,0.154
1700426841.166522,28854.000,2145,3,AX,1,100,0.171
1700426841.206877,28893.500,2159,2,AX,1,100,0.153
1700426841.247231,28933.000,2159,2,AX,1,100,0.161
1700426841.287076,28972.000,2178,3,AX,1,100,0.162
1700426841.326919,29011.000,2178,3,AX,1,100,0.139
1700426841.366763,29050.000,2178,3,AX,1,100,0.163
1700426841.406607,29089.000,2193,2,AX,1,100,0.159
1700426841.446451,29128.000,2193,2,AX,1,100,0.152
1700426841.486295,29167.000,2209,3,AX,1,100,0.158
1700426841.526139,29206.000,2209,3,AX,1,100,0.154
1700426841.565983,29245.000,2209,3,AX,1,100,0.158
1700426841.605146,29283.333,2224,3,AX,1,100,0.157
1700426841.644309,29321.667,2224,3,AX,1,100,0.150
1700426841.683472,29360.000,2224,3,AX,1,100,0.144
1700426841.724338,29400.000,2243,3,AX,1,100,0.159
1700426841.765203,29440.000,2243,3,AX,1,100,0.138
1700426841.806069,29480.000,2243,3,AX,1,100,0.147
1700426841.845913,29519.000,2259,3,AX,1,100,0.129
1700426841.885757,29558.000,2259,3,AX,1,100,0.149
1700426841.925601,29597.000,2259,3,AX,1,100,0.137
1700426841.965445,29636.000,2276,3,AX,1,100,0.153
1700426842.005289,29675.000,2276,3,AX,1,100,0.144
1700426842.045133,29714.000,2276,3,AX,1,100,0.144
1700426842.084977,29753.000,2291,2,AX,1,100,0.146
1700426842.124820,29792.000,2291,2,AX,1,100,0.125
1700426842.164665,29831.000,2307,3,AX,1,100,0.115
1700426842.204509,29870.000,2307,3,AX,1,100,0.132
1700426842.244353,29909.000,2307,3,AX,1,100,0.123
1700426842.279429,29943.333,2323,3,AX,1,100,0.137
1700426842.314505,29977.667,2323,3,AX,1,100,0.126
1700426842.349581,30012.000,2323,3,AX,1,100,0.132
1700426842.389426,30051.000,2340,2,AX,1,100,0.135
1700426842.429269,30090.000,2340,2,AX,1,100,0.115
1700426842.468432,30128.333,2357,3,AX,1,100,0.120
1700426842.507595,30166.667,2357,3,AX,1,100,0.137
1700426842.546758,30205.000,2357,3,AX,1,100,0.135
1700426842.586602,30244.000,2374,2,AX,1,100,0.101
1700426842.626446,30283.000,2374,2,AX,1,100,0.142
1700426842.666631,30322.333,2389,3,AX,1,100,0.127
1700426842.706815,30361.667,2389,3,AX,1,100,0.128
1700426842.747000,30401.000,2389,3,AX,1,100,0.103
1700426842.787865,30441.000,2404,3,AX,1,100,0.133
1700426842.828731,30481.000,2404,3,AX,1,100,0.113
1700426842.869596,30521.000,2404,3,AX,1,100,0.124
1700426842.909440,30560.000,2422,2,AX,1,100,0.121
1700426842.949284,30599.000,2422,2,AX,1,100,0.130
1700426842.989128,30638.000,2438,3,AX,1,100,0.115
1700426843.028972,30677.000,2438,3,AX,1,100,0.126
1700426843.068816,30716.000,2438,3,AX,1,100,0.108
1700426843.108149,30754.500,2453,2,AX,1,100,0.125
1700426843.147483,30793.000,2453,2,AX,1,100,0.123
1700426843.186986,30831.667,2468,3,AX,1,100,0.116
1700426843.226489,30870.333,2468,3,AX,1,100,0.123
1700426843.265993,30909.000,2468,3,AX,1,100,0.119
1700426843.306177,30948.333,2486,3,AX,1,100,0.110
1700426843.346362,30987.667,2486,3,AX,1,100,0.123
1700426843.386546,31027.000,2486,3,AX,1,100,0.126
1700426843.427412,31067.000,2502,2,AX,1,100,0.129
1700426843.468278,31107.000,2502,2,AX,1,100,0.108
1700426843.508122,31146.000,2517,3,AX,1,100,0.120
1700426843.547966,31185.000,2517,3,AX,1,100,0.117
1700426843.587810,31224.000,2517,3,AX,1,100,0.122
1700426843.627654,31263.000,2534,2,AX,1,100,0.123
1700426843.667497,31302.000,2534,2,AX,1,100,0.151
1700426843.707341,31341.000,2548,3,AX,1,100,0.090
1700426843.747185,31380.000,2548,3,AX,1,100,0.130
1700426843.787030,31419.000,2548,3,AX,1,100,0.104
1700426843.826873,31458.000,2564,3,AX,1,100,0.201
1700426843.866717,31497.000,2564,3,AX,1,100,0.120
1700426843.906561,31536.000,2564,3,AX,1,100,0.089
1700426843.945384,31574.000,2582,2,AX,1,100,0.180
1700426843.984206,31612.000,2582,2,AX,1,100,0.109
1700426844.019964,31647.000,2598,3,AX,1,100,0.090
1700426844.055721,31682.000,2598,3,AX,1,100,0.134
1700426844.091478,31717.000,2598,3,AX,1,100,0.170
1700426844.131322,31756.000,2613,3,AX,1,100,0.119
1700426844.171166,31795.000,2613,3,AX,1,100,0.135
1700426844.211010,31834.000,2613,3,AX,1,100,0.152
1700426844.250854,31873.000,2629,2,AX,1,100,0.093
1700426844.290698,31912.000,2629,2,AX,1,100,0.156
1700426844.330542,31951.000,2646,3,AX,1,100,0.129
1700426844.370386,31990.000,2646,3,AX,1,100,0.130
1700426844.410230,32029.000,2646,3,AX,1,100,0.146
1700426844.450074,32068.000,2662,3,AX,1,100,0.150
1700426844.489918,32107.000,2662,3,AX,1,100,0.134
1700426844.529762,32146.000,2662,3,AX,1,100,0.122
1700426844.568584,32184.000,2680,2,AX,1,100,0.137
1700426844.607407,32222.000,2680,2,AX,1,100,0.124
1700426844.647251,32261.000,2695,3,AX,1,100,0.145
1700426844.687095,32300.000,2695,3,AX,1,100,0.082
1700426844.726938,32339.000,2695,3,AX,1,100,0.137
1700426844.766783,32378.000,2710,2,AX,1,100,0.108
1700426844.806627,32417.000,2710,2,AX,1,100,0.093
1700426844.846471,32456.000,2726,3,AX,1,100,0.119
1700426844.886314,32495.000,2726,3,AX,1,100,0.132
1700426844.926158,32534.000,2726,3,AX,1,100,0.128
1700426844.966002,32573.000,2744,2,AX,1,100,0.098
1700426845.005847,32612.000,2744,2,AX,1,100,0.154
1700426845.046712,32652.000,2760,3,AX,1,100,0.104
1700426845.087578,32692.000,2760,3,AX,1,100,0.111
1700426845.128443,32732.000,2760,3,AX,1,100,0.124
1700426845.168287,32771.000,2776,3,AX,1,100,0.079
1700426845.208131,32810.000,2776,3,AX,1,100,0.147
1700426845.247975,32849.000,2776,3,AX,1,100,0.089
1700426845.287819,32888.000,2793,2,AX,1,100,0.134
1700426845.327663,32927.000,2793,2,AX,1,100,0.142
1700426845.366826,32965.333,2810,3,AX,1,100,0.118
1700426845.405989,33003.667,2810,3,AX,1,100,0.143
1700426845.445152,33042.000,2810,3,AX,1,100,0.109
1700426845.484996,33081.000,2826,2,AX,1,100,0.113
1700426845.524840,33120.000,2826,2,AX,1,100,0.120
1700426845.564684,33159.000,2841,3,AX,1,100,0.119
1700426845.604528,33198.000,2841,3,AX,1,100,0.157
1700426845.644372,33237.000,2841,3,AX,1,100,0.124
1700426845.685237,33277.000,2859,3,AX,1,100,0.102
1700426845.726103,33317.000,2859,3,AX,1,100,0.122
1700426845.766968,33357.000,2859,3,AX,1,100,0.167
1700426845.806813,33396.000,2876,2,AX,1,100,0.114
1700426845.846657,33435.000,2876,2,AX,1,100,0.076
1700426845.882073,33469.667,2893,3,AX,1,100,0.184
1700426845.917490,33504.333,2893,3,AX,1,100,0.091
1700426845.952907,33539.000,2893,3,AX,1,100,0.156
1700426845.992410,33577.667,2908,3,AX,1,100,0.079
1700426846.031914,33616.333,2908,3,AX,1,100,0.122
1700426846.071417,33655.000,2908,3,AX,1,100,0.110
1700426846.112283,33695.000,2923,2,AX,1,100,0.110
1700426846.153149,33735.000,2923,2,AX,1,100,0.061
