LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
1700035294.439596,35480.000,3363,1,TL,1,100,2023-11-15_09-01-29-514579
1700035294.458023,35498.000,3365,1,TL,1,100,2023-11-15_09-01-29-690496
1700035299.708617,40627.000,4188,1,TL,1,100,2023-11-15_09-01-34-589295
1700035299.731139,40649.000,4190,1,TL,1,100,2023-11-15_09-01-34-728159
1700035304.958188,45755.000,5017,1,TL,1,100,2023-11-15_09-01-39-929324
1700035304.976615,45773.000,5019,1,TL,1,100,2023-11-15_09-01-39-929586
1700035305.007326,45803.000,5022,1,TL,1,100,2023-11-15_09-01-44-993826
1700035310.187284,50863.000,5832,1,TL,1,100,2023-11-15_09-01-45-086916
1700035315.418429,55973.000,6643,1,TL,1,100,2023-11-15_09-01-50-689270
1700035315.436855,55991.000,6645,1,TL,1,100,2023-11-15_09-01-50-712715
1700035320.648549,61082.000,7445,1,TL,1,100,2023-11-15_09-01-55-720517
1700035320.665952,61099.000,7447,1,TL,1,100,2023-11-15_09-01-55-720678
1700035325.908357,66220.000,8263,1,TL,1,100,2023-11-15_09-02-01-087074
1700035325.925760,66237.000,8265,1,TL,1,100,2023-11-15_09-02-01-087211
1700035336.408522,76477.000,9906,1,TL,1,100,2023-11-15_09-02-11-326995
1700035336.425925,76494.000,9908,1,TL,1,100,2023-11-15_09-02-11-500251
1700035341.658093,81605.000,10728,1,TL,1,100,2023-11-15_09-02-17-584633
1700035341.677543,81624.000,10730,1,TL,1,100,2023-11-15_09-02-17-955103
1700035346.913806,86739.000,11549,1,TL,1,100,2023-11-15_09-02-23-332573
1700035352.154163,91858.000,12369,1,TL,1,100,2023-11-15_09-02-29-047506
1700035357.391449,96974.000,13176,1,TL,1,100,2023-11-15_09-02-34-475923
1700035357.410900,96993.000,13178,1,TL,1,100,2023-11-15_09-02-34-920235
1700035378.404065,117500.000,16414,1,TL,1,100,2023-11-15_09-02-56-054864
1700035378.424539,117520.000,16416,1,TL,1,100,2023-11-15_09-02-56-054963
1700035388.793669,127649.000,18048,1,TL,1,100,2023-11-15_09-03-01-207464
1700035388.812096,127667.000,18050,1,TL,1,100,2023-11-15_09-03-01-207708
1700035394.022766,132757.000,18861,1,TL,1,100,2023-11-15_09-03-06-389073
1700035399.265171,137878.000,19684,1,TL,1,100,2023-11-15_09-03-16-067881
1700035399.283598,137896.000,19686,1,TL,1,100,2023-11-15_09-03-16-433838
1700035404.518836,143010.000,20514,1,TL,1,100,2023-11-15_09-03-21-519873
1700035409.754075,148124.000,21339,1,TL,1,100,2023-11-15_09-03-26-587253
1700035414.983172,153232.000,22164,1,TL,1,100,2023-11-15_09-03-32-051468
1700035415.001599,153250.000,22166,1,TL,1,100,2023-11-15_09-03-32-051705
1700035420.227624,158355.000,22989,1,TL,1,100,2023-11-15_09-03-37-288863
1700035420.247075,158374.000,22991,1,TL,1,100,2023-11-15_09-03-37-289073
1700035425.483337,163489.000,23817,1,TL,1,100,2023-11-15_09-03-42-839669
1700035430.710387,168595.000,24626,1,TL,1,100,2023-11-15_09-03-47-673237
1700035430.728813,168613.000,24628,1,TL,1,100,2023-11-15_09-03-47-673458
1700035435.963028,173726.000,25451,1,TL,1,100,2023-11-15_09-03-52-952711
1700035435.980431,173743.000,25453,1,TL,1,100,2023-11-15_09-03-52-952858
1700035446.446814,183967.000,27084,1,TL,1,100,2023-11-15_09-03-58-906319
1700035446.456028,183976.000,27085,1,TL,1,100,2023-11-15_09-04-03-880438
1700035451.698432,189097.000,27910,1,TL,1,100,2023-11-15_09-04-08-731861
1700035456.932648,194210.000,28733,1,TL,1,100,2023-11-15_09-04-13-784834
1700035456.951074,194228.000,28735,1,TL,1,100,2023-11-15_09-04-13-785430
1700035462.160721,199317.000,29538,1,TL,1,100,2023-11-15_09-04-19-184475
1700035462.178124,199334.000,29540,1,TL,1,100,2023-11-15_09-04-19-184753
1700035467.539279,204571.000,30347,1,TL,1,100,2023-11-15_09-04-25-065988
1700035477.912504,214704.000,31968,1,TL,1,100,2023-11-15_09-04-35-506610
1700035477.929907,214721.000,31970,1,TL,1,100,2023-11-15_09-04-35-506738
1700035483.128293,219799.000,32744,1,TL,1,100,2023-11-15_09-04-40-376739
1700035488.375816,224925.000,33564,1,TL,1,100,2023-11-15_09-04-45-727037
1700035488.393219,224942.000,33566,1,TL,1,100,2023-11-15_09-04-45-730348
1700035493.622315,230050.000,34391,1,TL,1,100,2023-11-15_09-04-51-147911
1700035504.092793,240278.000,36016,1,TL,1,100,2023-11-15_09-04-56-371812
1700035504.111220,240296.000,36018,1,TL,1,100,2023-11-15_09-04-56-371956
1700035509.361814,245425.000,36827,1,TL,1,100,2023-11-15_09-05-06-193813
1700035519.828197,255649.000,38431,1,TL,1,100,2023-11-15_09-05-17-348623
1700035519.845600,255666.000,38433,1,TL,1,100,2023-11-15_09-05-17-348859
1700035530.338600,265916.000,40072,1,TL,1,100,2023-11-15_09-05-27-619167
1700035530.357026,265934.000,40074,1,TL,1,100,2023-11-15_09-05-27-619282
1700035535.663925,271118.000,40871,1,TL,1,100,2023-11-15_09-05-33-335245
1700035540.812149,276147.000,41689,1,TL,1,100,2023-11-15_09-05-33-335516
1700035551.361452,286452.000,43293,1,TL,1,100,2023-11-15_09-05-48-798163
1700035556.539363,291510.000,44095,1,TL,1,100,2023-11-15_09-05-53-599840
1700035556.557790,291528.000,44097,1,TL,1,100,2023-11-15_09-05-53-840553
1700035561.783815,296633.000,44901,1,TL,1,100,2023-11-15_09-05-59-284639
1700035567.028268,301756.000,45704,1,TL,1,100,2023-11-15_09-06-03-974182
1700035577.521267,312006.000,47291,1,TL,1,100,2023-11-15_09-06-10-081891
1700035593.226984,327348.000,49642,1,TL,1,100,2023-11-15_09-06-25-449911
1700035593.244386,327365.000,49644,1,TL,1,100,2023-11-15_09-06-25-450149
1700035593.262813,327383.000,49646,1,TL,1,100,2023-11-15_09-06-30-956987
1700035598.592233,332589.000,50455,1,TL,1,100,2023-11-15_09-06-36-190034
1700035603.749670,337627.000,51256,1,TL,1,100,2023-11-15_09-06-40-531676
1700035608.969553,342726.000,52046,1,TL,1,100,2023-11-15_09-06-46-041957
1700035608.986957,342743.000,52048,1,TL,1,100,2023-11-15_09-06-46-042093
1700035624.695744,358088.000,54577,1,TL,1,100,2023-11-15_09-07-02-009599
1700035629.979097,363249.000,55421,1,TL,1,100,2023-11-15_09-07-07-324208
1700035629.998548,363268.000,55423,1,TL,1,100,2023-11-15_09-07-07-324360
1700035640.407603,373436.000,57109,1,TL,1,100,2023-11-15_09-07-17-429382
1700035640.426030,373454.000,57111,1,TL,1,100,2023-11-15_09-07-17-429533
1700035656.095917,388761.000,59627,1,TL,1,100,2023-11-15_09-07-28-567192
1700035661.326037,393870.000,60482,1,TL,1,100,2023-11-15_09-07-38-259017
1700035661.345488,393889.000,60484,1,TL,1,100,2023-11-15_09-07-38-259199
1700035666.590964,399013.000,61333,1,TL,1,100,2023-11-15_09-07-44-101361
1700035682.338652,414396.000,63873,1,TL,1,100,2023-11-15_09-07-54-277957
1700035682.356055,414413.000,63875,1,TL,1,100,2023-11-15_09-07-54-353598
1700035682.374482,414431.000,63877,1,TL,1,100,2023-11-15_09-07-59-255812
1700035682.392909,414449.000,63879,1,TL,1,100,2023-11-15_09-07-59-493759
1700035692.795822,424611.000,10,1,TL,1,100,2023-11-15_09-08-09-870561
1700035698.052558,429746.000,799,1,TL,1,100,2023-11-15_09-08-14-885875
1700035708.531226,439982.000,2492,1,TL,1,100,2023-11-15_09-08-25-835933
1700035713.774654,445104.000,3324,1,TL,1,100,2023-11-15_09-08-30-927511
1700035713.793081,445122.000,3326,1,TL,1,100,2023-11-15_09-08-30-927643
1700035719.041628,450249.000,4121,1,TL,1,100,2023-11-15_09-08-34-550583
1700035734.749392,465593.000,6642,1,TL,1,100,2023-11-15_09-08-50-066886
1700035734.766795,465610.000,6644,1,TL,1,100,2023-11-15_09-08-50-072237
1700035739.971323,470694.000,7481,1,TL,1,100,2023-11-15_09-08-55-792953
1700035745.222941,475824.000,8339,1,TL,1,100,2023-11-15_09-09-01-030458
1700035745.241368,475842.000,8341,1,TL,1,100,2023-11-15_09-09-01-030587
1700035750.470464,480950.000,9184,1,TL,1,100,2023-11-15_09-09-07-134103
1700035750.488891,480968.000,9186,1,TL,1,100,2023-11-15_09-09-07-134257
1700035760.958345,491195.000,10870,1,TL,1,100,2023-11-15_09-09-17-666707
1700035760.976772,491213.000,10872,1,TL,1,100,2023-11-15_09-09-17-750932
