LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GZ
1700035289.293420,30453.000,2558,15,GZ,1,100,0.580
1700035289.293420,30453.000,2558,15,GZ,1,100,0.671
1700035289.293420,30453.000,2558,15,GZ,1,100,0.488
1700035289.293420,30453.000,2558,15,GZ,1,100,0.946
1700035289.293420,30453.000,2558,15,GZ,1,100,0.824
1700035289.293420,30453.000,2558,15,GZ,1,100,0.519
1700035289.293420,30453.000,2558,15,GZ,1,100,0.305
1700035289.293420,30453.000,2558,15,GZ,1,100,0.061
1700035289.293420,30453.000,2558,15,GZ,1,100,-0.305
1700035289.293420,30453.000,2558,15,GZ,1,100,-0.397
1700035289.293420,30453.000,2558,15,GZ,1,100,-0.549
1700035289.293420,30453.000,2558,15,GZ,1,100,-0.061
1700035289.293420,30453.000,2558,15,GZ,1,100,0.519
1700035289.293420,30453.000,2558,15,GZ,1,100,0.610
1700035289.293420,30453.000,2558,15,GZ,1,100,0.153
1700035289.332662,30491.333,2575,3,GZ,1,100,-0.153
1700035289.371904,30529.667,2575,3,GZ,1,100,-0.275
1700035289.411146,30568.000,2575,3,GZ,1,100,-0.275
1700035289.446635,30602.667,2592,3,GZ,1,100,-0.183
1700035289.482123,30637.333,2592,3,GZ,1,100,0.244
1700035289.517612,30672.000,2592,3,GZ,1,100,0.519
1700035289.558048,30711.500,2607,2,GZ,1,100,0.305
1700035289.598484,30751.000,2607,2,GZ,1,100,0.366
1700035289.639433,30791.000,2625,3,GZ,1,100,0.275
1700035289.680381,30831.000,2625,3,GZ,1,100,0.580
1700035289.721329,30871.000,2625,3,GZ,1,100,0.763
1700035289.761254,30910.000,2643,2,GZ,1,100,1.068
1700035289.801178,30949.000,2643,2,GZ,1,100,0.854
1700035289.841103,30988.000,2658,3,GZ,1,100,0.732
1700035289.881027,31027.000,2658,3,GZ,1,100,0.427
1700035289.920952,31066.000,2658,3,GZ,1,100,0.122
1700035289.960877,31105.000,2673,3,GZ,1,100,-0.244
1700035290.000801,31144.000,2673,3,GZ,1,100,-0.427
1700035290.040726,31183.000,2673,3,GZ,1,100,-0.366
1700035290.080651,31222.000,2689,2,GZ,1,100,-0.183
1700035290.120575,31261.000,2689,2,GZ,1,100,0.000
1700035290.160158,31299.667,2705,3,GZ,1,100,0.427
1700035290.199742,31338.333,2705,3,GZ,1,100,0.763
1700035290.239325,31377.000,2705,3,GZ,1,100,0.763
1700035290.280273,31417.000,2722,2,GZ,1,100,1.099
1700035290.321222,31457.000,2722,2,GZ,1,100,0.793
1700035290.361146,31496.000,2739,3,GZ,1,100,0.397
1700035290.401071,31535.000,2739,3,GZ,1,100,0.580
1700035290.440995,31574.000,2739,3,GZ,1,100,0.214
1700035290.480920,31613.000,2753,2,GZ,1,100,0.122
1700035290.520845,31652.000,2753,2,GZ,1,100,-0.427
1700035290.560769,31691.000,2769,3,GZ,1,100,-0.641
1700035290.600694,31730.000,2769,3,GZ,1,100,-0.031
1700035290.640618,31769.000,2769,3,GZ,1,100,-0.366
1700035290.680543,31808.000,2785,3,GZ,1,100,-0.183
1700035290.720468,31847.000,2785,3,GZ,1,100,0.092
1700035290.760392,31886.000,2785,3,GZ,1,100,0.366
1700035290.799293,31924.000,2803,2,GZ,1,100,0.427
1700035290.838194,31962.000,2803,2,GZ,1,100,0.488
1700035290.879142,32002.000,2817,3,GZ,1,100,0.214
1700035290.920090,32042.000,2817,3,GZ,1,100,0.427
1700035290.961039,32082.000,2817,3,GZ,1,100,0.305
1700035291.000963,32121.000,2834,2,GZ,1,100,-0.031
1700035291.040888,32160.000,2834,2,GZ,1,100,0.000
1700035291.080812,32199.000,2851,3,GZ,1,100,-0.305
1700035291.120737,32238.000,2851,3,GZ,1,100,0.061
1700035291.160662,32277.000,2851,3,GZ,1,100,0.488
1700035291.196150,32311.667,2867,3,GZ,1,100,0.275
1700035291.231639,32346.333,2867,3,GZ,1,100,0.336
1700035291.267127,32381.000,2867,3,GZ,1,100,0.549
1700035291.308075,32421.000,2884,2,GZ,1,100,0.275
1700035291.349024,32461.000,2884,2,GZ,1,100,0.092
1700035291.389290,32500.333,2900,3,GZ,1,100,-0.183
1700035291.429555,32539.667,2900,3,GZ,1,100,-0.122
1700035291.469821,32579.000,2900,3,GZ,1,100,0.153
1700035291.509746,32618.000,2915,3,GZ,1,100,-0.244
1700035291.549670,32657.000,2915,3,GZ,1,100,-0.153
1700035291.589595,32696.000,2915,3,GZ,1,100,-0.092
1700035291.629008,32734.500,2931,2,GZ,1,100,-0.275
1700035291.668420,32773.000,2931,2,GZ,1,100,-0.061
1700035291.708345,32812.000,2951,3,GZ,1,100,0.641
1700035291.748270,32851.000,2951,3,GZ,1,100,1.312
1700035291.788194,32890.000,2951,3,GZ,1,100,0.916
1700035291.828119,32929.000,2966,2,GZ,1,100,-0.244
1700035291.868043,32968.000,2966,2,GZ,1,100,-0.427
1700035291.908992,33008.000,2981,3,GZ,1,100,0.153
1700035291.949940,33048.000,2981,3,GZ,1,100,0.305
1700035291.990888,33088.000,2981,3,GZ,1,100,0.214
1700035292.030813,33127.000,3000,3,GZ,1,100,0.183
1700035292.070737,33166.000,3000,3,GZ,1,100,0.610
1700035292.110662,33205.000,3000,3,GZ,1,100,0.916
1700035292.150587,33244.000,3015,2,GZ,1,100,0.793
1700035292.190511,33283.000,3015,2,GZ,1,100,0.885
1700035292.229753,33321.333,3031,3,GZ,1,100,0.854
1700035292.268995,33359.667,3031,3,GZ,1,100,1.099
1700035292.308238,33398.000,3031,3,GZ,1,100,0.916
1700035292.348162,33437.000,3046,2,GZ,1,100,0.519
1700035292.388087,33476.000,3046,2,GZ,1,100,0.671
1700035292.428011,33515.000,3062,3,GZ,1,100,0.336
1700035292.467936,33554.000,3062,3,GZ,1,100,0.122
1700035292.507860,33593.000,3062,3,GZ,1,100,0.183
1700035292.548809,33633.000,3077,2,GZ,1,100,0.763
1700035292.589757,33673.000,3077,2,GZ,1,100,0.702
1700035292.630023,33712.333,3094,3,GZ,1,100,0.885
1700035292.670289,33751.667,3094,3,GZ,1,100,0.702
1700035292.710554,33791.000,3094,3,GZ,1,100,0.305
1700035292.750479,33830.000,3110,3,GZ,1,100,-0.092
1700035292.790404,33869.000,3110,3,GZ,1,100,-0.458
1700035292.830328,33908.000,3110,3,GZ,1,100,-0.275
1700035292.870253,33947.000,3128,2,GZ,1,100,-0.336
1700035292.910177,33986.000,3128,2,GZ,1,100,0.061
1700035292.945666,34020.667,3145,3,GZ,1,100,0.061
1700035292.981154,34055.333,3145,3,GZ,1,100,-0.092
1700035293.016643,34090.000,3145,3,GZ,1,100,0.366
1700035293.055885,34128.333,3162,3,GZ,1,100,1.038
1700035293.095127,34166.667,3162,3,GZ,1,100,0.977
1700035293.134369,34205.000,3162,3,GZ,1,100,0.427
1700035293.174294,34244.000,3177,2,GZ,1,100,0.671
1700035293.214218,34283.000,3177,2,GZ,1,100,1.129
1700035293.254143,34322.000,3194,3,GZ,1,100,0.702
1700035293.294068,34361.000,3194,3,GZ,1,100,0.610
1700035293.333992,34400.000,3194,3,GZ,1,100,0.732
1700035293.373917,34439.000,3210,3,GZ,1,100,0.977
1700035293.413841,34478.000,3210,3,GZ,1,100,-0.153
1700035293.453766,34517.000,3210,3,GZ,1,100,-0.122
1700035293.493690,34556.000,3226,2,GZ,1,100,-0.275
1700035293.533615,34595.000,3226,2,GZ,1,100,-1.434
1700035293.573540,34634.000,3243,3,GZ,1,100,-1.038
1700035293.613464,34673.000,3243,3,GZ,1,100,-1.068
1700035293.653389,34712.000,3243,3,GZ,1,100,-0.885
1700035293.692290,34750.000,3259,2,GZ,1,100,-0.397
1700035293.731190,34788.000,3259,2,GZ,1,100,-0.732
1700035293.771115,34827.000,3276,3,GZ,1,100,-0.793
1700035293.811040,34866.000,3276,3,GZ,1,100,-0.519
1700035293.850964,34905.000,3276,3,GZ,1,100,-1.648
1700035293.890889,34944.000,3292,3,GZ,1,100,-1.373
1700035293.930814,34983.000,3292,3,GZ,1,100,-2.106
1700035293.970738,35022.000,3292,3,GZ,1,100,-2.472
1700035294.010663,35061.000,3308,2,GZ,1,100,-1.984
1700035294.050587,35100.000,3308,2,GZ,1,100,-2.014
1700035294.090512,35139.000,3328,3,GZ,1,100,-1.831
1700035294.130436,35178.000,3328,3,GZ,1,100,-1.465
1700035294.170361,35217.000,3328,3,GZ,1,100,-0.031
1700035294.210797,35256.500,3342,2,GZ,1,100,-0.031
1700035294.251234,35296.000,3342,2,GZ,1,100,0.458
1700035294.291500,35335.333,3359,3,GZ,1,100,1.099
1700035294.331765,35374.667,3359,3,GZ,1,100,0.092
1700035294.372031,35414.000,3359,3,GZ,1,100,-0.183
1700035294.411956,35453.000,3380,4,GZ,1,100,0.061
1700035294.451880,35492.000,3380,4,GZ,1,100,-0.458
1700035294.491805,35531.000,3380,4,GZ,1,100,-0.275
1700035294.531730,35570.000,3380,4,GZ,1,100,0.427
1700035294.570972,35608.333,3395,3,GZ,1,100,0.549
1700035294.610214,35646.667,3395,3,GZ,1,100,0.549
1700035294.649456,35685.000,3395,3,GZ,1,100,0.610
1700035294.684603,35719.333,3414,3,GZ,1,100,0.824
1700035294.719750,35753.667,3414,3,GZ,1,100,0.458
1700035294.754898,35788.000,3414,3,GZ,1,100,-0.031
1700035294.794822,35827.000,3431,3,GZ,1,100,0.183
1700035294.834747,35866.000,3431,3,GZ,1,100,-0.061
1700035294.874671,35905.000,3431,3,GZ,1,100,0.092
1700035294.914596,35944.000,3447,2,GZ,1,100,0.519
1700035294.954521,35983.000,3447,2,GZ,1,100,0.336
1700035294.994445,36022.000,3462,3,GZ,1,100,0.061
1700035295.034370,36061.000,3462,3,GZ,1,100,0.549
1700035295.074294,36100.000,3462,3,GZ,1,100,0.488
1700035295.113707,36138.500,3480,2,GZ,1,100,0.458
1700035295.153120,36177.000,3480,2,GZ,1,100,0.519
1700035295.193386,36216.333,3495,3,GZ,1,100,0.397
1700035295.233652,36255.667,3495,3,GZ,1,100,0.305
1700035295.273917,36295.000,3495,3,GZ,1,100,0.305
1700035295.314183,36334.333,3512,3,GZ,1,100,0.336
1700035295.354449,36373.667,3512,3,GZ,1,100,0.641
1700035295.394715,36413.000,3512,3,GZ,1,100,0.885
1700035295.434639,36452.000,3528,2,GZ,1,100,0.702
1700035295.474564,36491.000,3528,2,GZ,1,100,1.099
1700035295.514488,36530.000,3544,3,GZ,1,100,1.404
1700035295.554413,36569.000,3544,3,GZ,1,100,1.007
1700035295.594338,36608.000,3544,3,GZ,1,100,0.977
1700035295.634262,36647.000,3559,2,GZ,1,100,1.160
1700035295.674187,36686.000,3559,2,GZ,1,100,1.251
1700035295.714112,36725.000,3578,3,GZ,1,100,1.160
1700035295.754036,36764.000,3578,3,GZ,1,100,0.427
1700035295.793961,36803.000,3578,3,GZ,1,100,-0.153
1700035295.833885,36842.000,3597,3,GZ,1,100,-0.214
1700035295.873810,36881.000,3597,3,GZ,1,100,0.153
1700035295.913734,36920.000,3597,3,GZ,1,100,-0.122
1700035295.953147,36958.500,3612,2,GZ,1,100,0.031
1700035295.992560,36997.000,3612,2,GZ,1,100,0.885
1700035296.032143,37035.667,3628,3,GZ,1,100,0.854
1700035296.071727,37074.333,3628,3,GZ,1,100,0.977
1700035296.111310,37113.000,3628,3,GZ,1,100,1.099
1700035296.151234,37152.000,3644,2,GZ,1,100,0.519
1700035296.191159,37191.000,3644,2,GZ,1,100,-0.092
1700035296.231084,37230.000,3661,3,GZ,1,100,-0.153
1700035296.271008,37269.000,3661,3,GZ,1,100,-0.214
1700035296.310933,37308.000,3661,3,GZ,1,100,-0.244
1700035296.350857,37347.000,3677,3,GZ,1,100,0.031
1700035296.390782,37386.000,3677,3,GZ,1,100,-0.061
1700035296.430707,37425.000,3677,3,GZ,1,100,-0.061
1700035296.465854,37459.333,3692,3,GZ,1,100,-0.275
1700035296.501001,37493.667,3692,3,GZ,1,100,-0.336
1700035296.536148,37528.000,3692,3,GZ,1,100,-0.702
1700035296.576073,37567.000,3710,2,GZ,1,100,-1.190
1700035296.615998,37606.000,3710,2,GZ,1,100,-1.373
1700035296.655581,37644.667,3726,3,GZ,1,100,-1.526
1700035296.695164,37683.333,3726,3,GZ,1,100,-1.343
1700035296.734748,37722.000,3726,3,GZ,1,100,-0.580
1700035296.774672,37761.000,3746,2,GZ,1,100,-0.305
1700035296.814597,37800.000,3746,2,GZ,1,100,0.488
1700035296.855204,37839.667,3762,3,GZ,1,100,1.160
1700035296.895811,37879.333,3762,3,GZ,1,100,1.404
1700035296.936418,37919.000,3762,3,GZ,1,100,1.587
1700035296.976854,37958.500,3779,2,GZ,1,100,1.770
1700035297.017291,37998.000,3779,2,GZ,1,100,1.770
1700035297.057215,38037.000,3794,3,GZ,1,100,0.885
1700035297.097140,38076.000,3794,3,GZ,1,100,-0.092
1700035297.137064,38115.000,3794,3,GZ,1,100,-0.488
1700035297.176989,38154.000,3810,3,GZ,1,100,-0.977
1700035297.216914,38193.000,3810,3,GZ,1,100,-1.007
1700035297.256838,38232.000,3810,3,GZ,1,100,-1.038
1700035297.296763,38271.000,3826,2,GZ,1,100,-0.702
1700035297.336688,38310.000,3826,2,GZ,1,100,-0.122
1700035297.376271,38348.667,3843,3,GZ,1,100,-0.061
1700035297.415854,38387.333,3843,3,GZ,1,100,0.214
