LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1700035289.384530,30542.000,2563,1,SF,1,100,17.1824
1700035289.721329,30871.000,2613,1,SF,1,100,21.1482
1700035290.120575,31261.000,2677,1,SF,1,100,20.9035
1700035290.454304,31587.000,2727,1,SF,1,100,22.7440
1700035290.720468,31847.000,2773,1,SF,1,100,22.4809
1700035291.054196,32173.000,2822,1,SF,1,100,22.2208
1700035291.456513,32566.000,2889,1,SF,1,100,24.0460
1700035291.788194,32890.000,2937,1,SF,1,100,23.7678
1700035292.057429,33153.000,2988,1,SF,1,100,25.5751
1700035292.388087,33476.000,3035,1,SF,1,100,25.2793
1700035292.723863,33804.000,3082,1,SF,1,100,24.9869
1700035293.121061,34192.000,3150,1,SF,1,100,26.7801
1700035293.453766,34517.000,3198,1,SF,1,100,28.5525
1700035293.717882,34775.000,3248,1,SF,1,100,30.3045
1700035294.050587,35100.000,3296,1,SF,1,100,29.9539
1700035294.385339,35427.000,3347,1,SF,1,100,31.6897
1700035294.715997,35750.000,3402,1,SF,1,100,33.4053
1700035295.046654,36073.000,3451,1,SF,1,100,33.0189
1700035295.381407,36400.000,3500,1,SF,1,100,34.7192
1700035295.779629,36789.000,3566,1,SF,1,100,36.3998
1700035296.111310,37113.000,3616,1,SF,1,100,38.0610
1700035296.377474,37373.000,3666,1,SF,1,100,39.7029
1700035296.707108,37695.000,3714,1,SF,1,100,41.3259
1700035297.043907,38024.000,3767,1,SF,1,100,42.9301
1700035297.442129,38413.000,3831,1,SF,1,100,44.5157
1700035297.776882,38740.000,3878,1,SF,1,100,44.0008
1700035298.043046,39000.000,3929,1,SF,1,100,45.5740
1700035298.374727,39324.000,3978,1,SF,1,100,47.1291
1700035298.708455,39650.000,4029,1,SF,1,100,48.6661
1700035299.104630,40037.000,4093,1,SF,1,100,48.1031
1700035299.441430,40366.000,4139,1,SF,1,100,47.5467
1700035299.840675,40756.000,4194,1,SF,1,100,49.0789
1700035300.041322,40952.000,4230,1,SF,1,100,50.5934
1700035300.439544,41341.000,4296,1,SF,1,100,52.0904
1700035300.771225,41665.000,4346,1,SF,1,100,53.5701
1700035301.036366,41924.000,4396,1,SF,1,100,55.0326
1700035301.369070,42249.000,4444,1,SF,1,100,56.4783
1700035301.699728,42572.000,4493,1,SF,1,100,57.9072
1700035302.101021,42964.000,4559,1,SF,1,100,59.3195
