LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SA
1700035289.185930,30348,2579,1,SA,1,100,0.000072
1700035289.517612,30672,2611,1,SA,1,100,0.000014
1700035290.120575,31261,2709,1,SA,1,100,0.000031
1700035291.054196,32173,2871,1,SA,1,100,0.000039
1700035291.522030,32630,2938,1,SA,1,100,0.000031
1700035292.388087,33476,3115,1,SA,1,100,0.000087
1700035293.121061,34192,3182,1,SA,1,100,0.000012
1700035293.320684,34387,3230,1,SA,1,100,0.000049
1700035293.783400,34839,3315,1,SA,1,100,0.000041
1700035294.317775,35361,3400,1,SA,1,100,0.000064
1700035294.780490,35813,3467,1,SA,1,100,0.000053
1700035295.178713,36202,3516,1,SA,1,100,0.000041
1700035295.646547,36659,3584,1,SA,1,100,0.000032
1700035296.177851,37178,3648,1,SA,1,100,0.000007
1700035296.377474,37373,3697,1,SA,1,100,0.000028
1700035296.639543,37629,3750,1,SA,1,100,0.000035
1700035297.110448,38089,3814,1,SA,1,100,0.000030
1700035297.643800,38610,3897,1,SA,1,100,0.000032
1700035297.908940,38869,3961,1,SA,1,100,0.000049
1700035298.307162,39258,3996,1,SA,1,100,0.000013
1700035298.640891,39584,4140,1,SA,1,100,0.000146
1700035299.639005,40559,4228,1,SA,1,100,0.000066
1700035300.041322,40952,4261,1,SA,1,100,0.000030
1700035300.439544,41341,4328,1,SA,1,100,0.000006
1700035300.638143,41535,4347,1,SA,1,100,0.000015
1700035300.970848,41860,4411,1,SA,1,100,0.000013
1700035301.169447,42054,4491,1,SA,1,100,0.000079
1700035301.699728,42572,4527,1,SA,1,100,0.000021
1700035301.899351,42767,4591,1,SA,1,100,0.000071
1700035302.430655,43286,4641,1,SA,1,100,0.000007
1700035302.766431,43614,4755,1,SA,1,100,0.000141
1700035303.633511,44461,4824,1,SA,1,100,0.000026
1700035303.833134,44656,4967,1,SA,1,100,0.000221
1700035305.231518,46022,5088,1,SA,1,100,0.000036
1700035306.026938,46799,5219,1,SA,1,100,0.000025
1700035306.424137,47187,5267,1,SA,1,100,0.000012
1700035306.891971,47644,5350,1,SA,1,100,0.000025
1700035307.223652,47968,5415,1,SA,1,100,0.000023
1700035307.489816,48228,5639,1,SA,1,100,0.000902
1700035310.016325,50696,5835,1,SA,1,100,0.000036
1700035310.283513,50957,5997,1,SA,1,100,0.000343
1700035312.673869,53292,6272,1,SA,1,100,0.000082
1700035313.603396,54200,6418,1,SA,1,100,0.000101
1700035314.005713,54593,6594,1,SA,1,100,0.000411
1700035315.940519,56483,6747,1,SA,1,100,0.000029
1700035316.140142,56678,6795,1,SA,1,100,0.000022
1700035316.806576,57329,6892,1,SA,1,100,0.000031
1700035317.338903,57849,6973,1,SA,1,100,0.000017
1700035317.606091,58110,7087,1,SA,1,100,0.000188
1700035318.538688,59021,7153,1,SA,1,100,0.000012
1700035319.005499,59477,7234,1,SA,1,100,0.000045
1700035319.474357,59935,7318,1,SA,1,100,0.000050
1700035320.336318,60777,7471,1,SA,1,100,0.000104
1700035320.935187,61362,7551,1,SA,1,100,0.000207
1700035321.399950,61816,7585,1,SA,1,100,0.000026
1700035322.270101,62666,7809,1,SA,1,100,0.000193
1700035323.466815,63835,7904,1,SA,1,100,0.000044
1700035323.734003,64096,7988,1,SA,1,100,0.000096
1700035324.267354,64617,8133,1,SA,1,100,0.000383
1700035325.396503,65720,8212,1,SA,1,100,0.000066
1700035325.927807,66239,8287,1,SA,1,100,0.000073
1700035326.196018,66501,8319,1,SA,1,100,0.000044
1700035326.531795,66829,8402,1,SA,1,100,0.000077
1700035326.865523,67155,8437,1,SA,1,100,0.000056
1700035327.065146,67350,8502,1,SA,1,100,0.000117
1700035327.462344,67738,8535,1,SA,1,100,0.000009
1700035328.194295,68453,8666,1,SA,1,100,0.000072
1700035329.257927,69492,8908,1,SA,1,100,0.000333
1700035330.597960,70801,9089,1,SA,1,100,0.000293
1700035332.124307,72292,9265,1,SA,1,100,0.000036
1700035332.725223,72879,9347,1,SA,1,100,0.000019
1700035333.058952,73205,9413,1,SA,1,100,0.000054
1700035333.328187,73468,9446,1,SA,1,100,0.000026
1700035333.658844,73791,9499,1,SA,1,100,0.000007
1700035333.861538,73989,9531,1,SA,1,100,0.000039
1700035334.060138,74183,9565,1,SA,1,100,0.000031
1700035334.259761,74378,9650,1,SA,1,100,0.000195
1700035335.723662,75808,9858,1,SA,1,100,0.000128
1700035336.324578,76395,9912,1,SA,1,100,0.000029
1700035336.853835,76912,9996,1,SA,1,100,0.000034
1700035337.123070,77175,10060,1,SA,1,100,0.000072
1700035337.721938,77760,10206,1,SA,1,100,0.000269
1700035338.719029,78734,10352,1,SA,1,100,0.000225
1700035339.982284,79968,10499,1,SA,1,100,0.000057
1700035340.449095,80424,10599,1,SA,1,100,0.000180
1700035340.912834,80877,10647,1,SA,1,100,0.000074
1700035341.582339,81531,10768,1,SA,1,100,0.000077
1700035342.379807,82310,10914,1,SA,1,100,0.000243
1700035343.244839,83155,11061,1,SA,1,100,0.000254
1700035344.308471,84194,11207,1,SA,1,100,0.000193
1700035345.110034,84977,11353,1,SA,1,100,0.000333
1700035346.109172,85953,11497,1,SA,1,100,0.000172
1700035346.970110,86794,11585,1,SA,1,100,0.000133
1700035347.237297,87055,11634,1,SA,1,100,0.000228
1700035347.838213,87642,11781,1,SA,1,100,0.000324
1700035348.769787,88552,11927,1,SA,1,100,0.000286
1700035349.702384,89463,12011,1,SA,1,100,0.000028
1700035349.968548,89723,12090,1,SA,1,100,0.000210
1700035350.566393,90307,12221,1,SA,1,100,0.000308
1700035351.563484,91281,12320,1,SA,1,100,0.000213
1700035351.961706,91670,12373,1,SA,1,100,0.000080
1700035352.491987,92188,12488,1,SA,1,100,0.000268
1700035353.422537,93097,12604,1,SA,1,100,0.000201
1700035353.755241,93422,12651,1,SA,1,100,0.000089
1700035354.285522,93940,12800,1,SA,1,100,0.000281
1700035355.221190,94854,12896,1,SA,1,100,0.000106
1700035356.152764,95764,13028,1,SA,1,100,0.000159
1700035356.483421,96087,13079,1,SA,1,100,0.000159
1700035357.148831,96737,13182,1,SA,1,100,0.000141
1700035357.485631,97066,13218,1,SA,1,100,0.000070
1700035358.015911,97584,13331,1,SA,1,100,0.000293
1700035358.478627,98036,13366,1,SA,1,100,0.000042
1700035359.008907,98554,13512,1,SA,1,100,0.000365
1700035359.942528,99466,13610,1,SA,1,100,0.000141
1700035360.275233,99791,13658,1,SA,1,100,0.000166
1700035360.871031,100373,13758,1,SA,1,100,0.000103
1700035361.140265,100636,13807,1,SA,1,100,0.000177
1700035361.805675,101286,13953,1,SA,1,100,0.000366
1700035362.735201,102194,14071,1,SA,1,100,0.000155
1700035363.202012,102650,14119,1,SA,1,100,0.000101
1700035363.532669,102973,14172,1,SA,1,100,0.000113
1700035364.132562,103559,14334,1,SA,1,100,0.000212
1700035365.126581,104530,14414,1,SA,1,100,0.000062
1700035366.121625,105502,14612,1,SA,1,100,0.000282
1700035366.853576,106217,14691,1,SA,1,100,0.000228
1700035367.452444,106802,14775,1,SA,1,100,0.000078
1700035367.982725,107320,14905,1,SA,1,100,0.000222
1700035368.984934,108299,14988,1,SA,1,100,0.000029
1700035369.184557,108494,15054,1,SA,1,100,0.000141
1700035369.850991,109145,15200,1,SA,1,100,0.000231
1700035370.709881,109984,15347,1,SA,1,100,0.000216
1700035371.576961,110831,15415,1,SA,1,100,0.000079
1700035371.976207,111221,15480,1,SA,1,100,0.000178
1700035372.506487,111739,15531,1,SA,1,100,0.000062
1700035373.170873,112388,15679,1,SA,1,100,0.000218
1700035374.035906,113233,15775,1,SA,1,100,0.000058
1700035374.502716,113689,15841,1,SA,1,100,0.000054
1700035374.769904,113950,15891,1,SA,1,100,0.000070
1700035375.035044,114209,15939,1,SA,1,100,0.000120
1700035375.363654,114530,15971,1,SA,1,100,0.000189
1700035375.766995,114924,16071,1,SA,1,100,0.000215
1700035376.233805,115380,16120,1,SA,1,100,0.000216
1700035376.960637,116090,16266,1,SA,1,100,0.000264
1700035377.758105,116869,16380,1,SA,1,100,0.000154
1700035378.954819,118038,16563,1,SA,1,100,0.000103
1700035379.684722,118751,16710,1,SA,1,100,0.000343
1700035380.749378,119791,16855,1,SA,1,100,0.000203
1700035381.615434,120637,16971,1,SA,1,100,0.000216
1700035382.014680,121027,17004,1,SA,1,100,0.000014
1700035382.479443,121481,17120,1,SA,1,100,0.000097
1700035383.413064,122393,17267,1,SA,1,100,0.000172
1700035384.476696,123432,17444,1,SA,1,100,0.000345
1700035385.469692,124402,17591,1,SA,1,100,0.000250
1700035386.272279,125186,17706,1,SA,1,100,0.000173
1700035386.670501,125575,17738,1,SA,1,100,0.000069
1700035387.202828,126095,17853,1,SA,1,100,0.000327
1700035387.667592,126549,17887,1,SA,1,100,0.000071
1700035388.269531,127137,18054,1,SA,1,100,0.000210
1700035389.265599,128110,18201,1,SA,1,100,0.000247
1700035390.131655,128956,18298,1,SA,1,100,0.000082
1700035390.461288,129278,18334,1,SA,1,100,0.000044
1700035391.060157,129863,18447,1,SA,1,100,0.000170
1700035391.458380,130252,18498,1,SA,1,100,0.000129
1700035391.988660,130770,18595,1,SA,1,100,0.000102
1700035392.320341,131094,18647,1,SA,1,100,0.000195
1700035392.919210,131679,18743,1,SA,1,100,0.000106
1700035393.251915,132004,18794,1,SA,1,100,0.000253
1700035393.849760,132588,18896,1,SA,1,100,0.000138
1700035394.313499,133041,18947,1,SA,1,100,0.000226
1700035394.915439,133629,19029,1,SA,1,100,0.000067
1700035395.315708,134020,19095,1,SA,1,100,0.000099
1700035395.849060,134541,19193,1,SA,1,100,0.000073
1700035396.181765,134866,19241,1,SA,1,100,0.000116
