LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1700035289.185930,30348,2580,1,SR,1,100,0.200000
1700035289.517612,30672,2612,1,SR,1,100,0.066667
1700035290.120575,31261,2710,1,SR,1,100,0.133333
1700035291.054196,32173,2872,1,SR,1,100,0.200000
1700035291.522030,32630,2939,1,SR,1,100,0.200000
1700035292.388087,33476,3116,1,SR,1,100,0.466667
1700035293.121061,34192,3183,1,SR,1,100,0.066667
1700035293.320684,34387,3231,1,SR,1,100,0.200000
1700035293.783400,34839,3316,1,SR,1,100,0.266667
1700035294.317775,35361,3401,1,SR,1,100,0.333333
1700035294.780490,35813,3468,1,SR,1,100,0.266667
1700035295.178713,36202,3517,1,SR,1,100,0.200000
1700035295.646547,36659,3585,1,SR,1,100,0.133333
1700035296.177851,37178,3649,1,SR,1,100,0.066667
1700035296.377474,37373,3698,1,SR,1,100,0.133333
1700035296.639543,37629,3751,1,SR,1,100,0.200000
1700035297.110448,38089,3815,1,SR,1,100,0.133333
1700035297.643800,38610,3898,1,SR,1,100,0.133333
1700035297.908940,38869,3962,1,SR,1,100,0.266667
1700035298.307162,39258,3997,1,SR,1,100,0.066667
1700035298.640891,39584,4141,1,SR,1,100,0.733333
1700035299.639005,40559,4229,1,SR,1,100,0.266667
1700035300.041322,40952,4262,1,SR,1,100,0.133333
1700035300.439544,41341,4329,1,SR,1,100,0.066667
1700035300.638143,41535,4348,1,SR,1,100,0.066667
1700035300.970848,41860,4412,1,SR,1,100,0.066667
1700035301.169447,42054,4492,1,SR,1,100,0.400000
1700035301.699728,42572,4528,1,SR,1,100,0.066667
1700035301.899351,42767,4592,1,SR,1,100,0.266667
1700035302.430655,43286,4642,1,SR,1,100,0.066667
1700035302.766431,43614,4756,1,SR,1,100,0.466667
1700035303.633511,44461,4825,1,SR,1,100,0.066667
1700035303.833134,44656,4968,1,SR,1,100,0.733333
1700035305.231518,46022,5089,1,SR,1,100,0.133333
1700035306.026938,46799,5220,1,SR,1,100,0.133333
1700035306.424137,47187,5268,1,SR,1,100,0.066667
1700035306.891971,47644,5351,1,SR,1,100,0.066667
1700035307.223652,47968,5416,1,SR,1,100,0.133333
1700035307.489816,48228,5640,1,SR,1,100,1.333333
1700035310.016325,50696,5836,1,SR,1,100,0.133333
1700035310.283513,50957,5998,1,SR,1,100,0.933333
1700035312.673869,53292,6273,1,SR,1,100,0.266667
1700035313.603396,54200,6419,1,SR,1,100,0.266667
1700035314.005713,54593,6595,1,SR,1,100,1.000000
1700035315.940519,56483,6748,1,SR,1,100,0.066667
1700035316.140142,56678,6796,1,SR,1,100,0.266667
1700035316.806576,57329,6893,1,SR,1,100,0.133333
1700035317.338903,57849,6974,1,SR,1,100,0.133333
1700035317.606091,58110,7088,1,SR,1,100,0.666667
1700035318.538688,59021,7154,1,SR,1,100,0.066667
1700035319.005499,59477,7235,1,SR,1,100,0.200000
1700035319.474357,59935,7319,1,SR,1,100,0.200000
1700035320.336318,60777,7472,1,SR,1,100,0.466667
1700035320.935187,61362,7552,1,SR,1,100,0.333333
1700035321.399950,61816,7586,1,SR,1,100,0.066667
1700035322.270101,62666,7810,1,SR,1,100,0.666667
1700035323.466815,63835,7905,1,SR,1,100,0.133333
1700035323.734003,64096,7989,1,SR,1,100,0.400000
1700035324.267354,64617,8134,1,SR,1,100,0.733333
1700035325.396503,65720,8213,1,SR,1,100,0.133333
1700035325.927807,66239,8288,1,SR,1,100,0.133333
1700035326.196018,66501,8320,1,SR,1,100,0.066667
1700035326.531795,66829,8403,1,SR,1,100,0.200000
1700035326.865523,67155,8438,1,SR,1,100,0.066667
1700035327.065146,67350,8503,1,SR,1,100,0.266667
1700035327.462344,67738,8536,1,SR,1,100,0.066667
1700035328.194295,68453,8667,1,SR,1,100,0.200000
1700035329.257927,69492,8909,1,SR,1,100,0.666667
1700035330.597960,70801,9090,1,SR,1,100,0.600000
1700035332.124307,72292,9266,1,SR,1,100,0.200000
1700035332.725223,72879,9348,1,SR,1,100,0.066667
1700035333.058952,73205,9414,1,SR,1,100,0.133333
1700035333.328187,73468,9447,1,SR,1,100,0.066667
1700035333.658844,73791,9500,1,SR,1,100,0.066667
1700035333.861538,73989,9532,1,SR,1,100,0.066667
1700035334.060138,74183,9566,1,SR,1,100,0.066667
1700035334.259761,74378,9651,1,SR,1,100,0.400000
1700035335.723662,75808,9859,1,SR,1,100,0.333333
1700035336.324578,76395,9913,1,SR,1,100,0.066667
1700035336.853835,76912,9997,1,SR,1,100,0.133333
1700035337.123070,77175,10061,1,SR,1,100,0.200000
1700035337.721938,77760,10207,1,SR,1,100,0.533333
1700035338.719029,78734,10353,1,SR,1,100,0.466667
1700035339.982284,79968,10500,1,SR,1,100,0.200000
1700035340.449095,80424,10600,1,SR,1,100,0.333333
1700035340.912834,80877,10648,1,SR,1,100,0.133333
1700035341.582339,81531,10769,1,SR,1,100,0.266667
1700035342.379807,82310,10915,1,SR,1,100,0.466667
1700035343.244839,83155,11062,1,SR,1,100,0.466667
1700035344.308471,84194,11208,1,SR,1,100,0.400000
1700035345.110034,84977,11354,1,SR,1,100,0.466667
1700035346.109172,85953,11498,1,SR,1,100,0.466667
1700035346.970110,86794,11586,1,SR,1,100,0.133333
1700035347.237297,87055,11635,1,SR,1,100,0.200000
1700035347.838213,87642,11782,1,SR,1,100,0.533333
1700035348.769787,88552,11928,1,SR,1,100,0.533333
1700035349.702384,89463,12012,1,SR,1,100,0.133333
1700035349.968548,89723,12091,1,SR,1,100,0.333333
1700035350.566393,90307,12222,1,SR,1,100,0.600000
1700035351.563484,91281,12321,1,SR,1,100,0.266667
1700035351.961706,91670,12374,1,SR,1,100,0.133333
1700035352.491987,92188,12489,1,SR,1,100,0.400000
1700035353.422537,93097,12605,1,SR,1,100,0.200000
1700035353.755241,93422,12652,1,SR,1,100,0.133333
1700035354.285522,93940,12801,1,SR,1,100,0.533333
1700035355.221190,94854,12897,1,SR,1,100,0.200000
1700035356.152764,95764,13029,1,SR,1,100,0.200000
1700035356.483421,96087,13080,1,SR,1,100,0.200000
1700035357.148831,96737,13183,1,SR,1,100,0.200000
1700035357.485631,97066,13219,1,SR,1,100,0.133333
1700035358.015911,97584,13332,1,SR,1,100,0.333333
1700035358.478627,98036,13367,1,SR,1,100,0.133333
1700035359.008907,98554,13513,1,SR,1,100,0.533333
1700035359.942528,99466,13611,1,SR,1,100,0.200000
1700035360.275233,99791,13659,1,SR,1,100,0.200000
1700035360.871031,100373,13759,1,SR,1,100,0.133333
1700035361.140265,100636,13808,1,SR,1,100,0.266667
1700035361.805675,101286,13954,1,SR,1,100,0.533333
1700035362.735201,102194,14072,1,SR,1,100,0.333333
1700035363.202012,102650,14120,1,SR,1,100,0.200000
1700035363.532669,102973,14173,1,SR,1,100,0.200000
1700035364.132562,103559,14335,1,SR,1,100,0.600000
1700035365.126581,104530,14415,1,SR,1,100,0.200000
1700035366.121625,105502,14613,1,SR,1,100,0.466667
1700035366.853576,106217,14692,1,SR,1,100,0.200000
1700035367.452444,106802,14776,1,SR,1,100,0.133333
1700035367.982725,107320,14906,1,SR,1,100,0.466667
1700035368.984934,108299,14989,1,SR,1,100,0.066667
1700035369.184557,108494,15055,1,SR,1,100,0.266667
1700035369.850991,109145,15201,1,SR,1,100,0.466667
1700035370.709881,109984,15348,1,SR,1,100,0.600000
1700035371.576961,110831,15416,1,SR,1,100,0.133333
1700035371.976207,111221,15481,1,SR,1,100,0.266667
1700035372.506487,111739,15532,1,SR,1,100,0.066667
1700035373.170873,112388,15680,1,SR,1,100,0.466667
1700035374.035906,113233,15776,1,SR,1,100,0.200000
1700035374.502716,113689,15842,1,SR,1,100,0.133333
1700035374.769904,113950,15892,1,SR,1,100,0.133333
1700035375.035044,114209,15940,1,SR,1,100,0.200000
1700035375.363654,114530,15972,1,SR,1,100,0.133333
1700035375.766995,114924,16072,1,SR,1,100,0.333333
1700035376.233805,115380,16121,1,SR,1,100,0.200000
1700035376.960637,116090,16267,1,SR,1,100,0.400000
1700035377.758105,116869,16381,1,SR,1,100,0.266667
1700035378.954819,118038,16564,1,SR,1,100,0.333333
1700035379.684722,118751,16711,1,SR,1,100,0.533333
1700035380.749378,119791,16856,1,SR,1,100,0.333333
1700035381.615434,120637,16972,1,SR,1,100,0.266667
1700035382.014680,121027,17005,1,SR,1,100,0.066667
1700035382.479443,121481,17121,1,SR,1,100,0.266667
1700035383.413064,122393,17268,1,SR,1,100,0.333333
1700035384.476696,123432,17445,1,SR,1,100,0.466667
1700035385.469692,124402,17592,1,SR,1,100,0.400000
1700035386.272279,125186,17707,1,SR,1,100,0.266667
1700035386.670501,125575,17739,1,SR,1,100,0.133333
1700035387.202828,126095,17854,1,SR,1,100,0.333333
1700035387.667592,126549,17888,1,SR,1,100,0.066667
1700035388.269531,127137,18055,1,SR,1,100,0.466667
1700035389.265599,128110,18202,1,SR,1,100,0.466667
1700035390.131655,128956,18299,1,SR,1,100,0.200000
1700035390.461288,129278,18335,1,SR,1,100,0.066667
1700035391.060157,129863,18448,1,SR,1,100,0.266667
1700035391.458380,130252,18499,1,SR,1,100,0.133333
1700035391.988660,130770,18596,1,SR,1,100,0.200000
1700035392.320341,131094,18648,1,SR,1,100,0.200000
1700035392.919210,131679,18744,1,SR,1,100,0.200000
1700035393.251915,132004,18795,1,SR,1,100,0.200000
1700035393.849760,132588,18897,1,SR,1,100,0.333333
1700035394.313499,133041,18948,1,SR,1,100,0.200000
1700035394.915439,133629,19030,1,SR,1,100,0.133333
1700035395.315708,134020,19096,1,SR,1,100,0.133333
1700035395.849060,134541,19194,1,SR,1,100,0.200000
1700035396.181765,134866,19242,1,SR,1,100,0.200000
1700035396.643457,135317,19342,1,SR,1,100,0.333333
1700035397.106172,135769,19391,1,SR,1,100,0.200000
1700035397.708112,136357,19491,1,SR,1,100,0.200000
1700035398.043888,136685,19539,1,SR,1,100,0.200000
1700035398.640709,137268,19691,1,SR,1,100,0.600000
1700035399.638824,138243,19774,1,SR,1,100,0.133333
1700035400.037046,138632,19824,1,SR,1,100,0.066667
1700035400.503857,139088,19923,1,SR,1,100,0.266667
1700035400.904126,139479,19957,1,SR,1,100,0.066667
1700035401.498900,140060,20071,1,SR,1,100,0.200000
1700035401.835700,140389,20121,1,SR,1,100,0.133333
1700035402.368027,140909,20220,1,SR,1,100,0.266667
1700035402.766250,141298,20269,1,SR,1,100,0.133333
1700035403.295506,141815,20368,1,SR,1,100,0.200000
1700035403.627187,142139,20418,1,SR,1,100,0.200000
1700035404.224009,142722,20519,1,SR,1,100,0.200000
1700035404.689795,143177,20568,1,SR,1,100,0.133333
1700035405.223147,143698,20667,1,SR,1,100,0.200000
1700035405.554828,144022,20716,1,SR,1,100,0.200000
1700035406.152673,144606,20814,1,SR,1,100,0.200000
1700035406.616413,145059,20880,1,SR,1,100,0.133333
1700035407.014635,145448,20962,1,SR,1,100,0.266667
1700035407.549010,145970,21028,1,SR,1,100,0.133333
1700035408.085433,146494,21126,1,SR,1,100,0.266667
1700035408.481607,146881,21177,1,SR,1,100,0.200000
1700035409.081500,147467,21257,1,SR,1,100,0.133333
1700035409.346640,147726,21323,1,SR,1,100,0.266667
1700035410.015121,148379,21424,1,SR,1,100,0.200000
1700035410.347826,148704,21475,1,SR,1,100,0.266667
1700035411.144270,149482,21588,1,SR,1,100,0.133333
1700035411.408386,149740,21623,1,SR,1,100,0.133333
1700035412.072772,150389,21737,1,SR,1,100,0.200000
1700035412.407525,150716,21787,1,SR,1,100,0.133333
1700035412.940876,151237,21901,1,SR,1,100,0.333333
1700035413.404615,151690,21951,1,SR,1,100,0.133333
1700035413.935920,152209,22033,1,SR,1,100,0.133333
1700035414.205154,152472,22100,1,SR,1,100,0.266667
1700035414.737482,152992,22171,1,SR,1,100,0.266667
1700035415.134681,153380,22255,1,SR,1,100,0.333333
1700035415.864584,154093,22335,1,SR,1,100,0.133333
1700035416.129724,154352,22384,1,SR,1,100,0.200000
1700035416.730640,154939,22483,1,SR,1,100,0.200000
1700035417.063345,155264,22547,1,SR,1,100,0.266667
1700035417.727731,155913,22632,1,SR,1,100,0.200000
1700035418.059412,156237,22697,1,SR,1,100,0.266667
1700035418.720727,156883,22843,1,SR,1,100,0.533333
1700035419.656396,157797,22942,1,SR,1,100,0.200000
1700035419.989100,158122,22996,1,SR,1,100,0.133333
1700035420.657581,158775,23110,1,SR,1,100,0.266667
1700035421.590178,159686,23242,1,SR,1,100,0.200000
1700035421.922884,160011,23290,1,SR,1,100,0.133333
1700035422.453164,160529,23390,1,SR,1,100,0.266667
1700035422.852410,160919,23438,1,SR,1,100,0.200000
1700035423.447184,161500,23553,1,SR,1,100,0.266667
1700035423.849500,161893,23602,1,SR,1,100,0.200000
1700035424.450417,162480,23687,1,SR,1,100,0.133333
1700035424.717604,162741,23751,1,SR,1,100,0.266667
1700035425.381990,163390,23838,1,SR,1,100,0.200000
1700035425.714695,163715,23872,1,SR,1,100,0.066667
1700035425.912271,163908,23904,1,SR,1,100,0.133333
1700035426.448693,164432,24036,1,SR,1,100,0.466667
1700035427.444760,165405,24136,1,SR,1,100,0.066667
1700035427.643360,165599,24200,1,SR,1,100,0.266667
1700035428.647616,166580,24347,1,SR,1,100,0.200000
1700035429.243414,167162,24446,1,SR,1,100,0.266667
1700035429.641636,167551,24495,1,SR,1,100,0.200000
1700035430.236410,168132,24595,1,SR,1,100,0.200000
1700035430.568091,168456,24649,1,SR,1,100,0.266667
1700035431.306184,169177,24779,1,SR,1,100,0.400000
1700035432.571486,170413,24957,1,SR,1,100,0.200000
1700035433.173426,171001,25056,1,SR,1,100,0.200000
1700035433.505107,171325,25104,1,SR,1,100,0.200000
1700035434.240129,172043,25202,1,SR,1,100,0.133333
1700035434.505269,172302,25253,1,SR,1,100,0.200000
1700035435.103114,172886,25351,1,SR,1,100,0.200000
1700035435.438890,173214,25417,1,SR,1,100,0.266667
1700035436.170841,173929,25520,1,SR,1,100,0.200000
1700035436.504570,174255,25556,1,SR,1,100,0.133333
1700035437.035874,174774,25654,1,SR,1,100,0.200000
1700035437.501660,175229,25736,1,SR,1,100,0.200000
1700035437.966424,175683,25786,1,SR,1,100,0.066667
1700035438.966585,176660,25961,1,SR,1,100,0.266667
1700035439.366855,177051,26027,1,SR,1,100,0.266667
1700035441.096920,178741,26303,1,SR,1,100,0.333333
1700035441.957858,179582,26431,1,SR,1,100,0.266667
1700035442.760444,180366,26560,1,SR,1,100,0.333333
1700035443.360337,180952,26641,1,SR,1,100,0.266667
1700035443.760607,181343,26707,1,SR,1,100,0.200000
1700035444.357428,181926,26790,1,SR,1,100,0.133333
1700035444.887708,182444,26888,1,SR,1,100,0.200000
1700035445.354519,182900,26938,1,SR,1,100,0.133333
1700035445.887870,183421,27052,1,SR,1,100,0.266667
