LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1700035289.293420,30453.000,2557,15,GY,1,100,-0.275
1700035289.293420,30453.000,2557,15,GY,1,100,-0.549
1700035289.293420,30453.000,2557,15,GY,1,100,-1.251
1700035289.293420,30453.000,2557,15,GY,1,100,-0.793
1700035289.293420,30453.000,2557,15,GY,1,100,-0.702
1700035289.293420,30453.000,2557,15,GY,1,100,-0.427
1700035289.293420,30453.000,2557,15,GY,1,100,0.519
1700035289.293420,30453.000,2557,15,GY,1,100,0.916
1700035289.293420,30453.000,2557,15,GY,1,100,1.007
1700035289.293420,30453.000,2557,15,GY,1,100,0.946
1700035289.293420,30453.000,2557,15,GY,1,100,0.488
1700035289.293420,30453.000,2557,15,GY,1,100,0.488
1700035289.293420,30453.000,2557,15,GY,1,100,0.885
1700035289.293420,30453.000,2557,15,GY,1,100,0.641
1700035289.293420,30453.000,2557,15,GY,1,100,0.305
1700035289.332662,30491.333,2574,3,GY,1,100,0.854
1700035289.371904,30529.667,2574,3,GY,1,100,0.824
1700035289.411146,30568.000,2574,3,GY,1,100,0.488
1700035289.446635,30602.667,2591,3,GY,1,100,0.336
1700035289.482123,30637.333,2591,3,GY,1,100,0.305
1700035289.517612,30672.000,2591,3,GY,1,100,-0.244
1700035289.558048,30711.500,2606,2,GY,1,100,0.214
1700035289.598484,30751.000,2606,2,GY,1,100,0.397
1700035289.639433,30791.000,2624,3,GY,1,100,0.275
1700035289.680381,30831.000,2624,3,GY,1,100,-0.031
1700035289.721329,30871.000,2624,3,GY,1,100,-0.458
1700035289.761254,30910.000,2642,2,GY,1,100,0.000
1700035289.801178,30949.000,2642,2,GY,1,100,0.366
1700035289.841103,30988.000,2657,3,GY,1,100,0.763
1700035289.881027,31027.000,2657,3,GY,1,100,-0.671
1700035289.920952,31066.000,2657,3,GY,1,100,-1.038
1700035289.960877,31105.000,2672,3,GY,1,100,0.458
1700035290.000801,31144.000,2672,3,GY,1,100,0.946
1700035290.040726,31183.000,2672,3,GY,1,100,-0.183
1700035290.080651,31222.000,2688,2,GY,1,100,-1.312
1700035290.120575,31261.000,2688,2,GY,1,100,-1.312
1700035290.160158,31299.667,2704,3,GY,1,100,-2.075
1700035290.199742,31338.333,2704,3,GY,1,100,-2.533
1700035290.239325,31377.000,2704,3,GY,1,100,-2.563
1700035290.280273,31417.000,2721,2,GY,1,100,-1.038
1700035290.321222,31457.000,2721,2,GY,1,100,-0.824
1700035290.361146,31496.000,2738,3,GY,1,100,-1.984
1700035290.401071,31535.000,2738,3,GY,1,100,-1.221
1700035290.440995,31574.000,2738,3,GY,1,100,-1.709
1700035290.480920,31613.000,2752,2,GY,1,100,-1.831
1700035290.520845,31652.000,2752,2,GY,1,100,-1.984
1700035290.560769,31691.000,2768,3,GY,1,100,-0.732
1700035290.600694,31730.000,2768,3,GY,1,100,0.275
1700035290.640618,31769.000,2768,3,GY,1,100,0.336
1700035290.680543,31808.000,2784,3,GY,1,100,-0.214
1700035290.720468,31847.000,2784,3,GY,1,100,0.305
1700035290.760392,31886.000,2784,3,GY,1,100,0.641
1700035290.799293,31924.000,2802,2,GY,1,100,0.214
1700035290.838194,31962.000,2802,2,GY,1,100,-0.305
1700035290.879142,32002.000,2816,3,GY,1,100,0.336
1700035290.920090,32042.000,2816,3,GY,1,100,1.251
1700035290.961039,32082.000,2816,3,GY,1,100,0.763
1700035291.000963,32121.000,2833,2,GY,1,100,0.824
1700035291.040888,32160.000,2833,2,GY,1,100,0.610
1700035291.080812,32199.000,2850,3,GY,1,100,0.275
1700035291.120737,32238.000,2850,3,GY,1,100,0.305
1700035291.160662,32277.000,2850,3,GY,1,100,1.404
1700035291.196150,32311.667,2866,3,GY,1,100,0.977
1700035291.231639,32346.333,2866,3,GY,1,100,0.519
1700035291.267127,32381.000,2866,3,GY,1,100,0.122
1700035291.308075,32421.000,2883,2,GY,1,100,-0.305
1700035291.349024,32461.000,2883,2,GY,1,100,0.610
1700035291.389290,32500.333,2899,3,GY,1,100,0.366
1700035291.429555,32539.667,2899,3,GY,1,100,0.824
1700035291.469821,32579.000,2899,3,GY,1,100,0.671
1700035291.509746,32618.000,2914,3,GY,1,100,0.000
1700035291.549670,32657.000,2914,3,GY,1,100,0.458
1700035291.589595,32696.000,2914,3,GY,1,100,0.885
1700035291.629008,32734.500,2930,2,GY,1,100,1.190
1700035291.668420,32773.000,2930,2,GY,1,100,0.946
1700035291.708345,32812.000,2950,3,GY,1,100,0.641
1700035291.748270,32851.000,2950,3,GY,1,100,0.732
1700035291.788194,32890.000,2950,3,GY,1,100,0.336
1700035291.828119,32929.000,2965,2,GY,1,100,0.458
1700035291.868043,32968.000,2965,2,GY,1,100,2.319
1700035291.908992,33008.000,2980,3,GY,1,100,0.977
1700035291.949940,33048.000,2980,3,GY,1,100,-0.427
1700035291.990888,33088.000,2980,3,GY,1,100,0.488
1700035292.030813,33127.000,2999,3,GY,1,100,0.732
1700035292.070737,33166.000,2999,3,GY,1,100,-0.214
1700035292.110662,33205.000,2999,3,GY,1,100,0.519
1700035292.150587,33244.000,3014,2,GY,1,100,0.214
