LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1700035289.293420,30453.000,2549,3,PG,1,100,10356
1700035289.293420,30453.000,2549,3,PG,1,100,10335
1700035289.293420,30453.000,2549,3,PG,1,100,10323
1700035289.332662,30491.333,2566,3,PG,1,100,10311
1700035289.371904,30529.667,2566,3,PG,1,100,10310
1700035289.411146,30568.000,2566,3,PG,1,100,10306
1700035289.451071,30607.000,2583,2,PG,1,100,10311
1700035289.490995,30646.000,2583,2,PG,1,100,10303
1700035289.531261,30685.333,2599,3,PG,1,100,10293
1700035289.571527,30724.667,2599,3,PG,1,100,10286
1700035289.611793,30764.000,2599,3,PG,1,100,10296
1700035289.652741,30804.000,2616,2,PG,1,100,10303
1700035289.693689,30844.000,2616,2,PG,1,100,10297
1700035289.738391,30887.667,2634,3,PG,1,100,10315
1700035289.783093,30931.333,2634,3,PG,1,100,10314
1700035289.827795,30975.000,2634,3,PG,1,100,10322
1700035289.867719,31014.000,2649,2,PG,1,100,10328
1700035289.907644,31053.000,2649,2,PG,1,100,10340
1700035289.947569,31092.000,2665,3,PG,1,100,10344
1700035289.987493,31131.000,2665,3,PG,1,100,10356
1700035290.027418,31170.000,2665,3,PG,1,100,10367
1700035290.067001,31208.667,2680,3,PG,1,100,10381
1700035290.106584,31247.333,2680,3,PG,1,100,10390
1700035290.146168,31286.000,2680,3,PG,1,100,10397
1700035290.185580,31324.500,2696,2,PG,1,100,10388
1700035290.224993,31363.000,2696,2,PG,1,100,10365
1700035290.265941,31403.000,2713,3,PG,1,100,10348
1700035290.306890,31443.000,2713,3,PG,1,100,10342
1700035290.347838,31483.000,2713,3,PG,1,100,10335
1700035290.387763,31522.000,2730,2,PG,1,100,10333
1700035290.427687,31561.000,2730,2,PG,1,100,10330
1700035290.467612,31600.000,2745,3,PG,1,100,10320
1700035290.507536,31639.000,2745,3,PG,1,100,10320
1700035290.547461,31678.000,2745,3,PG,1,100,10321
1700035290.587386,31717.000,2760,2,PG,1,100,10322
1700035290.627310,31756.000,2760,2,PG,1,100,10316
1700035290.667235,31795.000,2776,3,PG,1,100,10323
1700035290.707159,31834.000,2776,3,PG,1,100,10327
1700035290.747084,31873.000,2776,3,PG,1,100,10333
1700035290.786326,31911.333,2794,3,PG,1,100,10339
1700035290.825568,31949.667,2794,3,PG,1,100,10346
1700035290.864810,31988.000,2794,3,PG,1,100,10356
1700035290.905759,32028.000,2809,2,PG,1,100,10357
1700035290.946707,32068.000,2809,2,PG,1,100,10374
1700035290.986973,32107.333,2825,3,PG,1,100,10384
1700035291.027238,32146.667,2825,3,PG,1,100,10388
1700035291.067504,32186.000,2825,3,PG,1,100,10398
1700035291.107429,32225.000,2842,2,PG,1,100,10407
