LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1700035289.183883,30346.000,2545,4,EM,1,100,RS
1700035289.183883,30346.000,2545,4,EM,1,100,RB
1700035289.183883,30346.000,2545,4,EM,1,100,2023-11-15_09-01-28-483275.csv
1700035289.183883,30346.000,2545,4,EM,1,100,PS
1700035289.243002,30403.750,2562,4,EM,1,100,RS
1700035289.302121,30461.500,2562,4,EM,1,100,RB
1700035289.361240,30519.250,2562,4,EM,1,100,2023-11-15_09-01-28-483275.csv
1700035289.420359,30577.000,2562,4,EM,1,100,PS
1700035289.471545,30627.000,2596,4,EM,1,100,RS
1700035289.522730,30677.000,2596,4,EM,1,100,RB
1700035289.573915,30727.000,2596,4,EM,1,100,2023-11-15_09-01-28-483275.csv
1700035289.625101,30777.000,2596,4,EM,1,100,PS
1700035289.676542,30827.250,2631,4,EM,1,100,RS
1700035289.727983,30877.500,2631,4,EM,1,100,RB
1700035289.779425,30927.750,2631,4,EM,1,100,2023-11-15_09-01-28-483275.csv
1700035289.830866,30978.000,2631,4,EM,1,100,PS
1700035289.882307,31028.250,2662,4,EM,1,100,RS
1700035289.933748,31078.500,2662,4,EM,1,100,RB
1700035289.985190,31128.750,2662,4,EM,1,100,2023-11-15_09-01-28-483275.csv
1700035290.036631,31179.000,2662,4,EM,1,100,PS
1700035290.088072,31229.250,2693,4,EM,1,100,RS
1700035290.139514,31279.500,2693,4,EM,1,100,RB
1700035290.190955,31329.750,2693,4,EM,1,100,2023-11-15_09-01-28-483275.csv
1700035290.242396,31380.000,2693,4,EM,1,100,PS
1700035290.293838,31430.250,2726,4,EM,1,100,RS
1700035290.345279,31480.500,2726,4,EM,1,100,RB
1700035290.396720,31530.750,2726,4,EM,1,100,2023-11-15_09-01-28-483275.csv
1700035290.448161,31581.000,2726,4,EM,1,100,PS
1700035290.499603,31631.250,2757,4,EM,1,100,RS
1700035290.551044,31681.500,2757,4,EM,1,100,RB
1700035290.602485,31731.750,2757,4,EM,1,100,2023-11-15_09-01-28-483275.csv
1700035290.653927,31782.000,2757,4,EM,1,100,PS
1700035290.705368,31832.250,2791,4,EM,1,100,RS
1700035290.756809,31882.500,2791,4,EM,1,100,RB
1700035290.808250,31932.750,2791,4,EM,1,100,2023-11-15_09-01-28-483275.csv
1700035290.859692,31983.000,2791,4,EM,1,100,PS
1700035290.911133,32033.250,2821,4,EM,1,100,RS
1700035290.962574,32083.500,2821,4,EM,1,100,RB
1700035291.014016,32133.750,2821,4,EM,1,100,2023-11-15_09-01-28-483275.csv
1700035291.065457,32184.000,2821,4,EM,1,100,PS
1700035291.116898,32234.250,2855,4,EM,1,100,RS
1700035291.168339,32284.500,2855,4,EM,1,100,RB
1700035291.219781,32334.750,2855,4,EM,1,100,2023-11-15_09-01-28-483275.csv
1700035291.271222,32385.000,2855,4,EM,1,100,PS
1700035291.322663,32435.250,2888,4,EM,1,100,RS
1700035291.374104,32485.500,2888,4,EM,1,100,RB
1700035291.425546,32535.750,2888,4,EM,1,100,2023-11-15_09-01-28-483275.csv
1700035291.476987,32586.000,2888,4,EM,1,100,PS
1700035291.528429,32636.250,2919,4,EM,1,100,RS
1700035291.579870,32686.500,2919,4,EM,1,100,RB
1700035291.631311,32736.750,2919,4,EM,1,100,2023-11-15_09-01-28-483275.csv
1700035291.682752,32787.000,2919,4,EM,1,100,PS
1700035291.734194,32837.250,2955,4,EM,1,100,RS
1700035291.785635,32887.500,2955,4,EM,1,100,RB
1700035291.837076,32937.750,2955,4,EM,1,100,2023-11-15_09-01-28-483275.csv
1700035291.888517,32988.000,2955,4,EM,1,100,PS
1700035291.939959,33038.250,2985,4,EM,1,100,RS
1700035291.991400,33088.500,2985,4,EM,1,100,RB
1700035292.042841,33138.750,2985,4,EM,1,100,2023-11-15_09-01-28-483275.csv
1700035292.094283,33189.000,2985,4,EM,1,100,PS
1700035292.145724,33239.250,3019,4,EM,1,100,RS
1700035292.197165,33289.500,3019,4,EM,1,100,RB
1700035292.248606,33339.750,3019,4,EM,1,100,2023-11-15_09-01-28-483275.csv
1700035292.300048,33390.000,3019,4,EM,1,100,PS
1700035292.351489,33440.250,3050,4,EM,1,100,RS
1700035292.402930,33490.500,3050,4,EM,1,100,RB
1700035292.454372,33540.750,3050,4,EM,1,100,2023-11-15_09-01-28-483275.csv
1700035292.505813,33591.000,3050,4,EM,1,100,PS
1700035292.557254,33641.250,3081,4,EM,1,100,RS
1700035292.608696,33691.500,3081,4,EM,1,100,RB
1700035292.660137,33741.750,3081,4,EM,1,100,2023-11-15_09-01-28-483275.csv
1700035292.711578,33792.000,3081,4,EM,1,100,PS
1700035292.763019,33842.250,3114,4,EM,1,100,RS
1700035292.814461,33892.500,3114,4,EM,1,100,RB
1700035292.865902,33942.750,3114,4,EM,1,100,2023-11-15_09-01-28-483275.csv
1700035292.917343,33993.000,3114,4,EM,1,100,PS
1700035292.968785,34043.250,3149,4,EM,1,100,RS
1700035293.020226,34093.500,3149,4,EM,1,100,RB
1700035293.071667,34143.750,3149,4,EM,1,100,2023-11-15_09-01-28-483275.csv
1700035293.123108,34194.000,3149,4,EM,1,100,PS
1700035293.174550,34244.250,3181,4,EM,1,100,RS
1700035293.225991,34294.500,3181,4,EM,1,100,RB
1700035293.277432,34344.750,3181,4,EM,1,100,2023-11-15_09-01-28-483275.csv
1700035293.328874,34395.000,3181,4,EM,1,100,PS
1700035293.380315,34445.250,3214,4,EM,1,100,RS
1700035293.431756,34495.500,3214,4,EM,1,100,RB
1700035293.483197,34545.750,3214,4,EM,1,100,2023-11-15_09-01-28-483275.csv
1700035293.534639,34596.000,3214,4,EM,1,100,PS
1700035293.586080,34646.250,3247,4,EM,1,100,RS
1700035293.637521,34696.500,3247,4,EM,1,100,RB
1700035293.688963,34746.750,3247,4,EM,1,100,2023-11-15_09-01-28-483275.csv
1700035293.740404,34797.000,3247,4,EM,1,100,PS
1700035293.791845,34847.250,3280,4,EM,1,100,RS
1700035293.843287,34897.500,3280,4,EM,1,100,RB
1700035293.894728,34947.750,3280,4,EM,1,100,2023-11-15_09-01-28-483275.csv
1700035293.946169,34998.000,3280,4,EM,1,100,PS
1700035293.997610,35048.250,3312,4,EM,1,100,RS
1700035294.049052,35098.500,3312,4,EM,1,100,RB
1700035294.100493,35148.750,3312,4,EM,1,100,2023-11-15_09-01-28-483275.csv
1700035294.151934,35199.000,3312,4,EM,1,100,PS
1700035294.203376,35249.250,3346,4,EM,1,100,RS
1700035294.254817,35299.500,3346,4,EM,1,100,RB
1700035294.306258,35349.750,3346,4,EM,1,100,2023-11-15_09-01-28-483275.csv
1700035294.357699,35400.000,3346,4,EM,1,100,PS
1700035294.409909,35451.000,3368,4,EM,1,100,RS
1700035294.462117,35502.000,3368,4,EM,1,100,RB
1700035294.514327,35553.000,3368,4,EM,1,100,2023-11-15_09-01-28-483275.csv
1700035294.566536,35604.000,3368,4,EM,1,100,PS
1700035294.617977,35654.250,3399,4,EM,1,100,RS
1700035294.669418,35704.500,3399,4,EM,1,100,RB
1700035294.720860,35754.750,3399,4,EM,1,100,2023-11-15_09-01-28-483275.csv
1700035294.772301,35805.000,3399,4,EM,1,100,PS
1700035294.823742,35855.250,3435,4,EM,1,100,RS
1700035294.875183,35905.500,3435,4,EM,1,100,RB
1700035294.926625,35955.750,3435,4,EM,1,100,2023-11-15_09-01-28-483275.csv
1700035294.978066,36006.000,3435,4,EM,1,100,PS
1700035295.029507,36056.250,3466,4,EM,1,100,RS
1700035295.080949,36106.500,3466,4,EM,1,100,RB
1700035295.132390,36156.750,3466,4,EM,1,100,2023-11-15_09-01-28-483275.csv
1700035295.183831,36207.000,3466,4,EM,1,100,PS
1700035295.235272,36257.250,3499,4,EM,1,100,RS
1700035295.286714,36307.500,3499,4,EM,1,100,RB
