LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1700035289.253495,30414.000,2550,2,EA,1,100,0.042760
1700035289.253495,30414.000,2550,2,EA,1,100,0.042792
1700035289.319012,30478.000,2567,2,EA,1,100,0.042799
1700035289.384530,30542.000,2567,2,EA,1,100,0.042832
1700035289.451071,30607.000,2584,2,EA,1,100,0.042819
1700035289.517612,30672.000,2584,2,EA,1,100,0.042837
1700035289.584152,30737.000,2600,1,EA,1,100,0.042851
1700035289.652741,30804.000,2617,2,EA,1,100,0.042861
1700035289.721329,30871.000,2617,2,EA,1,100,0.042869
1700035289.787870,30936.000,2635,1,EA,1,100,0.042883
1700035289.854411,31001.000,2650,2,EA,1,100,0.042880
1700035289.920952,31066.000,2650,2,EA,1,100,0.042898
1700035289.987493,31131.000,2666,1,EA,1,100,0.042912
1700035290.054034,31196.000,2681,2,EA,1,100,0.042914
1700035290.120575,31261.000,2681,2,EA,1,100,0.042920
1700035290.185069,31324.000,2697,1,EA,1,100,0.042942
1700035290.253145,31390.500,2714,2,EA,1,100,0.042951
1700035290.321222,31457.000,2714,2,EA,1,100,0.042958
1700035290.387763,31522.000,2731,2,EA,1,100,0.042963
1700035290.454304,31587.000,2731,2,EA,1,100,0.042975
1700035290.520845,31652.000,2746,1,EA,1,100,0.042976
1700035290.586874,31716.500,2761,2,EA,1,100,0.042986
1700035290.652903,31781.000,2761,2,EA,1,100,0.042992
1700035290.720468,31847.000,2777,1,EA,1,100,0.043001
1700035290.785985,31911.000,2795,2,EA,1,100,0.042996
1700035290.851502,31975.000,2795,2,EA,1,100,0.043015
1700035290.920090,32042.000,2810,1,EA,1,100,0.043020
1700035290.987143,32107.500,2826,2,EA,1,100,0.043024
1700035291.054196,32173.000,2826,2,EA,1,100,0.043024
1700035291.120737,32238.000,2843,1,EA,1,100,0.043042
1700035291.186766,32302.500,2859,2,EA,1,100,0.043051
1700035291.252795,32367.000,2859,2,EA,1,100,0.043063
1700035291.321384,32434.000,2876,1,EA,1,100,0.043065
1700035291.388948,32500.000,2893,2,EA,1,100,0.043072
1700035291.456513,32566.000,2893,2,EA,1,100,0.043082
1700035291.523054,32631.000,2907,2,EA,1,100,0.043101
1700035291.589595,32696.000,2907,2,EA,1,100,0.043113
1700035291.655112,32760.000,2923,1,EA,1,100,0.043121
1700035291.721653,32825.000,2943,2,EA,1,100,0.043132
1700035291.788194,32890.000,2943,2,EA,1,100,0.043135
1700035291.853711,32954.000,2959,1,EA,1,100,0.043145
1700035291.922300,33021.000,2973,2,EA,1,100,0.043147
1700035291.990888,33088.000,2973,2,EA,1,100,0.043148
1700035292.057429,33153.000,2992,1,EA,1,100,0.043159
1700035292.123970,33218.000,3007,2,EA,1,100,0.043166
1700035292.190511,33283.000,3007,2,EA,1,100,0.043173
1700035292.256028,33347.000,3023,1,EA,1,100,0.043176
1700035292.322057,33411.500,3039,2,EA,1,100,0.043183
1700035292.388087,33476.000,3039,2,EA,1,100,0.043196
1700035292.454628,33541.000,3054,2,EA,1,100,0.043210
