LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1700035289.293420,30453.000,2547,3,PI,1,100,161303
1700035289.293420,30453.000,2547,3,PI,1,100,161296
1700035289.293420,30453.000,2547,3,PI,1,100,161291
1700035289.332662,30491.333,2564,3,PI,1,100,161295
1700035289.371904,30529.667,2564,3,PI,1,100,161301
1700035289.411146,30568.000,2564,3,PI,1,100,161295
1700035289.451071,30607.000,2581,2,PI,1,100,161309
1700035289.490995,30646.000,2581,2,PI,1,100,161313
1700035289.531261,30685.333,2597,3,PI,1,100,161324
1700035289.571527,30724.667,2597,3,PI,1,100,161319
1700035289.611793,30764.000,2597,3,PI,1,100,161316
1700035289.652741,30804.000,2614,2,PI,1,100,161321
1700035289.693689,30844.000,2614,2,PI,1,100,161337
1700035289.738391,30887.667,2632,3,PI,1,100,161348
1700035289.783093,30931.333,2632,3,PI,1,100,161363
1700035289.827795,30975.000,2632,3,PI,1,100,161379
1700035289.867719,31014.000,2647,2,PI,1,100,161383
1700035289.907644,31053.000,2647,2,PI,1,100,161413
1700035289.947569,31092.000,2663,3,PI,1,100,161419
1700035289.987493,31131.000,2663,3,PI,1,100,161427
1700035290.027418,31170.000,2663,3,PI,1,100,161438
1700035290.067001,31208.667,2678,3,PI,1,100,161456
1700035290.106584,31247.333,2678,3,PI,1,100,161476
1700035290.146168,31286.000,2678,3,PI,1,100,161472
1700035290.185580,31324.500,2694,2,PI,1,100,161444
1700035290.224993,31363.000,2694,2,PI,1,100,161417
1700035290.265941,31403.000,2711,3,PI,1,100,161400
1700035290.306890,31443.000,2711,3,PI,1,100,161396
1700035290.347838,31483.000,2711,3,PI,1,100,161399
1700035290.387763,31522.000,2728,2,PI,1,100,161394
1700035290.427687,31561.000,2728,2,PI,1,100,161393
1700035290.467612,31600.000,2743,3,PI,1,100,161392
1700035290.507536,31639.000,2743,3,PI,1,100,161397
1700035290.547461,31678.000,2743,3,PI,1,100,161395
1700035290.587386,31717.000,2758,2,PI,1,100,161397
1700035290.627310,31756.000,2758,2,PI,1,100,161412
1700035290.667235,31795.000,2774,3,PI,1,100,161419
1700035290.707159,31834.000,2774,3,PI,1,100,161427
1700035290.747084,31873.000,2774,3,PI,1,100,161449
1700035290.786326,31911.333,2792,3,PI,1,100,161454
1700035290.825568,31949.667,2792,3,PI,1,100,161460
1700035290.864810,31988.000,2792,3,PI,1,100,161474
1700035290.905759,32028.000,2807,2,PI,1,100,161477
1700035290.946707,32068.000,2807,2,PI,1,100,161492
1700035290.986973,32107.333,2823,3,PI,1,100,161505
1700035291.027238,32146.667,2823,3,PI,1,100,161522
1700035291.067504,32186.000,2823,3,PI,1,100,161523
1700035291.107429,32225.000,2840,2,PI,1,100,161528
1700035291.147353,32264.000,2840,2,PI,1,100,161507
1700035291.191714,32307.333,2856,3,PI,1,100,161489
1700035291.236075,32350.667,2856,3,PI,1,100,161503
1700035291.280435,32394.000,2856,3,PI,1,100,161489
1700035291.321384,32434.000,2873,2,PI,1,100,161487
1700035291.362332,32474.000,2873,2,PI,1,100,161488
1700035291.402598,32513.333,2890,3,PI,1,100,161489
1700035291.442864,32552.667,2890,3,PI,1,100,161485
1700035291.483130,32592.000,2890,3,PI,1,100,161491
1700035291.523054,32631.000,2904,2,PI,1,100,161487
1700035291.562979,32670.000,2904,2,PI,1,100,161496
1700035291.602221,32708.333,2920,3,PI,1,100,161505
1700035291.641463,32746.667,2920,3,PI,1,100,161519
1700035291.680705,32785.000,2920,3,PI,1,100,161532
1700035291.720629,32824.000,2940,3,PI,1,100,161530
1700035291.760554,32863.000,2940,3,PI,1,100,161541
1700035291.800479,32902.000,2940,3,PI,1,100,161542
1700035291.840915,32941.500,2956,2,PI,1,100,161556
1700035291.881351,32981.000,2956,2,PI,1,100,161578
1700035291.922300,33021.000,2970,3,PI,1,100,161586
1700035291.963248,33061.000,2970,3,PI,1,100,161597
1700035292.004196,33101.000,2970,3,PI,1,100,161606
1700035292.044121,33140.000,2989,2,PI,1,100,161618
1700035292.084046,33179.000,2989,2,PI,1,100,161601
1700035292.123970,33218.000,3004,3,PI,1,100,161575
1700035292.163895,33257.000,3004,3,PI,1,100,161585
1700035292.203819,33296.000,3004,3,PI,1,100,161574
1700035292.242720,33334.000,3020,2,PI,1,100,161573
1700035292.281621,33372.000,3020,2,PI,1,100,161575
1700035292.321204,33410.667,3036,3,PI,1,100,161571
1700035292.360788,33449.333,3036,3,PI,1,100,161590
1700035292.400371,33488.000,3036,3,PI,1,100,161568
1700035292.440637,33527.333,3051,3,PI,1,100,161577
1700035292.480903,33566.667,3051,3,PI,1,100,161593
1700035292.521168,33606.000,3051,3,PI,1,100,161589
1700035292.562117,33646.000,3066,2,PI,1,100,161610
1700035292.603065,33686.000,3066,2,PI,1,100,161598
1700035292.643502,33725.500,3083,2,PI,1,100,161616
1700035292.683938,33765.000,3083,2,PI,1,100,161627
1700035292.728299,33808.333,3100,3,PI,1,100,161647
1700035292.772659,33851.667,3100,3,PI,1,100,161644
1700035292.817020,33895.000,3100,3,PI,1,100,161650
1700035292.856945,33934.000,3117,3,PI,1,100,161657
1700035292.896869,33973.000,3117,3,PI,1,100,161681
1700035292.936794,34012.000,3117,3,PI,1,100,161685
1700035292.976718,34051.000,3134,2,PI,1,100,161691
1700035293.016643,34090.000,3134,2,PI,1,100,161707
1700035293.055885,34128.333,3151,3,PI,1,100,161674
1700035293.095127,34166.667,3151,3,PI,1,100,161656
1700035293.134369,34205.000,3151,3,PI,1,100,161648
1700035293.174294,34244.000,3166,2,PI,1,100,161633
1700035293.214218,34283.000,3166,2,PI,1,100,161621
1700035293.254143,34322.000,3184,3,PI,1,100,161611
1700035293.294068,34361.000,3184,3,PI,1,100,161611
1700035293.333992,34400.000,3184,3,PI,1,100,161595
1700035293.373917,34439.000,3199,3,PI,1,100,161603
1700035293.413841,34478.000,3199,3,PI,1,100,161585
1700035293.453766,34517.000,3199,3,PI,1,100,161579
1700035293.493690,34556.000,3215,2,PI,1,100,161595
1700035293.533615,34595.000,3215,2,PI,1,100,161585
1700035293.573540,34634.000,3232,3,PI,1,100,161607
1700035293.613464,34673.000,3232,3,PI,1,100,161605
1700035293.653389,34712.000,3232,3,PI,1,100,161613
1700035293.692290,34750.000,3249,2,PI,1,100,161610
1700035293.731190,34788.000,3249,2,PI,1,100,161611
1700035293.771115,34827.000,3265,3,PI,1,100,161620
1700035293.811040,34866.000,3265,3,PI,1,100,161619
1700035293.850964,34905.000,3265,3,PI,1,100,161635
1700035293.890889,34944.000,3281,3,PI,1,100,161647
1700035293.930814,34983.000,3281,3,PI,1,100,161644
1700035293.970738,35022.000,3281,3,PI,1,100,161649
1700035294.010663,35061.000,3297,2,PI,1,100,161626
1700035294.050587,35100.000,3297,2,PI,1,100,161612
1700035294.090512,35139.000,3317,3,PI,1,100,161588
1700035294.130436,35178.000,3317,3,PI,1,100,161605
1700035294.170361,35217.000,3317,3,PI,1,100,161593
1700035294.217452,35263.000,3332,2,PI,1,100,161592
1700035294.264542,35309.000,3332,2,PI,1,100,161586
1700035294.304808,35348.333,3348,3,PI,1,100,161586
1700035294.345074,35387.667,3348,3,PI,1,100,161583
1700035294.385339,35427.000,3348,3,PI,1,100,161596
1700035294.425008,35465.750,3369,4,PI,1,100,161585
1700035294.464677,35504.500,3369,4,PI,1,100,161591
1700035294.504345,35543.250,3369,4,PI,1,100,161620
1700035294.544014,35582.000,3369,4,PI,1,100,161614
1700035294.583256,35620.333,3384,3,PI,1,100,161626
1700035294.622498,35658.667,3384,3,PI,1,100,161643
1700035294.661741,35697.000,3384,3,PI,1,100,161641
1700035294.701665,35736.000,3403,2,PI,1,100,161662
1700035294.741590,35775.000,3403,2,PI,1,100,161659
1700035294.781514,35814.000,3420,3,PI,1,100,161685
1700035294.821439,35853.000,3420,3,PI,1,100,161699
1700035294.861363,35892.000,3420,3,PI,1,100,161701
1700035294.901288,35931.000,3436,3,PI,1,100,161695
1700035294.941212,35970.000,3436,3,PI,1,100,161670
1700035294.981137,36009.000,3436,3,PI,1,100,161664
1700035295.021062,36048.000,3452,2,PI,1,100,161634
1700035295.060986,36087.000,3452,2,PI,1,100,161651
1700035295.100228,36125.333,3469,3,PI,1,100,161655
1700035295.139471,36163.667,3469,3,PI,1,100,161647
1700035295.178713,36202.000,3469,3,PI,1,100,161642
1700035295.219149,36241.500,3484,2,PI,1,100,161645
1700035295.259585,36281.000,3484,2,PI,1,100,161642
1700035295.300193,36320.667,3501,3,PI,1,100,161633
1700035295.340800,36360.333,3501,3,PI,1,100,161653
1700035295.381407,36400.000,3501,3,PI,1,100,161656
1700035295.421331,36439.000,3518,2,PI,1,100,161658
1700035295.461256,36478.000,3518,2,PI,1,100,161659
1700035295.501180,36517.000,3533,3,PI,1,100,161669
1700035295.541105,36556.000,3533,3,PI,1,100,161672
1700035295.581029,36595.000,3533,3,PI,1,100,161677
1700035295.620954,36634.000,3548,2,PI,1,100,161694
1700035295.660879,36673.000,3548,2,PI,1,100,161687
1700035295.705239,36716.333,3567,3,PI,1,100,161676
1700035295.749600,36759.667,3567,3,PI,1,100,161683
1700035295.793961,36803.000,3567,3,PI,1,100,161689
1700035295.833885,36842.000,3586,2,PI,1,100,161664
1700035295.873810,36881.000,3586,2,PI,1,100,161643
1700035295.913393,36919.667,3602,3,PI,1,100,161630
1700035295.952976,36958.333,3602,3,PI,1,100,161609
1700035295.992560,36997.000,3602,3,PI,1,100,161610
1700035296.032143,37035.667,3617,3,PI,1,100,161600
1700035296.071727,37074.333,3617,3,PI,1,100,161594
1700035296.111310,37113.000,3617,3,PI,1,100,161603
1700035296.151234,37152.000,3633,2,PI,1,100,161597
1700035296.191159,37191.000,3633,2,PI,1,100,161588
1700035296.231084,37230.000,3650,3,PI,1,100,161586
1700035296.271008,37269.000,3650,3,PI,1,100,161601
1700035296.310933,37308.000,3650,3,PI,1,100,161600
1700035296.350857,37347.000,3667,3,PI,1,100,161596
1700035296.390782,37386.000,3667,3,PI,1,100,161602
1700035296.430707,37425.000,3667,3,PI,1,100,161596
1700035296.470119,37463.500,3681,2,PI,1,100,161612
1700035296.509532,37502.000,3681,2,PI,1,100,161596
1700035296.549115,37540.667,3699,3,PI,1,100,161623
1700035296.588699,37579.333,3699,3,PI,1,100,161616
1700035296.628282,37618.000,3699,3,PI,1,100,161610
1700035296.667695,37656.500,3715,2,PI,1,100,161605
1700035296.707108,37695.000,3715,2,PI,1,100,161575
1700035296.747032,37734.000,3735,3,PI,1,100,161537
1700035296.786957,37773.000,3735,3,PI,1,100,161514
1700035296.826881,37812.000,3735,3,PI,1,100,161528
1700035296.867830,37852.000,3752,3,PI,1,100,161511
1700035296.908778,37892.000,3752,3,PI,1,100,161498
1700035296.949726,37932.000,3752,3,PI,1,100,161513
1700035296.990163,37971.500,3768,2,PI,1,100,161504
1700035297.030599,38011.000,3768,2,PI,1,100,161509
1700035297.070524,38050.000,3783,3,PI,1,100,161503
1700035297.110448,38089.000,3783,3,PI,1,100,161521
1700035297.150373,38128.000,3783,3,PI,1,100,161528
1700035297.196951,38173.500,3799,2,PI,1,100,161524
