LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1700035289.293420,30453.000,2559,15,MX,1,100,42
1700035289.293420,30453.000,2559,15,MX,1,100,42
1700035289.293420,30453.000,2559,15,MX,1,100,41
1700035289.293420,30453.000,2559,15,MX,1,100,41
1700035289.293420,30453.000,2559,15,MX,1,100,41
1700035289.293420,30453.000,2559,15,MX,1,100,42
1700035289.293420,30453.000,2559,15,MX,1,100,42
1700035289.293420,30453.000,2559,15,MX,1,100,42
1700035289.293420,30453.000,2559,15,MX,1,100,41
1700035289.293420,30453.000,2559,15,MX,1,100,42
1700035289.293420,30453.000,2559,15,MX,1,100,42
1700035289.293420,30453.000,2559,15,MX,1,100,42
1700035289.293420,30453.000,2559,15,MX,1,100,42
1700035289.293420,30453.000,2559,15,MX,1,100,42
1700035289.293420,30453.000,2559,15,MX,1,100,42
1700035289.332662,30491.333,2576,3,MX,1,100,42
1700035289.371904,30529.667,2576,3,MX,1,100,42
1700035289.411146,30568.000,2576,3,MX,1,100,42
1700035289.446635,30602.667,2593,3,MX,1,100,42
1700035289.482123,30637.333,2593,3,MX,1,100,42
1700035289.517612,30672.000,2593,3,MX,1,100,42
1700035289.558048,30711.500,2608,2,MX,1,100,42
1700035289.598484,30751.000,2608,2,MX,1,100,42
1700035289.639433,30791.000,2626,3,MX,1,100,41
1700035289.680381,30831.000,2626,3,MX,1,100,41
1700035289.721329,30871.000,2626,3,MX,1,100,41
1700035289.761254,30910.000,2644,2,MX,1,100,42
1700035289.801178,30949.000,2644,2,MX,1,100,41
1700035289.841103,30988.000,2659,3,MX,1,100,42
1700035289.881027,31027.000,2659,3,MX,1,100,42
1700035289.920952,31066.000,2659,3,MX,1,100,42
1700035289.960877,31105.000,2674,3,MX,1,100,40
1700035290.000801,31144.000,2674,3,MX,1,100,41
1700035290.040726,31183.000,2674,3,MX,1,100,41
1700035290.080651,31222.000,2690,2,MX,1,100,41
1700035290.120575,31261.000,2690,2,MX,1,100,43
1700035290.160158,31299.667,2706,3,MX,1,100,42
1700035290.199742,31338.333,2706,3,MX,1,100,41
1700035290.239325,31377.000,2706,3,MX,1,100,42
1700035290.280273,31417.000,2723,2,MX,1,100,41
1700035290.321222,31457.000,2723,2,MX,1,100,41
1700035290.361146,31496.000,2740,3,MX,1,100,41
1700035290.401071,31535.000,2740,3,MX,1,100,42
1700035290.440995,31574.000,2740,3,MX,1,100,40
1700035290.480920,31613.000,2754,2,MX,1,100,41
1700035290.520845,31652.000,2754,2,MX,1,100,42
1700035290.560769,31691.000,2770,3,MX,1,100,42
1700035290.600694,31730.000,2770,3,MX,1,100,41
1700035290.640618,31769.000,2770,3,MX,1,100,41
