LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1667057458.905547,72592.000,9827,11,MX,1,100, 7
1667057458.905547,72592.000,9827,11,MX,1,100, 8
1667057458.905547,72592.000,9827,11,MX,1,100, 7
1667057458.905547,72592.000,9827,11,MX,1,100, 8
1667057458.905547,72592.000,9827,11,MX,1,100, 8
1667057458.905547,72592.000,9827,11,MX,1,100, 8
1667057458.905547,72592.000,9827,11,MX,1,100, 7
1667057458.905547,72592.000,9827,11,MX,1,100, 8
1667057458.905547,72592.000,9827,11,MX,1,100, 8
1667057458.905547,72592.000,9827,11,MX,1,100, 8
1667057458.905547,72592.000,9827,11,MX,1,100, 8
1667057458.945138,72630.667,9846,3,MX,1,100, 8
1667057458.984728,72669.333,9846,3,MX,1,100, 8
1667057459.024318,72708.000,9846,3,MX,1,100, 8
1667057459.063738,72746.500,9862,2,MX,1,100, 8
1667057459.103157,72785.000,9862,2,MX,1,100, 7
1667057459.143089,72824.000,9880,3,MX,1,100, 8
1667057459.183020,72863.000,9880,3,MX,1,100, 8
1667057459.222952,72902.000,9880,3,MX,1,100, 9
1667057459.262884,72941.000,9898,3,MX,1,100, 7
1667057459.302815,72980.000,9898,3,MX,1,100, 8
1667057459.342747,73019.000,9898,3,MX,1,100, 7
1667057459.382678,73058.000,9915,2,MX,1,100, 7
1667057459.422610,73097.000,9915,2,MX,1,100, 8
1667057459.463224,73136.667,9931,3,MX,1,100, 9
1667057459.503838,73176.333,9931,3,MX,1,100, 7
1667057459.544452,73216.000,9931,3,MX,1,100, 8
1667057459.585408,73256.000,9951,2,MX,1,100, 7
1667057459.626363,73296.000,9951,2,MX,1,100, 7
1667057459.666295,73335.000,9967,3,MX,1,100, 8
1667057459.706226,73374.000,9967,3,MX,1,100, 7
1667057459.746158,73413.000,9967,3,MX,1,100, 8
1667057459.781312,73447.333,9983,3,MX,1,100, 8
1667057459.816465,73481.667,9983,3,MX,1,100, 7
1667057459.851618,73516.000,9983,3,MX,1,100, 7
1667057459.891038,73554.500,10000,2,MX,1,100, 8
1667057459.930458,73593.000,10000,2,MX,1,100, 8
1667057459.971072,73632.667,10017,3,MX,1,100, 8
1667057460.011686,73672.333,10017,3,MX,1,100, 7
1667057460.052300,73712.000,10017,3,MX,1,100, 8
1667057460.092232,73751.000,10033,3,MX,1,100, 9
1667057460.132163,73790.000,10033,3,MX,1,100, 9
1667057460.172095,73829.000,10033,3,MX,1,100, 8
1667057460.212026,73868.000,10050,2,MX,1,100, 8
1667057460.251958,73907.000,10050,2,MX,1,100, 8
1667057460.291889,73946.000,10066,3,MX,1,100, 7
1667057460.331821,73985.000,10066,3,MX,1,100, 8
1667057460.371753,74024.000,10066,3,MX,1,100, 8
1667057460.411684,74063.000,10083,2,MX,1,100, 8
1667057460.451616,74102.000,10083,2,MX,1,100, 9
1667057460.491206,74140.667,10100,3,MX,1,100, 7
1667057460.530796,74179.333,10100,3,MX,1,100, 7
1667057460.570387,74218.000,10100,3,MX,1,100, 8
1667057460.611001,74257.667,10119,3,MX,1,100, 9
1667057460.651615,74297.333,10119,3,MX,1,100, 8
1667057460.692229,74337.000,10119,3,MX,1,100, 8
1667057460.732161,74376.000,10134,2,MX,1,100, 8
1667057460.772092,74415.000,10134,2,MX,1,100, 8
1667057460.812024,74454.000,10152,3,MX,1,100, 7
1667057460.851955,74493.000,10152,3,MX,1,100, 8
1667057460.891887,74532.000,10152,3,MX,1,100, 8
1667057460.931818,74571.000,10168,2,MX,1,100, 8
1667057460.971750,74610.000,10168,2,MX,1,100, 9
1667057461.011682,74649.000,10187,3,MX,1,100, 7
1667057461.051613,74688.000,10187,3,MX,1,100, 8
1667057461.091545,74727.000,10187,3,MX,1,100, 8
1667057461.131476,74766.000,10202,2,MX,1,100, 8
1667057461.171408,74805.000,10202,2,MX,1,100, 8
1667057461.211339,74844.000,10220,3,MX,1,100, 9
1667057461.251271,74883.000,10220,3,MX,1,100, 9
1667057461.291203,74922.000,10220,3,MX,1,100, 8
1667057461.330451,74960.333,10236,3,MX,1,100, 8
1667057461.369701,74998.667,10236,3,MX,1,100, 8
1667057461.408950,75037.000,10236,3,MX,1,100, 7
1667057461.448881,75076.000,10253,2,MX,1,100, 8
1667057461.488813,75115.000,10253,2,MX,1,100, 8
1667057461.528744,75154.000,10270,3,MX,1,100, 8
1667057461.568676,75193.000,10270,3,MX,1,100, 8
1667057461.608608,75232.000,10270,3,MX,1,100, 9
1667057461.644444,75267.000,10288,3,MX,1,100, 8
1667057461.680279,75302.000,10288,3,MX,1,100, 8
1667057461.716115,75337.000,10288,3,MX,1,100, 8
1667057461.756047,75376.000,10304,2,MX,1,100, 8
1667057461.795979,75415.000,10304,2,MX,1,100, 9
1667057461.835910,75454.000,10324,3,MX,1,100, 8
1667057461.875842,75493.000,10324,3,MX,1,100, 8
1667057461.915773,75532.000,10324,3,MX,1,100, 7
1667057461.955022,75570.333,10340,3,MX,1,100, 8
1667057461.994271,75608.667,10340,3,MX,1,100, 8
1667057462.033520,75647.000,10340,3,MX,1,100, 8
1667057462.073452,75686.000,10356,2,MX,1,100, 7
1667057462.113384,75725.000,10356,2,MX,1,100, 9
1667057462.153656,75764.333,10373,3,MX,1,100, 8
1667057462.193929,75803.667,10373,3,MX,1,100, 8
1667057462.234202,75843.000,10373,3,MX,1,100, 9
1667057462.275157,75883.000,10390,2,MX,1,100, 8
1667057462.316113,75923.000,10390,2,MX,1,100, 8
1667057462.356045,75962.000,10406,3,MX,1,100, 8
1667057462.395976,76001.000,10406,3,MX,1,100, 8
1667057462.435908,76040.000,10406,3,MX,1,100, 9
1667057462.475839,76079.000,10424,4,MX,1,100, 8
1667057462.515771,76118.000,10424,4,MX,1,100, 8
1667057462.555702,76157.000,10424,4,MX,1,100, 8
1667057462.595634,76196.000,10424,4,MX,1,100, 8
1667057462.635566,76235.000,10444,2,MX,1,100, 8
1667057462.675497,76274.000,10444,2,MX,1,100, 8
1667057462.715087,76312.667,10460,3,MX,1,100, 8
1667057462.754678,76351.333,10460,3,MX,1,100, 8
1667057462.794268,76390.000,10460,3,MX,1,100, 8
1667057462.834712,76429.500,10477,2,MX,1,100, 8
1667057462.875155,76469.000,10477,2,MX,1,100, 8
1667057462.915769,76508.667,10494,3,MX,1,100, 8
1667057462.956383,76548.333,10494,3,MX,1,100, 9
1667057462.996997,76588.000,10494,3,MX,1,100, 9
1667057463.036929,76627.000,10510,3,MX,1,100, 8
1667057463.076861,76666.000,10510,3,MX,1,100, 8
1667057463.116792,76705.000,10510,3,MX,1,100, 8
1667057463.156724,76744.000,10527,2,MX,1,100, 8
1667057463.196655,76783.000,10527,2,MX,1,100, 8
1667057463.236587,76822.000,10543,3,MX,1,100, 8
1667057463.276518,76861.000,10543,3,MX,1,100, 8
1667057463.316450,76900.000,10543,3,MX,1,100, 9
1667057463.351262,76934.000,10560,3,MX,1,100, 8
1667057463.386074,76968.000,10560,3,MX,1,100, 9
1667057463.420887,77002.000,10560,3,MX,1,100, 7
1667057463.460306,77040.500,10578,2,MX,1,100, 8
1667057463.499726,77079.000,10578,2,MX,1,100, 8
1667057463.539657,77118.000,10598,3,MX,1,100, 8
1667057463.579589,77157.000,10598,3,MX,1,100, 8
1667057463.619520,77196.000,10598,3,MX,1,100, 8
1667057463.659452,77235.000,10614,4,MX,1,100, 9
1667057463.699383,77274.000,10614,4,MX,1,100, 8
1667057463.739315,77313.000,10614,4,MX,1,100, 8
1667057463.779247,77352.000,10614,4,MX,1,100, 8
1667057463.819178,77391.000,10632,2,MX,1,100, 9
1667057463.859110,77430.000,10632,2,MX,1,100, 8
1667057463.900065,77470.000,10647,3,MX,1,100, 8
1667057463.941021,77510.000,10647,3,MX,1,100, 9
1667057463.981976,77550.000,10647,3,MX,1,100, 8
1667057464.021908,77589.000,10664,2,MX,1,100, 8
1667057464.061839,77628.000,10664,2,MX,1,100, 8
1667057464.101771,77667.000,10680,3,MX,1,100, 7
1667057464.141702,77706.000,10680,3,MX,1,100, 7
1667057464.181634,77745.000,10680,3,MX,1,100, 7
1667057464.220883,77783.333,10700,3,MX,1,100, 7
1667057464.260132,77821.667,10700,3,MX,1,100, 8
1667057464.299381,77860.000,10700,3,MX,1,100, 7
1667057464.339313,77899.000,10716,3,MX,1,100, 7
1667057464.379244,77938.000,10716,3,MX,1,100, 8
1667057464.419176,77977.000,10716,3,MX,1,100, 8
1667057464.459790,78016.667,10732,3,MX,1,100, 8
1667057464.500404,78056.333,10732,3,MX,1,100, 7
1667057464.541018,78096.000,10732,3,MX,1,100, 9
1667057464.581974,78136.000,10756,2,MX,1,100, 8
1667057464.622929,78176.000,10756,2,MX,1,100, 8
1667057464.662861,78215.000,10773,3,MX,1,100, 8
1667057464.702792,78254.000,10773,3,MX,1,100, 8
1667057464.742724,78293.000,10773,3,MX,1,100, 8
1667057464.782144,78331.500,10790,4,MX,1,100, 8
1667057464.821563,78370.000,10790,4,MX,1,100, 8
1667057464.860983,78408.500,10790,4,MX,1,100, 7
1667057464.900402,78447.000,10790,4,MX,1,100, 8
1667057464.940334,78486.000,10809,4,MX,1,100, 8
1667057464.980266,78525.000,10809,4,MX,1,100, 8
1667057465.020197,78564.000,10809,4,MX,1,100, 8
1667057465.060129,78603.000,10809,4,MX,1,100, 7
1667057465.097398,78639.400,10826,5,MX,1,100, 8
1667057465.134668,78675.800,10826,5,MX,1,100, 9
1667057465.171937,78712.200,10826,5,MX,1,100, 7
1667057465.209207,78748.600,10826,5,MX,1,100, 7
1667057465.246476,78785.000,10826,5,MX,1,100, 8
1667057465.286407,78824.000,10843,4,MX,1,100, 7
1667057465.326339,78863.000,10843,4,MX,1,100, 8
1667057465.366271,78902.000,10843,4,MX,1,100, 8
1667057465.406202,78941.000,10843,4,MX,1,100, 8
1667057465.446134,78980.000,10859,3,MX,1,100, 8
1667057465.486065,79019.000,10859,3,MX,1,100, 8
1667057465.525997,79058.000,10859,3,MX,1,100, 8
1667057465.565928,79097.000,10879,3,MX,1,100, 9
1667057465.605860,79136.000,10879,3,MX,1,100, 8
1667057465.645792,79175.000,10879,3,MX,1,100, 8
1667057465.684699,79213.000,10895,2,MX,1,100, 8
1667057465.723607,79251.000,10895,2,MX,1,100, 8
1667057465.763539,79290.000,10911,3,MX,1,100, 8
1667057465.803470,79329.000,10911,3,MX,1,100, 8
1667057465.843402,79368.000,10911,3,MX,1,100, 8
1667057465.883333,79407.000,10928,2,MX,1,100, 8
1667057465.923265,79446.000,10928,2,MX,1,100, 8
1667057465.963197,79485.000,10945,3,MX,1,100, 8
1667057466.003128,79524.000,10945,3,MX,1,100, 8
1667057466.043060,79563.000,10945,3,MX,1,100, 8
1667057466.082991,79602.000,10961,3,MX,1,100,10
1667057466.122923,79641.000,10961,3,MX,1,100, 8
1667057466.162854,79680.000,10961,3,MX,1,100, 7
1667057466.202786,79719.000,10978,2,MX,1,100, 8
1667057466.242718,79758.000,10978,2,MX,1,100, 7
1667057466.281966,79796.333,10994,3,MX,1,100, 9
1667057466.321215,79834.667,10994,3,MX,1,100, 8
1667057466.360464,79873.000,10994,3,MX,1,100, 8
1667057466.400396,79912.000,11011,2,MX,1,100, 8
1667057466.440328,79951.000,11011,2,MX,1,100, 9
1667057466.480259,79990.000,11028,3,MX,1,100, 8
1667057466.520191,80029.000,11028,3,MX,1,100, 8
1667057466.560122,80068.000,11028,3,MX,1,100, 7
1667057466.600054,80107.000,11047,3,MX,1,100, 8
1667057466.639986,80146.000,11047,3,MX,1,100, 9
1667057466.679917,80185.000,11047,3,MX,1,100, 8
1667057466.719849,80224.000,11062,2,MX,1,100, 8
1667057466.759780,80263.000,11062,2,MX,1,100, 9
1667057466.800736,80303.000,11080,3,MX,1,100, 9
1667057466.841691,80343.000,11080,3,MX,1,100, 9
1667057466.882647,80383.000,11080,3,MX,1,100, 8
1667057466.918141,80417.667,11096,3,MX,1,100, 8
1667057466.953636,80452.333,11096,3,MX,1,100, 8
1667057466.989131,80487.000,11096,3,MX,1,100, 9
1667057467.029062,80526.000,11113,2,MX,1,100, 8
1667057467.068994,80565.000,11113,2,MX,1,100, 8
1667057467.108243,80603.333,11128,3,MX,1,100, 9
1667057467.147492,80641.667,11128,3,MX,1,100, 7
1667057467.186741,80680.000,11128,3,MX,1,100, 9
1667057467.227696,80720.000,11146,2,MX,1,100, 8
1667057467.268652,80760.000,11146,2,MX,1,100, 8
1667057467.308925,80799.333,11164,3,MX,1,100, 8
1667057467.349197,80838.667,11164,3,MX,1,100, 8
1667057467.389470,80878.000,11164,3,MX,1,100, 9
1667057467.429402,80917.000,11181,3,MX,1,100, 8
1667057467.469333,80956.000,11181,3,MX,1,100, 8
1667057467.509265,80995.000,11181,3,MX,1,100, 8
1667057467.549197,81034.000,11200,2,MX,1,100, 9
1667057467.589128,81073.000,11200,2,MX,1,100, 8
1667057467.629060,81112.000,11216,3,MX,1,100, 8
1667057467.668991,81151.000,11216,3,MX,1,100, 8
1667057467.708923,81190.000,11216,3,MX,1,100, 7
1667057467.748513,81228.667,11232,3,MX,1,100, 8
1667057467.788103,81267.333,11232,3,MX,1,100, 9
1667057467.827694,81306.000,11232,3,MX,1,100, 8
1667057467.868649,81346.000,11250,2,MX,1,100, 8
1667057467.909605,81386.000,11250,2,MX,1,100, 9
1667057467.949878,81425.333,11266,3,MX,1,100, 8
1667057467.990150,81464.667,11266,3,MX,1,100, 8
1667057468.030423,81504.000,11266,3,MX,1,100, 8
1667057468.070355,81543.000,11282,2,MX,1,100, 8
1667057468.110286,81582.000,11282,2,MX,1,100, 8
1667057468.150218,81621.000,11299,3,MX,1,100, 8
1667057468.190150,81660.000,11299,3,MX,1,100, 8
1667057468.230081,81699.000,11299,3,MX,1,100, 8
1667057468.270013,81738.000,11316,2,MX,1,100, 8
1667057468.309944,81777.000,11316,2,MX,1,100, 8
1667057468.349876,81816.000,11332,3,MX,1,100, 8
1667057468.389807,81855.000,11332,3,MX,1,100, 9
1667057468.429739,81894.000,11332,3,MX,1,100, 9
1667057468.469671,81933.000,11350,3,MX,1,100, 9
1667057468.509602,81972.000,11350,3,MX,1,100, 8
1667057468.549534,82011.000,11350,3,MX,1,100, 8
1667057468.584346,82045.000,11367,3,MX,1,100, 9
