TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
303403.000000,2498441.000000,1667057695.229803,1667059942.699473,258,72510,2.77982e+06,1.5.10
