LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SA
1667057618.890877,228845,35890,1,SA,1,100,0.000001
1667057619.227736,229174,35941,1,SA,1,100,0.000019
1667057619.759133,229693,36070,1,SA,1,100,0.000063
1667057620.490188,230407,36170,1,SA,1,100,0.000087
1667057621.153666,231055,36283,1,SA,1,100,0.000094
1667057621.746496,231634,36354,1,SA,1,100,0.000078
1667057622.351613,232225,36404,1,SA,1,100,0.000007
1667057622.554343,232423,36439,1,SA,1,100,0.000029
1667057622.752977,232617,36552,1,SA,1,100,0.000125
1667057623.420551,233269,36586,1,SA,1,100,0.000017
1667057623.752290,233593,36667,1,SA,1,100,0.000063
1667057624.552969,234375,36827,1,SA,1,100,0.000233
1667057625.752964,235547,36941,1,SA,1,100,0.000015
1667057625.951598,235741,36974,1,SA,1,100,0.000016
1667057626.284361,236066,37071,1,SA,1,100,0.000068
1667057627.019511,236784,37143,1,SA,1,100,0.000020
1667057627.287770,237046,37241,1,SA,1,100,0.000093
1667057628.151930,237890,37323,1,SA,1,100,0.000065
1667057628.681279,238407,37437,1,SA,1,100,0.000081
1667057629.210629,238924,37505,1,SA,1,100,0.000045
1667057629.743049,239444,37616,1,SA,1,100,0.000102
1667057630.610281,240291,37730,1,SA,1,100,0.000024
1667057630.942020,240615,37795,1,SA,1,100,0.000095
1667057631.475465,241136,37894,1,SA,1,100,0.000184
1667057632.274097,241916,37995,1,SA,1,100,0.000088
1667057632.806518,242436,38093,1,SA,1,100,0.000156
1667057633.468972,243083,38240,1,SA,1,100,0.000111
1667057634.202075,243799,38290,1,SA,1,100,0.000062
1667057634.669991,244256,38372,1,SA,1,100,0.000076
1667057635.336541,244907,38472,1,SA,1,100,0.000071
1667057635.933467,245490,38552,1,SA,1,100,0.000014
1667057636.330735,245878,38620,1,SA,1,100,0.000006
1667057636.865204,246400,38684,1,SA,1,100,0.000018
1667057637.065885,246596,38717,1,SA,1,100,0.000037
1667057637.266567,246792,38776,1,SA,1,100,0.000098
1667057637.933117,247443,38858,1,SA,1,100,0.000009
1667057638.134823,247640,38891,1,SA,1,100,0.000007
1667057638.334481,247835,38912,1,SA,1,100,0.000017
1667057638.531067,248027,38944,1,SA,1,100,0.000019
1667057638.867926,248356,39009,1,SA,1,100,0.000058
1667057639.532428,249005,39171,1,SA,1,100,0.000081
1667057640.260411,249716,39239,1,SA,1,100,0.000022
