LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
1667057459.523975,73196.000,9934,1,BV,1,100,3.65
1667057460.522264,74171.000,10103,1,BV,1,100,3.65
1667057461.521577,75147.000,10273,1,BV,1,100,3.65
1667057462.521914,76124.000,10427,1,BV,1,100,3.65
1667057463.519180,77098.000,10581,1,BV,1,100,3.65
1667057464.520540,78076.000,10735,1,BV,1,100,3.65
1667057465.518830,79051.000,10862,1,BV,1,100,3.65
1667057466.513024,80022.000,11031,1,BV,1,100,3.65
1667057467.515408,81001.000,11184,1,BV,1,100,3.65
1667057468.514722,81977.000,11353,1,BV,1,100,3.65
1667057469.515059,82954.000,11522,1,BV,1,100,3.65
1667057470.516420,83932.000,11679,1,BV,1,100,3.65
1667057471.515733,84908.000,11850,1,BV,1,100,3.65
1667057472.517094,85886.000,12018,1,BV,1,100,3.65
1667057473.512311,86858.000,12171,1,BV,1,100,3.65
1667057474.510601,87833.000,12340,1,BV,1,100,3.65
1667057475.511961,88811.000,12495,1,BV,1,100,3.65
1667057476.510251,89786.000,12664,1,BV,1,100,3.64
1667057477.508540,90761.000,12835,1,BV,1,100,3.64
1667057478.506830,91736.000,12988,1,BV,1,100,3.65
1667057479.507166,92713.000,13159,1,BV,1,100,3.65
1667057480.505456,93688.000,13336,1,BV,1,100,3.65
1667057481.505793,94665.000,13488,1,BV,1,100,3.65
1667057482.506130,95642.000,13659,1,BV,1,100,3.65
1667057483.508515,96621.000,13828,1,BV,1,100,3.64
1667057484.508852,97598.000,13983,1,BV,1,100,3.65
1667057485.503046,98569.000,14159,1,BV,1,100,3.65
1667057486.502359,99545.000,14313,1,BV,1,100,3.64
1667057487.501672,100521.000,14463,1,BV,1,100,3.64
1667057488.496890,101493.000,14636,1,BV,1,100,3.65
1667057489.497227,102470.000,14803,1,BV,1,100,3.65
1667057490.496540,103446.000,14954,1,BV,1,100,3.65
1667057491.498925,104425.000,15130,1,BV,1,100,3.64
1667057492.495166,105398.000,15300,1,BV,1,100,3.65
1667057493.494479,106374.000,15450,1,BV,1,100,3.65
1667057494.494816,107351.000,15621,1,BV,1,100,3.65
1667057495.492082,108325.000,15793,1,BV,1,100,3.65
1667057496.495491,109305.000,15950,1,BV,1,100,3.65
1667057497.494804,110281.000,16121,1,BV,1,100,3.65
1667057498.492069,111255.000,16273,1,BV,1,100,3.65
1667057499.487287,112227.000,16444,1,BV,1,100,3.65
1667057500.484552,113201.000,16598,1,BV,1,100,3.65
1667057501.485913,114179.000,16773,1,BV,1,100,3.65
1667057502.484202,115154.000,16941,1,BV,1,100,3.65
1667057503.483516,116130.000,17091,1,BV,1,100,3.65
1667057504.479757,117103.000,17264,1,BV,1,100,3.65
1667057505.482142,118082.000,17434,1,BV,1,100,3.65
1667057506.479407,119056.000,17593,1,BV,1,100,3.65
1667057507.476673,120030.000,17743,1,BV,1,100,3.65
1667057508.477010,121007.000,17914,1,BV,1,100,3.64
1667057509.474275,121981.000,18081,1,BV,1,100,3.64
1667057510.475636,122959.000,18234,1,BV,1,100,3.65
1667057511.470854,123931.000,18405,1,BV,1,100,3.65
1667057512.469143,124906.000,18560,1,BV,1,100,3.65
1667057513.472552,125886.000,18731,1,BV,1,100,3.65
1667057514.466746,126857.000,18901,1,BV,1,100,3.65
1667057515.468107,127835.000,19052,1,BV,1,100,3.65
1667057516.469467,128813.000,19223,1,BV,1,100,3.65
1667057517.466733,129787.000,19380,1,BV,1,100,3.64
1667057518.465022,130762.000,19548,1,BV,1,100,3.64
1667057519.464335,131738.000,19702,1,BV,1,100,3.65
1667057520.458529,132709.000,19871,1,BV,1,100,3.64
1667057521.453747,133681.000,20038,1,BV,1,100,3.64
1667057522.451012,134655.000,20177,1,BV,1,100,3.65
1667057523.447253,135628.000,20348,1,BV,1,100,3.65
1667057524.451686,136609.000,20520,1,BV,1,100,3.65
1667057525.445880,137580.000,20673,1,BV,1,100,3.65
1667057526.440074,138551.000,20844,1,BV,1,100,3.65
1667057527.442459,139530.000,21021,1,BV,1,100,3.65
1667057528.435628,140500.000,21172,1,BV,1,100,3.65
1667057529.438013,141479.000,21341,1,BV,1,100,3.65
1667057530.434255,142452.000,21494,1,BV,1,100,3.65
1667057531.432544,143427.000,21663,1,BV,1,100,3.64
1667057532.430833,144402.000,21831,1,BV,1,100,3.64
1667057533.425027,145373.000,21973,1,BV,1,100,3.64
1667057534.425364,146350.000,22144,1,BV,1,100,3.65
1667057535.418534,147320.000,22297,1,BV,1,100,3.65
1667057536.415799,148294.000,22466,1,BV,1,100,3.64
1667057537.417160,149272.000,22635,1,BV,1,100,3.64
1667057538.415450,150247.000,22790,1,BV,1,100,3.64
1667057539.413739,151222.000,22961,1,BV,1,100,3.64
1667057540.407933,152193.000,23129,1,BV,1,100,3.64
1667057541.404174,153166.000,23282,1,BV,1,100,3.65
1667057542.402463,154141.000,23453,1,BV,1,100,3.65
1667057543.400753,155116.000,23590,1,BV,1,100,3.65
1667057544.400066,156092.000,23761,1,BV,1,100,3.65
1667057545.395283,157064.000,23930,1,BV,1,100,3.65
1667057546.397668,158043.000,24081,1,BV,1,100,3.65
1667057547.391862,159014.000,24252,1,BV,1,100,3.65
1667057548.391175,159990.000,24427,1,BV,1,100,3.65
1667057549.390489,160966.000,24580,1,BV,1,100,3.64
1667057550.386730,161939.000,24748,1,BV,1,100,3.64
1667057551.390139,162919.000,24901,1,BV,1,100,3.65
1667057552.387404,163893.000,25070,1,BV,1,100,3.64
1667057553.384670,164867.000,25240,1,BV,1,100,3.64
1667057554.380911,165840.000,25378,1,BV,1,100,3.64
1667057555.375105,166811.000,25547,1,BV,1,100,3.65
1667057556.378514,167791.000,25699,1,BV,1,100,3.65
1667057557.376803,168766.000,25870,1,BV,1,100,3.64
1667057558.377140,169743.000,26038,1,BV,1,100,3.65
1667057559.376453,170719.000,26199,1,BV,1,100,3.65
1667057560.375766,171695.000,26367,1,BV,1,100,3.64
1667057561.375079,172671.000,26517,1,BV,1,100,3.64
1667057562.373369,173646.000,26688,1,BV,1,100,3.64
1667057563.373706,174623.000,26856,1,BV,1,100,3.65
1667057564.373019,175599.000,26995,1,BV,1,100,3.65
1667057565.374380,176577.000,27164,1,BV,1,100,3.65
1667057566.368574,177548.000,27336,1,BV,1,100,3.64
1667057567.370959,178527.000,27488,1,BV,1,100,3.64
1667057568.370272,179503.000,27659,1,BV,1,100,3.64
1667057569.367537,180477.000,27817,1,BV,1,100,3.64
1667057570.368898,181455.000,27970,1,BV,1,100,3.64
1667057571.371283,182434.000,28139,1,BV,1,100,3.64
1667057572.372644,183412.000,28307,1,BV,1,100,3.64
1667057573.367862,184384.000,28459,1,BV,1,100,3.64
1667057574.366151,185359.000,28629,1,BV,1,100,3.64
1667057575.365464,186335.000,28787,1,BV,1,100,3.63
1667057576.359658,187306.000,28938,1,BV,1,100,3.63
1667057577.361019,188284.000,29105,1,BV,1,100,3.63
1667057578.362380,189262.000,29275,1,BV,1,100,3.64
1667057579.360669,190237.000,29428,1,BV,1,100,3.65
1667057580.359982,191213.000,29586,1,BV,1,100,3.65
1667057581.359295,192189.000,29756,1,BV,1,100,3.65
1667057582.359632,193166.000,29924,1,BV,1,100,3.64
1667057583.357922,194141.000,30074,1,BV,1,100,3.64
1667057584.358259,195118.000,30245,1,BV,1,100,3.64
1667057585.356548,196093.000,30401,1,BV,1,100,3.65
1667057586.358933,197072.000,30571,1,BV,1,100,3.64
1667057587.354150,198044.000,30723,1,BV,1,100,3.64
1667057588.348344,199015.000,30894,1,BV,1,100,3.64
1667057589.349705,199993.000,31062,1,BV,1,100,3.64
1667057590.346971,200967.000,31219,1,BV,1,100,3.64
1667057591.349355,201946.000,31371,1,BV,1,100,3.65
1667057592.348669,202922.000,31542,1,BV,1,100,3.65
1667057593.345934,203896.000,31709,1,BV,1,100,3.64
1667057594.348319,204875.000,31862,1,BV,1,100,3.64
1667057595.342512,205846.000,32033,1,BV,1,100,3.64
1667057596.343874,206824.000,32206,1,BV,1,100,3.64
1667057597.343187,207800.000,32357,1,BV,1,100,3.64
1667057598.339428,208773.000,32527,1,BV,1,100,3.65
1667057599.339765,209750.000,32678,1,BV,1,100,3.65
1667057600.339078,210726.000,32847,1,BV,1,100,3.64
1667057601.341463,211705.000,33005,1,BV,1,100,3.64
1667057602.337705,212678.000,33175,1,BV,1,100,3.65
1667057603.337018,213654.000,33328,1,BV,1,100,3.64
1667057604.339403,214633.000,33499,1,BV,1,100,3.64
1667057605.340764,215611.000,33649,1,BV,1,100,3.64
1667057606.339053,216586.000,33810,1,BV,1,100,3.64
1667057607.335294,217559.000,33982,1,BV,1,100,3.64
1667057608.335632,218536.000,34136,1,BV,1,100,3.64
1667057609.333921,219511.000,34303,1,BV,1,100,3.64
1667057610.331186,220485.000,34453,1,BV,1,100,3.64
1667057611.329476,221460.000,34629,1,BV,1,100,3.64
1667057612.330837,222438.000,34782,1,BV,1,100,3.64
1667057613.334245,223418.000,34952,1,BV,1,100,3.64
1667057614.329463,224390.000,35120,1,BV,1,100,3.64
1667057615.329800,225367.000,35270,1,BV,1,100,3.64
1667057616.329113,226343.000,35441,1,BV,1,100,3.64
1667057617.324331,227315.000,35600,1,BV,1,100,3.65
1667057618.326715,228294.000,35770,1,BV,1,100,3.65
1667057619.328077,229272.000,35922,1,BV,1,100,3.64
1667057620.324318,230245.000,36088,1,BV,1,100,3.64
1667057621.319536,231217.000,36234,1,BV,1,100,3.64
1667057622.318849,232193.000,36402,1,BV,1,100,3.64
1667057623.320210,233171.000,36549,1,BV,1,100,3.65
1667057624.321571,234149.000,36716,1,BV,1,100,3.65
1667057625.318836,235123.000,36875,1,BV,1,100,3.64
1667057626.317125,236098.000,37021,1,BV,1,100,3.63
1667057627.320534,237078.000,37176,1,BV,1,100,3.64
1667057628.315752,238050.000,37341,1,BV,1,100,3.64
1667057629.311993,239023.000,37503,1,BV,1,100,3.64
1667057630.307211,239995.000,37648,1,BV,1,100,3.65
1667057631.305500,240970.000,37812,1,BV,1,100,3.66
1667057632.307885,241949.000,37961,1,BV,1,100,3.66
1667057633.303103,242921.000,38126,1,BV,1,100,3.66
1667057634.303440,243898.000,38271,1,BV,1,100,3.65
1667057635.303777,244875.000,38436,1,BV,1,100,3.65
1667057636.296947,245845.000,38602,1,BV,1,100,3.65
1667057637.299331,246824.000,38750,1,BV,1,100,3.64
1667057638.300693,247802.000,38909,1,BV,1,100,3.64
1667057639.297958,248776.000,39057,1,BV,1,100,3.64
1667057640.295223,249750.000,39220,1,BV,1,100,3.64
1667057641.292489,250724.000,39385,1,BV,1,100,3.63
1667057642.289754,251698.000,39532,1,BV,1,100,3.64
1667057643.284972,252670.000,39688,1,BV,1,100,3.64
1667057644.282237,253644.000,39832,1,BV,1,100,3.65
1667057645.282574,254621.000,39999,1,BV,1,100,3.64
1667057646.284959,255600.000,40163,1,BV,1,100,3.64
1667057647.281201,256573.000,40308,1,BV,1,100,3.64
1667057648.278466,257547.000,40460,1,BV,1,100,3.64
1667057649.278803,258524.000,40626,1,BV,1,100,3.65
1667057650.276068,259498.000,40788,1,BV,1,100,3.65
1667057651.274358,260473.000,40937,1,BV,1,100,3.64
1667057652.271623,261447.000,41106,1,BV,1,100,3.63
1667057653.271960,262424.000,41263,1,BV,1,100,3.63
1667057654.268202,263397.000,41408,1,BV,1,100,3.63
1667057655.260348,264366.000,41571,1,BV,1,100,3.64
