LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1667057459.523975,73196.000,9935,1,B%,1,100,17
1667057460.522264,74171.000,10104,1,B%,1,100,17
1667057461.521577,75147.000,10274,1,B%,1,100,17
1667057462.521914,76124.000,10428,1,B%,1,100,16
1667057463.519180,77098.000,10582,1,B%,1,100,16
1667057464.520540,78076.000,10736,1,B%,1,100,15
1667057465.518830,79051.000,10863,1,B%,1,100,16
1667057466.513024,80022.000,11032,1,B%,1,100,15
1667057467.515408,81001.000,11185,1,B%,1,100,16
1667057468.514722,81977.000,11354,1,B%,1,100,16
1667057469.515059,82954.000,11523,1,B%,1,100,17
1667057470.516420,83932.000,11680,1,B%,1,100,16
1667057471.515733,84908.000,11851,1,B%,1,100,17
1667057472.517094,85886.000,12019,1,B%,1,100,16
1667057473.512311,86858.000,12172,1,B%,1,100,16
1667057474.510601,87833.000,12341,1,B%,1,100,16
1667057475.511961,88811.000,12496,1,B%,1,100,15
1667057476.510251,89786.000,12665,1,B%,1,100,15
1667057477.508540,90761.000,12836,1,B%,1,100,15
1667057478.506830,91736.000,12989,1,B%,1,100,16
1667057479.507166,92713.000,13160,1,B%,1,100,16
1667057480.505456,93688.000,13337,1,B%,1,100,17
1667057481.505793,94665.000,13489,1,B%,1,100,16
1667057482.506130,95642.000,13660,1,B%,1,100,16
1667057483.508515,96621.000,13829,1,B%,1,100,15
1667057484.508852,97598.000,13984,1,B%,1,100,16
1667057485.503046,98569.000,14160,1,B%,1,100,15
1667057486.502359,99545.000,14314,1,B%,1,100,15
1667057487.501672,100521.000,14464,1,B%,1,100,15
1667057488.496890,101493.000,14637,1,B%,1,100,15
1667057489.497227,102470.000,14804,1,B%,1,100,16
1667057490.496540,103446.000,14955,1,B%,1,100,16
1667057491.498925,104425.000,15131,1,B%,1,100,15
1667057492.495166,105398.000,15301,1,B%,1,100,17
1667057493.494479,106374.000,15451,1,B%,1,100,16
1667057494.494816,107351.000,15622,1,B%,1,100,15
1667057495.492082,108325.000,15794,1,B%,1,100,15
1667057496.495491,109305.000,15951,1,B%,1,100,16
1667057497.494804,110281.000,16122,1,B%,1,100,15
1667057498.492069,111255.000,16274,1,B%,1,100,15
1667057499.487287,112227.000,16445,1,B%,1,100,16
1667057500.484552,113201.000,16599,1,B%,1,100,16
1667057501.485913,114179.000,16774,1,B%,1,100,16
1667057502.484202,115154.000,16942,1,B%,1,100,16
1667057503.483516,116130.000,17092,1,B%,1,100,16
1667057504.479757,117103.000,17265,1,B%,1,100,16
1667057505.482142,118082.000,17435,1,B%,1,100,16
1667057506.479407,119056.000,17594,1,B%,1,100,16
1667057507.476673,120030.000,17744,1,B%,1,100,15
1667057508.477010,121007.000,17915,1,B%,1,100,15
1667057509.474275,121981.000,18082,1,B%,1,100,15
1667057510.475636,122959.000,18235,1,B%,1,100,16
1667057511.470854,123931.000,18406,1,B%,1,100,16
1667057512.469143,124906.000,18561,1,B%,1,100,16
1667057513.472552,125886.000,18732,1,B%,1,100,16
1667057514.466746,126857.000,18902,1,B%,1,100,16
1667057515.468107,127835.000,19053,1,B%,1,100,16
