LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1667057459.337627,73014.000,9885,2,AK,1,100,9883
1667057459.337627,73014.000,9885,2,AK,1,100,RD
1667057461.974135,75589.000,10738,2,AK,1,100,9883
1667057464.610642,78164.000,10738,2,AK,1,100,RD
1667057464.622929,78176.000,10741,2,AK,1,100,10739
1667057464.635216,78188.000,10741,2,AK,1,100,RD
1667057467.247150,80739.000,11558,2,AK,1,100,10739
1667057469.859084,83290.000,11558,2,AK,1,100,RD
1667057469.870859,83301.500,11561,2,AK,1,100,11559
1667057469.882634,83313.000,11561,2,AK,1,100,RD
1667057472.485353,85855.000,12409,2,AK,1,100,11559
1667057475.088073,88397.000,12409,2,AK,1,100,RD
1667057475.100871,88409.500,12412,2,AK,1,100,12410
1667057475.113670,88422.000,12412,2,AK,1,100,RD
1667057477.723556,90971.000,13280,2,AK,1,100,12410
1667057480.333443,93520.000,13280,2,AK,1,100,RD
1667057480.346241,93532.500,13283,2,AK,1,100,13281
1667057480.359040,93545.000,13283,2,AK,1,100,RD
1667057482.964831,96090.000,14138,2,AK,1,100,13281
1667057485.570622,98635.000,14138,2,AK,1,100,RD
1667057485.600315,98664.000,14141,2,AK,1,100,14139
1667057485.630008,98693.000,14141,2,AK,1,100,RD
1667057488.211225,101214.000,14991,2,AK,1,100,14139
1667057490.792443,103735.000,14991,2,AK,1,100,RD
1667057490.805242,103747.500,14994,2,AK,1,100,14992
1667057490.818040,103760.000,14994,2,AK,1,100,RD
1667057493.441749,106322.500,15862,2,AK,1,100,14992
1667057496.065458,108885.000,15862,2,AK,1,100,RD
1667057496.079281,108898.500,15865,2,AK,1,100,15863
1667057496.093103,108912.000,15865,2,AK,1,100,RD
1667057498.692751,111451.000,16719,2,AK,1,100,15863
1667057501.292398,113990.000,16719,2,AK,1,100,RD
1667057501.308269,114005.500,16722,2,AK,1,100,16720
1667057501.324139,114021.000,16722,2,AK,1,100,RD
1667057503.923275,116559.500,17572,2,AK,1,100,16720
1667057506.522411,119098.000,17572,2,AK,1,100,RD
1667057506.540840,119116.000,17575,2,AK,1,100,17573
1667057506.559270,119134.000,17575,2,AK,1,100,RD
1667057509.176324,121690.000,18441,2,AK,1,100,17573
1667057511.793378,124246.000,18441,2,AK,1,100,RD
1667057511.828702,124280.500,18444,2,AK,1,100,18442
1667057511.864026,124315.000,18444,2,AK,1,100,RD
1667057514.444732,126835.500,19292,2,AK,1,100,18442
1667057517.025438,129356.000,19292,2,AK,1,100,RD
1667057517.060250,129390.000,19295,2,AK,1,100,19293
1667057517.095062,129424.000,19295,2,AK,1,100,RD
1667057519.674232,131943.000,20143,2,AK,1,100,19293
1667057522.253402,134462.000,20143,2,AK,1,100,RD
