RD,TS_received,TS_sent,AK,RoundTrip,
561288,561353,2022-10-29_17-39-19-321060,561356,65,
566411,566461,2022-10-29_17-39-24-544674,566466,50,
571509,571529,2022-10-29_17-39-29-740378,571532,20,
576652,576672,2022-10-29_17-39-35-005472,576675,20,
581759,581779,2022-10-29_17-39-40-231906,581782,20,
586888,586983,2022-10-29_17-39-45-539194,586993,95,
592010,597140,2022-10-29_17-39-50-887437,597148,5130,
597168,597282,2022-10-29_17-39-56-082421,602289,114,
602292,602355,2022-10-29_17-40-01-264734,602358,63,
607400,612505,2022-10-29_17-40-06-646540,612515,5105,
612518,617626,2022-10-29_17-40-11-861452,617629,5108,
617629,0,,622746,-617629,
622752,627856,2022-10-29_17-40-22-360700,627858,5104,
627859,632970,2022-10-29_17-40-27-532964,632979,5111,
632998,633073,2022-10-29_17-40-32-749759,633078,75,
638081,638107,2022-10-29_17-40-37-909917,638111,26,
643201,643275,2022-10-29_17-40-43-201832,643278,74,
648322,653453,2022-10-29_17-40-48-603546,653456,5131,
653456,653477,2022-10-29_17-40-53-647795,653480,21,
658582,658651,2022-10-29_17-40-58-945220,658654,69,
663736,668867,2022-10-29_17-41-04-323235,668870,5131,
668870,668906,2022-10-29_17-41-09-428032,668909,36,
673971,674001,2022-10-29_17-41-14-642939,674007,30,
679096,679117,2022-10-29_17-41-19-885995,679120,21,
684218,684294,2022-10-29_17-41-25-189083,684296,76,
689339,689379,2022-10-29_17-41-30-400410,689387,40,
694465,0,,699578,-694465,
699582,0,,704688,-699582,
704700,704726,2022-10-29_17-41-46-116106,704729,26,
709806,709881,2022-10-29_17-41-51-394893,709884,75,
714913,714997,2022-10-29_17-41-56-601532,715000,84,
720031,0,,725154,-720031,
725173,725213,2022-10-29_17-42-07-091939,725216,40,
730311,730332,2022-10-29_17-42-12-341324,730334,21,
735437,735507,2022-10-29_17-42-17-629574,735510,70,
740537,740558,2022-10-29_17-42-22-814018,740561,21,
745644,745672,2022-10-29_17-42-28-043495,745674,28,
750787,750810,2022-10-29_17-42-33-303578,750813,23,
755991,756011,2022-10-29_17-42-38-632114,756014,20,
761110,761130,2022-10-29_17-42-43-880477,761133,20,
766222,766252,2022-10-29_17-42-49-121509,766254,30,
771344,771405,2022-10-29_17-42-54-391851,771408,61,
776450,0,,776480,-776450,
781569,786684,2022-10-29_17-43-04-938719,786693,5115,
786705,786725,2022-10-29_17-43-10-081644,786728,20,
791824,791882,2022-10-29_17-43-15-356187,791884,58,
796970,797007,2022-10-29_17-43-20-599460,797012,37,
802083,802131,2022-10-29_17-43-25-834894,802134,48,
807201,807231,2022-10-29_17-43-31-063294,807234,30,
812297,812317,2022-10-29_17-43-36-275585,812320,20,
817429,817471,2022-10-29_17-43-41-547462,817474,42,
822552,822629,2022-10-29_17-43-46-826569,822634,77,
827689,827712,2022-10-29_17-43-52-041986,827715,23,
832819,832858,2022-10-29_17-43-57-299019,832861,39,
837927,837951,2022-10-29_17-44-02-515164,837954,24,
843068,843167,2022-10-29_17-44-07-855776,843169,99,
848158,0,,853266,-848158,
853266,
858372,
877268,
882384,882449,2022-10-29_17-44-48-073652,882454,65,
887513,887551,2022-10-29_17-44-53-288670,887556,38,
892618,892644,2022-10-29_17-44-58-516164,892650,26,
897775,897825,2022-10-29_17-45-03-830531,897828,50,
902873,902937,2022-10-29_17-45-09-057505,902940,64,
907982,908001,2022-10-29_17-45-14-240987,908004,19,
913120,913148,2022-10-29_17-45-19-506590,913151,28,
918228,918247,2022-10-29_17-45-24-738994,918250,19,
923338,923446,2022-10-29_17-45-30-055759,928445,108,
928457,928500,2022-10-29_17-45-35-220659,928502,43,
933556,933617,2022-10-29_17-45-40-461300,933620,61,
938664,938722,2022-10-29_17-45-45-686132,938725,58,
943771,
948868,953992,2022-10-29_17-45-56-358779,954007,5124,
954030,954067,2022-10-29_17-46-01-394061,954072,37,
959095,959121,2022-10-29_17-46-06-564295,959124,26,
964221,0,,969348,-964221,
969351,
974452,0,,979574,-974452,
979586,
984694,
989802,989889,2022-10-29_17-46-38-064664,989894,87,
994922,0,,1000026,-994922,
1000039,
1005139,0,,1010273,-1005139,
1010285,
1015378,1020493,2022-10-29_17-47-04-413782,1020498,5115,
1020498,
1025594,
1030719,1035835,2022-10-29_17-47-20-114368,1035838,5116,
1035839,
1040950,
1046060,1046126,2022-10-29_17-47-35-658152,1046129,66,
1051166,1056282,2022-10-29_17-47-40-951133,1056291,5116,
1056295,0,,1056336,-1056295,
1061384,1066499,2022-10-29_17-47-51-608673,1066501,5115,
1066502,0,,1066556,-1066502,
1071598,1076714,2022-10-29_17-48-01-881299,1076723,5116,
1076736,0,,1081848,-1076736,
1081851,1086955,2022-10-29_17-48-12-305600,1086965,5104,
1086978,0,,1092074,-1086978,
1092074,1092180,2022-10-29_17-48-22-818206,1097187,106,
1097190,1097224,2022-10-29_17-48-27-984368,1102308,34,
1102309,0,,1107416,-1102309,
1107416,1112529,2022-10-29_17-48-39-016045,1112532,5113,
1112533,0,,1117639,-1112533,
1117652,1122757,2022-10-29_17-48-49-402108,1122766,5105,
1122778,0,,1127872,-1122778,
1127884,1127907,2022-10-29_17-48-59-399167,1127910,23,
1132982,
1138087,
1197830,1202954,2022-10-29_17-50-11-176785,1202959,5124,
1202959,0,,1208063,-1202959,
1208076,
1213172,
1218280,0,,1223390,-1218280,
1223390,
1228496,
1233618,
1238726,
1243834,
2042513,2047629,2022-10-29_18-04-36-060713,2047632,5116,
2047633,2047688,2022-10-29_18-04-41-166776,2047690,55,
2052762,2052825,2022-10-29_18-04-46-421205,2052828,63,
2057894,
2063004,2068117,2022-10-29_18-04-57-164923,2068127,5113,
2068139,
2073254,2073314,2022-10-29_18-05-07-407061,2073319,60,
2078376,2078399,2022-10-29_18-05-12-619375,2078402,23,
2083499,2083521,2022-10-29_18-05-17-866695,2083525,22,
2088606,2088627,2022-10-29_18-05-23-089845,2088630,21,
2093758,2093811,2022-10-29_18-05-28-396132,2093814,53,
2098864,2098917,2022-10-29_18-05-33-614696,2098920,53,
2103974,2104015,2022-10-29_18-05-38-843762,2104021,41,
2109113,2109204,2022-10-29_18-05-44-157356,2109207,91,
2114243,2114320,2022-10-29_18-05-49-388978,2114327,77,
2119355,2119426,2022-10-29_18-05-54-605419,2119429,71,
2124465,2124525,2022-10-29_18-05-59-835900,2124528,60,
2129558,2129614,2022-10-29_18-06-05-055132,2129616,56,
2134682,2134781,2022-10-29_18-06-10-323798,2134784,99,
2139794,2139814,2022-10-29_18-06-15-496197,2139816,20,
2144920,2144946,2022-10-29_18-06-20-739116,2144949,26,
2150034,2150129,2022-10-29_18-06-26-050064,2150131,95,
2155136,2155160,2022-10-29_18-06-31-211051,2155162,24,
2160235,2160259,2022-10-29_18-06-36-425326,2160262,24,
2165368,2165446,2022-10-29_18-06-41-736262,2165449,78,
2170490,2170530,2022-10-29_18-06-46-945443,2170532,40,
2175589,2175610,2022-10-29_18-06-52-147095,2175613,21,
2180703,2180730,2022-10-29_18-06-57-387894,2180734,27,
2185879,2185953,2022-10-29_18-07-02-711174,2185956,74,
2190987,2191049,2022-10-29_18-07-07-943899,2191055,62,
2196094,2196146,2022-10-29_18-07-13-155934,2196152,52,
2201203,2201248,2022-10-29_18-07-18-388160,2201254,45,
2206302,2206332,2022-10-29_18-07-23-598609,2206334,30,
2211416,2211438,2022-10-29_18-07-28-832854,2211448,22,
2216557,2216578,2022-10-29_18-07-34-084983,2216581,21,
2221674,2221743,2022-10-29_18-07-39-373011,2221746,69,
2226772,2226792,2022-10-29_18-07-44-551514,2226795,20,
2231907,2231928,2022-10-29_18-07-49-812443,2231932,21,
2237023,2237053,2022-10-29_18-07-55-050904,2237056,30,
2242166,2242243,2022-10-29_18-08-00-361025,2242252,77,
2247267,2247297,2022-10-29_18-08-05-547946,2247308,30,
2252383,2252455,2022-10-29_18-08-10-821656,2252461,72,
2257493,2262619,2022-10-29_18-08-16-149613,2262624,5126,
2262625,2262671,2022-10-29_18-08-21-272930,2262677,46,
2267723,2267746,2022-10-29_18-08-26-484145,2267756,23,
2272868,2272947,2022-10-29_18-08-31-806927,2272949,79,
2277977,2277997,2022-10-29_18-08-36-985949,2278000,20,
2283114,2283134,2022-10-29_18-08-42-245882,2283144,20,
2288267,2288352,2022-10-29_18-08-47-578842,2288355,85,
2293385,2293471,2022-10-29_18-08-52-814569,2293476,86,
2298504,2298561,2022-10-29_18-08-58-030545,2298565,57,
2303643,2303665,2022-10-29_18-09-03-264646,2303668,22,
2308763,2308858,2022-10-29_18-09-08-574913,2308860,95,
2313881,2313902,2022-10-29_18-09-13-736410,2313904,21,
2318997,2319068,2022-10-29_18-09-19-026309,2319074,71,
2324135,2324174,2022-10-29_18-09-24-254317,2324179,39,
2329271,2329368,2022-10-29_18-09-29-568925,2329371,97,
2334397,2334484,2022-10-29_18-09-34-794142,2334487,87,
2339530,2339581,2022-10-29_18-09-40-026998,2339584,51,
2344640,2344665,2022-10-29_18-09-45-233269,2344667,25,
2349780,2349885,2022-10-29_18-09-50-572425,2354922,105,
2354943,2355013,2022-10-29_18-09-55-825308,2355016,70,
2360027,2360048,2022-10-29_18-10-00-983081,2360051,21,
2365160,2365185,2022-10-29_18-10-06-245909,2365191,25,
2370269,2370309,2022-10-29_18-10-11-492482,2370311,40,
2375387,2375409,2022-10-29_18-10-16-715418,2375412,22,
2380500,2380522,2022-10-29_18-10-21-950541,2380524,22,
2385631,2385706,2022-10-29_18-10-27-247762,2385709,75,
2390759,2390787,2022-10-29_18-10-32-459825,2390790,28,
2395890,2395911,2022-10-29_18-10-37-701011,2395913,21,
2401024,2401094,2022-10-29_18-10-43-011032,2401097,70,
2406159,2406206,2022-10-29_18-10-48-238659,2406211,47,
2411285,0,,2411388,-2411285,
2416424,2416509,2022-10-29_18-10-58-789679,2416512,85,
2421530,2421580,2022-10-29_18-11-03-996172,2421584,50,
2426662,2426707,2022-10-29_18-11-09-235419,2426710,45,
2431783,2431805,2022-10-29_18-11-14-457705,2431808,22,
2436912,2436940,2022-10-29_18-11-19-712893,2436943,28,
2442034,2442107,2022-10-29_18-11-25-001824,2442113,73,
2447161,2447269,2022-10-29_18-11-30-258926,2452291,108,
2452303,2452324,2022-10-29_18-11-35-457484,2452327,21,
2457398,
2462499,2462523,2022-10-29_18-11-45-906442,2462526,24,
2467640,0,,2467718,-2467640,
2472780,2472877,2022-10-29_18-11-56-479754,2472880,97,
2477904,0,,2478004,-2477904,
2483057,2483104,2022-10-29_18-12-06-980215,2483107,47,
2488173,2488194,2022-10-29_18-12-12-190545,2488197,21,
2493314,2493336,2022-10-29_18-12-17-459590,2493339,22,
2498422,2498441,2022-10-29_18-12-22-689973,2498444,19,
2503684,2508792,2022-10-29_18-12-28-183517,2508800,5108,
2508813,2508837,2022-10-29_18-12-33-329302,2508840,24,
2513898,2513936,2022-10-29_18-12-38-540313,2513942,38,
2519012,2519031,2022-10-29_18-12-43-763874,2519034,19,
2524149,2524222,2022-10-29_18-12-49-083301,2524227,73,
2529247,2529325,2022-10-29_18-12-54-298849,2529328,78,
2534356,2534376,2022-10-29_18-12-59-481004,2534379,20,
2539511,2539607,2022-10-29_18-13-04-815070,2539611,96,
2544650,2544670,2022-10-29_18-13-10-015569,2544672,20,
2549806,2549840,2022-10-29_18-13-15-303830,2549842,34,
2554910,2554931,2022-10-29_18-13-20-513954,2554934,21,
2560016,2560037,2022-10-29_18-13-25-746184,2560040,21,
2565169,2565238,2022-10-29_18-13-31-070071,2565244,69,
2570274,2570350,2022-10-29_18-13-36-288668,2570355,76,
2575383,2575444,2022-10-29_18-13-41-517120,2575447,61,
2580493,2580545,2022-10-29_18-13-46-740713,2580548,52,
2585600,2585643,2022-10-29_18-13-51-966180,2585646,43,
2590708,2590748,2022-10-29_18-13-57-183849,2590751,40,
2595876,2595910,2022-10-29_18-14-02-478883,2595913,34,
2600988,0,,2606083,-2600988,
2606095,2611192,2022-10-29_18-14-13-264779,2611194,5097,
2611195,
2616294,0,,2621404,-2616294,
2621405,
2626510,
2631618,
