LocalTimestamp,EA,EL,PI,PR,PG,T1,AX,AY,AZ,GX,GY,GZ,MX,MY,MZ,SA,SR,SF,HR,BI,UN,PS
2022-10-24 13:30:00,0.1070978344262295,-6604.916724829509,178163.35515873015,124473.11408730158,10263.088293650791,34.63967213114754,-0.7408922330097087,-0.289631067961165,0.6870058252427185,0.1422446601941747,0.5288310679611651,-0.0616300970873786,3.586407766990291,7.4864077669902915,-1.6970873786407767,7.380681818181819e-05,0.18712125,117.9809958677686,74.79166666666667,846.6666666666666,Felice e rilassato perchè sto ascoltando musica,Relaxed
2022-10-24 13:31:00,0.1210255227524972,-8090.668596840177,178284.46975806452,124723.39448924732,10287.85819892473,35.22031555555556,-0.5863549239920687,-0.3560264375413086,0.7833648380700595,0.0489107732980832,0.4289623265036351,-0.1158076668869795,4.8810310641110375,17.33773959021811,-1.2366159947124915,0.0001279734513274,0.2312684690265486,118.56121491712707,78.3013698630137,809.8630136986301,nan,Relaxed
2022-10-24 13:32:00,0.1377396363636363,-9500.161421886918,177894.7681451613,124793.92674731182,10240.817876344086,35.6550509977827,-0.4176433289299868,0.0455885072655218,0.7951552179656539,0.645497357992074,0.1151327608982826,2.059169749009247,27.94121532364597,23.898943196829592,-14.4557463672391,0.0003364492753623,0.250241536231884,89.47867666666667,65.94444444444444,1112.5925925925926,nan,Relaxed
2022-10-24 13:33:00,0.1534425726970033,-10528.613337609324,177377.2674731183,124986.66532258064,10218.809811827958,35.72358314855876,-0.5689993394980185,0.081334214002642,0.7385653896961691,-0.5169920739762219,1.4063256274768825,0.5506453104359313,27.39564068692206,4.061426684280053,-8.186261558784677,0.0001228333333333,0.1787879696969697,103.8962472222222,77.82666666666667,792.5333333333333,nan,Relaxed
2022-10-24 13:34:00,0.1708817815964523,-11465.280277759422,177603.2641129032,125274.06989247313,10192.38508064516,36.02874501108647,-0.6530581241743726,-0.2202529722589168,0.6832529722589167,-0.186836856010568,0.034620211360634,-0.1983626155878468,10.988110964332892,-4.866578599735799,-0.3546895640686922,0.0001045333333333,0.1927777916666666,123.59323756906078,76.79452054794521,802.1917808219179,nan,Relaxed
2022-10-24 13:35:00,0.188722730299667,-12235.529861586016,178055.04841963685,125541.73974445192,10284.096839273703,36.24329555555556,-0.6365703899537343,-0.1911004626569729,0.7006893588896232,0.092678122934567,1.4073436880370127,0.5890462656972901,17.11896893588896,-4.153337739590218,-1.0191672174487774,0.0001264536082474,0.1759450824742268,109.14432388888888,74.81944444444444,831.1111111111111,nan,Relaxed
2022-10-24 13:36:00,0.2028643392461197,-12755.276055380264,177708.55846774194,125585.90793010753,10239.479838709678,36.5129578713969,-0.9069054857898216,-0.1135690680766688,0.5174884335756775,0.0503384005287508,0.663163251817581,0.1447607402511566,18.71711830799736,-31.191011235955056,0.8301387970918704,4.9e-05,0.1111113333333333,41.545704444444446,73.56164383561644,818.082191780822,nan,Relaxed
2022-10-24 13:37:00,0.2123949833518313,-13063.281904661486,178092.4552790854,125706.71889710828,10322.24815063887,36.62305986696231,-0.8231387970918705,-0.151372769332452,0.566198281559815,0.310349636483807,0.6401414408460013,-0.007792465300727,17.115003304692664,-23.81295439524124,0.0132187706543291,4.3e-05,0.1066667999999999,6.981186187845305,74.70422535211267,836.6197183098592,nan,Relaxed
2022-10-24 13:38:00,0.2249092516629711,-13428.009760221728,178041.5315860215,125597.08198924732,10358.248655913978,36.667594235033256,-0.4216704095112285,-0.2975217965653897,0.8654075297225893,-0.3339273447820343,0.2622437252311757,0.274276750330251,11.227212681638044,23.14002642007926,-3.2410832232496696,0.0005269999999999,0.32,7.027165555555555,76.88732394366197,836.056338028169,nan,Relaxed
2022-10-24 13:39:00,0.2383906859045505,-13778.738721293008,177955.99529569893,125576.85282258064,10339.655913978497,36.76562444444444,-0.2745911492734478,-0.4219372523117569,0.8715297225891678,-0.4872212681638045,0.5564894319682959,-0.1849200792602377,6.451783355350066,34.638044914134746,-4.525759577278732,0.000454,0.3466664,4.4334,70.67164179104478,891.3432835820895,nan,Relaxed
2022-10-24 13:40:00,0.2498272305986696,-14046.71195410643,178002.20967741936,125940.04032258064,10147.860887096776,36.88534589800444,-0.7593361955085866,-0.1994696169088507,0.5988533685601056,0.6081875825627476,1.28264464993395,0.847330250990753,20.238441215323647,-3.023778071334214,8.354029062087186,0.0001019999999999,0.1555556666666666,4.4058348066298345,75.10606060606061,910.9090909090908,nan,Relaxed
2022-10-24 13:41:00,0.2609877169811321,-14285.481229619312,178083.23806321452,126256.53732347008,10176.066577000673,37.01614634146341,-0.8630641110376736,-0.1364044943820224,0.5812465300727032,0.195929940515532,0.6593879709187046,0.0147673496364838,24.01916721744878,-9.060145406477195,12.758096497025775,,,0.8462305555555556,72.71212121212122,892.1212121212121,nan,Relaxed
