TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
393316.000000,4755954.000000,1672213451.682766,1672217917.330594,1160,52875,6.02146e+06,1.5.10
